Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24,Step.25
Weight,16,1,phi.proc,NA,-0.005832639,-0.005990755,-0.01070283,-0.005375062,-0.01217068,-0.0132856,-0.0115836,-0.01035131,-0.01137807,-0.01270935,-0.01846129,-0.009623195,-0.008463017,-0.004897927,-0.004639349,-0.01227301,-0.001928133,0.00427875,-0.01258748,-0.00616126,0.003850153,-0.01910966,-0.0001112621,-0.0001060817,0.0001571128
Weight,16,1,phi.startTime,NA,0,0.00184864,-0.008595249,0.001192869,0.004603556,0.004130083,0.003903651,0.003219671,0.003058443,0.003554673,0.005294933,0.003006901,0.0034495,0.001103193,0.0008651266,0.00455036,-0.0003800277,-0.002768298,0.004272987,0.00230756,-0.01880055,-0.009282928,-0.00581295,-0.004123396,-0.003668144
Weight,16,1,phi.endTime,NA,-0.005832639,-0.004142115,-0.01929808,-0.004182193,-0.007567128,-0.009155512,-0.007679951,-0.007131635,-0.008319628,-0.009154678,-0.01316635,-0.006616295,-0.005013518,-0.003794734,-0.003774222,-0.007722654,-0.002308161,0.001510452,-0.00831449,-0.003853699,-0.0149504,-0.02839259,-0.005924212,-0.004229478,-0.003511032
Weight,16,1,phi.jobOps,NA,0,-0.002691726,-0.005306522,-0.0003353693,0.001006081,0,-0.00524601,0.003354363,-0.0005729233,0.003780453,0,0.0005422012,-6.910117e-05,0.01628644,8.737334e-05,0,-0.0006189901,0.01187861,-0.0006695302,-4.224544e-05,0,-0.006916994,-0.0001232835,-9.543934e-05,-7.585831e-05
Weight,16,1,phi.arrivalTime,NA,0,4.841407e-05,-0.01029315,0.001845813,0.004936061,0,0.004968474,0.004576376,0.003342904,0.003148461,0,0.001540742,0.003472567,0.0001836324,-0.0008901558,0,-0.002530389,-0.000989741,0.004065405,0.0005924724,0,-0.008647135,-0.01280973,-0.009553604,-0.007162208
Weight,16,1,phi.totproc,NA,0.002281308,0.002427253,-0.002486117,0.003881769,0.005388409,0.003801243,-0.003877177,-0.003265311,0.0009746937,0.00327326,0.006512859,0.00193137,-0.003049778,0.006141086,0.00106893,0.005106007,0.01838826,-0.002768411,0.00993354,0.005726007,0.01679605,0.01031086,0.002516953,0.001198446,0.0008073855
Weight,16,1,phi.wait,NA,0,0.001800226,0.001697899,-0.000652944,-0.0003325047,0.004130083,-0.001064823,-0.001356705,-0.0002844603,0.000406212,0.005294933,0.001466159,-2.306705e-05,0.0009195608,0.001755282,0.00455036,0.002150361,-0.001778556,0.0002075821,0.001715088,-0.01880055,-0.000635793,0.006996778,0.005430208,0.003494064
Weight,16,1,phi.mac,NA,-0.05106815,-0.007816622,-0.05579725,-0.0004972081,-0.02471509,0.0001411878,-0.03731773,0.01117239,0.0007053211,-0.0385229,-0.01698044,-0.02374392,0.002347298,-0.02288205,0.0005807744,-0.03336837,0.002911024,0.09580746,0.0005685561,0.0002184823,0.002611333,-0.0006089631,-1.266714e-05,-2.009792e-06,7.019264e-06
Weight,16,1,phi.macOps,NA,0,-0.003268309,0.001403938,-0.0001577567,-0.006331052,0,0.001711406,0.003907035,-0.0007363524,-0.006038168,0,-0.008880693,-0.0009697721,-0.02825814,-0.0009525264,0,-0.0006289503,-0.02161847,-0.0007067653,3.740386e-05,0,0.0001724852,1.572109e-05,1.264887e-05,1.539701e-05
Weight,16,1,phi.macfree,NA,-0.005832639,-0.004142115,0.007117211,-0.01190931,-0.008179009,-0.009769003,-0.008443186,-0.007795015,-0.004680175,-0.003348893,-0.007401066,-0.006468109,-0.01094646,-0.01211775,-0.005515754,-0.006227216,-0.007726994,-0.008957352,-0.002539313,-0.005212638,-0.006411138,0.007116121,-0.001098348,-0.001259858,-0.0009488639
