Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24,Step.25,Step.26,Step.27,Step.28,Step.29,Step.30,Step.31,Step.32,Step.33,Step.34,Step.35,Step.36,Step.37,Step.38,Step.39,Step.40,Step.41,Step.42,Step.43,Step.44,Step.45,Step.46,Step.47,Step.48,Step.49,Step.50,Step.51,Step.52,Step.53,Step.54,Step.55,Step.56,Step.57,Step.58,Step.59,Step.60,Step.61,Step.62,Step.63,Step.64,Step.65,Step.66,Step.67,Step.68,Step.69,Step.70,Step.71,Step.72,Step.73,Step.74,Step.75,Step.76,Step.77,Step.78,Step.79,Step.80,Step.81,Step.82,Step.83,Step.84,Step.85,Step.86,Step.87,Step.88,Step.89,Step.90,Step.91,Step.92,Step.93,Step.94,Step.95,Step.96,Step.97,Step.98,Step.99
Weight,16,1,phi.proc,NA,-0.004845214,-0.00929283,-0.00890297,-0.006520969,0.007667774,-0.03633152,-0.006540372,-0.007525533,-0.01255428,-0.01258041,-0.01140864,-0.01068676,-0.009884511,-0.008452734,-0.007866732,-0.007814256,-0.007831217,-0.008139305,-0.009143947,-0.007217279,-0.00690139,-0.01135573,-0.008445157,-0.009600935,-0.01355513,-0.01424096,-0.01375753,-0.01344187,-0.01562443,-0.01435609,-0.01190726,-0.01273231,-0.01376548,-0.01277817,-0.009822123,-0.01441207,-0.01400352,-0.007530795,-0.01234431,-0.006356045,-0.008357376,-0.009438208,-0.008100417,-0.007187159,-0.006754617,-0.005656126,-0.003998235,-0.002007751,-0.006650632,-0.007868802,-0.008088144,-0.006707259,-0.007130308,-0.009763761,-0.007780466,-0.007785457,-0.005704443,-0.01054585,-0.007997079,-0.005926098,-0.005285344,-0.01511126,-0.02148748,-0.01482288,-0.01745882,-0.02100115,-0.01834367,-0.0149777,-0.01358425,-0.01250574,-0.01141092,-0.01278111,-0.01135889,-0.01186123,-0.002467264,-0.006103157,-0.01065303,-0.01132926,-0.004897627,-0.006228022,-0.006054821,-0.005428115,-0.007869656,-0.009180408,-0.0120237,-0.01707965,-0.02276722,-0.02412971,-0.0235585,-0.01558882,-0.01916645,-0.02833777,-0.02560568,-0.02550548,-0.03157314,-0.06370511,-0.4271033,-0.0886934,0.003621482
Weight,16,1,phi.startTime,NA,0,0.002100426,0.001013242,0.0004009144,-0.01995727,0.04683138,0.001565396,0.003437991,0.002734104,-0.003927259,3.240758e-05,-3.200304e-05,0.001324808,-0.0001499009,0.0008894193,0.002335894,0.002178276,0.001600598,0.0002418995,-0.001685143,0.0005938046,-0.00398696,-0.0001864356,-0.003709497,-0.008518074,-0.01070216,-0.01051522,-0.009460521,-0.01291261,-0.01297143,-0.01318351,-0.01576893,-0.01564139,-0.01514524,-0.008060276,-0.0086724,-0.0085195,0.000837401,-0.005075404,4.7551e-05,-0.001471571,-0.003454185,-0.003172036,-0.0007858738,-0.0003847837,3.138237e-05,-0.0002919121,0.000414974,-0.005645107,-0.008810711,-0.009500569,-0.005081215,-0.004772695,-0.004002507,-0.005328559,-0.004919917,-0.004511019,-0.01083578,-0.006884416,-0.001266622,3.738435e-05,-0.01697228,-0.02795873,-0.02057486,-0.0199957,-0.0234727,-0.02154024,-0.01828132,-0.01494196,-0.01207643,-0.01071533,-0.01504414,-0.01118048,-0.01285822,-0.001848751,-0.009589856,-0.01428328,-0.01503201,0.0003582746,0.00162533,0.001970815,0.002424653,0.003255162,0.004409603,0.005178487,-0.005767687,-0.006836256,-0.005714278,-0.00441278,0.007250937,0.009286103,0.01225862,0.009676263,0.009802614,0.005865486,0.02860948,0.2060102,-0.02575504,-0.01278486
Weight,16,1,phi.endTime,NA,-0.004845214,-0.007192404,-0.007889728,-0.006120055,-0.0122895,0.01049986,-0.004974976,-0.004087542,-0.00982018,-0.01650767,-0.01137623,-0.01071876,-0.008559703,-0.008602635,-0.006977313,-0.005478362,-0.005652941,-0.006538707,-0.008902048,-0.008902422,-0.006307585,-0.01534269,-0.008631592,-0.01331043,-0.0220732,-0.02494312,-0.02427275,-0.02290239,-0.02853703,-0.02732752,-0.02509077,-0.02850124,-0.02940687,-0.0279234,-0.0178824,-0.02308447,-0.02252302,-0.006693394,-0.01741971,-0.006308494,-0.009828947,-0.01289239,-0.01127245,-0.007973033,-0.007139401,-0.005624743,-0.004290147,-0.001592777,-0.01229574,-0.01667951,-0.01758871,-0.01178847,-0.011903,-0.01376627,-0.01310903,-0.01270537,-0.01021546,-0.02138163,-0.0148815,-0.007192721,-0.00524796,-0.03208354,-0.04944621,-0.03539774,-0.03745452,-0.04447385,-0.03988391,-0.03325902,-0.02852621,-0.02458216,-0.02212625,-0.02782525,-0.02253937,-0.02471945,-0.004316016,-0.01569301,-0.02493631,-0.02636126,-0.004539352,-0.004602692,-0.004084005,-0.003003462,-0.004614495,-0.004770805,-0.006845212,-0.02284734,-0.02960347,-0.02984398,-0.02797128,-0.008337887,-0.009880343,-0.01607915,-0.01592942,-0.01570287,-0.02570766,-0.03509562,-0.2210931,-0.1144484,-0.009163375
Weight,16,1,phi.arrival,NA,0,7.622722e-05,0.007438196,0.002943799,-0.005694852,0.1415399,0.006009655,0.001607212,-0.0006841377,-0.004127554,-0.001282053,-0.0005334307,6.028967e-05,-0.001119412,0.0009043829,0.002858505,0.003527997,0.00297233,0.002578582,0.001516481,0.001991641,-0.0008649243,0.001433327,5.008044e-05,-0.002861119,-0.004323026,-0.004401264,-0.004116175,-0.006450685,-0.006300777,-0.006704252,-0.007964999,-0.007712347,-0.007148357,-0.003431448,-0.00373341,-0.003825385,0.000907839,-0.002273479,0.0002655308,-0.0005285685,-0.001368095,-0.001178631,0.0005939135,1.739871e-05,0.0003740431,0.0005337739,0.001169204,-0.001868653,-0.003820473,-0.00349468,-0.001673329,-0.001402997,-0.0005525928,-0.001144834,-0.0004596331,-0.0004316047,-0.003461934,-0.001892693,0.0004368824,0.0006795901,-0.00797295,-0.01292619,-0.009512103,-0.009184094,-0.01071212,-0.01014068,-0.009482962,-0.007791962,-0.006893645,-0.005591686,-0.007370718,-0.004987476,-0.005896752,0.0001812943,-0.00307802,-0.005182845,-0.005200073,0.002602149,0.003155385,0.003350517,0.002877487,0.003226454,0.003415861,0.003234201,-0.001957796,-0.002626059,-0.002100888,-0.00152296,0.004501121,0.006293473,0.006016124,0.006252433,0.005869222,0.005338365,0.009622287,0.0989664,-0.01338083,-0.03959644
Weight,16,1,phi.wait,NA,0,0.002024199,-0.006424954,-0.002542884,-0.01426242,-0.0947085,-0.004444259,0.001830779,0.003418242,0.000200295,0.001314461,0.0005014277,0.001264518,0.0009695111,-1.496364e-05,-0.0005226118,-0.001349721,-0.001371732,-0.002336683,-0.003201624,-0.001397836,-0.003122036,-0.001619763,-0.003759577,-0.005656955,-0.006379132,-0.006113955,-0.005344345,-0.006461921,-0.006670653,-0.006479258,-0.007803929,-0.007929046,-0.007996879,-0.004628828,-0.00493899,-0.004694115,-7.043809e-05,-0.002801925,-0.0002179798,-0.0009430024,-0.00208609,-0.001993405,-0.001379787,-0.0004021824,-0.0003426608,-0.000825686,-0.00075423,-0.003776454,-0.004990238,-0.006005889,-0.003407886,-0.003369698,-0.003449915,-0.004183726,-0.004460284,-0.004079415,-0.007373844,-0.004991723,-0.001703505,-0.0006422057,-0.008999333,-0.01503255,-0.01106276,-0.01081161,-0.01276058,-0.01139956,-0.008798358,-0.007149999,-0.005182782,-0.005123645,-0.007673417,-0.006193003,-0.006961468,-0.002030046,-0.006511837,-0.009100439,-0.009831932,-0.002243874,-0.001530055,-0.001379701,-0.0004528338,2.870722e-05,0.0009937416,0.001944286,-0.00380989,-0.004210197,-0.003613391,-0.00288982,0.002749816,0.00299263,0.006242496,0.00342383,0.003933392,0.0005271204,0.0189872,0.1070438,-0.01237421,0.02681158
Weight,16,1,phi.macFree,NA,-0.004845214,-0.007192404,-0.007889728,-0.006120055,-0.0122895,0.01049986,-0.004974976,-0.004087542,0.001091273,0.01361473,0.000555864,-0.002100313,-0.008559703,-0.008602635,-0.006977313,-0.005478362,-0.005652941,-0.006299309,-0.008656368,-0.005095639,-0.006191288,0.005489575,-0.003455336,9.661819e-05,0.01244918,0.01551248,0.01369868,0.006811574,0.01296215,0.01911952,0.01831344,0.02644688,0.02593887,0.02916072,0.01659521,0.01304183,0.01786168,-0.006204892,0.003570341,-0.00512076,-0.0007029154,0.006671768,0.003146388,-0.005036753,-0.004514986,-0.003917469,-0.003580393,-0.001592777,0.01026994,0.01482055,0.01769663,0.007655352,0.008842413,0.007408118,0.01295284,0.01069595,0.006332386,0.01997269,0.01253389,-0.0008004711,-0.004542538,0.03496255,0.05893997,0.03717516,0.03881245,0.04736334,0.04178196,0.0320894,0.0274958,0.0240591,0.02034252,0.03255529,0.02621285,0.02795982,-0.002105821,0.01576081,0.02466727,0.02627664,-0.004539352,-0.004602692,-0.004084005,-0.003003462,-0.004614495,-0.004770805,-0.006845212,0.01737086,0.02093013,0.02516034,0.01421795,-0.008337887,-0.009880343,-0.01607915,-0.01592942,-0.01570287,-0.02570766,-0.03509562,-0.2210931,-0.1144484,-0.009163375
Weight,16,1,phi.makespan,NA,-0.004845214,0.008081813,0.01561596,0.00927497,0.006360376,0.005282379,0.003712458,0.0009640794,0.005389817,-0.005151072,0.001706526,0.005802712,0.01256625,0.01325789,0.01102328,0.00556652,0.004933427,0.008929627,0.01398211,0.008323813,0.00480568,0.003964178,0.004404613,0.010599,0.007932745,0.007506634,0.01022996,0.02014578,0.01928061,0.01061175,0.009767989,0.003453449,0.006176873,-0.0002899844,-0.004223251,0.00778078,-0.0004451937,0.006967105,0.01377408,0.006085864,0.007506922,0.002029158,0.00736107,0.0146251,0.01388741,0.009783186,0.006023551,-0.003287863,-0.0003427875,-0.001255759,-0.002414784,-0.001898973,-0.002338763,0.002116375,-0.006530551,-0.001898177,-0.0002202862,0.0006981046,0.0001387093,0.003977751,0.00815136,0.003164557,-0.001769156,0.004132694,0.004701684,0.00635593,0.004434707,0.003237684,0.002240106,0.00237856,0.003877097,-0.001001291,-0.002679583,-0.004412324,0.002236056,-0.001876237,0.004312614,0.004572049,0.004708186,0.003271637,-0.001324722,-0.001961923,-0.0008112231,-0.006489818,-0.0003268156,-0.006671146,-0.0002956998,-0.002211208,0.009181632,0.001939562,0.004274033,0.01559399,0.02154014,0.004295435,0.04790916,0.03028566,0.2044396,-0.02261311,0
Weight,16,1,phi.reducedSlack,NA,0,-7.622722e-05,0.004363638,0.001059976,-0.08169584,-0.0005388248,-0.001069926,0.007884709,0.01976182,0.009214767,0.00666049,0.007483469,0.004774893,0.001628764,0.001749845,0.002252673,0.003082462,0.001634606,0.001105487,0.001376591,0.001509535,0.001135055,0.001350442,0.001758695,0.001048583,0.0007956693,0.0008154612,0.0009621086,0.0007668266,0.0008159568,0.0002209734,0.0002063933,-0.0004925641,-0.0005606278,-0.0003401421,0.0001243728,-7.307341e-05,-0.0002799944,1.319077e-05,-0.0008919345,-0.0006112629,-0.0004518266,-0.0005160316,-0.0001027772,8.183312e-05,0.000327348,0.0003725441,0.0002406685,0.0005123919,0.0001583195,0.001025011,0.0008930645,0.0009962194,0.0008633856,0.0003083305,0.0002040713,0.0002738376,0.0006390122,0.001024384,0.0006032294,0.0002228317,-0.0001391982,-0.0006749126,-0.0008762925,-0.0005188636,0.00029181,0.000402637,-0.001022199,-0.0005772218,-0.0007530987,-0.0004451133,0.0002327795,0.000793472,0.0008962508,0.0003806401,0.0007511385,0.0007497843,0.0006088506,0.000957768,0.0004679234,0.0001482666,1.534673e-05,-0.0005224047,-0.0004753922,-0.0008572302,0.0003227318,0.0006603826,0.001600939,0.001332565,0.0003120495,0.0008127896,0.000864959,0.003036846,0.002397931,0.001668641,-0.005364384,0.03171374,0.1158257,0.01278486
Weight,16,1,phi.macSlack,NA,0,7.622722e-05,-0.004363638,-0.001059976,-0.1180562,0.01341799,-0.0006560927,0.01433001,0.03154568,0.02219455,0.01422835,0.01385038,0.009607449,0.007102486,0.005374811,0.007027504,0.005381617,0.003304737,0.001440136,0.002511335,0.002499838,0.008401782,0.004588997,0.006333294,0.01178569,0.0130958,0.01212706,0.009924352,0.01413663,0.01450139,0.01290931,0.01543151,0.01522639,0.01544608,0.009993873,0.01080648,0.01174038,0.001814238,0.007300719,0.001196098,0.003131388,0.006089539,0.004474046,0.001578676,0.001502509,0.0009987075,0.0002434148,0.000243884,0.005851637,0.008249668,0.009272737,0.005095803,0.005217232,0.006443481,0.007237973,0.005524183,0.003390723,0.01022363,0.006792697,0.001612029,-0.0003205534,0.0163924,0.02681952,0.01717929,0.01821884,0.02264321,0.02066097,0.01612444,0.01472224,0.01280058,0.01023889,0.01560138,0.01275461,0.01300493,-0.002059888,0.005472114,0.01047145,0.0109868,-0.002090742,-0.001668177,-0.001309964,-0.0006884919,-0.001118985,0.0001446643,-0.0003887595,0.008227215,0.01084023,0.01034239,0.007923228,-0.004373866,-0.007907021,-0.006502738,-0.006159814,-0.006253907,-0.01559633,0.001984237,0.06815891,-0.08409031,-0.01278486
Weight,16,1,phi.allSlack,NA,0,7.622722e-05,-0.004363638,-0.001059976,0.08169584,0.0005388248,0.001069926,-0.007884709,-0.01976182,-0.009214767,-0.00666049,-0.007483469,-0.004774893,-0.001628764,-0.001749845,-0.002252673,-0.003082462,-0.001634606,-0.001105487,-0.001376591,-0.001509535,-0.001135055,-0.001350442,-0.001758695,-0.001048583,-0.0007956693,-0.0008154612,-0.0009621086,-0.0007668266,-0.0008159568,-0.0002209734,-0.0002063933,0.0004925641,0.0005606278,0.0003401421,-0.0001243728,7.307341e-05,0.0002799944,-1.319077e-05,0.0008919345,0.0006112629,0.0004518266,0.0005160316,0.0001027772,-8.183312e-05,-0.000327348,-0.0003725441,-0.0002406685,-0.0005123919,-0.0001583195,-0.001025011,-0.0008930645,-0.0009962194,-0.0008633856,-0.0003083305,-0.0002040713,-0.0002738376,-0.0006390122,-0.001024384,-0.0006032294,-0.0002228317,0.0001391982,0.0006749126,0.0008762925,0.0005188636,-0.00029181,-0.000402637,0.001022199,0.0005772218,0.0007530987,0.0004451133,-0.0002327795,-0.000793472,-0.0008962508,-0.0003806401,-0.0007511385,-0.0007497843,-0.0006088506,-0.000957768,-0.0004679234,-0.0001482666,-1.534673e-05,0.0005224047,0.0004753922,0.0008572302,-0.0003227318,-0.0006603826,-0.001600939,-0.001332565,-0.0003120495,-0.0008127896,-0.000864959,-0.003036846,-0.002397931,-0.001668641,0.005364384,-0.03171374,-0.1158257,-0.01278486
