Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24
Weight,16,1,phi.proc,NA,-0.01198565,-0.01210486,-0.008253396,-0.003083353,-0.0239571,-0.01384703,-0.02118231,-0.01532847,-0.01656863,-0.02038805,-0.01236595,-0.0162673,-0.01107168,-0.009345956,-0.01795883,-0.01103218,-0.01497958,-0.008613931,-0.002833819,-0.01444433,-0.007736786,-0.001739103,-0.0004788969,-0.0002017935
Weight,16,1,phi.startTime,NA,0,0,-0.007411881,-0.0127039,0.01519193,0,0.01194845,0.005909855,0.007767201,0.01261647,0,0.004316682,0.002315946,0.0001177904,0.01016207,0,0.0008011501,-0.0004770613,-0.007340851,0.009380024,0,-0.004901254,-0.004206182,-0.003458369
Weight,16,1,phi.endTime,NA,-0.01198565,-0.01210486,-0.01566528,-0.01578726,-0.008765164,-0.01384703,-0.009233861,-0.009418615,-0.008801432,-0.007771582,-0.01236595,-0.01195061,-0.008755739,-0.009228165,-0.007796758,-0.01103218,-0.01417843,-0.009090992,-0.01017467,-0.005064304,-0.007736786,-0.006640357,-0.004685079,-0.003660163
Weight,16,1,phi.jobOps,NA,0,0.755863,0.3984379,0.01498278,0.001145254,0,0.01291099,0.01241456,0.01636611,0.0004840468,0,0.00137208,0.01330074,0.004501075,0.0002678372,0,0.008064527,0.01070776,0.002066713,0.0002165139,0,-7.82814e-05,-7.123495e-05,-5.345521e-05
Weight,16,1,phi.arrivalTime,NA,0,-0.0001939083,0.005219634,0.01647228,0.02009827,0,0.01840866,0.01126724,0.03035406,0.0182527,0,0.009025543,0.01942705,0.005049049,0.0169889,0,0.006844499,0.01231519,0.01388556,0.01683124,0,-0.0146271,-0.01013137,-0.006832907
Weight,16,1,phi.totproc,NA,0.001402291,0.0005921773,0.002989751,0.008844515,0.01155561,0.001274704,0.006413251,0.01514481,0.02812428,0.008740778,0.00185018,0.006483329,-0.0003341,0.02629169,0.009732821,0.003888971,0.02125502,0.01048626,0.01288279,0.01249121,0.008005904,0.002927733,0.001060563,0.0005943131
Weight,16,1,phi.wait,NA,0,0.0001939083,-0.01263151,-0.02917618,-0.004906339,0,-0.006460213,-0.00535738,-0.02258686,-0.005636231,0,-0.004708861,-0.01711111,-0.004931258,-0.006826831,0,-0.006043349,-0.01279225,-0.02122641,-0.007451213,0,0.009725844,0.005925183,0.003374538
Weight,16,1,phi.mac,NA,0,0.755863,0.3984379,0.01498278,0.001145254,0,0.01291099,0.01241456,0.01636611,0.0004840468,0,0.00137208,0.01330074,0.004501075,0.0002678372,0,0.008064527,0.01070776,0.002066713,0.0002165139,0,-7.82814e-05,-7.123495e-05,-5.345521e-05
Weight,16,1,phi.macOps,NA,0,-0.755863,-0.1992189,-0.00499426,-0.0002863136,0,-0.01291099,-0.00620728,-0.00545537,-0.0001210117,0,-0.00137208,-0.006650372,-0.001500358,-6.69593e-05,0,-0.008064527,-0.005353881,-0.0006889044,-5.412847e-05,0,7.82814e-05,3.561747e-05,1.78184e-05
Weight,16,1,phi.macfree,NA,-0.01198565,-0.01210486,-0.01566528,-0.01578726,-0.008765164,-0.01384703,-0.009233861,-0.009418615,-0.008801432,-0.007771582,-0.01236595,-0.01195061,-0.008755739,-0.009228165,-0.007796758,-0.01103218,-0.01417843,-0.009090992,-0.01017467,-0.005064304,-0.007736786,-0.006640357,-0.004685079,-0.003660163
Weight,16,1,phi.makespan,NA,-0.01198565,-0.01210486,-0.002302254,0.0001068301,0.0005986722,-0.0003131633,-0.01188928,-0.02946482,-0.006259328,0.007801138,2.41017e-05,-0.02191053,-0.01286089,-0.02016219,0.003242936,-0.0001039566,0.003610248,-0.02193717,-0.01263821,0.003161193,0,-1.172191e-05,-0.0001986422,-0.000929985
Weight,16,1,phi.slotReduced,NA,0,0.0001939083,-0.005219634,-0.01647228,-0.02009827,0,0.009886033,0.00712314,0.01132752,-0.001582805,0,0.0004977139,0.0005276989,0.01111237,-0.001653267,0,-0.004643611,0.001991256,0.009398461,-0.0009281756,0,0.000199643,0.0002981699,0.0003810112
Weight,16,1,phi.slots,NA,0,-0.0001939083,0.005219634,0.01647228,0.02009827,0,-0.00196548,0.01588954,-0.0274639,0.01422272,0,-0.001657821,-0.01505712,0.01574779,0.01171247,0,-0.001607777,-0.009058261,-0.003987034,0.01025484,0,-0.004267823,-0.004551274,-0.003848769
Weight,16,1,phi.slotsTotal,NA,0,-0.0001939083,0.005219634,0.01647228,0.02009827,0,-0.009886033,-0.00712314,-0.01132752,0.001582805,0,-0.0004977139,-0.0005276989,-0.01111237,0.001653267,0,0.004643611,-0.001991256,-0.009398461,0.0009281756,0,-0.000199643,-0.0002981699,-0.0003810112
Weight,16,1,phi.wrmMac,NA,0,-0.001975515,0.00549996,0.006082292,0.006426858,0,0.0009818091,-0.003266123,0.0007052126,0.00635681,0,-0.0008444066,-0.002154743,0.002284129,0.003250797,0,-0.006893017,-0.00261961,-0.006220996,0.002308543,0,-0.006538045,-0.002461715,-0.001217755
Weight,16,1,phi.wrmJob,NA,0.001402291,0.0007860856,-0.002229883,-0.007627763,-0.008542663,0.001274704,-0.004074855,-0.01234677,-0.02573489,-0.005349282,0.00185018,-0.002679255,0.004572997,-0.01969168,-0.00156269,0.003888971,-0.01017878,0.0001935195,-0.004042469,0.002547014,0.008005904,0.006653571,0.004525042,0.003453127
Training.Accuracy,16,1,NA,79.87,73.06,77.07,77.39,78.65,79.21,73.82,75.73,76.62,78.45,79.79,71.88,76.11,75.77,78.18,80.68,70.86,80.26,77.17,79.83,85.75,70.56,100,100,100
Validation.Accuracy,16,1,NA,79,74.2,77.2,77.2,79.8,78.4,73.25,75.25,73.94,75.54,76.65,68.86,73.12,75.1,76.5,80,69.33,80.38,80.88,83.9,84.91,66.04,100,100,100
