Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24
Weight,16,1,phi.proc,NA,-0.1137556,-0.0453407,-0.02582535,-0.07778414,-0.0743838,-0.06953141,-0.08306734,-0.08875441,-0.1155245,-0.1210218,-0.08867103,-0.2557819,-0.2253715,-0.1369544,-0.1363766,-0.1320644,-0.1854236,-0.1219113,-0.07198161,-0.06393575,-0.1690769,-0.002321316,-0.001556095,-0.0009489789
Weight,16,1,phi.startTime,NA,0,0,0.01808286,0.02189391,0.02046352,0,-0.00869688,0.02015115,0.03787033,0.04181608,0,0.2008936,0.150481,0.033978,0.04329073,0,0.0795597,0.00695073,0.002238672,0.02406863,0,-0.009454214,-0.00744688,-0.00558542
Weight,16,1,phi.endTime,NA,-0.1137556,-0.0453407,-0.007742491,-0.05589023,-0.05392028,-0.06953141,-0.09176422,-0.06860326,-0.07765414,-0.07920568,-0.08867103,-0.05488831,-0.07489056,-0.1029764,-0.09308585,-0.1320644,-0.1058639,-0.1149605,-0.06974294,-0.03986712,-0.1690769,-0.01177553,-0.009002975,-0.006534399
Weight,16,1,phi.jobOps,NA,0,0.001895618,0.002540818,0.001471577,0.001953881,0,-0.001850709,0.0009248696,0.001362095,0.001738005,0,-0.003422302,-0.004458163,0.00123303,0.001547063,0,-0.002834532,-0.0002820256,0.001046533,0.001151347,0,-0.0001187018,-0.000144467,-9.009525e-05
Weight,16,1,phi.arrivalTime,NA,0,0.03931459,0.04365347,0.03559797,0.02988702,0,0.04057547,0.06985127,0.06547601,0.07415757,0,0.1509871,0.09233788,0.1042812,0.08634434,0,0.07251502,0.1027103,0.07368304,0.06202404,0,-0.01595257,-0.01320717,-0.007613011
Weight,16,1,phi.totproc,NA,-0.03295755,0.0375322,0.0408682,0.04006929,0.03692745,0.02479302,0.0694015,0.07818037,0.07682886,0.08771402,0.05583937,0.1130607,0.1268422,0.1389491,0.1274859,0.1182389,0.2417179,0.2298841,0.1387829,0.1104967,0.2763848,0.0003828891,0.0001619292,9.39899e-05
Weight,16,1,phi.wait,NA,0,-0.03931459,-0.02557061,-0.01370406,-0.0094235,0,-0.04927235,-0.04970012,-0.02760568,-0.0323415,0,0.04990658,0.05814309,-0.07030319,-0.04305361,0,0.007044681,-0.09575958,-0.07144437,-0.03795541,0,0.006498359,0.005760288,0.00202759
Weight,16,1,phi.mac,NA,0,0.001895618,0.002540818,0.001471577,0.001953881,0,-0.001850709,0.0009248696,0.001362095,0.001738005,0,-0.003422302,-0.004458163,0.00123303,0.001547063,0,-0.002834532,-0.0002820256,0.001046533,0.001151347,0,-0.0001187018,-0.000144467,-9.009525e-05
Weight,16,1,phi.macOps,NA,0,-0.001895618,-0.001270409,-0.0004905257,-0.0004884701,0,0.001850709,-0.0004624348,-0.0004540318,-0.0004345013,0,0.003422302,0.002229081,-0.0004110099,-0.0003867658,0,0.002834532,0.0001410128,-0.0003488443,-0.0002878368,0,0.0001187018,7.223348e-05,3.003175e-05
Weight,16,1,phi.macfree,NA,-0.1137556,-0.0453407,-0.007742491,-0.05589023,-0.05392028,-0.06953141,-0.09176422,-0.06860326,-0.07765414,-0.07920568,-0.08867103,-0.05488831,-0.07489056,-0.1029764,-0.09308585,-0.1320644,-0.1058639,-0.1149605,-0.06974294,-0.03986712,-0.1690769,-0.01177553,-0.009002975,-0.006534399
Weight,16,1,phi.makespan,NA,-0.1137556,-0.0453407,-0.2023162,0.009574576,0.00332773,0,-0.01389103,-0.005950983,-0.001514851,0.01324233,0,0.0960113,0.07787027,0.00728056,0.01484458,0,0.002607029,0.006607916,0.00119826,0.007681129,0,-8.81176e-05,-0.0001470819,-0.0007165275
Weight,16,1,phi.slotReduced,NA,0,-0.03931459,-0.04365347,-0.03559797,-0.02988702,0,0.0001563161,-0.002631951,-0.0004867817,-0.004013879,0,-0.008263387,-0.01928379,-0.002013785,-0.002404694,0,-0.005606558,-0.00185026,-0.002084769,-0.00275804,0,0,0,0
Weight,16,1,phi.slots,NA,0,0.03931459,0.04365347,0.03559797,0.02988702,0,0.02182546,0.04693477,0.04686832,0.05842949,0,-0.04564397,0.04889221,0.06118452,0.05759521,0,0.001477371,0.05170392,0.0408016,0.03924481,0,-0.003046325,-0.003632005,-0.002820247
