Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24
Weight,16,1,phi.proc,NA,-0.09377024,-0.09068385,-0.07396181,-0.06097912,-0.007177263,-0.1103535,-0.04326581,-0.04919551,-0.1058533,-0.04324642,-0.1158386,-0.03210849,-0.04601422,-0.002527213,-0.03071675,-0.1662949,-0.005003113,-0.01436182,0.009507315,0.01934474,-0.1991965,-0.002116235,-0.001676871,-0.0009289234
Weight,16,1,phi.startTime,NA,0,0,0.02265876,0.02006252,0.009586986,0,-0.007004058,0.0110774,0.03959778,0.02128572,0,3.537161e-05,0.02601386,-0.004674125,0.02370912,0,-0.05138259,0.01368174,-0.01937095,0.01214487,0,-0.008841577,-0.008380469,-0.00568248
Weight,16,1,phi.endTime,NA,-0.09377024,-0.09068385,-0.05130306,-0.0409166,0.002409723,-0.1103535,-0.05026986,-0.03811811,-0.06625557,-0.0219607,-0.1158386,-0.03207312,-0.02000036,-0.007201339,-0.007007631,-0.1662949,-0.0563857,-0.0006800803,-0.009863638,0.03148961,-0.1991965,-0.01095781,-0.01005734,-0.006611403
Weight,16,1,phi.jobOps,NA,0,0.003109906,0.0027021,0.00198497,0.000615019,0,-0.004314627,0.0004803869,0.003165224,0.002095161,0,-0.008928294,-0.003791855,0.0007667776,0.002774428,0,0.003858034,-0.003204628,-0.0001801758,0.0007583853,0,-0.0001035732,-0.0001626401,-9.645855e-05
Weight,16,1,phi.arrivalTime,NA,0,0.04329201,0.05101959,0.03264714,0.01401512,0,0.06930401,0.05484586,0.07628765,0.04290639,0,0.03430032,0.06734904,0.04525727,0.05249844,0,0.005146939,0.0565361,0.05115982,0.03500599,0,-0.0150335,-0.01212695,-0.008087931
Weight,16,1,phi.totproc,NA,0.001980161,0.07803629,0.06994963,0.04924606,0.02735266,0.05163174,0.06007876,0.06321763,0.0922495,0.06583637,0.07656708,0.09029331,0.101371,0.09942133,0.1129933,0.1434904,0.1670483,0.200924,0.1594577,0.1069684,0.2543585,0.0006313832,0.0004472514,0.0002189583
Weight,16,1,phi.wait,NA,0,-0.04329201,-0.02836083,-0.01258463,-0.004428135,0,-0.07630807,-0.04376847,-0.03668987,-0.02162067,0,-0.03426495,-0.04133518,-0.04993139,-0.02878932,0,-0.05652953,-0.04285437,-0.07053078,-0.02286112,0,0.006191924,0.003746478,0.002405451
Weight,16,1,phi.mac,NA,0,0.003109906,0.0027021,0.00198497,0.000615019,0,-0.004314627,0.0004803869,0.003165224,0.002095161,0,-0.008928294,-0.003791855,0.0007667776,0.002774428,0,0.003858034,-0.003204628,-0.0001801758,0.0007583853,0,-0.0001035732,-0.0001626401,-9.645855e-05
Weight,16,1,phi.macOps,NA,0,-0.003109906,-0.00135105,-0.0006616567,-0.0001537547,0,0.004314627,-0.0002401935,-0.001055075,-0.0005237903,0,0.008928294,0.001895927,-0.0002555925,-0.0006936071,0,-0.003858034,0.001602314,6.00586e-05,-0.0001895963,0,0.0001035732,8.132003e-05,3.215285e-05
Weight,16,1,phi.macfree,NA,-0.09377024,-0.09068385,-0.05130306,-0.0409166,0.002409723,-0.1103535,-0.05026986,-0.03811811,-0.06625557,-0.0219607,-0.1158386,-0.03207312,-0.02000036,-0.007201339,-0.007007631,-0.1662949,-0.0563857,-0.0006800803,-0.009863638,0.03148961,-0.1991965,-0.01095781,-0.01005734,-0.006611403
