Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24,Step.25,Step.26,Step.27,Step.28
Weight,16,1,phi.proc,NA,-0.006941018,-0.01379123,-0.003742113,-0.01541265,-0.01302564,-0.0185248,-0.01219114,-0.01313666,-0.009545304,-0.007304033,-0.002348571,-0.009070435,0.003824169,-0.00904438,-0.01119247,-0.004796688,-0.01062918,-0.007086999,0.0001118802,0.01495726,0.01791844,0.009701905,-0.07674267,0.01987639,0.01126076,-0.004287417,-0.0116847,0.01591632
Weight,16,1,phi.startTime,NA,0,0.004985017,0.01137274,0.001747166,0.001742968,0.002576128,0.002542026,0.002226568,0.0006034273,0.0003095295,-0.0005176027,0.001097991,-0.003813448,-0.0005589402,2.322665e-05,-0.002268108,0.001373242,-0.002831149,-0.006284643,-0.009231783,-0.01151037,-0.007313028,0.002254057,-0.01239624,-0.02120314,9.687309e-05,0.004556928,-0.0094757
Weight,16,1,phi.endTime,NA,-0.006941018,-0.00880621,0.007630625,-0.01366549,-0.01128268,-0.01594867,-0.009649111,-0.01091009,-0.008941877,-0.006994504,-0.002866174,-0.007972445,1.072116e-05,-0.00960332,-0.01116924,-0.007064797,-0.009255937,-0.009918148,-0.006172763,0.005725481,0.006408076,0.002388877,-0.07448861,0.007480152,-0.009942378,-0.004190544,-0.007127769,0.00644062
Weight,16,1,phi.jobOps,NA,0,9.045531e-06,0.002616351,-1.004885e-05,0.0001067948,-0.0001491001,-3.406612e-06,6.543511e-05,-0.003149393,-0.0002642012,-0.0003241871,-0.000222183,-8.934914e-05,-0.0002458178,-3.093307e-05,0.001114633,-0.001831715,-6.499232e-05,0.0004345051,0.004166046,-0.004179076,-0.002966092,-0.006099569,0.008266657,-0.00276625,-0.001217624,-0.000634935,-0.0002833221
Weight,16,1,phi.arrivalTime,NA,0,0.001348901,0.003410747,-0.0009375328,0.0001259171,0.001890951,0.001558389,0.0009385177,-0.001239095,0.001565252,-0.000264231,-0.0009966461,-0.000900191,0.00159393,0.0006613976,-0.003168389,0.0001571423,0.001126856,-0.0009624265,-0.01594904,-0.009889582,-0.0042177,0.02949188,-0.005002274,0.03887208,0.01514762,-0.005850733,-0.01685935
Weight,16,1,phi.totproc,NA,0.00280467,0.003766573,0.003330273,0.002476825,0.0006575144,-0.0004893078,-0.001544897,0.0006947756,0.002723674,-0.001393293,-0.004226575,-0.001454652,-0.004222313,0.001032257,0.001774933,-0.001203777,-0.001399508,-0.002034297,0.0006266982,-6.976342e-05,-0.007525519,-3.785158e-05,-0.2175497,-0.0598147,-0.1240359,0.0348486,0.02730179,0.005714655
Weight,16,1,phi.wait,NA,0,0.003636116,0.007961991,0.002684699,0.001617051,0.0006851765,0.0009836372,0.00128805,0.001842522,-0.001255722,-0.0002533717,0.002094637,-0.002913257,-0.002152871,-0.000638171,0.0009002803,0.001216099,-0.003958005,-0.005322217,0.006717256,-0.001620787,-0.003095328,-0.02723782,-0.007393969,-0.06007521,-0.01505075,0.01040766,0.00738365
Weight,16,1,phi.mac,NA,-0.01337325,0.0005751969,0.02169949,0.001094277,-0.0007053292,0.0009293085,0.0008194082,0.0004018752,-0.01761268,-0.001146456,0.0003769109,0.0003239628,-0.0009333379,-0.002690145,0.007532889,0.007316907,0.009947449,0.002250528,0.007967849,0.007599043,0.02228003,-8.896465e-05,-0.1185613,-0.01746469,-0.02452037,-0.006355546,-9.180213e-05,3.595729e-05
Weight,16,1,phi.macOps,NA,0,-3.574039e-06,-0.0002706403,0.000310879,-4.692761e-06,0.000132359,0.0002253157,6.900561e-05,0.003106545,0.0004851346,-0.0005746669,-0.000154238,-0.0007611264,-0.00214492,-0.0007307957,4.602146e-05,0.00173116,0.00111228,-0.0009273655,-8.41049e-05,0.001096277,-0.0008373657,0.01460779,0.005002967,0.004683555,0.001668478,0.000125918,3.595729e-05
Weight,16,1,phi.macfree,NA,-0.006941018,-0.00880621,-0.04274849,0.001135722,-0.002883109,-0.0005201947,-0.006881728,-0.004181126,-0.008439963,-0.004575301,-0.01119638,-0.006736565,-0.01031917,-0.002176878,0.002433804,-0.001300291,-0.005376068,0.01449491,0.002148783,-0.005221474,0.003521122,-0.00868404,0.1562099,-0.02379143,0.07851299,0.005785176,-0.00687884,0.01128186
