Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24,Step.25,Step.26,Step.27,Step.28
Weight,16,1,phi.proc,NA,-0.07842911,-0.07330398,-0.07342214,-0.08671855,-0.111418,-0.1061756,-0.09009499,-0.0136951,-0.1569154,-0.7135925,-0.3030979,0.008344624,-0.005470851,0.06589697,-0.01537363,-0.007645653,-0.02494042,-0.0219908,-0.009482819,-0.009662346,-0.006461055,-0.02089017,-0.01113216,-0.007535924,-0.001196126,-0.001903647,-0.001414555,-0.003321073
Weight,16,1,phi.startTime,NA,0,0,0.01783966,0.08486697,0.05993461,0.04584086,0.01216026,-0.002962577,0.07173886,0.2913828,0.1366935,-0.02188826,-0.01067604,-0.02262423,-0.008726126,-0.007387024,-0.000676706,0.009351525,-0.007888373,-0.005027375,-0.002768745,0.003852319,0.003284338,-0.004608874,-0.007044268,-0.008996829,-0.008382548,-0.001265563
Weight,16,1,phi.endTime,NA,-0.07842911,-0.07330398,-0.05558248,-0.001851581,-0.05148339,-0.06033476,-0.07793473,-0.01665767,-0.08517655,-0.4222097,-0.1664044,-0.01354363,-0.01614689,0.04327274,-0.02409975,-0.01503268,-0.02561713,-0.01263927,-0.01737119,-0.01468972,-0.0092298,-0.01703785,-0.007847817,-0.0121448,-0.008240394,-0.01090048,-0.009797102,-0.004586636
Weight,16,1,phi.jobOps,NA,0,0.001039526,0.000992652,0.003774537,-0.003569219,-0.003893374,-0.007560701,0.0003884954,0.008708854,-0.04509106,0.00304917,-0.001425471,-0.0003026268,0.008529809,0.000391627,9.301458e-05,-0.0007558774,-0.00116482,-3.087177e-05,-0.0001535611,-0.0003056074,-0.0001739892,-0.00016459,-0.0002729819,-7.330093e-05,-5.543916e-05,-0.0001047818,-8.496321e-05
Weight,16,1,phi.arrivalTime,NA,0,0.03793476,0.04176801,0.07414836,0.01489201,0.02904812,0.007033286,0.02227441,0.03504233,0.2121481,0.06434105,0.03143313,0.04642949,-0.01349237,0.01313485,0.01797494,0.01829244,0.008173722,0.01103246,0.01000685,0.002265072,0.006293983,0.003926035,0.004161165,-0.00239349,-0.007417203,-0.008382548,0.01206991
Weight,16,1,phi.totproc,NA,-0.001524405,0.08583219,0.1085001,0.2708324,0.1755671,0.2549446,0.3688698,0.2666872,0.6002574,0.7511147,0.4219763,0.3427972,0.1143321,0.4270696,0.05342947,0.01867449,0.0186486,0.02421941,0.009656951,-0.0001443297,-0.0001800201,-0.003245526,-0.001915333,0.001753965,1.114675e-05,0.0001103458,-0.0005763001,8.496321e-05
Weight,16,1,phi.wait,NA,0,-0.03793476,-0.02392835,0.0107186,0.04504259,0.01679274,0.005126975,-0.02523699,0.03669653,0.07923466,0.07235241,-0.05332139,-0.05710553,-0.00913186,-0.02186098,-0.02536196,-0.01896914,0.001177803,-0.01892083,-0.01503422,-0.005033817,-0.002441664,-0.0006416969,-0.008770039,-0.004650778,-0.001579627,0,-0.01333547
Weight,16,1,phi.mac,NA,0,0.001039526,0.000992652,0.003774537,-0.003569219,-0.003893374,-0.007560701,0.0003884954,0.008708854,-0.04509106,0.00304917,-0.001425471,-0.0003026268,0.008529809,0.000391627,9.301458e-05,-0.0007558774,-0.00116482,-3.087177e-05,-0.0001535611,-0.0003056074,-0.0001739892,-0.00016459,-0.0002729819,-7.330093e-05,-5.543916e-05,-0.0001047818,-8.496321e-05
Weight,16,1,phi.macOps,NA,0,-0.001039526,-0.0006500996,0.002732622,0.007697254,0.01290715,0.01398912,0.0007701305,-0.0006238235,0.1311308,0.007065454,0.007428936,0.0002085456,-0.006332064,0.000325487,-0.0001408622,0.001132441,0.001008866,0.0002723189,0.0001258391,0.0001324368,-3.008997e-05,-2.17419e-05,0.0002792363,3.665047e-05,5.543916e-05,5.239092e-05,8.496321e-05
Weight,16,1,phi.macfree,NA,-0.07842911,-0.07330398,-0.05558248,0.005547449,-0.01437173,-0.01117792,0.122963,-0.02091188,-0.075424,0.1471834,-0.2220598,-0.001652299,0.0007398328,-0.04643377,-0.01880842,-0.01578248,-0.03869059,-0.01229939,-0.006898216,-0.01287611,-0.009700029,-0.03636698,-0.02624374,-0.009958876,-0.00667366,-0.006604357,-0.00623452,-0.01048876
Weight,16,1,phi.makespan,NA,-0.07842911,-0.07330398,-0.04140581,-0.2566186,-0.1289441,-0.01048985,-0.1911093,-0.1334911,-0.0003895946,-0.4318161,-0.1065116,-0.06629843,-0.01158589,-0.1736033,-0.02884519,-0.005543458,0.00882862,-0.04547576,-0.0004603245,-0.0001297398,-0.002834944,-0.01369837,-0.01171239,-0.002036582,-0.0004337991,-0.001729817,-0.003300628,0
Weight,16,1,phi.slotReduced,NA,0,-0.03793476,-0.04176801,0.05095528,0.01877626,0.009897857,0.005317823,0.01734985,0.00423227,0.01563823,0.09753267,0.004562138,-0.001467411,0.01507157,-0.001056301,-0.004175681,-0.003220789,-0.009221523,0.004105105,-0.001962899,-0.00791395,-0.00144499,-0.004748214,-0.003582985,-0.000177852,0.002400515,0.00455801,-0.003321073
Weight,16,1,phi.slots,NA,0,0.03793476,0.04176801,0.01912767,0.06247265,-0.01305458,0.02905492,0.060918,0.03535774,-0.06664902,0.3418387,0.01116837,0.03664841,0.1077858,0.05152631,0.01719044,0.04232429,0.04159381,0.01721729,0.01444851,0.006461768,0.03708899,0.01457469,0.0109672,-0.002747817,-0.001258961,-0.002357592,0.001898473
Weight,16,1,phi.slotsTotal,NA,0,0.03793476,0.04176801,-0.05095528,-0.01877626,-0.009897857,-0.005317823,-0.01734985,-0.00423227,-0.01563823,-0.09753267,-0.004562138,0.001467411,-0.01507157,0.001056301,0.004175681,0.003220789,0.009221523,-0.004105105,0.001962899,0.00791395,0.00144499,0.004748214,0.003582985,0.000177852,-0.002400515,-0.00455801,0.003321073
Weight,16,1,phi.wrmMac,NA,0,0.03498259,0.04296898,0.008789714,0.003568738,-0.006668168,-0.05981156,-0.07019969,-0.1248464,-0.08604732,-0.1519571,-0.1159385,-0.0732918,-0.07799955,-0.05774847,-0.03346959,-0.0744518,-0.0896402,-0.03905801,-0.03593901,-0.02709454,-0.05031134,-0.02834753,-0.03206814,-0.003903399,-0.007465253,-0.004505619,-0.01028055
Weight,16,1,phi.wrmJob,NA,-0.001524405,0.04789743,0.06795973,-0.09012537,-0.04123157,-0.07798646,-0.1170536,-0.02761062,-0.1874957,-0.09900065,-0.1098191,-0.01703151,0.07688836,0.007472767,-0.003280053,0.007957228,-0.009641434,-0.01999016,-0.002914651,-0.004109545,0.01016838,-0.009506952,0.003642372,0.006963996,0.003737534,0.00228479,0.004610401,0.003638402
Training.Accuracy,16,1,NA,94.86,66.67,78.03,84.99,87.7,89.27,86.22,90.61,97.08,96.71,98.36,96.32,97.91,96.04,99.07,98.9,99.08,97.16,99.19,96.88,100,100,100,100,100,100,100,100,100
Validation.Accuracy,16,1,NA,92,65.15,76.3,82.13,86.84,92.59,87.76,81.82,93.43,92.67,93.08,82,84.43,96.81,94.44,100,100,97.3,100,77.78,100,100,100,100,100,100,100
