Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24,Step.25
Weight,16,1,phi.proc,NA,-0.005534429,-0.004821024,-0.01039568,-0.007807,-0.008475481,-0.01113897,-0.01096773,-0.009823063,-0.01194326,-0.01393239,-0.01790738,-0.01008738,-0.007007835,-0.006067885,-0.004650352,-0.01286424,-0.00194877,0.002565478,-0.01136286,-0.008147571,0.004185332,-0.01889136,-0.0001097021,-9.89774e-05,0.0001659327
Weight,16,1,phi.startTime,NA,0,0.001589175,-0.004943529,0.003303964,0.003055522,0.0034313,0.003736877,0.002969752,0.003214155,0.003617246,0.005824891,0.003900297,0.002146064,0.001778876,0.0008429963,0.004305491,-0.0006184984,-0.001985481,0.003532339,0.00270537,-0.01903924,-0.009397848,-0.005909786,-0.004115084,-0.003678627
Weight,16,1,phi.endTime,NA,-0.005534429,-0.003231849,-0.01533921,-0.004503036,-0.00541996,-0.00770767,-0.007230854,-0.006853311,-0.0087291,-0.01031514,-0.01208249,-0.006187081,-0.004861771,-0.00428901,-0.003807356,-0.008558752,-0.002567269,0.0005799974,-0.007830516,-0.005442201,-0.01485391,-0.02828921,-0.006019488,-0.004214061,-0.003512694
Weight,16,1,phi.jobOps,NA,0,-0.001372141,-0.003876218,0.0001296907,0.0002813552,0,-0.001022278,-0.0001641078,-0.005303313,0.01321523,0,-0.003270736,0.0005175888,0.03083905,8.571363e-05,0,-0.0006946631,0.0006542606,-0.0003704216,0.0003444124,0,-0.007360051,-0.0001273031,-9.72042e-05,-7.639252e-05
Weight,16,1,phi.arrivalTime,NA,0,-0.0005020592,-0.007478746,0.004096562,0.002332649,0,0.004181146,0.004152254,0.002294623,0.002518043,0,0.002938234,0.002467639,0.001587293,-0.000877891,0,-0.002534334,8.271628e-05,0.003162338,0.0008119957,0,-0.008304338,-0.01285616,-0.009623723,-0.007185116
Weight,16,1,phi.totproc,NA,0.00236331,0.00162947,-0.001167341,0.005916463,0.004079249,0.003595633,-0.0003396266,-0.003699258,0.003930297,0.005826501,0.006011437,-0.001048022,0.0007911403,0.0005120271,0.0009840078,0.005154946,0.02081149,-0.001969609,0.01049357,0.007200294,0.01589569,0.005236258,0.00255079,0.001243654,0.0008284126
Weight,16,1,phi.wait,NA,0,0.002091234,0.002535217,-0.0007925982,0.0007228727,0.0034313,-0.0004442695,-0.001182501,0.0009195317,0.001099203,0.005824891,0.0009620634,-0.0003215752,0.0001915823,0.001720887,0.004305491,0.001915836,-0.002068197,0.0003700008,0.001893375,-0.01903924,-0.001093509,0.00694637,0.005508639,0.003506489
Weight,16,1,phi.mac,NA,-0.02374273,-0.00769221,-0.03778726,-0.002419844,-0.01066691,-0.0006040795,-0.001678874,-0.0001075977,-0.008186767,-0.04619612,-0.03294467,-0.05417416,0.01090446,-0.04628481,0.0003176568,-0.08542902,0.002403603,0.01114315,0.0001911285,0.0008692079,0.002610957,-0.000559235,-1.205473e-05,-1.73173e-06,7.881764e-06
Weight,16,1,phi.macOps,NA,0,0.0002815078,-0.005794925,-0.000712966,-0.002565235,0,0.0006921346,0.0002360704,-0.005227843,-0.01605925,0,-0.02269459,-0.006003105,-0.04419373,-0.0005029126,0,-0.0006885174,-0.002082926,-0.000434672,2.984883e-05,0,0.0001732461,1.596191e-05,1.278671e-05,1.548976e-05
Weight,16,1,phi.macfree,NA,-0.005534429,-0.003231849,0.005295479,-0.0125429,-0.01207187,-0.01166825,-0.007472168,-0.007261305,-0.005231529,-0.003618339,-0.007379867,-0.005828337,-0.01093198,-0.01120003,-0.006736716,-0.003971847,-0.006806871,-0.00826627,-0.002977752,-0.007689693,-0.006095015,0.007961102,-0.001106196,-0.001318097,-0.0009763386
Weight,16,1,phi.makespan,NA,-0.005534429,-0.009000462,0.0004695071,0.00275234,0.005265339,0.003296344,0.009678088,0.004374307,-0.0008687299,0.0003090963,0.00742473,-0.004759783,0.00879335,0.003692431,-0.008728141,0.0005911209,-0.003460889,-0.008977304,-0.005395151,0.004682383,0.0003030868,0.01488696,-0.0003138875,-0.0005001646,-0.0005457965
Weight,16,1,phi.slotReduced,NA,0,0.0005020592,-0.006951021,0.001674976,0.002533107,0.002683253,0.002144047,0.001400127,-0.0004069861,-0.001401158,0.005076544,0.001721155,-0.0006415217,-0.0007889089,-0.0005515628,0.004508604,0.0007974568,-0.003827722,-0.001840056,-0.001867967,-0.004639487,-0.01634788,0.00157227,0.001248842,0.001758908
Weight,16,1,phi.slots,NA,0,-0.0005020592,0.004199139,0.009471238,0.01012534,0.01063128,0.007166027,0.009076281,0.006822475,0.003408317,0.006697697,0.006507714,0.01052439,0.01035766,0.00975412,0.01014029,0.01041994,0.01360288,0.002658475,0.007969444,0.01197066,-0.00177335,-0.000903812,-0.001627825,-0.001684357
Weight,16,1,phi.slotsTotal,NA,0,-0.0005020592,0.006951021,-0.001674976,-0.002533107,-0.002683253,-0.002144047,-0.001400127,0.0004069861,0.001401158,-0.005076544,-0.001721155,0.0006415217,0.0007889089,0.0005515628,-0.004508604,-0.0007974568,0.003827722,0.001840056,0.001867967,0.004639487,0.01634788,-0.00157227,-0.001248842,-0.001758908
Weight,16,1,phi.wrmMac,NA,0.002705552,0.0002512497,0.0005083483,0.0002723284,-0.0001571281,0.00193116,-0.00232575,-0.003192498,-0.001539372,-0.003680636,-0.001179792,-0.002810702,-0.002626621,-0.004402889,-0.001319302,0.0007108136,-0.00872125,-0.006422638,-0.001116557,-0.01177658,-0.06149511,-0.01233424,-0.001601969,-0.000961169,-0.001051895
Weight,16,1,phi.wrmJob,NA,0.00236331,0.002131529,0.006311405,0.001819901,0.0017466,0.003595633,0.008405425,0.01119401,0.005502802,0.003752908,0.006011437,0.01131629,0.0121805,0.009996978,0.004154544,0.005154946,-0.004470672,0.01506574,0.01058538,0.008428603,0.01589569,0.02233282,0.009030195,0.006190158,0.005014119
Training.Accuracy,16,1,NA,77.67,63.61,63.89,66.48,67.88,69.01,69.75,70.45,71.03,72.31,75.09,73.54,74.7,75,74.69,76.43,71.9,77.05,77.5,85.56,85.4,88.57,91.84,100,100,100
Validation.Accuracy,16,1,NA,75,58.86,60,66.74,67.34,72.31,68.46,73.16,68.93,71.67,68.56,72.59,74.4,70.18,81.41,73.08,71.15,59.52,79.03,88.57,80.95,62.5,87.5,100,100,100
