Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24
Weight,16,1,phi.proc,NA,-0.01845019,-0.014815,-0.0036503,-0.01718236,-0.02640387,-0.01848212,-0.02515628,-0.02225952,-0.01941866,-0.02559709,-0.01480157,-0.01959463,-0.01049551,-0.01245316,-0.01876525,-0.01240991,-0.01292505,-0.008767685,-0.004367271,-0.01394199,-0.007967246,-0.001802772,-0.0004745944,-0.0002032884
Weight,16,1,phi.startTime,NA,0,0,-0.01213169,0.0004017319,0.01336112,0,0.0136405,0.01214657,0.005258044,0.01574536,0,0.006496699,0.001504313,0.004015079,0.01067313,0,-0.0002230838,-0.001232681,-0.006329952,0.008805694,0,-0.005047051,-0.004214439,-0.003431393
Weight,16,1,phi.endTime,NA,-0.01845019,-0.014815,-0.01578199,-0.01678063,-0.01304275,-0.01848212,-0.01151579,-0.01011295,-0.01416061,-0.009851724,-0.01480157,-0.01309793,-0.008991196,-0.008438085,-0.008092116,-0.01240991,-0.01314814,-0.01000037,-0.01069722,-0.005136298,-0.007967246,-0.006849823,-0.004689033,-0.003634681
Weight,16,1,phi.jobOps,NA,0,0.009857632,0.01184357,0.004375168,0.0009563084,0,0.01372292,0.003294226,0.00398685,0.0006126882,0,0.003522563,0.008791836,0.003131134,0.0002864299,0,0.008969874,0.01101658,0.002930591,0.0002030459,0,-7.884954e-05,-7.02013e-05,-5.315662e-05
Weight,16,1,phi.arrivalTime,NA,0,0.01034939,0.01415568,0.01545536,0.01782391,0,0.02521213,0.0237084,0.03204546,0.02280055,0,0.008519024,0.01934372,0.01602039,0.01787112,0,0.003772644,0.007733465,0.01214332,0.01577228,0,-0.01460967,-0.01002817,-0.006817819
Weight,16,1,phi.totproc,NA,0.002312999,0.004727091,0.006131901,0.008164657,0.01025071,0.002380357,0.01149675,0.01392888,0.02724332,0.01251093,0.003092369,0.0244515,0.005218381,0.0181947,0.01092642,0.005298206,0.02078559,0.01632521,0.01627643,0.01294005,0.008295286,0.00294433,0.00109525,0.000586121
Weight,16,1,phi.wait,NA,0,-0.01034939,-0.02628737,-0.01505363,-0.004462792,0,-0.01157163,-0.01156183,-0.02678742,-0.007055184,0,-0.002022325,-0.01783941,-0.01200531,-0.007197981,0,-0.003995728,-0.008966145,-0.01847327,-0.006966586,0,0.009562621,0.005813733,0.003386426
Weight,16,1,phi.mac,NA,0,0.009857632,0.01184357,0.004375168,0.0009563084,0,0.01372292,0.003294226,0.00398685,0.0006126882,0,0.003522563,0.008791836,0.003131134,0.0002864299,0,0.008969874,0.01101658,0.002930591,0.0002030459,0,-7.884954e-05,-7.02013e-05,-5.315662e-05
Weight,16,1,phi.macOps,NA,0,-0.009857632,-0.005921787,-0.001458389,-0.0002390771,0,-0.01372292,-0.001647113,-0.00132895,-0.000153172,0,-0.003522563,-0.004395918,-0.001043711,-7.160746e-05,0,-0.008969874,-0.00550829,-0.0009768636,-5.076147e-05,0,7.884954e-05,3.510065e-05,1.771887e-05
Weight,16,1,phi.macfree,NA,-0.01845019,-0.014815,-0.01578199,-0.01678063,-0.01304275,-0.01848212,-0.01151579,-0.01011295,-0.01416061,-0.009851724,-0.01480157,-0.01309793,-0.008991196,-0.008438085,-0.008092116,-0.01240991,-0.01314814,-0.01000037,-0.01069722,-0.005136298,-0.007967246,-0.006849823,-0.004689033,-0.003634681
Weight,16,1,phi.makespan,NA,-0.01845019,-0.014815,-0.01902441,0.007938776,0.01460586,0.02131045,-0.009394709,-0.03423663,-0.001581347,0.007357228,-8.234567e-05,-0.02887488,-0.01188824,-0.02551094,0.003485383,-3.070006e-05,0.006473153,-0.02355869,-0.0163625,0.002999873,0,-1.169968e-05,-0.0001995311,-0.0009058831
Weight,16,1,phi.slotReduced,NA,0,-0.01034939,-0.01415568,-0.01545536,-0.01782391,0,0.01081628,0.008092619,0.01826841,-0.002099609,0,0.002487014,0.002218499,0.006094182,-0.001655954,0,0.0001220554,-0.0001640349,0.009447671,-0.0008428838,0,0.0001975839,0.0003146097,0.0003750724
Weight,16,1,phi.slots,NA,0,0.01034939,0.01415568,0.01545536,0.01782391,0,-0.004482586,0.001899871,-0.005509466,0.01775293,0,0.00333255,-0.01139975,-0.0004641126,0.01230448,0,0.005202563,-0.002771653,-0.0005326727,0.009579383,0,-0.004241465,-0.004516891,-0.003855902
Weight,16,1,phi.slotsTotal,NA,0,0.01034939,0.01415568,0.01545536,0.01782391,0,-0.01081628,-0.008092619,-0.01826841,0.002099609,0,-0.002487014,-0.002218499,-0.006094182,0.001655954,0,-0.0001220554,0.0001640349,-0.009447671,0.0008428838,0,-0.0001975839,-0.0003146097,-0.0003750724
Weight,16,1,phi.wrmMac,NA,0,0.00366929,0.005446591,0.00602458,0.008812418,0,0.0003083629,-0.0008782245,0.001283723,0.009114417,0,0.001070259,-0.003677221,0.002282928,0.003421919,0,-0.004876863,-0.0004075822,-0.003414588,0.002215586,0,-0.006598833,-0.002434875,-0.001214002
Weight,16,1,phi.wrmJob,NA,0.002312999,-0.0056223,-0.008023781,-0.007290704,-0.007573207,0.002380357,-0.007381682,-0.01009422,-0.02184785,-0.00563549,0.003092369,-0.01572842,0.0009433418,-0.01060809,-0.0009715632,0.005298206,-0.01173857,-0.005662341,-0.006796622,0.0035362,0.008295286,0.006611196,0.00456154,0.003451656
Training.Accuracy,16,1,NA,85.02,86.11,87.69,87.19,89.26,90.03,82.78,84.9,84.67,86.2,87.61,78.61,82,80.75,82.54,85.35,72.89,79.94,75.39,80.47,85.51,70.56,100,100,100
Validation.Accuracy,16,1,NA,86,87.61,89.11,87.58,91.52,91.56,86.32,88.38,86.79,87.92,88.74,80.14,79.41,80.8,81.66,86.02,74,79.75,80.88,83.05,83.02,66.04,100,100,100
