Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24
Weight,16,1,phi.proc,NA,-0.07122183,-0.05169897,-0.07998306,-0.09604831,-0.09276005,-0.07969251,-0.08245313,-0.1168909,-0.121974,-0.1312499,-0.09944482,-0.2802754,-0.2142378,-0.1459571,-0.1449156,-0.1296224,-0.08457541,-0.1271384,-0.06605778,-0.06125712,-0.1690196,-0.002315807,-0.00156953,-0.0009415676
Weight,16,1,phi.startTime,NA,0,0,0.02011242,0.02578533,0.02889017,0,-0.007782162,0.02602002,0.03698381,0.04635861,0,0.2224063,0.1367261,0.04567855,0.04659891,0,0.01981375,0.008164994,0.001300354,0.02107868,0,-0.009396001,-0.00751034,-0.005558065
Weight,16,1,phi.endTime,NA,-0.07122183,-0.05169897,-0.05987065,-0.07026297,-0.06386988,-0.07969251,-0.0902353,-0.09087092,-0.08499023,-0.0848913,-0.09944482,-0.05786911,-0.07751164,-0.1002786,-0.09831666,-0.1296224,-0.06476166,-0.1189734,-0.06475742,-0.04017845,-0.1690196,-0.01171181,-0.00907987,-0.006499633
Weight,16,1,phi.jobOps,NA,0,0.001335948,0.001687979,0.002202793,0.002001982,0,-0.002542238,0.001038534,0.001983982,0.002031977,0,-0.008603911,-0.004012636,0.001257838,0.002057113,0,-0.001132538,-8.097213e-05,0.001063345,0.0009800689,0,-0.0001153972,-0.000145461,-8.942593e-05
Weight,16,1,phi.arrivalTime,NA,0,0.04151977,0.04459757,0.04458441,0.040614,0,0.03313564,0.08125586,0.0810303,0.08270297,0,0.1702164,0.0812798,0.09875079,0.0974537,0,0.04491429,0.1054074,0.07021677,0.05399446,0,-0.01574946,-0.01319115,-0.007610537
Weight,16,1,phi.totproc,NA,0.00279826,0.08009604,0.08078525,0.08698426,0.08132926,0.06251879,0.06978447,0.1000809,0.1028094,0.1070676,0.07213474,0.09900987,0.1281823,0.1456309,0.1542304,0.1217665,0.1913237,0.2305412,0.1341276,0.1146099,0.2856303,0.0003804357,0.0001704521,9.487154e-05
Weight,16,1,phi.wait,NA,0,-0.04151977,-0.02448515,-0.01879908,-0.01172383,0,-0.0409178,-0.05523583,-0.0440465,-0.03634436,0,0.05218991,0.05544631,-0.05307224,-0.05085479,0,-0.02510054,-0.09724243,-0.06891641,-0.03291578,0,0.00635346,0.005680807,0.002052472
Weight,16,1,phi.mac,NA,0,0.001335948,0.001687979,0.002202793,0.002001982,0,-0.002542238,0.001038534,0.001983982,0.002031977,0,-0.008603911,-0.004012636,0.001257838,0.002057113,0,-0.001132538,-8.097213e-05,0.001063345,0.0009800689,0,-0.0001153972,-0.000145461,-8.942593e-05
Weight,16,1,phi.macOps,NA,0,-0.001335948,-0.0008439894,-0.0007342643,-0.0005004954,0,0.002542238,-0.0005192669,-0.0006613273,-0.0005079943,0,0.008603911,0.002006318,-0.0004192793,-0.0005142782,0,0.001132538,4.048607e-05,-0.0003544483,-0.0002450172,0,0.0001153972,7.273052e-05,2.980864e-05
Weight,16,1,phi.macfree,NA,-0.07122183,-0.05169897,-0.05987065,-0.07026297,-0.06386988,-0.07969251,-0.0902353,-0.09087092,-0.08499023,-0.0848913,-0.09944482,-0.05786911,-0.07751164,-0.1002786,-0.09831666,-0.1296224,-0.06476166,-0.1189734,-0.06475742,-0.04017845,-0.1690196,-0.01171181,-0.00907987,-0.006499633
Weight,16,1,phi.makespan,NA,-0.07122183,-0.05169897,-0.05546435,0.00990889,0.007997912,0,-0.01467265,-0.008681037,0.003300926,0.01461473,0,0.09522636,0.02156832,0.0138944,0.01707479,0,0.003574503,0.0023567,0.003284166,0.006777389,0,-7.768224e-05,-0.0001432804,-0.0007087917
Weight,16,1,phi.slotReduced,NA,0,-0.04151977,-0.04459757,-0.04458441,-0.040614,0,-6.712454e-05,-0.001877682,-0.003005209,-0.003421623,0,-0.01851069,-0.01116896,-0.001828861,-0.003592964,0,-0.003727167,-0.001888775,-0.002123682,-0.002318937,0,0,0,0
Weight,16,1,phi.slots,NA,0,0.04151977,0.04459757,0.04458441,0.040614,0,0.01817198,0.05405426,0.05839837,0.06439121,0,-0.06781252,0.05907425,0.05799769,0.06520039,0,0.007095628,0.05170248,0.03845655,0.03396255,0,-0.003011311,-0.003644073,-0.002821156
Weight,16,1,phi.slotsTotal,NA,0,0.04151977,0.04459757,0.04458441,0.040614,0,6.712454e-05,0.001877682,0.003005209,0.003421623,0,0.01851069,0.01116896,0.001828861,0.003592964,0,0.003727167,0.001888775,0.002123682,0.002318937,0,0,0,0
Weight,16,1,phi.wrmMac,NA,0,0.03986328,0.03937843,0.02341436,0.01772758,0,0.0423996,0.03361326,0.03439873,0.01984658,0,-0.05100166,0.01025165,0.03617457,0.01440634,0,0.02550414,-0.01364753,-0.009277322,0.003964292,0,-0.007905265,-0.00534144,-0.002837966
Weight,16,1,phi.wrmJob,NA,0.00279826,0.03857627,0.03618768,0.04239985,0.04071526,0.06251879,0.05475368,0.04826105,0.04623166,0.04489304,0.07213474,0.1300179,0.0857098,0.09011697,0.09250166,0.1217665,0.1698207,0.1846091,0.1024478,0.08663521,0.2856303,0.00358144,0.004102582,0.003103321
Training.Accuracy,16,1,NA,82.57,66.64,74.2,73.48,73.63,73.63,66.74,78.45,78.67,78.35,78.35,70.68,85.83,85.06,86.1,85.84,76.6,89.5,92.58,92.41,90.94,84.06,100,100,100
Validation.Accuracy,16,1,NA,83,65.79,75.81,74.19,75.27,75.27,68.84,80.69,81.02,82.41,82.41,74.53,85.8,82.96,83.72,83.72,76.19,91.2,92.26,91.88,91.67,85.9,100,100,100
