Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24,Step.25,Step.26,Step.27,Step.28
Weight,16,1,phi.proc,NA,-0.007442271,-0.01373661,-0.002244145,-0.01389824,-0.01248435,-0.01758701,-0.01258456,-0.01173785,-0.01101841,-0.008412613,-0.004037824,-0.01146614,0.00407361,-0.01093845,-0.01277009,-0.006374826,-0.008745056,-0.009814518,-0.001016535,0.001185174,0.01546346,0.008381663,-0.09938663,-0.008294792,-0.04714388,-0.000115753,-0.01165895,0.0159782
Weight,16,1,phi.startTime,NA,0,0.004497639,0.009971035,0.00134371,0.001245111,0.00215387,0.003019688,0.00154306,0.001624249,0.0008098323,-1.364541e-06,0.00246563,-0.003887031,0.0007384805,0.0002454982,-0.001487057,0.001352856,-0.001552767,-0.004807155,-0.002962823,-0.01064155,-0.006881404,0.0005213429,0.0009279039,0.01557835,-0.005538252,0.004508646,-0.009561231
Weight,16,1,phi.endTime,NA,-0.007442271,-0.009238975,0.007726889,-0.01255453,-0.01123924,-0.01543314,-0.009564876,-0.01019479,-0.009394164,-0.007602781,-0.004039188,-0.009000508,0.0001865791,-0.01019997,-0.01252459,-0.007861883,-0.0073922,-0.01136729,-0.00582369,-0.001777649,0.004821909,0.00150026,-0.09886529,-0.007366889,-0.03156554,-0.005654005,-0.007150299,0.006416964
Weight,16,1,phi.jobOps,NA,0,9.996727e-06,0.001269796,0.002601524,0.0001046754,-8.057472e-05,-6.895245e-07,2.194382e-05,-0.0008308816,-0.000166008,-0.0003576961,-0.0001270669,0.0001702257,0.0002544356,-0.0001911108,0.001689756,-0.0006186768,-0.001143792,0.0004765495,0.001156142,-0.005965697,-0.001051613,-0.003656494,0.01924807,-0.003474815,-0.001249161,-0.0006321446,-0.0002841403
Weight,16,1,phi.arrivalTime,NA,0,0.001497853,0.001895501,-0.002118997,-0.0004030008,0.0009342884,0.001049423,0.0003510102,0.0003975137,0.00033665,0.001429022,0.0002333947,-0.001050442,0.001678361,0.0008584264,-0.002915856,-0.0006894041,-0.0001142001,-0.0008510672,-0.007967353,-0.01107706,-0.005564121,0.0293335,-0.00189576,0.008901763,0.0171082,-0.005972569,-0.01691177
Weight,16,1,phi.totproc,NA,0.002663134,0.003247323,0.005371298,0.004535262,0.002788719,-0.001047612,-0.0005903158,0.00064417,0.0007554012,-9.266986e-05,-0.004555362,-0.001411304,-0.003695116,-0.0003397481,0.002835066,0.000921113,0.0001837182,0.002908913,-0.001492317,-0.003034316,-0.004624554,-0.0006962209,-0.2808462,-0.02442183,0.004978783,0.04418057,0.02734798,0.005821144
Weight,16,1,phi.wait,NA,0,0.002999787,0.008075534,0.003462707,0.001648112,0.001219582,0.001970265,0.001192049,0.001226736,0.0004731823,-0.001430386,0.002232235,-0.002836589,-0.0009398807,-0.0006129282,0.001428799,0.00204226,-0.001438566,-0.003956088,0.005004529,0.0004355075,-0.001317283,-0.02881216,0.002823664,0.006676584,-0.02264645,0.01048122,0.007350537
Weight,16,1,phi.mac,NA,-0.06474554,0.0008942274,-0.006213362,-0.01110285,-0.001249497,4.996303e-05,-0.000169588,-0.0002590197,-0.008607473,-0.0002527718,0.0007219717,0.0009384412,-0.00165496,-0.0003546374,0.01303204,0.00725271,0.002468046,0.004011378,0.008996225,0.002288673,0.02640835,0.001091407,-0.1685252,-0.03655795,-0.01957411,-0.008051138,-8.50567e-05,3.591585e-05
Weight,16,1,phi.macOps,NA,0,-3.041371e-07,0.0007270956,0.0003640042,1.754323e-05,0.0001520453,6.263335e-05,8.10427e-05,0.001372035,0.0006860248,-0.0003515124,-0.0002189384,-0.001185543,-0.001770372,-0.001075927,-0.0006772252,0.0005361406,0.001799373,-0.0009630671,0.0002866904,0.001751381,-0.00195829,0.01864463,0.01308002,0.006697199,0.00148109,0.0001250021,3.591585e-05
Weight,16,1,phi.macfree,NA,-0.007442271,-0.009238975,-0.04013001,-0.001368244,-0.001328121,0.001015463,-0.006575072,-0.004223772,-0.004446588,-0.0043118,-0.008482111,-0.005452474,-0.007044818,-0.001055328,0.002981993,-3.324801e-05,-0.003308417,0.01369982,0.001543114,-0.006499252,0.006805924,-0.005494878,0.2212834,-0.01070444,0.04766309,0.009066013,-0.006872443,0.01125481
Weight,16,1,phi.makespan,NA,-0.007442271,0.004171152,0.006656026,-0.001804965,0.0002042842,0.00646436,0.005850795,0.008172543,0.01251879,0.004541684,0.004302799,-0.002922085,-0.009242108,0.008147446,0.01879299,0.01520772,0.005880028,-0.01193778,0.00167955,-0.0006040925,-0.04146834,0.0275671,-0.4241639,0.0622272,0.0005373249,0.009219928,-0.0008475983,0.00853517
Weight,16,1,phi.slotReduced,NA,0,-0.001497853,0.02555867,-0.002359855,-0.0007794238,-0.003187339,-0.00172081,-0.001188323,-0.001480816,-0.0006832242,3.802494e-05,-0.0006993218,-0.001496778,-0.00255863,-0.003745439,-0.002823855,-0.001247834,-0.003611562,-0.006535313,-0.005404379,-0.005384978,-0.004716927,0.03852839,-0.001589507,0.001925589,0.002243719,0.005092064,0.009069201
Weight,16,1,phi.slots,NA,0,0.001497853,0.06004458,0.002903376,0.003301685,0.0003208884,0.005166966,0.004985868,0.004459974,0.006074497,0.00910569,0.007126912,0.007046853,0.001761127,-0.003258385,0.0005044026,0.005008976,-0.009958773,-0.005903926,0.002968077,0.0005351726,0.0005291438,-0.09948545,-0.00689736,-0.03463286,-0.01290789,0.003396677,-0.01237346
Weight,16,1,phi.slotsTotal,NA,0,0.001497853,-0.02555867,0.002359855,0.0007794238,0.003187339,0.00172081,0.001188323,0.001480816,0.0006832242,-3.802494e-05,0.0006993218,0.001496778,0.00255863,0.003745439,0.002823855,0.001247834,0.003611562,0.006535313,0.005404379,0.005384978,0.004716927,-0.03852839,0.001589507,-0.001925589,-0.002243719,-0.005092064,-0.009069201
Weight,16,1,phi.wrmMac,NA,0.002998988,0.002849844,0.001969007,0.002724024,0.001472026,-0.00113296,-0.002300149,-0.003906215,-0.006295003,-0.006034647,-0.007877152,-0.004398623,-0.008894482,-0.004405544,-0.00514457,-0.00528534,-0.01095204,-0.007970785,-0.02095095,-0.03291655,-0.02746031,-0.03988117,-0.4425601,-0.06340313,-0.02420011,-0.1124848,-0.007929825,-0.004094407
Weight,16,1,phi.wrmJob,NA,0.002663134,0.00174947,-0.001239492,0.0005603309,0.001507991,0.005704177,0.00664359,0.003782557,0.004911049,0.004746032,0.00930649,0.008093039,0.008472121,0.007221578,0.004572214,0.002525919,0.004700091,0.004684477,0.005278066,-0.0004302606,-0.001999042,-0.00168399,0.2562212,0.02575185,0.05595608,0.05547894,0.04561413,0.02455939
Training.Accuracy,16,1,NA,84.27,67.24,69.55,70.98,72.89,73.23,74.65,74.74,76.47,77.1,76.76,79.48,83.79,82.51,84.19,82.56,83.91,86.23,87.45,89.38,93.75,93.87,90.48,100,93.75,94.55,100,100,100
Validation.Accuracy,16,1,NA,80,62.6,67.66,74.46,76.61,74.61,76.13,75.6,77.41,78.42,77.14,77.67,75.69,81.56,80.34,71.7,79.22,91.36,93.88,86.76,85.29,83.87,89.29,95,90,83.33,80,66.67
