Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21
Weight,16,1,phi.proc,NA,-0.1174943,-0.1328029,-0.1481741,-0.1903777,-0.1869432,-0.1566756,-0.1456741,-0.1849444,-0.1663658,-0.1813828,-0.1390114,-0.1303105,-0.1486582,-0.1756203,-0.1887532,-0.1519309,-0.165827,-0.148191,-0.1959055,-0.1454693,-0.1763445
Weight,16,1,phi.startTime,NA,0,0,0.04061757,0.05237993,0.05453903,0,0.001536052,0.05313827,0.0498396,0.05886249,0,0.001511187,0.02545031,0.04223367,0.05596365,0,0.0004827205,0.02106561,0.0481103,0.03999903,0
Weight,16,1,phi.endTime,NA,-0.1174943,-0.1328029,-0.1075565,-0.1379977,-0.1324041,-0.1566756,-0.1441381,-0.1318061,-0.1165262,-0.1225204,-0.1390114,-0.1287993,-0.1232079,-0.1333866,-0.1327895,-0.1519309,-0.1653443,-0.1271254,-0.1477952,-0.1054702,-0.1763445
Weight,16,1,phi.jobOps,NA,0,0.005145509,0.008907094,0.00953071,0.01165355,0,0.00253363,0.00647833,0.005067591,0.005297609,0,0.001141585,0.00277457,0.003697785,0.003767154,0,0.000918317,0.001846572,0.003267149,0.002658679,0
Weight,16,1,phi.arrivalTime,NA,0,0.05869102,0.08163203,0.07729866,0.07214814,0,0.07184762,0.1218332,0.0902607,0.09123812,0,0.05594789,0.07881681,0.08748144,0.09659497,0,0.05322304,0.07342288,0.1064628,0.07503948,0
Weight,16,1,phi.totproc,NA,0.04288924,0.07718952,0.0824354,0.08004857,0.0764975,0.04227708,0.05853952,0.08101064,0.07040267,0.07546043,0.03647355,0.04706171,0.05790737,0.06982261,0.07758926,0.04158388,0.0588555,0.05944535,0.08398038,0.06204368,0.05267373
Weight,16,1,phi.wait,NA,0,-0.05869102,-0.04101447,-0.02491873,-0.0176091,0,-0.07031156,-0.06869498,-0.0404211,-0.03237563,0,-0.0544367,-0.0533665,-0.04524777,-0.04063132,0,-0.05274032,-0.05235727,-0.05835254,-0.03504045,0
Weight,16,1,phi.mac,NA,0,0.005145509,0.008907094,0.00953071,0.01165355,0,0.00253363,0.00647833,0.005067591,0.005297609,0,0.001141585,0.00277457,0.003697785,0.003767154,0,0.000918317,0.001846572,0.003267149,0.002658679,0
Weight,16,1,phi.macOps,NA,0,-0.005145509,-0.004453547,-0.003176903,-0.002913388,0,-0.00253363,-0.003239165,-0.001689197,-0.001324402,0,-0.001141585,-0.001387285,-0.001232595,-0.0009417884,0,-0.000918317,-0.0009232862,-0.00108905,-0.0006646697,0
Weight,16,1,phi.macfree,NA,-0.1174943,-0.1328029,-0.1075565,-0.1379977,-0.1324041,-0.1566756,-0.1441381,-0.1318061,-0.1165262,-0.1225204,-0.1390114,-0.1287993,-0.1232079,-0.1333866,-0.1327895,-0.1519309,-0.1653443,-0.1271254,-0.1477952,-0.1054702,-0.1763445
Weight,16,1,phi.makespan,NA,-0.1174943,-0.1328029,-0.1047682,0.004315437,0.01046733,0.004489571,-0.002913828,-0.003632668,0.0005031766,-0.00793161,-0.0107146,-0.004627458,0.02710648,-0.01027777,0.01228729,0.00199925,-0.0277194,-0.03030888,-0.02149724,0.009665497,-0.001089669
Weight,16,1,phi.slotReduced,NA,0,-0.05869102,-0.08163203,-0.07729866,-0.07214814,0,-0.01104731,-0.01811487,-0.0197378,-0.02144129,0,-0.006236445,-0.01207013,-0.01645969,-0.01982134,0,-0.004175382,-0.008195876,-0.01593172,-0.01129507,0
Weight,16,1,phi.slots,NA,0,0.05869102,0.08163203,0.07729866,0.07214814,0,0.04145349,0.08928871,0.07278574,0.07698969,0,0.02459825,0.04981575,0.06277791,0.07363882,0,0.01929229,0.03847019,0.07008303,0.05373316,0
Weight,16,1,phi.slotsTotal,NA,0,0.05869102,0.08163203,0.07729866,0.07214814,0,0.01104731,0.01811487,0.0197378,0.02144129,0,0.006236445,0.01207013,0.01645969,0.01982134,0,0.004175382,0.008195876,0.01593172,0.01129507,0
Weight,16,1,phi.wrmMac,NA,0,0.06222392,0.0408983,0.02171618,0.01278256,0,0.04160849,0.04133206,0.02414015,0.02000539,0,0.02595358,0.02481225,0.0194742,0.0182943,0,0.02111486,0.02090518,0.02187038,0.01322047,0
Weight,16,1,phi.wrmJob,NA,0.04288924,0.0184985,0.0008033709,0.002749905,0.004349359,0.04227708,0.01709809,-0.002035693,-0.001357108,-0.0009346693,0.03647355,0.02249073,0.01094368,0.008954834,0.004451972,0.04158388,0.03904033,0.01981244,0.01451932,0.009263168,0.05267373
Training.Accuracy,16,1,NA,80.28,73.18,79.85,79.4,79.75,79.65,74.12,81.09,81.03,81.09,81.09,74.03,82.31,81.29,82.05,82.14,72.19,87.32,87.32,86.88,86.73,73.46
Validation.Accuracy,16,1,NA,82,73.6,80,80.4,80.6,80.2,75,83.12,83.12,83.12,83.12,77.5,84.39,84.39,84.74,84.74,75,86.61,86.61,86.61,86.61,74.4
