Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24,Step.25,Step.26,Step.27,Step.28
Weight,16,1,phi.proc,NA,-0.005625225,-0.01046427,-0.002640957,-0.01324528,-0.0109354,-0.01546349,-0.01338776,-0.01087852,-0.01216926,-0.01171929,-0.003100489,-0.01236228,0.003800104,-0.008820723,-0.008777422,-0.00385326,-0.007668862,-0.007196161,-0.007289302,5.785025e-06,0.01647407,0.00476757,-0.06270577,-0.006722625,-0.0524173,0.0004213501,-0.01175745,0.01597143
Weight,16,1,phi.startTime,NA,0,0.003370605,0.006645733,4.769328e-05,0.0008764526,0.0005338657,0.002236404,0.00125871,0.001333944,0.00196186,-0.0003443935,0.002800104,-0.00445205,-8.691469e-05,-0.0007541458,-0.00256845,0.0007081285,-0.002300508,-0.00293421,-0.002931264,-0.0123696,-0.005070374,0.0005747394,0.0003540831,0.01613536,-0.005924248,0.004578074,-0.009528156
Weight,16,1,phi.endTime,NA,-0.005625225,-0.007093662,0.004004776,-0.01319759,-0.01005895,-0.01492963,-0.01115136,-0.009619811,-0.01083532,-0.009757428,-0.003444883,-0.009562181,-0.0006519457,-0.008907638,-0.009531567,-0.00642171,-0.006960734,-0.009496669,-0.01022351,-0.002925479,0.004104472,-0.0003028045,-0.06213103,-0.006368542,-0.03628194,-0.005502898,-0.007179378,0.00644327
Weight,16,1,phi.jobOps,NA,0,-5.213785e-06,0.002024998,0.000190786,-6.420493e-05,-4.738319e-05,0.0001660183,-0.0001051114,-0.001763359,-0.0003262949,-0.0001639234,0.0004683473,-0.0001332082,0.0001343591,-0.0004115658,0.0003293165,-0.001771261,-0.0009229322,0.00220521,0.0007993413,-0.004531246,-0.001986275,-0.003919057,0.0161004,-0.003928684,-0.00125511,-0.0006347713,-0.0002841203
Weight,16,1,phi.arrivalTime,NA,0,0.00170383,0.0004405581,-0.001360418,-0.001251082,0.0002332903,0.001515189,0.001268264,0.0003250294,0.002003107,8.699284e-05,0.001628925,-0.0002482168,0.001468259,0.0002296418,-0.002989179,-0.001687612,-0.0004972451,-5.317129e-05,-0.007926675,-0.01159686,-0.004609437,0.01783924,-0.001703541,0.009795201,0.01722028,-0.005893366,-0.01686939
Weight,16,1,phi.totproc,NA,0.002345871,0.003054444,0.004323644,0.001063239,0.003494135,0.0001819123,-0.002769778,-3.224984e-05,1.142486e-05,-0.0008068308,-0.003509033,-0.002156073,-0.002144095,0.0005128646,0.002013706,0.0009825764,-0.000469337,0.001003135,0.002297876,-1.009403e-05,-0.003131757,0.0014304,-0.2059375,-0.02568169,0.008768772,0.04533329,0.0273236,0.005793385
Weight,16,1,phi.wait,NA,0,0.001666775,0.006205175,0.001408111,0.002127535,0.0003005754,0.0007212152,-9.553784e-06,0.001008915,-4.124696e-05,-0.0004313864,0.001171179,-0.004203833,-0.001555174,-0.0009837876,0.0004207284,0.002395741,-0.001803263,-0.002881039,0.004995411,-0.0007727378,-0.0004609377,-0.0172645,0.002057624,0.006340158,-0.02314453,0.01047144,0.007341238
Weight,16,1,phi.mac,NA,-0.03557212,0.0001221117,-0.004687949,-0.001753369,0.0001650899,-0.0007058321,-0.000669671,0.001123697,-0.01081277,-0.001549051,-0.0009801708,0.002033803,-0.000394069,-0.001421739,0.004797617,0.007420498,0.007891107,0.004646177,0.02841855,0.001553394,0.01958069,0.001155827,-0.09832011,-0.03380369,-0.02158398,-0.008320823,-9.306566e-05,3.595383e-05
Weight,16,1,phi.macOps,NA,0,-6.122326e-05,-0.001529081,9.557098e-06,-0.000108264,7.180165e-05,1.131929e-05,6.924069e-05,0.00168235,0.0005399226,-0.0008094318,-0.002828625,-0.0008158134,-0.001233154,-0.0005928415,-0.0001637638,0.001708796,0.001378341,-0.004850832,0.0004102318,0.001345501,-0.002159983,0.01273066,0.01090603,0.008255678,0.001490667,0.0001261296,3.595383e-05
Weight,16,1,phi.macfree,NA,-0.005625225,-0.007093662,-0.03063767,0.003142182,-0.001492302,0.003383666,-0.00393741,-0.004411903,-0.005283602,-0.003112065,-0.009048318,-0.005187463,-0.007328429,-0.003115744,0.001428899,-0.000164593,-0.005505898,0.01163767,0.004176794,-0.005817862,0.00960366,-0.005112597,0.1399452,-0.01309406,0.05278278,0.009765489,-0.006779781,0.01128775
