Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24,Step.25
Weight,16,1,phi.proc,NA,-0.01497936,-0.02438848,-0.03165887,-0.06549007,-0.04347656,-0.03998822,-0.01898458,-0.02379393,-0.02807112,-0.0360337,-0.0617439,-0.02629718,-0.01557119,-0.02658162,-0.0004670271,-0.001288146,-0.09821768,-0.03878632,-0.02011878,-0.01154262,0.2017334,-0.002758846,1.879423e-05,-4.276948e-06,3.389605e-05
Weight,16,1,phi.startTime,NA,0,0.02099967,-0.001115679,0.03173265,0.01319517,0.01150995,0.004601702,0.009292323,0.008191666,0.01299488,0.0193,0.01153105,0.00570132,0.009224061,-0.0005871094,7.099395e-05,0.03996821,0.01461116,0.006649358,0.002531212,-0.1430119,-0.03120539,-0.005251508,-0.004900313,-0.003802769
Weight,16,1,phi.endTime,NA,-0.01497936,-0.003388811,-0.03277455,-0.03375741,-0.03028139,-0.02847827,-0.01438288,-0.01450161,-0.01987946,-0.02303882,-0.0424439,-0.01476613,-0.00986987,-0.01735756,-0.001054137,-0.001217153,-0.05824947,-0.02417516,-0.01346942,-0.009011412,0.05872149,-0.03396423,-0.005232713,-0.00490459,-0.003768873
Weight,16,1,phi.jobOps,NA,0,-0.003068536,-0.0004859055,-7.705856e-05,0.0003731767,0,-0.05637683,0.0002129412,0.0007611034,-7.405793e-06,0,-0.001640338,0.001536095,-0.000423584,0.0002721149,0,0.0008336941,-0.0005924823,-0.0004380014,3.217327e-05,0,0.0002654848,-0.0002674154,-8.753833e-05,-7.3887e-05
Weight,16,1,phi.arrivalTime,NA,0,0.005088858,-0.005382652,0.02126505,0.006864883,0,0.003202347,0.006153429,0.002447757,0.007300687,0,0.007547336,0.003559075,0.005681315,0.001876751,0,0.02373953,0.008776959,0.002033573,0.001635801,0,-0.03359569,-0.0167391,-0.009859571,-0.007603084
Weight,16,1,phi.totproc,NA,0.01160101,0.01793532,0.007571454,0.02197455,0.01629631,0.01395722,0.01377736,-0.001434036,0.04135135,0.02570952,0.01581673,0.02055691,0.04388598,-0.000389055,0.01437277,0.02470853,0.05057478,0.05388171,0.03388803,0.02590845,0.03978896,0.0150847,0.0003968902,0.0001297471,7.910447e-05
Weight,16,1,phi.wait,NA,0,0.01591081,0.004266973,0.0104676,0.006330286,0.01150995,0.001399356,0.003138894,0.005743909,0.005694191,0.0193,0.003983718,0.002142245,0.003542746,-0.00246386,7.099395e-05,0.01622868,0.0058342,0.004615785,0.0008954116,-0.1430119,0.002390305,0.0114876,0.004959258,0.003800315
Weight,16,1,phi.mac,NA,-0.06213559,-0.06738705,-0.05730344,-0.02319691,-0.02022128,-0.03333605,-0.04360121,-0.04324501,-0.008924898,-0.02075648,-0.08295803,-0.005741222,0.006859196,-0.0226183,-0.004969626,-0.1128434,-0.1886663,0.00720303,0.1913171,0.008181863,0.002400726,4.399781e-06,6.144789e-05,2.305454e-05,-1.220126e-06
Weight,16,1,phi.macOps,NA,0,0.002312935,6.363027e-05,0.0009572629,0.0006573402,0,0.09522873,0.001076735,0.001549889,0.0004999404,0,0.0003855234,-0.0002635689,-0.0005623417,-0.000127355,0,-0.007329908,0.00216515,-0.004146653,0.0003323496,0,3.353927e-05,9.911454e-06,1.635431e-05,1.652398e-05
Weight,16,1,phi.macfree,NA,-0.01497936,-0.003388811,0.01809572,-0.007286838,0.001930763,-0.01323897,-0.003281731,-0.0112222,-0.00355501,0.001631642,0.01850499,-0.007403319,-0.0346421,-0.02741719,-0.01743369,-0.04391123,0.0161026,-0.002933062,-0.02195012,-0.01069004,0.2805549,-0.0131721,0.002557871,-0.001167345,-0.001393464
Weight,16,1,phi.makespan,NA,-0.01497936,-0.03861843,0.0004199456,0.01293407,-0.002741953,0,0.09411056,0.005333032,0.01038846,-0.002254992,0.1956867,-0.00775261,-0.01285607,0.0008455989,-0.01841462,0.01458979,-0.02454362,-0.01226469,0.008935605,-0.01146942,-1.092869,5.435743e-05,4.730145e-05,-0.0004212183,-0.0005073819
Weight,16,1,phi.slotReduced,NA,0,-0.005088858,-0.01042926,0.01123419,-0.003920283,3.105188e-05,-0.003925967,0.002536707,-0.001858004,-0.002300037,-0.003176157,0.00607134,0.0005758961,-0.001312588,-0.0003890739,0.007149294,0.00865223,0.003735419,0.001542138,-0.002566759,-0.1538895,0.01677089,0.0004207148,0.001387316,0.001348347
Weight,16,1,phi.slots,NA,0,0.005088858,0.003499135,-0.0008432611,0.004179429,0.01818946,0.007873188,0.01300057,0.007193618,0.0008722193,-0.01555014,0.006513296,0.03624118,0.02909026,0.01931175,0.04831601,-0.01379635,0.005806514,0.02346216,0.01226657,0.06989023,-0.01458827,0.001905922,-0.001925514,-0.00227275
Weight,16,1,phi.slotsTotal,NA,0,0.005088858,0.01042926,-0.01123419,0.003920283,-3.105188e-05,0.003925967,-0.002536707,0.001858004,0.002300037,0.003176157,-0.00607134,-0.0005758961,0.001312588,0.0003890739,-0.007149294,-0.00865223,-0.003735419,-0.001542138,0.002566759,0.1538895,-0.01677089,-0.0004207148,-0.001387316,-0.001348347
Weight,16,1,phi.wrmMac,NA,0.01142945,0.005662208,0.003650198,0.02161472,0.004396176,0.004394011,-0.009394222,-0.003432973,0.001710722,0.002152983,0.01917518,0.0003147912,-0.0235952,-0.01817938,-0.01680461,-0.01942916,0.01656936,0.004248717,-0.01760511,-0.01575175,-0.02249231,-0.002646405,-0.0005289624,-0.0008509935,-0.0008359372
Weight,16,1,phi.wrmJob,NA,0.01160101,0.01284646,0.01295411,0.0007094993,0.009431427,0.01395722,0.004173857,0.01109421,0.0008767259,0.00782204,0.01581673,0.01748847,0.008513276,0.01031011,0.007600482,0.02470853,0.02797659,0.01297243,0.002569621,0.004635298,0.03978896,-0.007678263,0.01387905,0.004547973,0.003867216
