PID,Step,Rank,ResultingOptMakespan,Followed,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin,sdr.MWR,sdr.LWR,sdr.SPT,sdr.LPT
0,0,-1,-7,1,-92,-66,6,-3,-66,-5,-92,-38,1,0,0,1
0,0,1,7,1,92,66,-6,3,66,5,92,38,1,0,0,1
0,0,-1,-7,0,-91,-66,6,-2,-50,-7,-61,-8,1,1,1,1
0,0,1,7,0,91,66,-6,2,50,7,61,8,1,1,1,1
0,0,-1,-7,0,-91,-66,6,-2,-59,-6,-68,-38,1,1,1,1
0,0,1,7,0,91,66,-6,2,59,6,68,38,1,1,1,1
0,0,-1,-7,0,-176,-7,6,-7,-37,1,-108,-26,1,1,1,1
0,0,1,7,0,176,7,-6,7,37,-1,108,26,1,1,1,1
0,0,-1,-7,0,89,-6,-6,0,13,-6,10,4,0,1,1,0
0,0,1,7,0,-89,6,6,0,-13,6,-10,-4,0,1,1,0
0,1,-1,-4,1,-89,-66,6,0,-7,-7,21,-11,1,0,0,1
0,1,1,4,1,89,66,-6,0,7,7,-21,11,1,0,0,1
0,1,-1,-4,0,-91,-66,6,-2,-42,-7,-26,-11,1,1,1,1
0,1,1,4,0,91,66,-6,2,42,7,26,11,1,1,1,1
0,1,-1,-4,0,-91,-66,6,-2,-38,-1,-25,-11,1,1,1,1
0,1,1,4,0,91,66,-6,2,38,1,25,11,1,1,1,1
0,1,-1,-4,0,-176,-7,6,-7,-19,-8,-17,-11,1,1,1,1
0,1,1,4,0,176,7,-6,7,19,8,17,11,1,1,1,1
0,1,-1,-7,0,89,-6,-6,0,-11,6,-65,-38,0,1,1,0
0,1,1,7,0,-89,6,6,0,11,-6,65,38,0,1,1,0
0,2,-1,-4,1,-89,-66,6,0,-23,-3,-39,-5,1,0,0,1
0,2,1,4,1,89,66,-6,0,23,3,39,5,1,0,0,1
0,2,-1,-4,0,-91,-66,6,-2,-26,-2,-93,-5,1,1,1,1
0,2,1,4,0,91,66,-6,2,26,2,93,5,1,1,1,1
0,2,-1,-4,0,-91,-66,6,-2,-44,-4,-86,-5,1,1,1,1
0,2,1,4,0,91,66,-6,2,44,4,86,5,1,1,1,1
0,2,-1,-4,0,-176,-7,6,-7,-18,-6,-9,-3,1,1,1,1
0,2,1,4,0,176,7,-6,7,18,6,9,3,1,1,1,1
0,2,-1,-7,0,89,-6,-6,0,-12,10,96,-38,0,1,1,0
0,2,1,7,0,-89,6,6,0,12,-10,-96,38,0,1,1,0
0,3,-1,-4,1,-89,-66,6,0,-19,-8,-92,-11,1,0,0,1
0,3,1,4,1,89,66,-6,0,19,8,92,11,1,0,0,1
0,3,-1,-4,0,-91,-66,6,-2,-28,-1,-74,-11,1,1,1,1
0,3,1,4,0,91,66,-6,2,28,1,74,11,1,1,1,1
0,3,-1,-4,0,-91,-66,6,-2,-32,4,-65,-11,1,1,1,1
0,3,1,4,0,91,66,-6,2,32,-4,65,11,1,1,1,1
0,3,-1,-4,0,-176,-7,6,-7,-18,-8,-92,-11,1,1,1,1
0,3,1,4,0,176,7,-6,7,18,8,92,11,1,1,1,1
0,3,-1,-7,0,89,-6,-6,0,-8,8,38,0,0,1,1,0
0,3,1,7,0,-89,6,6,0,8,-8,-38,0,0,1,1,0
0,4,-1,-4,1,-89,-66,6,0,-21,-1,-48,-42,1,0,0,1
0,4,1,4,1,89,66,-6,0,21,1,48,42,1,0,0,1
0,4,-1,-4,0,-91,-66,6,-2,-39,-8,-92,-42,1,1,1,1
0,4,1,4,0,91,66,-6,2,39,8,92,42,1,1,1,1
0,4,-1,-4,0,-91,-66,6,-2,-54,1,-65,-42,1,1,1,1
0,4,1,4,0,91,66,-6,2,54,-1,65,42,1,1,1,1
0,4,-1,-4,0,-176,-7,6,-7,-32,-2,32,-42,1,1,1,1
0,4,1,4,0,176,7,-6,7,32,2,-32,42,1,1,1,1
0,4,-1,-7,0,89,-6,-6,0,-14,6,39,-12,0,1,1,0
0,4,1,7,0,-89,6,6,0,14,-6,-39,12,0,1,1,0
0,5,-1,-4,0,-91,-66,6,-2,-52,-2,-80,-57,1,1,1,1
0,5,1,4,0,91,66,-6,2,52,2,80,57,1,1,1,1
0,5,-1,-4,1,-91,-66,6,-2,-66,1,-82,-57,1,0,0,1
0,5,1,4,1,91,66,-6,2,66,-1,82,57,1,0,0,1
0,5,-1,-4,0,-176,-7,6,-7,-50,-4,-85,-57,1,1,1,1
0,5,1,4,0,176,7,-6,7,50,4,85,57,1,1,1,1
0,5,-1,-7,0,89,-6,-6,0,13,5,81,44,0,1,1,0
0,5,1,7,0,-89,6,6,0,-13,-5,-81,-44,0,1,1,0
0,6,-1,-3,1,-91,-66,6,-2,-35,0,-179,-3,1,1,0,1
0,6,1,3,1,91,66,-6,2,35,0,179,3,1,1,0,1
0,6,-1,-3,0,-89,-66,6,0,-10,5,-59,-3,1,0,1,1
0,6,1,3,0,89,66,-6,0,10,-5,59,3,1,0,1,1
0,6,-1,-3,0,-176,-7,6,-7,-37,1,-91,-3,1,1,1,1
0,6,1,3,0,176,7,-6,7,37,-1,91,3,1,1,1,1
0,6,-1,-6,0,89,-6,-6,0,-6,-7,-1,-6,0,1,1,0
0,6,1,6,0,-89,6,6,0,6,7,1,6,0,1,1,0
0,7,-1,-1,1,-89,-1,6,0,-7,8,83,-1,1,1,0,1
0,7,1,1,1,89,1,-6,0,7,-8,-83,1,1,1,0,1
0,7,-1,-1,0,-89,-1,6,0,-1,4,82,-1,1,0,1,1
0,7,1,1,0,89,1,-6,0,1,-4,-82,1,1,0,1,1
0,7,-1,-1,0,-176,-1,6,-7,-32,-1,-7,-1,1,1,1,1
0,7,1,1,0,176,1,-6,7,32,1,7,1,1,1,1,1
0,7,-1,-6,0,89,-6,-6,0,-19,10,-2,-6,0,1,1,0
0,7,1,6,0,-89,6,6,0,19,-10,2,6,0,1,1,0
0,8,-1,-1,0,-89,-1,6,0,1,8,-2,-1,1,0,1,1
0,8,1,1,0,89,1,-6,0,-1,-8,2,1,1,0,1,1
0,8,-1,-1,1,-89,-1,6,0,-10,7,-82,-1,1,1,0,1
0,8,1,1,1,89,1,-6,0,10,-7,82,1,1,1,0,1
0,8,-1,-1,0,-176,-1,6,-7,-50,-6,-89,-1,1,1,1,1
0,8,1,1,0,176,1,-6,7,50,6,89,1,1,1,1,1
0,8,-1,-6,0,89,-6,-6,0,-24,-8,13,-6,0,1,1,0
0,8,1,6,0,-89,6,6,0,24,8,-13,6,0,1,1,0
0,9,-1,-1,0,-89,-1,6,0,-13,-7,-10,-1,1,1,1,1
0,9,1,1,0,89,1,-6,0,13,7,10,1,1,1,1,1
0,9,-1,-1,1,-89,-1,6,0,-2,-3,5,-1,1,0,0,1
0,9,1,1,1,89,1,-6,0,2,3,-5,1,1,0,0,1
0,9,-1,-1,0,-176,-1,6,-7,-32,-9,-78,-1,1,1,1,1
0,9,1,1,0,176,1,-6,7,32,9,78,1,1,1,1,1
0,9,-1,-6,0,89,-6,-6,0,-16,7,10,-6,0,1,1,0
0,9,1,6,0,-89,6,6,0,16,-7,-10,6,0,1,1,0
0,10,-1,-1,0,-89,-1,6,0,0,8,-7,-1,1,1,1,1
0,10,1,1,0,89,1,-6,0,0,-8,7,1,1,1,1,1
0,10,-1,-1,1,-89,-1,6,0,-4,5,11,-1,1,0,0,1
0,10,1,1,1,89,1,-6,0,4,-5,-11,1,1,0,0,1
0,10,-1,-1,0,-176,-1,6,-7,-42,-7,-87,-1,1,1,1,1
0,10,1,1,0,176,1,-6,7,42,7,87,1,1,1,1,1
0,10,-1,-6,0,89,-6,-6,0,-28,1,-3,-6,0,1,1,0
0,10,1,6,0,-89,6,6,0,28,-1,3,6,0,1,1,0
0,11,-1,-1,0,-89,-1,6,0,-25,-15,-91,-1,1,1,1,1
0,11,1,1,0,89,1,-6,0,25,15,91,1,1,1,1,1
0,11,-1,-1,1,-89,-1,6,0,-9,-5,-91,-1,1,0,0,1
0,11,1,1,1,89,1,-6,0,9,5,91,1,1,0,0,1
0,11,-1,-1,0,-176,-1,6,-7,-39,-11,-98,-1,1,1,1,1
0,11,1,1,0,176,1,-6,7,39,11,98,1,1,1,1,1
0,11,-1,-6,0,89,-6,-6,0,-20,9,22,-6,0,1,1,0
0,11,1,6,0,-89,6,6,0,20,-9,-22,6,0,1,1,0
0,12,-1,-1,1,-89,-1,6,0,-18,-11,-91,-1,1,0,0,1
0,12,1,1,1,89,1,-6,0,18,11,91,1,1,0,0,1
0,12,-1,-1,0,-176,-1,6,-7,-45,-16,-98,-1,1,1,1,1
0,12,1,1,0,176,1,-6,7,45,16,98,1,1,1,1,1
