PID,Step,Rank,ResultingOptMakespan,Followed,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrival,phi.procTotal,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
0,0,-1,-1,0,-2,0,-2,0,0,3,0,0,0,-2,-2,0,0,0,0,0,3,0
0,0,1,1,0,2,0,2,0,0,-3,0,0,0,2,2,0,0,0,0,0,-3,0
0,0,-1,-1,0,-1,0,-1,0,0,-3,0,0,0,-1,-1,0,0,0,0,0,-3,0
0,0,1,1,0,1,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0
0,0,-1,-1,1,-4,0,-4,0,0,-14,0,0,0,-4,-4,0,0,0,0,0,-14,0
0,0,1,1,1,4,0,4,0,0,14,0,0,0,4,4,0,0,0,0,0,14,0
0,0,-1,-2,1,-1,0,-1,0,0,8,0,0,0,-1,-1,0,0,0,0,0,8,0
0,0,1,2,1,1,0,1,0,0,-8,0,0,0,1,1,0,0,0,0,0,-8,0
0,0,-1,-7,0,-1,0,-1,0,0,-5,0,0,0,-1,-1,0,0,0,0,0,-5,0
0,0,1,7,0,1,0,1,0,0,5,0,0,0,1,1,0,0,0,0,0,5,0
0,1,-1,-2,0,-2,0,-2,0,0,3,0,0,0,-2,-2,0,0,0,0,0,3,0
0,1,1,2,0,2,0,2,0,0,-3,0,0,0,2,2,0,0,0,0,0,-3,0
0,1,-1,-2,1,-2,0,-2,1,53,14,-53,1,-1,-2,-2,0,-53,53,53,55,-39,0
0,1,1,2,1,2,0,2,-1,-53,-14,53,-1,1,2,2,0,53,-53,-53,-55,39,0
0,1,-1,-2,0,-1,0,-1,0,0,-3,0,0,0,-1,-1,0,0,0,0,0,-3,0
0,1,1,2,0,1,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0
0,1,-1,-4,0,-6,0,-6,0,0,-11,0,0,0,-6,-6,0,0,0,0,0,-11,0
0,1,1,4,0,6,0,6,0,0,11,0,0,0,6,6,0,0,0,0,0,11,0
0,1,-1,-4,0,-5,0,-5,0,0,-6,0,0,0,-5,-5,0,0,0,0,0,-6,0
0,1,1,4,0,5,0,5,0,0,6,0,0,0,5,5,0,0,0,0,0,6,0
0,2,-1,-2,0,-2,0,-2,0,0,3,0,0,0,-2,-2,0,0,0,0,0,3,0
0,2,1,2,0,2,0,2,0,0,-3,0,0,0,2,2,0,0,0,0,0,-3,0
0,2,-1,-2,1,1,47,48,2,100,14,-53,2,-1,48,48,0,-100,100,100,36,-86,0
0,2,1,2,1,-1,-47,-48,-2,-100,-14,53,-2,1,-48,-48,0,100,-100,-100,-36,86,0
0,2,-1,-2,0,-1,0,-1,0,0,-3,0,0,0,-1,-1,0,0,0,0,0,-3,0
0,2,1,2,0,1,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0
0,2,-1,-4,0,-6,0,-6,0,0,-11,0,0,0,-6,-6,0,0,0,0,0,-11,0
0,2,1,4,0,6,0,6,0,0,11,0,0,0,6,6,0,0,0,0,0,11,0
0,2,-1,-4,0,-5,0,-5,0,0,-6,0,0,0,-5,-5,0,0,0,0,0,-6,0
0,2,1,4,0,5,0,5,0,0,6,0,0,0,5,5,0,0,0,0,0,6,0
0,3,-1,-2,0,-2,0,-2,0,0,3,0,0,0,-2,0,0,0,0,0,0,3,0
0,3,1,2,0,2,0,2,0,0,-3,0,0,0,2,0,0,0,0,0,0,-3,0
0,3,-1,-2,1,6,97,103,3,150,14,-53,3,-1,103,55,0,-150,150,150,47,-136,0
0,3,1,2,1,-6,-97,-103,-3,-150,-14,53,-3,1,-103,-55,0,150,-150,-150,-47,136,0
0,3,-1,-2,0,-1,0,-1,0,0,-3,0,0,0,-1,0,0,0,0,0,0,-3,0
0,3,1,2,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0
0,3,-1,-4,0,-6,0,-6,0,0,-11,0,0,0,-6,0,0,0,0,0,0,-11,0
0,3,1,4,0,6,0,6,0,0,11,0,0,0,6,0,0,0,0,0,0,11,0
0,3,-1,-4,0,-5,0,-5,0,0,-6,0,0,0,-5,0,0,0,0,0,0,-6,0
0,3,1,4,0,5,0,5,0,0,6,0,0,0,5,0,0,0,0,0,0,6,0
0,4,-1,-2,0,-2,0,-2,0,0,3,0,0,0,-2,0,0,0,0,0,0,3,0
0,4,1,2,0,2,0,2,0,0,-3,0,0,0,2,0,0,0,0,0,0,-3,0
0,4,-1,-2,1,6,152,158,4,205,14,-53,4,-1,158,55,0,-205,205,205,51,-191,0
0,4,1,2,1,-6,-152,-158,-4,-205,-14,53,-4,1,-158,-55,0,205,-205,-205,-51,191,0
0,4,-1,-2,0,-1,0,-1,0,0,-3,0,0,0,-1,0,0,0,0,0,0,-3,0
0,4,1,2,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0
0,4,-1,-4,0,-6,0,-6,0,0,-11,0,0,0,-6,0,0,0,0,0,0,-11,0
0,4,1,4,0,6,0,6,0,0,11,0,0,0,6,0,0,0,0,0,0,11,0
0,4,-1,-4,0,-5,0,-5,0,0,-6,0,0,0,-5,0,0,0,0,0,0,-6,0
0,4,1,4,0,5,0,5,0,0,6,0,0,0,5,0,0,0,0,0,0,6,0
0,5,-1,-2,1,-2,0,-2,0,0,3,0,0,0,-2,0,0,0,0,0,0,3,0
0,5,1,2,1,2,0,2,0,0,-3,0,0,0,2,0,0,0,0,0,0,-3,0
0,5,-1,-2,0,-1,0,-1,0,0,-3,0,0,0,-1,0,0,0,0,0,0,-3,0
0,5,1,2,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0
0,5,-1,-4,0,-6,0,-6,0,0,-11,0,0,0,-6,0,0,0,0,0,0,-11,0
0,5,1,4,0,6,0,6,0,0,11,0,0,0,6,0,0,0,0,0,0,11,0
0,5,-1,-4,0,-5,0,-5,0,0,-6,0,0,0,-5,0,0,0,0,0,0,-6,0
0,5,1,4,0,5,0,5,0,0,6,0,0,0,5,0,0,0,0,0,0,6,0
0,6,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,6,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,6,-1,-1,0,6,0,6,0,0,11,0,0,0,6,0,0,0,0,0,0,11,0
0,6,1,1,0,-6,0,-6,0,0,-11,0,0,0,-6,0,0,0,0,0,0,-11,0
0,6,-1,-1,1,1,0,1,1,100,-3,-100,1,-1,1,0,0,0,53,0,55,-50,0
0,6,1,1,1,-1,0,-1,-1,-100,3,100,-1,1,-1,0,0,0,-53,0,-55,50,0
0,6,-1,-1,0,-6,0,-6,0,0,-9,0,0,0,-6,0,0,0,0,0,0,-9,0
0,6,1,1,0,6,0,6,0,0,9,0,0,0,6,0,0,0,0,0,0,9,0
0,7,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,7,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,7,-1,-1,0,6,0,6,0,0,11,0,0,0,6,0,0,0,0,0,0,11,0
0,7,1,1,0,-6,0,-6,0,0,-11,0,0,0,-6,0,0,0,0,0,0,-11,0
0,7,-1,-1,1,-6,55,49,2,155,-3,-100,2,-1,49,0,0,-5,105,5,33,-105,0
0,7,1,1,1,6,-55,-49,-2,-155,3,100,-2,1,-49,0,0,5,-105,-5,-33,105,0
0,7,-1,-1,0,-6,0,-6,0,0,-9,0,0,0,-6,0,0,0,0,0,0,-9,0
0,7,1,1,0,6,0,6,0,0,9,0,0,0,6,0,0,0,0,0,0,9,0
0,8,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,8,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,8,-1,-1,0,6,0,6,0,0,11,0,0,0,6,0,0,0,0,0,0,11,0
0,8,1,1,0,-6,0,-6,0,0,-11,0,0,0,-6,0,0,0,0,0,0,-11,0
0,8,-1,-1,1,-6,105,99,3,203,-3,-98,3,-1,99,0,0,0,150,0,39,-153,0
0,8,1,1,1,6,-105,-99,-3,-203,3,98,-3,1,-99,0,0,0,-150,0,-39,153,0
0,8,-1,-1,0,-6,0,-6,0,0,-9,0,0,0,-6,0,0,0,0,0,0,-9,0
0,8,1,1,0,6,0,6,0,0,9,0,0,0,6,0,0,0,0,0,0,9,0
0,9,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,9,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,9,-1,-1,0,6,0,6,0,0,11,0,0,0,6,0,0,0,0,0,0,11,0
0,9,1,1,0,-6,0,-6,0,0,-11,0,0,0,-6,0,0,0,0,0,0,-11,0
0,9,-1,-1,1,-3,160,157,4,253,-3,-93,4,-1,157,51,0,0,205,0,43,-201,0
0,9,1,1,1,3,-160,-157,-4,-253,3,93,-4,1,-157,-51,0,0,-205,0,-43,201,0
0,9,-1,-1,0,-6,0,-6,0,0,-9,0,0,0,-6,0,0,0,0,0,0,-9,0
0,9,1,1,0,6,0,6,0,0,9,0,0,0,6,0,0,0,0,0,0,9,0
0,10,-1,-1,1,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,10,1,1,1,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,10,-1,-1,1,6,0,6,0,0,11,0,0,0,6,0,0,0,0,0,0,11,0
0,10,1,1,1,-6,0,-6,0,0,-11,0,0,0,-6,0,0,0,0,0,0,-11,0
0,10,-1,-1,0,-6,0,-6,0,0,-9,0,0,0,-6,0,0,0,0,0,0,-9,0
0,10,1,1,0,6,0,6,0,0,9,0,0,0,6,0,0,0,0,0,0,9,0
0,11,-1,-5,1,5,0,5,1,155,14,-155,1,-1,5,0,0,0,53,0,55,-41,0
0,11,1,5,1,-5,0,-5,-1,-155,-14,155,-1,1,-5,0,0,0,-53,0,-55,41,0
0,11,-1,-5,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0
0,11,1,5,0,-1,0,-1,0,0,-3,0,0,0,-1,0,0,0,0,0,0,-3,0
0,11,-1,-1,0,-6,0,-6,0,0,-9,0,0,0,-6,0,0,0,0,0,0,-9,0
0,11,1,1,0,6,0,6,0,0,9,0,0,0,6,0,0,0,0,0,0,9,0
0,12,-1,-5,1,7,53,60,2,208,14,-155,2,-1,60,0,0,-5,110,5,40,-94,0
0,12,1,5,1,-7,-53,-60,-2,-208,-14,155,-2,1,-60,0,0,5,-110,-5,-40,94,0
0,12,-1,-5,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0
0,12,1,5,0,-1,0,-1,0,0,-3,0,0,0,-1,0,0,0,0,0,0,-3,0
0,12,-1,-1,0,-6,0,-6,0,0,-9,0,0,0,-6,0,0,0,0,0,0,-9,0
0,12,1,1,0,6,0,6,0,0,9,0,0,0,6,0,0,0,0,0,0,9,0
0,13,-1,-5,1,0,108,108,3,263,14,-155,3,-1,108,0,0,-10,160,10,46,-149,0
0,13,1,5,1,0,-108,-108,-3,-263,-14,155,-3,1,-108,0,0,10,-160,-10,-46,149,0
0,13,-1,-5,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0
0,13,1,5,0,-1,0,-1,0,0,-3,0,0,0,-1,0,0,0,0,0,0,-3,0
0,13,-1,-1,0,-6,0,-6,0,0,-9,0,0,0,-6,0,0,0,0,0,0,-9,0
0,13,1,1,0,6,0,6,0,0,9,0,0,0,6,0,0,0,0,0,0,9,0
0,14,-1,-5,1,-2,156,154,4,311,14,-155,4,-1,154,46,0,0,205,0,47,-197,0
0,14,1,5,1,2,-156,-154,-4,-311,-14,155,-4,1,-154,-46,0,0,-205,0,-47,197,0
0,14,-1,-5,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0
0,14,1,5,0,-1,0,-1,0,0,-3,0,0,0,-1,0,0,0,0,0,0,-3,0
0,14,-1,-1,0,-6,0,-6,0,0,-9,0,0,0,-6,0,0,0,0,0,0,-9,0
