PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime,xi.step,xi.totProcTime,xi.totWrm
2001,0,0.0.0,1,570,0,4,0,4,0,0,4,4,0,0,0,1,1,256,272,256,272,1,1633,1633
2001,0,1.0.0,0,577,1,10,0,10,0,0,10,10,0,0,0,1,1,237,272,237,272,1,1633,1633
2001,0,2.0.0,0,607,2,50,0,50,0,0,50,50,0,0,0,1,1,289,272,289,272,1,1633,1633
2001,0,3.0.0,0,663,5,93,0,93,0,0,93,93,0,0,0,1,1,299,272,299,272,1,1633,1633
2001,0,4.0.0,0,610,3,72,0,72,0,0,72,72,0,0,0,1,1,288,272,288,272,1,1633,1633
2001,0,5.0.0,0,613,4,43,0,43,0,0,43,43,0,0,0,1,1,264,272,264,272,1,1633,1633
2001,1,0.1.4,1,570,0,49,4,53,4,0,53,53,-4,4,4,2,1,252,233,256,233,2,1633,1629
2001,1,1.0.4,0,570,0,10,4,14,0,4,14,14,0,0,0,1,2,237,268,237,272,2,1633,1629
2001,1,2.0.4,0,576,2,50,4,54,0,4,54,54,0,0,0,1,2,289,268,289,272,2,1633,1629
2001,1,3.0.4,0,624,3,93,4,97,0,4,97,97,0,0,0,1,2,299,268,299,272,2,1633,1629
2001,1,4.0.4,0,570,0,72,4,76,0,4,76,76,0,0,0,1,2,288,268,288,272,2,1633,1629
2001,1,5.0.4,0,574,1,43,4,47,0,4,47,47,0,0,0,1,2,264,268,264,272,2,1633,1629
2001,2,0.2.53,1,570,0,12,53,65,53,0,65,65,-53,53,57,3,1,203,397,256,397,3,1633,1580
2001,2,1.0.4,0,570,0,10,4,14,0,4,14,53,0,0,4,1,2,237,268,237,272,3,1633,1580
2001,2,2.0.4,0,576,2,50,4,54,0,4,54,54,0,0,4,1,2,289,268,289,272,3,1633,1580
2001,2,3.0.4,0,624,3,93,4,97,0,4,97,97,0,0,4,1,2,299,268,299,272,3,1633,1580
2001,2,4.0.4,0,570,0,72,4,76,0,4,76,76,0,0,4,1,2,288,268,288,272,3,1633,1580
2001,2,5.0.4,0,574,1,43,4,47,0,4,47,53,0,0,4,1,2,264,268,264,272,3,1633,1580
2001,3,0.3.65,0,570,0,97,65,162,65,0,162,162,-65,65,122,4,1,191,430,256,430,4,1633,1568
2001,3,1.0.4,1,570,0,10,4,14,0,4,14,65,0,0,57,1,2,237,268,237,272,4,1633,1568
2001,3,2.0.4,0,576,2,50,4,54,0,4,54,65,0,0,57,1,2,289,268,289,272,4,1633,1568
2001,3,3.0.4,0,624,3,93,4,97,0,4,97,97,0,0,57,1,2,299,268,299,272,4,1633,1568
2001,3,4.0.4,0,570,0,72,4,76,0,4,76,76,0,0,57,1,2,288,268,288,272,4,1633,1568
2001,3,5.0.4,0,574,1,43,4,47,0,4,47,65,0,0,57,1,2,264,268,264,272,4,1633,1568
2001,4,0.3.65,0,570,0,97,65,162,65,0,162,162,-65,65,122,4,1,191,430,256,430,5,1633,1558
2001,4,1.1.53,1,570,0,31,53,84,14,39,84,84,0,4,57,2,2,227,184,237,233,5,1633,1558
2001,4,2.0.14,0,570,0,50,14,64,0,14,64,65,0,0,57,1,3,289,258,289,272,5,1633,1558
2001,4,3.0.14,0,571,1,93,14,107,0,14,107,107,0,0,57,1,3,299,258,299,272,5,1633,1558
2001,4,4.0.14,0,570,0,72,14,86,0,14,86,86,0,0,57,1,3,288,258,288,272,5,1633,1558
2001,4,5.0.14,0,573,2,43,14,57,0,14,57,65,0,0,57,1,3,264,258,264,272,5,1633,1558
2001,5,0.3.65,0,570,0,97,65,162,65,0,162,162,-65,65,122,4,1,191,430,256,430,6,1633,1527
2001,5,1.2.84,0,570,0,94,84,178,84,0,178,178,-19,72,76,3,2,196,385,237,397,6,1633,1527
2001,5,2.0.14,1,570,0,50,14,64,0,14,64,84,0,0,57,1,3,289,258,289,272,6,1633,1527
2001,5,3.0.14,0,571,1,93,14,107,0,14,107,107,0,0,57,1,3,299,258,299,272,6,1633,1527
2001,5,4.0.14,0,570,0,72,14,86,0,14,86,86,0,0,57,1,3,288,258,288,272,6,1633,1527
2001,5,5.0.14,0,573,2,43,14,57,0,14,57,84,0,0,57,1,3,264,258,264,272,6,1633,1527
2001,6,0.3.65,0,570,0,97,65,162,65,0,162,162,-65,65,122,4,1,191,430,256,430,7,1633,1477
2001,6,1.2.84,0,570,0,94,84,178,84,0,178,178,-19,72,76,3,2,196,385,237,397,7,1633,1477
2001,6,2.1.84,1,570,0,36,84,120,64,20,120,120,0,4,57,2,3,239,153,289,233,7,1633,1477
2001,6,3.0.64,0,570,0,93,64,157,0,64,157,157,0,0,57,1,4,299,208,299,272,7,1633,1477
2001,6,4.0.64,0,570,0,72,64,136,0,64,136,136,0,0,57,1,4,288,208,288,272,7,1633,1477
2001,6,5.0.64,0,573,1,43,64,107,0,64,107,107,0,0,57,1,4,264,208,264,272,7,1633,1477
2001,7,0.3.65,0,570,0,97,65,162,65,0,162,162,-65,65,122,4,1,191,430,256,430,8,1633,1441
2001,7,1.2.84,0,570,0,94,84,178,84,0,178,178,-19,72,76,3,2,196,385,237,397,8,1633,1441
2001,7,2.2.120,0,606,2,76,120,196,120,0,196,196,-55,108,112,3,2,203,385,289,397,8,1633,1441
2001,7,3.0.64,0,570,0,93,64,157,0,64,157,157,0,0,57,1,4,299,208,299,272,8,1633,1441
2001,7,4.0.64,0,570,0,72,64,136,0,64,136,136,0,0,57,1,4,288,208,288,272,8,1633,1441
2001,7,5.0.64,1,573,1,43,64,107,0,64,107,120,0,0,57,1,4,264,208,264,272,8,1633,1441
2001,8,0.3.65,0,573,0,97,65,162,65,0,162,162,-65,65,122,4,1,191,430,256,430,9,1633,1398
2001,8,1.2.84,0,573,0,94,84,178,84,0,178,178,-19,72,76,3,2,196,385,237,397,9,1633,1398
2001,8,2.2.120,0,606,2,76,120,196,120,0,196,196,-55,108,112,3,2,203,385,289,397,9,1633,1398
2001,8,3.0.107,0,588,1,93,107,200,0,107,200,200,0,0,57,1,5,299,165,299,272,9,1633,1398
2001,8,4.0.107,0,573,0,72,107,179,0,107,179,179,0,0,57,1,5,288,165,288,272,9,1633,1398
2001,8,5.1.120,1,573,0,37,120,157,107,13,157,157,0,4,57,2,4,221,117,264,233,9,1633,1398
2001,9,0.3.65,0,573,0,97,65,162,65,0,162,162,-65,65,122,4,1,191,430,256,430,10,1633,1361
2001,9,1.2.84,0,573,0,94,84,178,84,0,178,178,-19,72,76,3,2,196,385,237,397,10,1633,1361
2001,9,2.2.120,0,606,2,76,120,196,120,0,196,196,-55,108,112,3,2,203,385,289,397,10,1633,1361
2001,9,3.0.107,0,588,1,93,107,200,0,107,200,200,0,0,57,1,5,299,165,299,272,10,1633,1361
2001,9,4.0.107,1,573,0,72,107,179,0,107,179,179,0,0,57,1,5,288,165,288,272,10,1633,1361
2001,9,5.2.157,0,644,3,83,157,240,157,0,240,240,-92,145,149,3,2,184,385,264,397,10,1633,1361
2001,10,0.3.65,0,573,0,97,65,162,65,0,162,179,-65,65,122,4,1,191,430,256,430,11,1633,1289
2001,10,1.2.84,0,573,0,94,84,178,84,0,178,179,-19,72,76,3,2,196,385,237,397,11,1633,1289
2001,10,2.2.120,0,606,1,76,120,196,120,0,196,196,-55,108,112,3,2,203,385,289,397,11,1633,1289
2001,10,3.0.179,0,573,0,93,179,272,0,179,272,272,0,0,57,1,6,299,93,299,272,11,1633,1289
2001,10,4.1.179,1,573,0,8,179,187,179,0,187,187,-22,26,79,2,5,216,80,288,233,11,1633,1289
2001,10,5.2.157,0,644,2,83,157,240,157,0,240,240,-92,145,149,3,2,184,385,264,397,11,1633,1289
2001,11,0.3.65,0,573,0,97,65,162,65,0,162,187,-65,65,144,4,1,191,430,256,430,12,1633,1281
2001,11,1.2.84,0,573,0,94,84,178,84,0,178,187,-19,72,98,3,2,196,385,237,397,12,1633,1281
2001,11,2.2.120,0,606,2,76,120,196,120,0,196,196,-55,108,134,3,2,203,385,289,397,12,1633,1281
2001,11,3.0.179,1,573,0,93,179,272,0,179,272,272,0,0,79,1,6,299,93,299,272,12,1633,1281
