PID,Step,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrivalTime,phi.totProc,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
132,15,1,-187,-1,3,42,45,-1,42,42,0,4,1,-134,0,0,-156,-251,156,-134,119,0
132,15,1,187,1,-3,-42,-45,1,-42,-42,0,-4,-1,134,0,0,156,251,-156,134,-119,0
132,15,0,-187,-1,-1,-94,-95,0,-94,25,0,0,0,0,0,0,-1,1,1,0,18,0
132,15,0,187,1,1,94,95,0,94,-25,0,0,0,0,0,0,1,-1,-1,0,-18,0
132,15,0,-187,-1,3,72,75,1,72,60,0,2,0,-49,0,0,3,-52,-3,-130,58,0
132,15,0,187,1,-3,-72,-75,-1,-72,-60,0,-2,0,49,0,0,-3,52,3,130,-58,0
132,16,0,-187,-1,-14,-69,-83,0,-69,336,0,2,0,-49,0,0,-14,-35,14,-130,217,0
132,16,0,187,1,14,69,83,0,69,-336,0,-2,0,49,0,0,14,35,-14,130,-217,0
132,16,1,-187,-1,-22,-134,-156,0,-134,294,0,2,0,-49,0,0,-22,-27,22,-130,121,0
132,16,1,187,1,22,134,156,0,134,-294,0,-2,0,49,0,0,22,27,-22,130,-121,0
132,16,0,-187,-1,-1,-94,-95,0,-94,25,0,0,0,0,0,0,-1,1,1,0,18,0
132,16,0,187,1,1,94,95,0,94,-25,0,0,0,0,0,0,1,-1,-1,0,-18,0
132,16,0,-187,-1,3,72,75,1,72,60,0,2,0,-49,0,0,3,-52,-3,-130,58,0
132,16,0,187,1,-3,-72,-75,-1,-72,-60,0,-2,0,49,0,0,-3,52,3,130,-58,0
133,0,0,-1,-1,21,0,21,0,0,155,0,-3,0,21,21,0,0,0,0,-181,155,0
133,0,0,1,1,-21,0,-21,0,0,-155,0,3,0,-21,-21,0,0,0,0,181,-155,0
133,0,1,-1,-1,32,0,32,0,0,-10,0,0,0,32,32,0,0,0,0,0,-10,0
133,0,1,1,1,-32,0,-32,0,0,10,0,0,0,-32,-32,0,0,0,0,0,10,0
133,0,0,-1,-1,19,0,19,0,0,7,0,-2,0,19,19,0,0,0,0,-176,7,0
133,0,0,1,1,-19,0,-19,0,0,-7,0,2,0,-19,-19,0,0,0,0,176,-7,0
133,0,0,-29,-1,2,0,2,0,0,133,0,2,0,2,2,0,0,0,0,176,133,0
133,0,0,29,1,-2,0,-2,0,0,-133,0,-2,0,-2,-2,0,0,0,0,-176,-133,0
133,0,0,-29,-1,-6,0,-6,0,0,116,0,2,0,-6,-6,0,0,0,0,176,116,0
133,0,0,29,1,6,0,6,0,0,-116,0,-2,0,6,6,0,0,0,0,-176,-116,0
133,1,1,-30,-1,23,0,23,0,0,288,0,-1,0,23,0,0,0,0,0,-5,288,0
133,1,1,30,1,-23,0,-23,0,0,-288,0,1,0,-23,0,0,0,0,0,5,-288,0
133,1,1,-30,-1,15,0,15,0,0,271,0,-1,0,15,0,0,0,0,0,-5,271,0
133,1,1,30,1,-15,0,-15,0,0,-271,0,1,0,-15,0,0,0,0,0,5,-271,0
133,1,0,-30,-1,21,87,108,1,87,123,0,-2,0,108,74,0,-87,87,87,147,36,0
133,1,0,30,1,-21,-87,-108,-1,-87,-123,0,2,0,-108,-74,0,87,-87,-87,-147,-36,0
133,1,0,-30,-1,21,0,21,0,0,140,0,0,0,21,0,0,0,0,0,0,140,0
133,1,0,30,1,-21,0,-21,0,0,-140,0,0,0,-21,0,0,0,0,0,0,-140,0
133,1,0,-30,-1,2,87,89,0,0,133,87,2,1,89,55,0,0,0,0,89,133,0
133,1,0,30,1,-2,-87,-89,0,0,-133,-87,-2,-1,-89,-55,0,0,0,0,-89,-133,0
133,2,1,-30,-1,63,87,150,1,76,288,11,2,1,150,116,0,0,0,0,89,212,0
133,2,1,30,1,-63,-87,-150,-1,-76,-288,-11,-2,-1,-150,-116,0,0,0,0,-89,-212,0
133,2,1,-30,-1,55,87,142,1,76,271,11,2,1,142,116,0,0,0,0,89,195,0
133,2,1,30,1,-55,-87,-142,-1,-76,-271,-11,-2,-1,-142,-116,0,0,0,0,-89,-195,0
133,2,0,-30,-1,21,87,108,1,87,123,0,-2,0,108,74,0,-87,87,87,147,36,0
133,2,0,30,1,-21,-87,-108,-1,-87,-123,0,2,0,-108,-74,0,87,-87,-87,-147,-36,0
133,2,0,-30,-1,21,0,21,0,0,140,0,0,0,21,0,0,0,0,0,0,140,0
133,2,0,30,1,-21,0,-21,0,0,-140,0,0,0,-21,0,0,0,0,0,0,-140,0
133,2,0,-30,-1,2,87,89,0,0,133,87,2,1,89,55,0,0,0,0,89,133,0
133,2,0,30,1,-2,-87,-89,0,0,-133,-87,-2,-1,-89,-55,0,0,0,0,-89,-133,0
133,3,1,-19,-1,-82,-116,-198,-1,-116,-165,0,-3,0,-198,-156,0,116,-116,-116,-26,-60,0
133,3,1,19,1,82,116,198,1,116,165,0,3,0,198,156,0,-116,116,116,26,60,0
133,3,1,-19,-1,-82,-203,-285,-2,-203,-148,0,-1,0,-285,-156,0,203,-203,-203,-173,44,0
133,3,1,19,1,82,203,285,2,203,148,0,1,0,285,156,0,-203,203,203,173,-44,0
133,3,1,-19,-1,-101,0,-101,-2,-203,-155,203,1,2,-101,-101,0,203,-203,-203,-200,37,0
133,3,1,19,1,101,0,101,2,203,155,-203,-1,-2,101,101,0,-203,203,203,200,-37,0
133,3,1,-11,-1,103,203,306,2,203,288,0,1,0,306,156,0,-203,203,203,173,96,0
133,3,1,11,1,-103,-203,-306,-2,-203,-288,0,-1,0,-306,-156,0,203,-203,-203,-173,-96,0
133,3,1,-11,-1,95,203,298,2,203,271,0,1,0,298,156,0,-203,203,203,173,79,0
133,3,1,11,1,-95,-203,-298,-2,-203,-271,0,-1,0,-298,-156,0,203,-203,-203,-173,-79,0
133,4,1,-73,-1,71,359,430,3,359,288,0,-2,0,430,124,0,-359,359,359,147,-60,0
133,4,1,73,1,-71,-359,-430,-3,-359,-288,0,2,0,-430,-124,0,359,-359,-359,-147,60,0
133,4,1,-73,-1,63,359,422,3,359,271,0,-2,0,422,124,0,-359,359,359,147,-77,0
133,4,1,73,1,-63,-359,-422,-3,-359,-271,0,2,0,-422,-124,0,359,-359,-359,-147,77,0
133,4,0,-73,-1,21,87,108,1,87,123,0,-2,0,108,0,0,-87,87,87,147,36,0
133,4,0,73,1,-21,-87,-108,-1,-87,-123,0,2,0,-108,0,0,87,-87,-87,-147,-36,0
133,4,0,-73,-1,21,0,21,0,0,140,0,0,0,21,0,0,0,0,0,0,140,0
133,4,0,73,1,-21,0,-21,0,0,-140,0,0,0,-21,0,0,0,0,0,0,-140,0
133,4,0,-73,-1,2,203,205,0,0,133,203,2,2,205,0,0,0,0,0,-27,133,0
133,4,0,73,1,-2,-203,-205,0,0,-133,-203,-2,-2,-205,0,0,0,0,0,27,-133,0
133,5,0,-73,-1,-37,483,446,4,483,288,0,0,0,446,16,0,-483,483,483,0,-184,0
133,5,0,73,1,37,-483,-446,-4,-483,-288,0,0,0,-446,-16,0,483,-483,-483,0,184,0
133,5,0,-73,-1,-45,483,438,4,483,271,0,0,0,438,16,0,-483,483,483,0,-201,0
133,5,0,73,1,45,-483,-438,-4,-483,-271,0,0,0,-438,-16,0,483,-483,-483,0,201,0
133,5,1,-73,-1,21,87,108,1,87,123,0,-2,1,430,0,0,74,285,-74,23,36,0
133,5,1,73,1,-21,-87,-108,-1,-87,-123,0,2,-1,-430,0,0,-74,-285,74,-23,-36,0
133,5,0,-73,-1,21,0,21,0,0,140,0,0,0,21,0,0,0,0,0,0,140,0
133,5,0,73,1,-21,0,-21,0,0,-140,0,0,0,-21,0,0,0,0,0,0,-140,0
133,5,0,-73,-1,2,203,205,0,0,133,203,2,2,205,0,0,0,0,0,-27,133,0
133,5,0,73,1,-2,-203,-205,0,0,-133,-203,-2,-2,-205,0,0,0,0,0,27,-133,0
133,6,1,-12,-1,-82,124,42,2,322,165,-198,-1,-1,42,16,0,-483,280,483,-17,-146,0
133,6,1,12,1,82,-124,-42,-2,-322,-165,198,1,1,-42,-16,0,483,-280,-483,17,146,0
133,6,1,-12,-1,-24,-359,-383,-2,-161,17,-198,-1,-1,-383,0,0,0,-203,0,-17,178,0
133,6,1,12,1,24,359,383,2,161,-17,198,1,1,383,0,0,0,203,0,17,-178,0
133,6,1,-12,-1,-43,-156,-199,-2,-161,10,5,1,1,-199,0,0,0,-203,0,-44,171,0
133,6,1,12,1,43,156,199,2,161,-10,-5,-1,-1,199,0,0,0,203,0,44,-171,0
133,6,1,-75,-1,45,359,404,2,161,123,198,1,1,404,0,0,0,203,0,17,-38,0
133,6,1,75,1,-45,-359,-404,-2,-161,-123,-198,-1,-1,-404,0,0,0,-203,0,-17,38,0
133,6,1,-75,-1,37,359,396,2,161,106,198,1,1,396,0,0,0,203,0,17,-55,0
133,6,1,75,1,-37,-359,-396,-2,-161,-106,-198,-1,-1,-396,0,0,0,-203,0,-17,55,0
133,7,0,-108,-1,-37,483,446,4,483,288,0,0,0,446,16,0,-483,483,483,0,-184,0
133,7,0,108,1,37,-483,-446,-4,-483,-288,0,0,0,-446,-16,0,483,-483,-483,0,184,0
133,7,0,-108,-1,-45,483,438,4,483,271,0,0,0,438,16,0,-483,483,483,0,-201,0
133,7,0,108,1,45,-483,-438,-4,-483,-271,0,0,0,-438,-16,0,483,-483,-483,0,201,0
133,7,0,-108,-1,-18,457,439,3,457,123,0,-1,1,439,9,0,-381,381,381,-81,-136,0
133,7,0,108,1,18,-457,-439,-3,-457,-123,0,1,-1,-439,-9,0,381,-381,-381,81,136,0
133,7,1,-108,-1,21,0,21,0,0,140,0,0,0,21,0,0,0,0,0,0,140,0
133,7,1,108,1,-21,0,-21,0,0,-140,0,0,0,-21,0,0,0,0,0,0,-140,0
133,7,0,-108,-1,2,203,205,0,0,133,203,2,2,205,0,0,0,0,0,-27,133,0
133,7,0,108,1,-2,-203,-205,0,0,-133,-203,-2,-2,-205,0,0,0,0,0,27,-133,0
133,9,1,-125,-1,-19,-129,-148,-2,-161,-140,32,-2,-1,-148,0,0,0,0,0,-47,21,0
133,9,1,125,1,19,129,148,2,161,140,-32,2,1,148,0,0,0,0,0,47,-21,0
133,9,1,-125,-1,-56,280,224,2,322,148,-42,-2,-1,224,16,0,-409,409,409,-47,-163,0
133,9,1,125,1,56,-280,-224,-2,-322,-148,42,2,1,-224,-16,0,409,-409,-409,47,163,0
133,9,1,-125,-1,-37,254,217,1,296,-17,-42,-3,-1,217,9,0,-381,381,381,-54,-115,0
133,9,1,125,1,37,-254,-217,-1,-296,17,42,3,1,-217,-9,0,381,-381,-381,54,115,0
133,9,1,-125,-1,-17,0,-17,-2,-161,-7,161,0,0,-17,0,0,0,0,0,0,154,0
133,9,1,125,1,17,0,17,2,161,7,-161,0,0,17,0,0,0,0,0,0,-154,0
133,9,1,-125,-1,-11,-129,-140,-2,-161,-123,32,-2,-1,-140,0,0,0,0,0,-47,38,0
133,9,1,125,1,11,129,140,2,161,123,-32,2,1,140,0,0,0,0,0,47,-38,0
134,0,0,-3,-1,-20,0,-20,0,0,-127,0,-3,0,-20,-20,0,0,0,0,-48,-127,0
134,0,0,3,1,20,0,20,0,0,127,0,3,0,20,20,0,0,0,0,48,127,0
134,0,0,-3,-1,50,0,50,0,0,22,0,-4,0,50,50,0,0,0,0,20,22,0
134,0,0,3,1,-50,0,-50,0,0,-22,0,4,0,-50,-50,0,0,0,0,-20,-22,0
134,0,0,-3,-1,27,0,27,0,0,-22,0,0,0,27,27,0,0,0,0,0,-22,0
134,0,0,3,1,-27,0,-27,0,0,22,0,0,0,-27,-27,0,0,0,0,0,22,0
134,0,0,-10,-1,0,0,0,0,0,72,0,4,0,0,0,0,0,0,0,-20,72,0
134,0,0,10,1,0,0,0,0,0,-72,0,-4,0,0,0,0,0,0,0,20,-72,0
134,0,1,-17,-1,-70,0,-70,0,0,-118,0,-1,0,-70,-70,0,0,0,0,68,-118,0
134,0,1,17,1,70,0,70,0,0,118,0,1,0,70,70,0,0,0,0,-68,118,0
134,1,0,-22,-1,-53,0,-53,-1,-96,-173,96,1,1,-53,-53,0,96,-96,-96,-164,-77,0
134,1,0,22,1,53,0,53,1,96,173,-96,-1,-1,53,53,0,-96,96,96,164,77,0
134,1,0,-22,-1,-6,-96,-102,-1,-96,-68,0,4,0,-102,-59,0,96,-96,-96,-20,28,0
134,1,0,22,1,6,96,102,1,96,68,0,-4,0,102,59,0,-96,96,96,20,-28,0
134,1,0,-22,-1,-33,-96,-129,-1,-96,-118,0,0,0,-129,-59,0,96,-96,-96,0,-22,0
134,1,0,22,1,33,96,129,1,96,118,0,0,0,129,59,0,-96,96,96,0,22,0
134,1,1,-1,-1,-17,96,79,1,96,24,0,0,0,79,59,0,-96,96,96,0,-72,0
134,1,1,1,1,17,-96,-79,-1,-96,-24,0,0,0,-79,-59,0,96,-96,-96,0,72,0
134,1,1,-3,-1,50,0,50,0,0,22,0,-4,0,50,0,0,0,0,0,20,22,0
134,1,1,3,1,-50,0,-50,0,0,-22,0,4,0,-50,0,0,0,0,0,-20,-22,0
134,2,0,-3,-1,-20,96,76,0,0,-127,96,-3,1,76,6,0,0,0,0,-144,-127,0
134,2,0,3,1,20,-96,-76,0,0,127,-96,3,-1,-76,-6,0,0,0,0,144,127,0
134,2,0,-3,-1,27,0,27,0,0,-22,0,0,0,27,0,0,0,0,0,0,-22,0
134,2,0,3,1,-27,0,-27,0,0,22,0,0,0,-27,0,0,0,0,0,0,22,0
134,2,0,-3,-1,33,96,129,1,96,46,0,-4,1,129,59,0,-20,20,20,-56,-50,0
134,2,0,3,1,-33,-96,-129,-1,-96,-46,0,4,-1,-129,-59,0,20,-20,-20,56,50,0
134,2,0,-3,-1,0,-76,-76,0,0,72,-76,4,-1,-76,-6,0,0,0,0,56,72,0
134,2,0,3,1,0,76,76,0,0,-72,76,-4,1,76,6,0,0,0,0,-56,-72,0
134,2,1,-23,-1,-108,0,-108,-1,-76,-94,76,-4,1,-108,-108,0,76,-76,-76,-56,-18,0
134,2,1,23,1,108,0,108,1,76,94,-76,4,-1,108,108,0,-76,76,76,56,18,0
134,3,0,-4,-1,-47,96,49,0,0,-105,96,-3,0,-108,0,0,-53,-23,53,-10,-105,0
134,3,0,4,1,47,-96,-49,0,0,105,-96,3,0,108,0,0,53,23,-53,10,105,0
134,3,1,-4,-1,-53,0,-53,-1,-96,-173,96,1,0,-53,0,0,20,-20,-20,-88,-77,0
134,3,1,4,1,53,0,53,1,96,173,-96,-1,0,53,0,0,-20,20,20,88,77,0
134,3,0,-4,-1,-11,210,199,2,210,44,0,-1,-1,42,42,0,-263,187,263,89,-166,0
134,3,0,4,1,11,-210,-199,-2,-210,-44,0,1,1,-42,-42,0,263,-187,-263,-89,166,0
134,3,0,-4,-1,-27,76,49,0,0,-50,76,-4,0,-108,0,0,-53,-23,53,78,-50,0
134,3,0,4,1,27,-76,-49,0,0,50,-76,4,0,108,0,0,53,23,-53,-78,50,0
134,3,0,-4,-1,-27,0,-27,0,0,22,0,0,0,0,0,0,-27,27,27,0,22,0
134,3,0,4,1,27,0,27,0,0,-22,0,0,0,0,0,0,27,-27,-27,0,-22,0
134,4,1,-26,-1,-93,-59,-152,-2,-155,-173,96,-1,1,-152,-44,0,155,-155,-155,-201,-18,0
134,4,1,26,1,93,59,152,2,155,173,-96,1,-1,152,44,0,-155,155,155,201,18,0
134,4,1,-26,-1,-57,55,-2,0,55,-24,0,1,0,-2,-2,0,-55,55,55,-102,-79,0
134,4,1,26,1,57,-55,2,0,-55,24,0,-1,0,2,2,0,55,-55,-55,102,79,0
134,4,1,-26,-1,-46,-155,-201,-2,-155,-68,0,2,1,-44,-44,0,208,-132,-208,-191,87,0
134,4,1,26,1,46,155,201,2,155,68,0,-2,-1,44,44,0,-208,132,208,191,-87,0
134,4,1,-26,-1,-73,0,-73,-2,-155,-118,155,-2,2,-73,-44,0,155,-135,-155,-172,37,0
134,4,1,26,1,73,0,73,2,155,118,-155,2,-2,73,44,0,-155,135,155,172,-37,0
134,4,1,-26,-1,-73,-155,-228,-2,-155,-46,0,2,1,-44,-44,0,181,-105,-181,-191,109,0
134,4,1,26,1,73,155,228,2,155,46,0,-2,-1,44,44,0,-181,105,181,191,-109,0
134,5,0,-1,-1,-36,-114,-150,-2,-210,-149,96,-2,1,-150,0,0,210,-210,-210,-99,61,0
134,5,0,1,1,36,114,150,2,210,149,-96,2,-1,150,0,0,-210,210,210,99,-61,0
134,5,0,-1,-1,-20,96,76,0,0,-127,96,-3,0,-108,0,0,-26,-50,26,-10,-127,0
134,5,0,1,1,20,-96,-76,0,0,127,-96,3,0,108,0,0,26,50,-26,10,127,0
134,5,0,-1,-1,11,-210,-199,-2,-210,-44,0,1,1,-42,0,0,263,-187,-263,-89,166,0
134,5,0,1,1,-11,210,199,2,210,44,0,-1,-1,42,0,0,-263,187,263,89,-166,0
134,5,0,-1,-1,-16,-55,-71,-2,-210,-94,155,-3,2,-71,0,0,210,-190,-210,-70,116,0
134,5,0,1,1,16,55,71,2,210,94,-155,3,-2,71,0,0,-210,190,210,70,-116,0
134,5,1,-1,-1,12,44,56,1,44,24,0,1,1,56,54,0,166,-90,-166,-89,-20,0
134,5,1,1,1,-12,-44,-56,-1,-44,-24,0,-1,-1,-56,-54,0,-166,90,166,89,20,0
134,6,0,-7,-1,-36,-114,-150,-2,-210,-149,96,-2,1,-150,0,0,210,-210,-210,-99,61,0
134,6,0,7,1,36,114,150,2,210,149,-96,2,-1,150,0,0,-210,210,210,99,-61,0
134,6,1,-7,-1,11,-210,-199,-2,-210,-44,0,1,2,56,0,0,263,-143,-263,-143,166,0
134,6,1,7,1,-11,210,199,2,210,44,0,-1,-2,-56,0,0,-263,143,263,143,-166,0
134,6,0,-7,-1,-16,-55,-71,-2,-210,-94,155,-3,2,-71,0,0,210,-190,-210,-70,116,0
134,6,0,7,1,16,55,71,2,210,94,-155,3,-2,71,0,0,-210,190,210,70,-116,0
134,6,0,-7,-1,-32,98,66,2,98,24,0,0,0,66,10,0,-98,98,98,0,-74,0
134,6,0,7,1,32,-98,-66,-2,-98,-24,0,0,0,-66,-10,0,98,-98,-98,0,74,0
134,6,0,-40,-1,16,210,226,2,210,22,0,-1,-2,-56,0,0,-236,116,236,143,-188,0
134,6,0,40,1,-16,-210,-226,-2,-210,-22,0,1,2,56,0,0,236,-116,-236,-143,188,0
134,7,1,-7,-1,-36,-114,-150,-2,-210,-149,96,-2,1,-150,0,0,210,-210,-210,-99,61,0
134,7,1,7,1,36,114,150,2,210,149,-96,2,-1,150,0,0,-210,210,210,99,-61,0
134,7,1,-7,-1,-22,-134,-156,-1,-157,-44,23,-3,2,-97,0,0,230,-210,-230,-70,113,0
134,7,1,7,1,22,134,156,1,157,44,-23,3,-2,97,0,0,-230,210,230,70,-113,0
134,7,1,-7,-1,-16,-55,-71,-2,-210,-94,155,-3,2,-71,0,0,210,-190,-210,-70,116,0
134,7,1,7,1,16,55,71,2,210,94,-155,3,-2,71,0,0,-210,190,210,70,-116,0
134,7,1,-7,-1,-16,0,-16,-2,-210,-22,210,1,3,56,0,0,236,-169,-236,-196,188,0
134,7,1,7,1,16,0,16,2,210,22,-210,-1,-3,-56,0,0,-236,169,236,196,-188,0
134,7,1,-7,-1,-32,98,66,2,98,24,0,0,0,66,10,0,-98,98,98,0,-74,0
134,7,1,7,1,32,-98,-66,-2,-98,-24,0,0,0,-66,-10,0,98,-98,-98,0,74,0
134,8,0,-46,-1,-4,-212,-216,-4,-308,-173,96,-2,0,-216,-10,0,56,-266,-56,-57,135,0
134,8,0,46,1,4,212,216,4,308,173,-96,2,0,216,10,0,-56,266,56,57,-135,0
134,8,1,-46,-1,18,-54,-36,-1,-56,-24,2,-1,0,-36,-10,0,56,-111,-56,45,32,0
134,8,1,46,1,-18,54,36,1,56,24,-2,1,0,36,10,0,-56,111,56,-45,-32,0
134,8,0,-46,-1,10,-232,-222,-3,-255,-68,23,-3,1,-163,-10,0,76,-266,-76,-28,187,0
134,8,0,46,1,-10,232,222,3,255,68,-23,3,-1,163,10,0,-76,266,76,28,-187,0
134,8,0,-46,-1,16,-153,-137,-4,-308,-118,155,-3,1,-137,-10,0,56,-246,-56,-28,190,0
134,8,0,46,1,-16,153,137,4,308,118,-155,3,-1,137,10,0,-56,246,56,28,-190,0
134,8,0,-46,-1,16,-98,-82,-4,-308,-46,210,1,2,-10,-10,0,82,-225,-82,-154,262,0
134,8,0,46,1,-16,98,82,4,308,46,-210,-1,-2,10,10,0,-82,225,82,154,-262,0
134,9,0,-46,-1,-4,-212,-216,-4,-308,-173,96,-2,0,-216,-10,0,56,-266,-56,-57,135,0
134,9,0,46,1,4,212,216,4,308,173,-96,2,0,216,10,0,-56,266,56,57,-135,0
134,9,0,-46,-1,4,-26,-22,0,-26,-24,0,-2,0,-22,-10,0,-130,-80,130,-57,4,0
134,9,0,46,1,-4,26,22,0,26,24,0,2,0,22,10,0,130,80,-130,57,-4,0
134,9,0,-46,-1,10,-232,-222,-3,-255,-68,23,-3,1,-163,-10,0,76,-266,-76,-28,187,0
134,9,0,46,1,-10,232,222,3,255,68,-23,3,-1,163,10,0,-76,266,76,28,-187,0
134,9,1,-46,-1,16,-153,-137,-4,-308,-118,155,-3,1,-137,-10,0,56,-246,-56,-28,190,0
134,9,1,46,1,-16,153,137,4,308,118,-155,3,-1,137,10,0,-56,246,56,28,-190,0
134,9,0,-46,-1,16,-98,-82,-4,-308,-46,210,1,2,-10,-10,0,82,-225,-82,-154,262,0
134,9,0,46,1,-16,98,82,4,308,46,-210,-1,-2,10,10,0,-82,225,82,154,-262,0
134,10,1,-26,-1,-40,-156,-196,-1,-181,-55,25,-2,0,-196,0,0,0,-210,0,-57,-29,0
134,10,1,26,1,40,156,196,1,181,55,-25,2,0,196,0,0,0,210,0,57,29,0
134,10,1,-26,-1,-32,30,-2,3,101,94,-71,-2,0,-2,0,0,-186,-24,186,-57,-160,0
134,10,1,26,1,32,-30,2,-3,-101,-94,71,2,0,2,0,0,186,24,-186,57,160,0
134,10,1,-26,-1,-26,-176,-202,0,-128,50,-48,-3,2,-117,0,0,20,-210,-20,-54,23,0
134,10,1,26,1,26,176,202,0,128,-50,48,3,-2,117,0,0,-20,210,20,54,-23,0
134,10,1,-26,-1,-20,-42,-62,-1,-181,72,139,1,2,10,0,0,26,-169,-26,-154,98,0
134,10,1,26,1,20,42,62,1,181,-72,-139,-1,-2,-10,0,0,-26,169,26,154,-98,0
134,10,1,-20,-1,36,-56,-20,-3,-127,-118,71,0,0,-20,-10,0,56,-56,-56,0,164,0
134,10,1,20,1,-36,56,20,3,127,118,-71,0,0,20,10,0,-56,56,56,0,-164,0
134,11,0,-20,-1,-4,-212,-216,-4,-308,-173,96,-2,-1,-216,-10,0,10,-220,-10,-11,135,0
134,11,0,20,1,4,212,216,4,308,173,-96,2,1,216,10,0,-10,220,10,11,-135,0
134,11,0,-20,-1,4,-26,-22,0,-26,-24,0,-2,-1,-22,-10,0,-176,-34,176,-11,4,0
134,11,0,20,1,-4,26,22,0,26,24,0,2,1,22,10,0,176,34,-176,11,-4,0
134,11,0,-20,-1,10,-232,-222,-3,-255,-68,23,-3,1,-137,-10,0,30,-220,-30,-8,187,0
134,11,0,20,1,-10,232,222,3,255,68,-23,3,-1,137,10,0,-30,220,30,8,-187,0
134,11,0,-20,-1,4,0,4,-2,-10,-118,10,1,1,4,4,0,10,-153,-10,-108,118,0
134,11,0,20,1,-4,0,-4,2,10,118,-10,-1,-1,-4,-4,0,-10,153,10,108,-118,0
134,11,1,-20,-1,16,-98,-82,-4,-308,-46,210,1,1,-10,-10,0,36,-179,-36,-108,262,0
134,11,1,20,1,-16,98,82,4,308,46,-210,-1,-1,10,10,0,-36,179,36,108,-262,0
134,12,0,-20,-1,-4,-212,-216,-4,-308,-173,96,-2,-1,-216,-10,0,10,-220,-10,-11,135,0
134,12,0,20,1,4,212,216,4,308,173,-96,2,1,216,10,0,-10,220,10,11,-135,0
134,12,0,-20,-1,4,-26,-22,0,-26,-24,0,-2,-1,-22,-10,0,-176,-34,176,-11,4,0
134,12,0,20,1,-4,26,22,0,26,24,0,2,1,22,10,0,176,34,-176,11,-4,0
134,12,0,-20,-1,10,-232,-222,-3,-255,-68,23,-3,1,-137,-10,0,30,-220,-30,-8,187,0
134,12,0,20,1,-10,232,222,3,255,68,-23,3,-1,137,10,0,-30,220,30,8,-187,0
134,12,0,-20,-1,4,0,4,-2,-10,-118,10,1,2,4,4,0,10,-179,-10,-134,118,0
134,12,0,20,1,-4,0,-4,2,10,118,-10,-1,-2,-4,-4,0,-10,179,10,134,-118,0
134,12,1,-20,-1,61,-10,51,-3,-72,-46,62,0,0,51,51,0,10,-10,-10,0,236,0
134,12,1,20,1,-61,10,-51,3,72,46,-62,0,0,-51,-51,0,-10,10,10,0,-236,0
134,23,1,-106,-1,-35,-299,-334,-4,-395,-55,96,-1,1,33,0,0,-35,81,35,-92,104,0
134,23,1,106,1,35,299,334,4,395,55,-96,1,-1,-33,0,0,35,-81,-35,92,-104,0
134,23,1,-106,-1,-31,41,10,0,-87,118,128,1,0,-65,0,0,-41,-2,41,-70,-31,0
134,23,1,106,1,31,-41,-10,0,87,-118,-128,-1,0,65,0,0,41,2,-41,70,31,0
135,0,1,-24,-1,-18,0,-18,0,0,127,0,2,0,-18,-18,0,0,0,0,-79,127,0
135,0,1,24,1,18,0,18,0,0,-127,0,-2,0,18,18,0,0,0,0,79,-127,0
135,0,1,-24,-1,-50,0,-50,0,0,330,0,0,0,-50,-50,0,0,0,0,0,330,0
135,0,1,24,1,50,0,50,0,0,-330,0,0,0,50,50,0,0,0,0,0,-330,0
135,0,1,-24,-1,-42,0,-42,0,0,16,0,3,0,-42,-42,0,0,0,0,40,16,0
135,0,1,24,1,42,0,42,0,0,-16,0,-3,0,42,42,0,0,0,0,-40,-16,0
135,0,1,-24,-1,-27,0,-27,0,0,149,0,2,0,-27,-27,0,0,0,0,-79,149,0
135,0,1,24,1,27,0,27,0,0,-149,0,-2,0,27,27,0,0,0,0,79,-149,0
135,0,1,-24,-1,-40,0,-40,0,0,161,0,2,0,-40,-40,0,0,0,0,-79,161,0
135,0,1,24,1,40,0,40,0,0,-161,0,-2,0,40,40,0,0,0,0,79,-161,0
135,1,0,-38,-1,-10,78,68,0,0,169,78,-2,1,68,28,0,0,0,0,1,169,0
135,1,0,38,1,10,-78,-68,0,0,-169,-78,2,-1,-68,-28,0,0,0,0,-1,-169,0
135,1,0,-38,-1,-2,0,-2,0,0,-145,0,1,0,-2,0,0,0,0,0,119,-145,0
135,1,0,38,1,2,0,2,0,0,145,0,-1,0,2,0,0,0,0,0,-119,145,0
135,1,0,-38,-1,17,78,95,1,78,-161,0,2,0,95,55,0,-78,78,78,207,-239,0
135,1,0,38,1,-17,-78,-95,-1,-78,161,0,-2,0,-95,-55,0,78,-78,-78,-207,239,0
135,1,0,-38,-1,13,0,13,0,0,-12,0,0,0,13,0,0,0,0,0,0,-12,0
135,1,0,38,1,-13,0,-13,0,0,12,0,0,0,-13,0,0,0,0,0,0,12,0
135,1,1,-16,-1,-22,0,-22,0,0,34,0,0,0,-22,0,0,0,0,0,0,34,0
135,1,1,16,1,22,0,22,0,0,-34,0,0,0,22,0,0,0,0,0,0,-34,0
135,2,1,-10,-1,-45,18,-27,-1,-60,203,78,-1,1,-27,-27,0,60,-60,-60,-187,263,0
135,2,1,10,1,45,-18,27,1,60,-203,-78,1,-1,27,27,0,-60,60,60,187,-263,0
