PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrivalTime,phi.totProc,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
1,23,4.3.586,1,848,0,90,586,676,4,586,370,0,3,5,676,676,24,0,238,1109,183,154,542
1,23,5.0.460,0,848,0,93,460,553,1,0,388,460,0,6,553,650,24,0,0,1109,93,388,542
1,24,4.4.676,1,848,0,64,676,740,5,676,370,0,4,5,740,740,25,-26,417,1135,131,64,452
1,24,5.0.460,0,848,0,93,460,553,1,0,388,460,0,6,553,676,25,0,0,1109,93,388,452
1,25,5.0.460,1,848,0,93,460,553,1,0,388,460,0,6,553,740,26,0,0,1135,93,388,388
1,26,5.1.553,1,848,0,62,553,615,2,553,388,0,1,6,615,740,27,-38,272,1173,62,295,295
1,27,5.2.615,1,848,0,73,615,688,3,615,388,0,2,6,688,740,28,-29,275,1202,73,233,233
1,28,5.3.688,1,848,0,93,688,781,4,688,388,0,3,6,781,781,29,-12,250,1214,93,160,160
1,29,5.4.781,1,848,0,67,781,848,5,781,388,0,4,6,848,848,30,-41,458,1255,67,67,67
2,0,0.0.0,0,403,1,35,0,35,1,0,153,0,0,1,35,35,1,0,0,0,219,153,931
2,0,1.0.0,0,402,0,34,0,34,1,0,154,0,0,1,34,34,1,0,0,0,219,154,931
2,0,2.0.0,1,402,0,34,0,34,1,0,150,0,0,1,34,34,1,0,0,0,219,150,931
2,0,3.0.0,0,407,2,40,0,40,1,0,156,0,0,1,40,40,1,0,0,0,219,156,931
2,0,4.0.0,0,409,4,39,0,39,1,0,156,0,0,1,39,39,1,0,0,0,219,156,931
2,0,5.0.0,0,408,3,37,0,37,1,0,162,0,0,1,37,37,1,0,0,0,219,162,931
2,1,0.0.34,0,402,0,35,34,69,1,0,153,34,0,2,69,69,2,0,0,0,185,153,897
2,1,1.0.34,0,402,0,34,34,68,1,0,154,34,0,2,68,68,2,0,0,0,185,154,897
2,1,2.1.34,1,402,0,35,34,69,2,34,150,0,1,1,69,69,2,-34,34,34,219,116,897
2,1,3.0.34,0,402,0,40,34,74,1,0,156,34,0,2,74,74,2,0,0,0,185,156,897
2,1,4.0.34,0,403,1,39,34,73,1,0,156,34,0,2,73,73,2,0,0,0,185,156,897
2,1,5.0.34,0,402,0,37,34,71,1,0,162,34,0,2,71,71,2,0,0,0,185,162,897
2,2,0.0.34,0,402,0,35,34,69,1,0,153,34,0,2,69,69,3,0,0,34,185,153,862
2,2,1.0.34,0,402,0,34,34,68,1,0,154,34,0,2,68,69,3,0,0,34,185,154,862
2,2,2.2.69,1,402,0,51,69,120,3,69,150,0,2,1,120,120,3,-69,69,103,302,81,862
2,2,3.0.34,0,402,0,40,34,74,1,0,156,34,0,2,74,74,3,0,0,34,185,156,862
2,2,4.0.34,0,403,1,39,34,73,1,0,156,34,0,2,73,73,3,0,0,34,185,156,862
2,2,5.0.34,0,402,0,37,34,71,1,0,162,34,0,2,71,71,3,0,0,34,185,162,862
2,3,0.0.34,0,402,0,35,34,69,1,0,153,34,0,2,69,120,4,0,0,103,185,153,811
2,3,1.0.34,0,402,0,34,34,68,1,0,154,34,0,2,68,120,4,0,0,103,185,154,811
2,3,2.3.120,1,402,0,7,120,127,4,120,150,0,3,1,127,127,4,-120,120,223,36,30,811
2,3,3.0.34,0,402,0,40,34,74,1,0,156,34,0,2,74,120,4,0,0,103,185,156,811
2,3,4.0.34,0,403,1,39,34,73,1,0,156,34,0,2,73,120,4,0,0,103,185,156,811
2,3,5.0.34,0,402,0,37,34,71,1,0,162,34,0,2,71,120,4,0,0,103,185,162,811
2,4,0.0.34,0,402,0,35,34,69,1,0,153,34,0,2,69,127,5,0,0,223,185,153,804
2,4,1.0.34,0,402,0,34,34,68,1,0,154,34,0,2,68,127,5,0,0,223,185,154,804
2,4,2.4.127,1,402,0,23,127,150,5,127,150,0,4,1,150,150,5,-127,127,350,155,23,804
2,4,3.0.34,0,402,0,40,34,74,1,0,156,34,0,2,74,127,5,0,0,223,185,156,804
2,4,4.0.34,0,403,1,39,34,73,1,0,156,34,0,2,73,127,5,0,0,223,185,156,804
2,4,5.0.34,0,402,0,37,34,71,1,0,162,34,0,2,71,127,5,0,0,223,185,162,804
2,5,0.0.34,1,402,0,35,34,69,1,0,153,34,0,2,69,150,6,0,0,350,185,153,781
2,5,1.0.34,0,402,0,34,34,68,1,0,154,34,0,2,68,150,6,0,0,350,185,154,781
2,5,3.0.34,0,402,0,40,34,74,1,0,156,34,0,2,74,150,6,0,0,350,185,156,781
2,5,4.0.34,0,403,1,39,34,73,1,0,156,34,0,2,73,150,6,0,0,350,185,156,781
2,5,5.0.34,0,402,0,37,34,71,1,0,162,34,0,2,71,150,6,0,0,350,185,162,781
2,6,0.1.69,1,402,0,36,69,105,2,69,153,0,1,2,105,150,7,0,34,350,184,118,746
2,6,1.0.69,0,402,0,34,69,103,1,0,154,69,0,3,103,150,7,0,0,350,150,154,746
2,6,3.0.69,0,402,0,40,69,109,1,0,156,69,0,3,109,150,7,0,0,350,150,156,746
2,6,4.0.69,0,403,1,39,69,108,1,0,156,69,0,3,108,150,7,0,0,350,150,156,746
2,6,5.0.69,0,402,0,37,69,106,1,0,162,69,0,3,106,150,7,0,0,350,150,162,746
2,7,0.2.120,1,402,0,50,120,170,3,105,153,15,2,2,170,170,8,0,69,350,251,82,710
2,7,1.0.69,0,402,0,34,69,103,1,0,154,69,0,3,103,150,8,0,0,350,150,154,710
2,7,3.0.69,0,402,0,40,69,109,1,0,156,69,0,3,109,150,8,0,0,350,150,156,710
2,7,4.0.69,0,403,1,39,69,108,1,0,156,69,0,3,108,150,8,0,0,350,150,156,710
2,7,5.0.69,0,402,0,37,69,106,1,0,162,69,0,3,106,150,8,0,0,350,150,162,710
2,8,0.3.170,1,402,0,6,170,176,4,170,153,0,3,2,176,176,9,-43,163,393,29,32,660
2,8,1.0.69,0,402,0,34,69,103,1,0,154,69,0,3,103,170,9,0,0,350,150,154,660
2,8,3.0.69,0,402,0,40,69,109,1,0,156,69,0,3,109,170,9,0,0,350,150,156,660
2,8,4.0.69,0,403,1,39,69,108,1,0,156,69,0,3,108,170,9,0,0,350,150,156,660
2,8,5.0.69,0,402,0,37,69,106,1,0,162,69,0,3,106,170,9,0,0,350,150,162,660
2,9,0.4.176,1,402,0,26,176,202,5,176,153,0,4,2,202,202,10,-26,153,419,132,26,654
2,9,1.0.69,0,402,0,34,69,103,1,0,154,69,0,3,103,176,10,0,0,393,150,154,654
2,9,3.0.69,0,402,0,40,69,109,1,0,156,69,0,3,109,176,10,0,0,393,150,156,654
2,9,4.0.69,0,403,1,39,69,108,1,0,156,69,0,3,108,176,10,0,0,393,150,156,654
2,9,5.0.69,0,402,0,37,69,106,1,0,162,69,0,3,106,176,10,0,0,393,150,162,654
2,10,1.0.69,1,402,0,34,69,103,1,0,154,69,0,3,103,202,11,0,0,419,150,154,628
2,10,3.0.69,0,402,0,40,69,109,1,0,156,69,0,3,109,202,11,0,0,419,150,156,628
2,10,4.0.69,0,403,1,39,69,108,1,0,156,69,0,3,108,202,11,0,0,419,150,156,628
2,10,5.0.69,0,402,0,37,69,106,1,0,162,69,0,3,106,202,11,0,0,419,150,162,628
2,11,1.1.105,1,402,0,36,105,141,2,103,154,2,1,3,141,202,12,0,34,419,148,120,594
2,11,3.0.103,0,402,0,40,103,143,1,0,156,103,0,4,143,202,12,0,0,419,116,156,594
2,11,4.0.103,0,402,0,39,103,142,1,0,156,103,0,4,142,202,12,0,0,419,116,156,594
2,11,5.0.103,0,402,0,37,103,140,1,0,162,103,0,4,140,202,12,0,0,419,116,162,594
2,12,1.2.170,1,402,0,52,170,222,3,141,154,29,2,3,222,222,13,0,69,419,201,84,558
2,12,3.0.103,0,402,0,40,103,143,1,0,156,103,0,4,143,202,13,0,0,419,116,156,558
2,12,4.0.103,0,402,0,39,103,142,1,0,156,103,0,4,142,202,13,0,0,419,116,156,558
2,12,5.0.103,0,402,0,37,103,140,1,0,162,103,0,4,140,202,13,0,0,419,116,162,558
2,13,1.3.222,1,402,0,7,222,229,4,222,154,0,3,3,229,229,14,-46,209,465,23,32,506
2,13,3.0.103,0,402,0,40,103,143,1,0,156,103,0,4,143,222,14,0,0,419,116,156,506
2,13,4.0.103,0,402,0,39,103,142,1,0,156,103,0,4,142,222,14,0,0,419,116,156,506
2,13,5.0.103,0,402,0,37,103,140,1,0,162,103,0,4,140,222,14,0,0,419,116,162,506
2,14,1.4.229,1,402,0,25,229,254,5,229,154,0,4,3,254,254,15,-27,180,492,106,25,499
2,14,3.0.103,0,402,0,40,103,143,1,0,156,103,0,4,143,229,15,0,0,465,116,156,499
2,14,4.0.103,0,402,0,39,103,142,1,0,156,103,0,4,142,229,15,0,0,465,116,156,499
2,14,5.0.103,0,402,0,37,103,140,1,0,162,103,0,4,140,229,15,0,0,465,116,162,499
2,15,3.0.103,1,402,0,40,103,143,1,0,156,103,0,4,143,254,16,0,0,492,116,156,474
2,15,4.0.103,0,402,0,39,103,142,1,0,156,103,0,4,142,254,16,0,0,492,116,156,474
2,15,5.0.103,0,402,0,37,103,140,1,0,162,103,0,4,140,254,16,0,0,492,116,162,474
2,16,3.1.143,1,402,0,35,143,178,2,143,156,0,1,4,178,254,17,-2,36,494,112,116,434
2,16,4.0.143,0,402,0,39,143,182,1,0,156,143,0,5,182,254,17,0,0,492,76,156,434
2,16,5.0.143,0,402,0,37,143,180,1,0,162,143,0,5,180,254,17,0,0,492,76,162,434
2,17,3.2.222,1,402,0,48,222,270,3,178,156,44,2,4,270,270,18,0,69,494,149,81,399
2,17,4.0.143,0,402,0,39,143,182,1,0,156,143,0,5,182,254,18,0,0,494,76,156,399
2,17,5.0.143,0,402,0,37,143,180,1,0,162,143,0,5,180,254,18,0,0,494,76,162,399
2,18,3.3.270,1,402,0,5,270,275,4,270,156,0,3,4,275,275,19,-41,250,535,16,33,351
2,18,4.0.143,0,402,0,39,143,182,1,0,156,143,0,5,182,270,19,0,0,494,76,156,351
2,18,5.0.143,0,402,0,37,143,180,1,0,162,143,0,5,180,270,19,0,0,494,76,162,351
2,19,3.4.275,1,402,0,28,275,303,5,275,156,0,4,4,303,303,20,-21,201,556,81,28,346
2,19,4.0.143,0,402,0,39,143,182,1,0,156,143,0,5,182,275,20,0,0,535,76,156,346
2,19,5.0.143,0,402,0,37,143,180,1,0,162,143,0,5,180,275,20,0,0,535,76,162,346
2,20,4.0.143,1,402,0,39,143,182,1,0,156,143,0,5,182,303,21,0,0,556,76,156,318
2,20,5.0.143,0,402,0,37,143,180,1,0,162,143,0,5,180,303,21,0,0,556,76,162,318
2,21,4.1.182,1,402,0,38,182,220,2,182,156,0,1,5,220,303,22,-4,40,560,77,117,279
2,21,5.0.182,0,402,0,37,182,219,1,0,162,182,0,6,219,303,22,0,0,556,37,162,279
2,22,4.2.270,1,404,1,48,270,318,3,220,156,50,2,5,318,318,23,0,69,560,101,79,241
2,22,5.0.182,0,402,0,37,182,219,1,0,162,182,0,6,219,303,23,0,0,560,37,162,241
2,23,4.3.318,1,404,0,6,318,324,4,318,156,0,3,5,324,324,24,-43,293,603,11,31,193
2,23,5.0.182,0,404,0,37,182,219,1,0,162,182,0,6,219,318,24,0,0,560,37,162,193
2,24,4.4.324,1,404,0,25,324,349,5,324,156,0,4,5,349,349,25,-21,222,624,53,25,187
2,24,5.0.182,0,404,0,37,182,219,1,0,162,182,0,6,219,324,25,0,0,603,37,162,187
2,25,5.0.182,1,404,0,37,182,219,1,0,162,182,0,6,219,349,26,0,0,624,37,162,162
2,26,5.1.220,1,404,0,39,220,259,2,219,162,1,1,6,259,349,27,0,40,624,39,125,125
2,27,5.2.318,1,404,0,53,318,371,3,259,162,59,2,6,371,371,28,0,69,624,53,86,86
2,28,5.3.371,1,404,0,5,371,376,4,371,162,0,3,6,376,376,29,-47,340,671,5,33,33
2,29,5.4.376,1,404,0,28,376,404,5,376,162,0,4,6,404,404,30,-27,249,698,28,28,28
3,0,0.0.0,1,310,1,30,0,30,1,0,135,0,0,1,30,30,1,0,0,0,183,135,836
3,0,1.0.0,0,309,0,30,0,30,1,0,135,0,0,1,30,30,1,0,0,0,183,135,836
3,0,2.0.0,0,309,0,30,0,30,1,0,142,0,0,1,30,30,1,0,0,0,183,142,836
3,0,3.0.0,0,315,3,31,0,31,1,0,141,0,0,1,31,31,1,0,0,0,183,141,836
3,0,4.0.0,0,309,0,31,0,31,1,0,140,0,0,1,31,31,1,0,0,0,183,140,836
3,0,5.0.0,0,311,2,31,0,31,1,0,143,0,0,1,31,31,1,0,0,0,183,143,836
3,1,0.1.30,1,310,0,18,30,48,2,30,135,0,1,1,48,48,2,-30,30,30,104,105,806
3,1,1.0.30,0,310,0,30,30,60,1,0,135,30,0,2,60,60,2,0,0,0,153,135,806
3,1,2.0.30,0,310,0,30,30,60,1,0,142,30,0,2,60,60,2,0,0,0,153,142,806
3,1,3.0.30,0,314,1,31,30,61,1,0,141,30,0,2,61,61,2,0,0,0,153,141,806
3,1,4.0.30,0,310,0,31,30,61,1,0,140,30,0,2,61,61,2,0,0,0,153,140,806
3,1,5.0.30,0,310,0,31,30,61,1,0,143,30,0,2,61,61,2,0,0,0,153,143,806
3,2,0.2.48,1,310,0,32,48,80,3,48,135,0,2,1,80,80,3,-48,48,78,209,87,788
3,2,1.0.30,0,310,0,30,30,60,1,0,135,30,0,2,60,60,3,0,0,30,153,135,788
3,2,2.0.30,0,310,0,30,30,60,1,0,142,30,0,2,60,60,3,0,0,30,153,142,788
3,2,3.0.30,0,314,1,31,30,61,1,0,141,30,0,2,61,61,3,0,0,30,153,141,788
3,2,4.0.30,0,310,0,31,30,61,1,0,140,30,0,2,61,61,3,0,0,30,153,140,788
3,2,5.0.30,0,310,0,31,30,61,1,0,143,30,0,2,61,61,3,0,0,30,153,143,788
3,3,0.3.80,1,310,0,23,80,103,4,80,135,0,3,1,103,103,4,-80,80,158,142,55,756
3,3,1.0.30,0,310,0,30,30,60,1,0,135,30,0,2,60,80,4,0,0,78,153,135,756
3,3,2.0.30,0,310,0,30,30,60,1,0,142,30,0,2,60,80,4,0,0,78,153,142,756
3,3,3.0.30,0,314,1,31,30,61,1,0,141,30,0,2,61,80,4,0,0,78,153,141,756
3,3,4.0.30,0,310,0,31,30,61,1,0,140,30,0,2,61,80,4,0,0,78,153,140,756
3,3,5.0.30,0,310,0,31,30,61,1,0,143,30,0,2,61,80,4,0,0,78,153,143,756
3,4,0.4.103,1,310,0,32,103,135,5,103,135,0,4,1,135,135,5,-103,103,261,198,32,733
3,4,1.0.30,0,310,0,30,30,60,1,0,135,30,0,2,60,103,5,0,0,158,153,135,733
3,4,2.0.30,0,310,0,30,30,60,1,0,142,30,0,2,60,103,5,0,0,158,153,142,733
3,4,3.0.30,0,314,1,31,30,61,1,0,141,30,0,2,61,103,5,0,0,158,153,141,733
3,4,4.0.30,0,310,0,31,30,61,1,0,140,30,0,2,61,103,5,0,0,158,153,140,733
3,4,5.0.30,0,310,0,31,30,61,1,0,143,30,0,2,61,103,5,0,0,158,153,143,733
3,5,1.0.30,1,310,0,30,30,60,1,0,135,30,0,2,60,135,6,0,0,261,153,135,701
3,5,2.0.30,0,310,0,30,30,60,1,0,142,30,0,2,60,135,6,0,0,261,153,142,701
3,5,3.0.30,0,314,1,31,30,61,1,0,141,30,0,2,61,135,6,0,0,261,153,141,701
3,5,4.0.30,0,310,0,31,30,61,1,0,140,30,0,2,61,135,6,0,0,261,153,140,701
3,5,5.0.30,0,310,0,31,30,61,1,0,143,30,0,2,61,135,6,0,0,261,153,143,701
3,6,1.1.60,1,310,0,17,60,77,2,60,135,0,1,2,77,135,7,-12,42,273,86,105,671
3,6,2.0.60,0,310,0,30,60,90,1,0,142,60,0,3,90,135,7,0,0,261,123,142,671
3,6,3.0.60,0,314,1,31,60,91,1,0,141,60,0,3,91,135,7,0,0,261,123,141,671
3,6,4.0.60,0,310,0,31,60,91,1,0,140,60,0,3,91,135,7,0,0,261,123,140,671
3,6,5.0.60,0,310,0,31,60,91,1,0,143,60,0,3,91,135,7,0,0,261,123,143,671
3,7,1.2.80,1,310,0,31,80,111,3,77,135,3,2,2,111,135,8,0,48,273,177,88,654
3,7,2.0.60,0,310,0,30,60,90,1,0,142,60,0,3,90,135,8,0,0,273,123,142,654
3,7,3.0.60,0,314,1,31,60,91,1,0,141,60,0,3,91,135,8,0,0,273,123,141,654
3,7,4.0.60,0,310,0,31,60,91,1,0,140,60,0,3,91,135,8,0,0,273,123,140,654
3,7,5.0.60,0,310,0,31,60,91,1,0,143,60,0,3,91,135,8,0,0,273,123,143,654
3,8,1.3.111,1,310,0,25,111,136,4,111,135,0,3,2,136,136,9,-8,88,281,119,57,623
3,8,2.0.60,0,310,0,30,60,90,1,0,142,60,0,3,90,135,9,0,0,273,123,142,623
3,8,3.0.60,0,314,1,31,60,91,1,0,141,60,0,3,91,135,9,0,0,273,123,141,623
3,8,4.0.60,0,310,0,31,60,91,1,0,140,60,0,3,91,135,9,0,0,273,123,140,623
