PID,Step,Rank,ResultingOptMakespan,Followed,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin,sdr.MWR,sdr.LWR,sdr.SPT,sdr.LPT
0,0,-1,-7,0,-92,-66,6,-3,-49,-4,-59,-37,1,0,0,1
0,0,1,7,0,92,66,-6,3,49,4,59,37,1,0,0,1
0,0,-1,-7,0,-91,-66,6,-2,-41,-6,-100,-37,1,1,1,1
0,0,1,7,0,91,66,-6,2,41,6,100,37,1,1,1,1
0,0,-1,-7,0,-91,-66,6,-2,-33,-1,-54,-37,1,1,1,1
0,0,1,7,0,91,66,-6,2,33,1,54,37,1,1,1,1
0,0,-1,-7,0,-176,-7,6,-7,-22,-2,-60,-35,1,1,1,1
0,0,1,7,0,176,7,-6,7,22,2,60,35,1,1,1,1
0,0,-1,-7,1,89,-6,-6,0,1,3,12,-12,0,1,1,0
0,0,1,7,1,-89,6,6,0,-1,-3,-12,12,0,1,1,0
1,0,-1,-1,0,-21,1,1,-2,3,-1,-9,-1,1,1,1,1
1,0,1,1,0,21,-1,-1,2,-3,1,9,1,1,1,1,1
1,0,-1,-1,0,-21,7,7,-2,7,0,9,-1,1,1,1,1
1,0,1,1,0,21,-7,-7,2,-7,0,-9,1,1,1,1,1
1,0,-1,-1,0,-5,0,0,-5,-2,0,18,-1,1,0,0,1
1,0,1,1,0,5,0,0,5,2,0,-18,1,1,0,0,1
1,0,-1,-1,0,-2,0,0,-2,-1,0,-8,-1,1,1,1,1
1,0,1,1,0,2,0,0,2,1,0,8,1,1,1,1,1
1,0,-1,-6,1,1,-32,-32,1,-25,-2,-33,-6,0,1,1,0
1,0,1,6,1,-1,32,32,-1,25,2,33,6,0,1,1,0
2,0,-1,-1,0,-2,20,19,-2,7,-1,19,1,1,0,0,1
2,0,1,1,0,2,-20,-19,2,-7,1,-19,-1,1,0,0,1
2,0,-1,-1,0,-3,8,-2,-3,5,1,16,-1,1,0,0,1
2,0,1,1,0,3,-8,2,3,-5,-1,-16,1,1,0,0,1
2,0,-1,-1,0,-1,24,31,-1,13,-2,-2,1,1,0,0,1
2,0,1,1,0,1,-24,-31,1,-13,2,2,-1,1,0,0,1
2,0,-1,-1,0,-1,0,-2,-1,2,-5,-23,-1,1,0,0,1
2,0,1,1,0,1,0,2,1,-2,5,23,1,1,0,0,1
2,0,-1,-2,1,1,-27,-33,1,-17,2,-2,-8,0,0,0,0
2,0,1,2,1,-1,27,33,-1,17,-2,2,8,0,0,0,0
3,0,-1,-2,0,35,-15,-27,-4,-23,-1,-82,-8,1,0,0,1
3,0,1,2,0,-35,15,27,4,23,1,82,8,1,0,0,1
3,0,-1,-2,0,-7,-9,-13,-7,-13,7,6,-6,1,1,1,1
3,0,1,2,0,7,9,13,7,13,-7,-6,6,1,1,1,1
3,0,-1,-2,0,33,-13,-25,-6,-21,1,-13,-8,1,1,1,1
3,0,1,2,0,-33,13,25,6,21,-1,13,8,1,1,1,1
3,0,-1,-1,0,-37,-20,-14,1,-5,-4,-22,2,1,1,1,1
3,0,1,1,0,37,20,14,-1,5,4,22,-2,1,1,1,1
3,0,-1,-8,1,0,-9,-18,1,-7,0,-8,-5,0,1,1,0
3,0,1,8,1,0,9,18,-1,7,0,8,5,0,1,1,0
4,0,-1,-1,0,-3,37,59,-3,18,3,8,0,1,1,1,1
4,0,1,1,0,3,-37,-59,3,-18,-3,-8,0,1,1,1,1
4,0,-1,-1,1,1,-51,-68,1,-29,-5,-63,1,0,1,1,0
4,0,1,1,1,-1,51,68,-1,29,5,63,-1,0,1,1,0
4,0,-1,-1,0,-1,-3,0,-1,-5,2,-6,2,1,1,1,1
4,0,1,1,0,1,3,0,1,5,-2,6,-2,1,1,1,1
4,0,-1,-1,1,-3,46,72,-3,31,9,60,0,0,1,1,0
4,0,1,1,1,3,-46,-72,3,-31,-9,-60,0,0,1,1,0
4,0,-1,-1,0,-1,9,-4,-1,-7,-8,-12,-1,1,0,0,1
4,0,1,1,0,1,-9,4,1,7,8,12,1,1,0,0,1
5,0,-1,-5,1,0,-28,-15,0,-11,-3,-17,-4,0,1,1,0
5,0,1,5,1,0,28,15,0,11,3,17,4,0,1,1,0
5,0,-1,-5,1,-3,-40,-44,-3,-28,-4,2,-5,0,1,1,0
5,0,1,5,1,3,40,44,3,28,4,-2,5,0,1,1,0
5,0,-1,-5,1,-1,-61,-65,-1,-41,-5,-62,-5,0,0,0,0
5,0,1,5,1,1,61,65,1,41,5,62,5,0,0,0,0
5,0,-1,-5,1,0,-29,-21,0,-21,-5,7,-3,0,1,1,0
5,0,1,5,1,0,29,21,0,21,5,-7,3,0,1,1,0
5,0,-1,-5,1,-1,-61,-65,-1,-37,-8,-92,-5,0,1,1,0
5,0,1,5,1,1,61,65,1,37,8,92,5,0,1,1,0
6,0,-1,-1,0,-3,9,23,-3,6,8,12,-2,1,1,1,1
6,0,1,1,0,3,-9,-23,3,-6,-8,-12,2,1,1,1,1
6,0,-1,-1,0,-3,-28,-26,-3,-22,5,-38,-7,1,1,1,1
6,0,1,1,0,3,28,26,3,22,-5,38,7,1,1,1,1
6,0,-1,-1,0,-3,-14,-14,-3,0,2,12,0,1,0,0,1
6,0,1,1,0,3,14,14,3,0,-2,-12,0,1,0,0,1
6,0,-1,-1,0,-3,25,36,-3,16,1,52,-1,1,1,1,1
6,0,1,1,0,3,-25,-36,3,-16,-1,-52,1,1,1,1,1
6,0,-1,-5,1,1,-54,-64,1,-39,-2,-49,-32,0,1,1,0
6,0,1,5,1,-1,54,64,-1,39,2,49,32,0,1,1,0
7,0,-1,-2,0,-3,-46,-1,-2,-25,-1,-49,-5,1,1,0,1
7,0,1,2,0,3,46,1,2,25,1,49,5,1,1,0,1
7,0,-1,-2,0,-47,-46,-49,-3,-9,-3,-40,0,1,1,1,1
7,0,1,2,0,47,46,49,3,9,3,40,0,1,1,1,1
7,0,-1,-2,0,-50,-46,-49,-6,-13,-4,-44,-7,1,1,1,1
7,0,1,2,0,50,46,49,6,13,4,44,7,1,1,1,1
7,0,-1,-3,0,-2,46,42,-3,26,3,45,2,1,0,1,1
7,0,1,3,0,2,-46,-42,3,-26,-3,-45,-2,1,0,1,1
7,0,-1,-3,1,3,-14,-78,2,-12,-7,-54,-9,0,1,1,0
7,0,1,3,1,-3,14,78,-2,12,7,54,9,0,1,1,0
8,0,-1,-1,0,-3,-35,-45,-3,-20,3,-15,-8,1,1,1,1
8,0,1,1,0,3,35,45,3,20,-3,15,8,1,1,1,1
8,0,-1,-1,0,-3,0,0,-3,-10,-3,-46,-1,1,1,1,1
8,0,1,1,0,3,0,0,3,10,3,46,1,1,1,1,1
8,0,-1,-1,0,-1,-34,-50,-1,-15,3,0,-9,1,1,1,1
8,0,1,1,0,1,34,50,1,15,-3,0,9,1,1,1,1
8,0,-1,-1,1,1,0,-45,1,0,-3,-20,-5,0,1,1,0
8,0,1,1,1,-1,0,45,-1,0,3,20,5,0,1,1,0
8,0,-1,-2,1,-4,35,90,-4,8,-3,-2,10,0,0,0,0
8,0,1,2,1,4,-35,-90,4,-8,3,2,-10,0,0,0,0
9,0,-1,-2,0,-6,-6,-92,-6,-8,-5,14,-2,1,1,1,1
9,0,1,2,0,6,6,92,6,8,5,-14,2,1,1,1,1
