PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrivalTime,phi.totProc,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
1,0,0.2.0,0,673,4,96,0,96,1,0,307,0,2,1,96,96,1,0,0,0,202,307,1845
1,0,1.2.0,0,611,1,6,0,6,1,0,548,0,2,1,6,6,1,0,0,0,202,548,1845
1,0,2.1.0,0,605,0,96,0,96,1,0,241,0,1,1,96,96,1,0,0,0,454,241,1845
1,0,3.2.0,0,605,0,15,0,15,1,0,220,0,2,1,15,15,1,0,0,0,202,220,1845
1,0,4.3.0,0,666,3,96,0,96,1,0,347,0,3,1,96,96,1,0,0,0,363,347,1845
1,0,5.3.0,1,617,2,56,0,56,1,0,182,0,3,1,56,56,1,0,0,0,363,182,1845
1,1,0.2.0,0,673,2,96,0,96,1,0,307,0,2,1,96,96,2,0,0,0,202,307,1789
1,1,1.2.0,0,617,0,6,0,6,1,0,548,0,2,1,6,56,2,0,0,0,202,548,1789
1,1,2.1.0,0,617,0,96,0,96,1,0,241,0,1,1,96,96,2,0,0,0,454,241,1789
1,1,3.2.0,0,617,0,15,0,15,1,0,220,0,2,1,15,56,2,0,0,0,202,220,1789
1,1,4.3.56,0,636,1,96,56,152,1,0,347,56,3,2,152,152,2,0,0,0,307,347,1789
1,1,5.0.56,1,617,0,34,56,90,2,56,182,0,0,1,90,90,2,-56,56,56,446,126,1789
1,2,0.2.0,0,673,2,96,0,96,1,0,307,0,2,1,96,96,3,0,0,56,202,307,1755
1,2,1.2.0,0,617,0,6,0,6,1,0,548,0,2,1,6,90,3,0,0,56,202,548,1755
1,2,2.1.0,0,617,0,96,0,96,1,0,241,0,1,1,96,96,3,0,0,56,454,241,1755
1,2,3.2.0,0,617,0,15,0,15,1,0,220,0,2,1,15,90,3,0,0,56,202,220,1755
1,2,4.3.56,0,636,1,96,56,152,1,0,347,56,3,2,152,152,3,0,0,56,307,347,1755
1,2,5.4.90,1,680,3,47,90,137,3,90,182,0,4,1,137,137,3,-90,90,146,380,92,1755
1,3,0.2.0,0,686,1,96,0,96,1,0,307,0,2,1,96,137,4,0,0,146,202,307,1708
1,3,1.2.0,0,680,0,6,0,6,1,0,548,0,2,1,6,137,4,0,0,146,202,548,1708
1,3,2.1.0,0,680,0,96,0,96,1,0,241,0,1,1,96,137,4,0,0,146,454,241,1708
1,3,3.2.0,0,680,0,15,0,15,1,0,220,0,2,1,15,137,4,0,0,146,202,220,1708
1,3,4.3.56,0,686,1,96,56,152,1,0,347,56,3,2,152,152,4,0,0,146,307,347,1708
1,3,5.1.137,1,680,0,44,137,181,4,137,182,0,1,1,181,181,4,-137,137,283,454,45,1708
