PID,Step,Rank,ResultingOptMakespan,Followed,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin,sdr.MWR,sdr.LWR,sdr.SPT,sdr.LPT
0,0,-1,-1,1,0,18,-1,59,-7,0,23,3,1,1,0,0
0,0,1,1,1,0,-18,1,-59,7,0,-23,-3,1,1,0,0
0,0,-1,-1,1,0,12,-5,59,3,2,42,0,1,1,0,1
0,0,1,1,1,0,-12,5,-59,-3,-2,-42,0,1,1,0,1
0,0,-1,-1,1,0,2,40,105,10,-2,47,-3,1,1,0,1
0,0,1,1,1,0,-2,-40,-105,-10,2,-47,3,1,1,0,1
0,0,-1,-1,1,-45,56,0,59,-16,2,5,-3,1,0,0,1
0,0,1,1,1,45,-56,0,-59,16,-2,-5,3,1,0,0,1
0,0,-1,-3,1,0,-17,-31,-59,2,3,-13,-37,0,1,0,1
0,0,1,3,1,0,17,31,59,-2,-3,13,37,0,1,0,1
0,1,-1,-3,1,0,-43,-37,0,-14,11,6,-7,0,1,1,0
0,1,1,3,1,0,43,37,0,14,-11,-6,7,0,1,1,0
0,1,-1,-3,0,0,-8,-31,54,4,-4,3,6,0,0,1,1
0,1,1,3,0,0,8,31,-54,-4,4,-3,-6,0,0,1,1
0,1,-1,-3,0,0,-2,-36,0,7,0,7,2,0,1,1,1
0,1,1,3,0,0,2,36,0,-7,0,-7,-2,0,1,1,1
0,1,-1,-3,0,38,-13,-31,37,2,-8,-5,30,0,1,0,1
0,1,1,3,0,-38,13,31,-37,-2,8,5,-30,0,1,0,1
0,1,-1,-3,0,-45,-51,-31,-51,-26,2,-3,-3,0,1,1,1
0,1,1,3,0,45,51,31,51,26,-2,3,3,0,1,1,1
0,2,-1,-3,0,-3,-49,-54,0,-20,3,-24,-9,0,0,1,0
0,2,1,3,0,3,49,54,0,20,-3,24,9,0,0,1,0
0,2,-1,-3,0,0,32,-53,54,-7,-2,-24,-9,0,1,1,1
0,2,1,3,0,0,-32,53,-54,7,2,24,9,0,1,1,1
0,2,-1,-3,0,0,79,-51,0,0,5,9,-5,0,1,1,1
0,2,1,3,0,0,-79,51,0,0,-5,-9,5,0,1,1,1
0,2,-1,-3,0,0,27,-53,0,4,-2,9,-7,0,1,0,1
0,2,1,3,0,0,-27,53,0,-4,2,-9,7,0,1,0,1
0,2,-1,-3,1,-45,-5,-53,-51,-29,-3,-43,-9,0,1,1,1
0,2,1,3,1,45,5,53,51,29,3,43,9,0,1,1,1
0,5,-1,-43,0,-87,-82,-52,-46,-50,-3,-50,-46,1,0,1,0
0,5,1,43,0,87,82,52,46,50,3,50,46,1,0,1,0
0,5,-1,-43,0,-81,-47,-49,-46,-30,10,34,-47,1,0,1,1
0,5,1,43,0,81,47,49,46,30,-10,-34,47,1,0,1,1
0,5,-1,-43,1,-81,47,-51,-46,-16,4,83,-38,1,0,0,1
0,5,1,43,1,81,-47,51,46,16,-4,-83,38,1,0,0,1
0,5,-1,-43,0,-81,1,-51,-46,-37,10,39,-46,0,0,1,1
0,5,1,43,0,81,-1,51,46,37,-10,-39,46,0,0,1,1
0,5,-1,-43,0,-81,-45,-51,-46,-40,-8,-52,-47,1,0,1,1
0,5,1,43,0,81,45,51,46,40,8,52,47,1,0,1,1
0,6,-1,-37,1,-35,-53,-1,-33,-44,-13,-90,-36,1,0,1,0
0,6,1,37,1,35,53,1,33,44,13,90,36,1,0,1,0
0,6,-1,-37,0,-29,0,2,-33,-3,3,0,-32,1,0,1,1
0,6,1,37,0,29,0,-2,33,3,-3,0,32,1,0,1,1
0,6,-1,-37,0,-29,0,0,-33,-15,-3,-10,-28,0,0,1,1
0,6,1,37,0,29,0,0,33,15,3,10,28,0,0,1,1
0,6,-1,-37,0,-29,-98,0,-33,-25,-10,-59,-36,1,0,0,1
0,6,1,37,0,29,98,0,33,25,10,59,36,1,0,0,1
0,6,-1,-6,0,-52,0,-51,-11,-22,8,3,-8,1,0,1,1
0,6,1,6,0,52,0,51,11,22,-8,-3,8,1,0,1,1
0,7,-1,-5,1,44,34,-18,0,2,2,-8,-4,1,0,1,1
0,7,1,5,1,-44,-34,18,0,-2,-2,8,4,1,0,1,1
0,7,-1,-5,0,44,34,-16,0,10,-7,-2,-5,1,1,1,0
0,7,1,5,0,-44,-34,16,0,-10,7,2,5,1,1,1,0
0,7,-1,-5,0,44,34,-17,0,8,3,1,-5,0,1,1,1
0,7,1,5,0,-44,-34,17,0,-8,-3,-1,5,0,1,1,1
0,7,-1,-5,0,44,-12,-18,0,10,2,-8,-4,1,1,0,1
0,7,1,5,0,-44,12,18,0,-10,-2,8,4,1,1,0,1
0,7,-1,-32,0,-32,-34,18,-33,-29,8,9,-33,1,1,1,1
0,7,1,32,0,32,34,-18,33,29,-8,-9,33,1,1,1,1
0,8,-1,-5,1,44,34,31,0,-1,5,3,-5,1,0,0,1
0,8,1,5,1,-44,-34,-31,0,1,-5,-3,5,1,0,0,1
0,8,-1,-5,0,44,34,33,0,2,1,2,-4,1,1,1,0
0,8,1,5,0,-44,-34,-33,0,-2,-1,-2,4,1,1,1,0
0,8,-1,-5,0,44,34,32,0,-1,6,-5,-4,0,1,1,1
0,8,1,5,0,-44,-34,-32,0,1,-6,5,4,0,1,1,1
0,8,-1,-5,0,44,-12,31,0,9,4,2,-4,1,1,1,1
0,8,1,5,0,-44,12,-31,0,-9,-4,-2,4,1,1,1,1
0,8,-1,-32,0,-32,-34,-31,-33,-25,1,-3,-32,1,1,1,1
0,8,1,32,0,32,34,31,33,25,-1,3,32,1,1,1,1
0,9,-1,-5,1,44,34,31,0,9,4,33,-1,1,0,0,1
0,9,1,5,1,-44,-34,-31,0,-9,-4,-33,1,1,0,0,1
0,9,-1,-5,0,44,34,33,0,1,6,33,-5,1,1,1,0
0,9,1,5,0,-44,-34,-33,0,-1,-6,-33,5,1,1,1,0
0,9,-1,-5,0,44,34,32,0,-3,5,33,-5,0,1,1,1
0,9,1,5,0,-44,-34,-32,0,3,-5,-33,5,0,1,1,1
0,9,-1,-5,0,44,-12,31,0,18,8,42,-5,1,1,1,1
0,9,1,5,0,-44,12,-31,0,-18,-8,-42,5,1,1,1,1
0,9,-1,-32,0,-32,-34,-31,-33,-27,-2,-36,-32,1,1,1,1
0,9,1,32,0,32,34,31,33,27,2,36,32,1,1,1,1
