PID,Step,Rank,ResultingOptMakespan,Followed,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin,sdr.MWR,sdr.LWR,sdr.SPT,sdr.LPT
0,0,-1,-1,0,0,18,-1,59,3,-1,23,-1,1,1,0,0
0,0,1,1,0,0,-18,1,-59,-3,1,-23,1,1,1,0,0
0,0,-1,-1,0,0,12,-5,59,10,1,52,-1,1,1,0,1
0,0,1,1,0,0,-12,5,-59,-10,-1,-52,1,1,1,0,1
0,0,-1,-1,0,0,2,40,105,11,-8,15,39,1,1,0,1
0,0,1,1,0,0,-2,-40,-105,-11,8,-15,-39,1,1,0,1
0,0,-1,-1,1,-45,56,0,59,-11,-4,4,-5,1,0,0,1
0,0,1,1,1,45,-56,0,-59,11,4,-4,5,1,0,0,1
0,0,-1,-3,0,0,-17,-31,-59,-14,6,-10,-38,0,1,0,1
0,0,1,3,0,0,17,31,59,14,-6,10,38,0,1,0,1
0,1,-1,-1,0,0,0,-1,110,7,2,3,-2,1,1,0,0
0,1,1,1,0,0,0,1,-110,-7,-2,-3,2,1,1,0,0
0,1,-1,-1,0,0,55,-5,110,5,-3,-28,-2,1,1,0,1
0,1,1,1,0,0,-55,5,-110,-5,3,28,2,1,1,0,1
0,1,-1,-1,0,0,99,-10,207,14,1,3,-2,1,1,0,1
0,1,1,1,0,0,-99,10,-207,-14,-1,-3,2,1,1,0,1
0,1,-1,-1,0,0,91,7,110,6,-1,-32,2,0,1,0,1
0,1,1,1,0,0,-91,-7,-110,-6,1,32,-2,0,1,0,1
0,1,-1,-1,1,0,99,0,205,3,-7,-1,1,1,0,0,1
0,1,1,1,1,0,-99,0,-205,-3,7,1,-1,1,0,0,1
0,2,-1,-1,0,0,0,-1,205,-7,10,20,-1,1,1,0,0
0,2,1,1,0,0,0,1,-205,7,-10,-20,1,1,1,0,0
0,2,-1,-1,0,0,55,-5,205,-3,5,9,2,1,1,0,1
0,2,1,1,0,0,-55,5,-205,3,-5,-9,-2,1,1,0,1
0,2,-1,-1,0,0,99,-10,207,-1,1,7,2,1,1,0,1
0,2,1,1,0,0,-99,10,-207,1,-1,-7,-2,1,1,0,1
0,2,-1,-1,0,0,91,7,205,2,5,66,-1,0,1,0,1
