PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime,xi.step,xi.totProcTime,xi.totWrm
1,0,0.0.0,1,429,0,26,0,26,0,0,26,26,0,0,0,1,1,139,104,139,104,1,916,916
1,0,1.0.0,0,429,0,18,0,18,0,0,18,18,0,0,0,1,1,272,104,272,104,1,916,916
1,0,2.0.0,0,429,0,20,0,20,0,0,20,20,0,0,0,1,1,251,104,251,104,1,916,916
1,0,3.3.0,0,429,0,13,0,13,0,0,13,13,0,0,0,1,1,254,169,254,169,1,916,916
1,1,0.1.26,1,429,0,25,26,51,26,0,51,51,-26,26,26,2,1,113,217,139,217,2,916,890
1,1,1.0.26,0,429,0,18,26,44,0,26,44,44,0,0,0,1,2,272,78,272,104,2,916,890
1,1,2.0.26,0,429,0,20,26,46,0,26,46,46,0,0,0,1,2,251,78,251,104,2,916,890
1,1,3.3.0,0,429,0,13,0,13,0,0,13,26,0,0,0,1,1,254,169,254,169,2,916,890
1,2,0.2.51,1,456,1,31,51,82,51,0,82,82,-51,51,77,3,1,88,105,139,105,3,916,865
1,2,1.0.26,0,429,0,18,26,44,0,26,44,51,0,0,26,1,2,272,78,272,104,3,916,865
1,2,2.0.26,0,429,0,20,26,46,0,26,46,51,0,0,26,1,2,251,78,251,104,3,916,865
1,2,3.3.0,0,429,0,13,0,13,0,0,13,51,0,0,26,1,1,254,169,254,169,3,916,865
1,3,0.3.82,1,456,0,15,82,97,82,0,97,97,-82,82,159,4,1,57,169,139,169,4,916,834
1,3,1.0.26,0,456,0,18,26,44,0,26,44,82,0,0,77,1,2,272,78,272,104,4,916,834
1,3,2.0.26,0,456,0,20,26,46,0,26,46,82,0,0,77,1,2,251,78,251,104,4,916,834
1,3,3.3.0,0,456,0,13,0,13,0,0,13,82,0,0,77,1,1,254,169,254,169,4,916,834
1,4,0.4.97,1,456,0,42,97,139,97,0,139,139,-97,97,256,5,1,42,321,139,321,5,916,819
1,4,1.0.26,0,456,0,18,26,44,0,26,44,97,0,0,159,1,2,272,78,272,104,5,916,819
1,4,2.0.26,0,456,0,20,26,46,0,26,46,97,0,0,159,1,2,251,78,251,104,5,916,819
1,4,3.3.0,0,456,0,13,0,13,0,0,97,97,13,69,146,1,2,254,154,254,169,5,916,819
1,5,1.0.26,0,456,0,18,26,44,0,26,44,139,0,0,256,1,2,272,78,272,104,6,916,777
1,5,2.0.26,1,456,0,20,26,46,0,26,46,139,0,0,256,1,2,251,78,251,104,6,916,777
1,5,3.3.0,0,456,0,13,0,13,0,0,97,139,13,69,243,1,2,254,154,254,169,6,916,777
1,6,1.0.46,0,456,0,18,46,64,0,46,64,139,0,0,256,1,3,272,58,272,104,7,916,757
1,6,2.2.46,1,456,0,3,46,49,46,0,82,139,3,48,253,2,2,231,74,251,105,7,916,757
1,6,3.3.0,0,456,0,13,0,13,0,0,97,139,13,69,243,1,2,254,154,254,169,7,916,757
1,7,1.0.46,0,456,0,18,46,64,0,46,64,139,0,0,253,1,3,272,58,272,104,8,916,754
1,7,2.1.51,1,456,0,59,51,110,49,2,110,139,0,26,253,3,2,228,192,251,217,8,916,754
1,7,3.3.0,0,456,0,13,0,13,0,0,97,139,13,69,240,1,2,254,154,254,169,8,916,754
1,8,1.0.46,0,456,0,18,46,64,0,46,64,139,0,0,253,1,3,272,58,272,104,9,916,695
1,8,2.3.110,1,456,0,73,110,183,110,0,183,183,-13,95,266,4,2,169,154,251,169,9,916,695
1,8,3.3.0,0,456,0,13,0,13,0,0,97,139,13,69,240,1,2,254,154,254,169,9,916,695
1,9,1.0.46,0,456,0,18,46,64,0,46,64,183,0,0,266,1,3,272,58,272,104,10,916,622
1,9,2.4.183,1,462,1,96,183,279,183,0,279,279,-44,141,310,5,2,96,279,251,321,10,916,622
1,9,3.3.0,0,456,0,13,0,13,0,0,183,183,13,82,253,1,3,254,81,254,169,10,916,622
1,10,1.0.46,0,462,0,18,46,64,0,46,64,279,0,0,310,1,3,272,58,272,104,11,916,526
1,10,3.3.0,1,462,0,13,0,13,0,0,183,279,13,82,297,1,3,254,81,254,169,11,916,526
1,11,1.0.46,0,462,0,18,46,64,0,46,64,279,0,0,297,1,3,272,58,272,104,12,916,513
1,11,3.2.82,1,462,0,55,82,137,13,69,137,279,0,48,297,2,3,241,71,254,105,12,916,513
1,12,1.0.46,0,462,0,18,46,64,0,46,64,279,0,0,297,1,3,272,58,272,104,13,916,458
1,12,3.0.137,1,462,0,40,137,177,137,0,177,279,-91,91,388,3,3,186,58,254,104,13,916,458
1,13,1.0.46,0,462,0,18,46,64,0,46,177,279,18,73,370,1,4,272,18,272,104,14,916,418
1,13,3.4.279,1,462,0,99,279,378,177,102,378,378,0,141,388,4,3,146,183,254,321,14,916,418
1,14,1.0.46,0,462,0,18,46,64,0,46,177,378,18,73,370,1,4,272,18,272,104,15,916,319
1,14,3.1.378,1,462,0,47,378,425,378,0,425,425,-268,294,656,5,3,47,133,254,217,15,916,319
