PID,Step,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime
1,0,1,-1,-1,-2,0,-2,0,0,-2,-2,0,0,0,0,0,3,0,3,0
1,0,1,1,1,2,0,2,0,0,2,2,0,0,0,0,0,-3,0,-3,0
1,0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-3,0,-3,0
1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,3,0,3,0
1,0,0,-1,-1,-4,0,-4,0,0,-4,-4,0,0,0,0,0,-14,0,-14,0
1,0,0,1,1,4,0,4,0,0,4,4,0,0,0,0,0,14,0,14,0
1,0,0,-2,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,8,0,8,0
1,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,-8,0,-8,0
1,0,0,-7,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-5,0,-5,0
1,0,0,7,1,1,0,1,0,0,1,1,0,0,0,0,0,5,0,5,0
1,1,1,-1,-1,1,0,1,47,-47,1,1,-47,47,47,1,-1,-50,49,-3,2
1,1,1,1,1,-1,0,-1,-47,47,-1,-1,47,-47,-47,-1,1,50,-49,3,-2
1,1,1,-1,-1,6,0,6,47,-47,6,6,-47,47,47,1,-1,-44,49,3,2
1,1,1,1,1,-6,0,-6,-47,47,-6,-6,47,-47,-47,-1,1,44,-49,-3,-2
1,1,1,-1,-1,2,0,2,47,-47,2,2,-47,47,47,1,-1,-58,49,-11,2
1,1,1,1,1,-2,0,-2,-47,47,-2,-2,47,-47,-47,-1,1,58,-49,11,-2
1,1,0,-1,-1,-6,0,-6,0,0,-6,-6,0,0,0,0,0,-9,0,-9,0
1,1,0,1,1,6,0,6,0,0,6,6,0,0,0,0,0,9,0,9,0
