PID,Step,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrival,phi.procTotal,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
1,6,1,3,1,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
1,6,0,-7,-1,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
1,6,0,7,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
1,7,1,-3,-1,-33,0,-33,0,0,-178,0,0,0,-33,0,0,0,0,0,0,-178,0
1,7,1,3,1,33,0,33,0,0,178,0,0,0,33,0,0,0,0,0,0,178,0
1,7,0,-3,-1,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
1,7,0,3,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
1,7,0,-3,-1,-24,-82,-106,1,127,-143,-209,1,-2,-106,0,0,0,65,0,156,-205,0
1,7,0,3,1,24,82,106,-1,-127,143,209,-1,2,106,0,0,0,-65,0,-156,205,0
1,7,0,-3,-1,-6,0,-6,1,212,-27,-212,1,-2,-6,0,0,-82,147,82,156,-112,0
1,7,0,3,1,6,0,6,-1,-212,27,212,-1,2,6,0,0,82,-147,-82,-156,112,0
1,8,0,-50,-1,33,0,33,-1,-268,178,268,-1,3,33,20,0,138,-203,-138,-212,234,0
1,8,0,50,1,-33,0,-33,1,268,-178,-268,1,-3,-33,-20,0,-138,203,138,212,-234,0
1,8,1,-50,-1,33,0,33,-1,-268,170,268,-1,3,33,20,0,138,-203,-138,-212,226,0
1,8,1,50,1,-33,0,-33,1,268,-170,-268,1,-3,-33,-20,0,-138,203,138,212,-226,0
1,8,0,-50,-1,9,-138,-129,0,-141,35,3,0,0,-129,0,0,138,-138,-138,0,29,0
1,8,0,50,1,-9,138,129,0,141,-35,-3,0,0,129,0,0,-138,138,138,0,-29,0
1,8,0,-50,-1,27,-56,-29,0,-56,151,0,0,0,-29,0,0,56,-56,-56,0,122,0
1,8,0,50,1,-27,56,29,0,56,-151,0,0,0,29,0,0,-56,56,56,0,-122,0
1,9,1,-50,-1,33,89,122,-1,-268,178,357,-1,4,122,89,0,138,-203,-138,-301,234,0
1,9,1,50,1,-33,-89,-122,1,268,-178,-357,1,-4,-122,-89,0,-138,203,138,301,-234,0
1,9,0,-50,-1,35,89,124,0,89,170,0,0,0,124,91,0,-89,89,89,0,137,0
1,9,0,50,1,-35,-89,-124,0,-89,-170,0,0,0,-124,-91,0,89,-89,-89,0,-137,0
1,9,0,-50,-1,9,-138,-129,0,-141,35,3,0,0,-129,0,0,138,-138,-138,0,29,0
1,9,0,50,1,-9,138,129,0,141,-35,-3,0,0,129,0,0,-138,138,138,0,-29,0
1,9,0,-50,-1,27,-56,-29,0,-56,151,0,0,0,-29,0,0,56,-56,-56,0,122,0
1,9,0,50,1,-27,56,29,0,56,-151,0,0,0,29,0,0,-56,56,56,0,-122,0
1,10,1,-50,-1,35,89,124,0,89,170,0,0,0,124,2,0,-89,89,89,0,137,0
1,10,1,50,1,-35,-89,-124,0,-89,-170,0,0,0,-124,-2,0,89,-89,-89,0,-137,0
1,10,0,-50,-1,9,-138,-129,0,-141,35,3,0,0,-129,0,0,138,-138,-138,0,29,0
1,10,0,50,1,-9,138,129,0,141,-35,-3,0,0,129,0,0,-138,138,138,0,-29,0
1,10,0,-50,-1,27,-56,-29,0,-56,151,0,0,0,-29,0,0,56,-56,-56,0,122,0
1,10,0,50,1,-27,56,29,0,56,-151,0,0,0,29,0,0,-56,56,56,0,-122,0
1,10,0,-39,-1,-39,-178,-217,0,-178,-178,0,0,0,-217,-95,0,178,-178,-178,0,-145,0
1,10,0,39,1,39,178,217,0,178,178,0,0,0,217,95,0,-178,178,178,0,145,0
1,11,0,-86,-1,39,180,219,0,178,178,2,0,0,95,95,0,-56,56,56,0,145,0
1,11,0,86,1,-39,-180,-219,0,-178,-178,-2,0,0,-95,-95,0,56,-56,-56,0,-145,0
1,11,0,-86,-1,35,180,215,1,180,170,0,1,-1,91,91,0,-303,141,303,91,46,0
1,11,0,86,1,-35,-180,-215,-1,-180,-170,0,-1,1,-91,-91,0,303,-141,-303,-91,-46,0
1,11,0,-86,-1,9,-138,-129,0,-141,35,3,0,0,0,0,0,9,-9,-9,0,29,0
1,11,0,86,1,-9,138,129,0,141,-35,-3,0,0,0,0,0,-9,9,9,0,-29,0
1,11,1,-86,-1,27,-56,-29,0,-56,151,0,0,0,0,0,0,27,-27,-27,0,122,0
1,11,1,86,1,-27,56,29,0,56,-151,0,0,0,0,0,0,-27,27,27,0,-122,0
2,0,0,-1,-1,12,0,12,0,0,64,0,0,0,12,12,0,0,0,0,0,64,0
2,0,0,1,1,-12,0,-12,0,0,-64,0,0,0,-12,-12,0,0,0,0,0,-64,0
2,0,0,-1,-1,18,0,18,0,0,64,0,0,0,18,18,0,0,0,0,0,64,0
2,0,0,1,1,-18,0,-18,0,0,-64,0,0,0,-18,-18,0,0,0,0,0,-64,0
2,0,1,-1,-1,-17,0,-17,0,0,-79,0,0,0,-17,-17,0,0,0,0,0,-79,0
2,0,1,1,1,17,0,17,0,0,79,0,0,0,17,17,0,0,0,0,0,79,0
2,0,0,-1,-1,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
2,0,0,1,1,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
2,0,0,-6,-1,-29,0,-29,0,0,-139,0,0,0,-29,-29,0,0,0,0,0,-139,0
2,0,0,6,1,29,0,29,0,0,139,0,0,0,29,29,0,0,0,0,0,139,0
2,1,0,-1,-1,12,0,12,0,0,64,0,0,0,12,12,0,0,0,0,0,64,0
2,1,0,1,1,-12,0,-12,0,0,-64,0,0,0,-12,-12,0,0,0,0,0,-64,0
2,1,0,-1,-1,18,0,18,0,0,64,0,0,0,18,18,0,0,0,0,0,64,0
2,1,0,1,1,-18,0,-18,0,0,-64,0,0,0,-18,-18,0,0,0,0,0,-64,0
2,1,1,-1,-1,-13,0,-13,1,6,-79,-6,1,-1,-13,-13,0,-6,6,6,2,-85,0
2,1,1,1,1,13,0,13,-1,-6,79,6,-1,1,13,13,0,6,-6,-6,-2,85,0
2,1,0,-1,-1,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
2,1,0,1,1,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
2,1,0,-2,-1,-29,0,-29,0,0,-139,0,0,0,-29,-29,0,0,0,0,0,-139,0
2,1,0,2,1,29,0,29,0,0,139,0,0,0,29,29,0,0,0,0,0,139,0
2,2,0,-1,-1,12,0,12,0,0,64,0,0,0,12,12,0,0,0,0,0,64,0
2,2,0,1,1,-12,0,-12,0,0,-64,0,0,0,-12,-12,0,0,0,0,0,-64,0
2,2,0,-1,-1,18,0,18,0,0,64,0,0,0,18,18,0,0,0,0,0,64,0
2,2,0,1,1,-18,0,-18,0,0,-64,0,0,0,-18,-18,0,0,0,0,0,-64,0
2,2,1,-1,-1,-15,10,-5,2,16,-79,-6,2,-1,-5,-5,0,-16,16,16,2,-95,0
2,2,1,1,1,15,-10,5,-2,-16,79,6,-2,1,5,5,0,16,-16,-16,-2,95,0
2,2,0,-1,-1,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
2,2,0,1,1,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
2,2,0,-2,-1,-29,0,-29,0,0,-139,0,0,0,-29,-29,0,0,0,0,0,-139,0
2,2,0,2,1,29,0,29,0,0,139,0,0,0,29,29,0,0,0,0,0,139,0
2,3,0,-1,-1,12,0,12,0,0,64,0,0,0,12,12,0,0,0,0,0,64,0
2,3,0,1,1,-12,0,-12,0,0,-64,0,0,0,-12,-12,0,0,0,0,0,-64,0
2,3,0,-1,-1,18,0,18,0,0,64,0,0,0,18,18,0,0,0,0,0,64,0
2,3,0,1,1,-18,0,-18,0,0,-64,0,0,0,-18,-18,0,0,0,0,0,-64,0
2,3,1,-1,-1,-19,18,-1,3,24,-79,-6,3,-1,-1,-1,0,-24,24,24,-1,-103,0
2,3,1,1,1,19,-18,1,-3,-24,79,6,-3,1,1,1,0,24,-24,-24,1,103,0
2,3,0,-1,-1,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
2,3,0,1,1,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
2,3,0,-2,-1,-29,0,-29,0,0,-139,0,0,0,-29,-29,0,0,0,0,0,-139,0
2,3,0,2,1,29,0,29,0,0,139,0,0,0,29,29,0,0,0,0,0,139,0
2,4,0,-1,-1,12,0,12,0,0,64,0,0,0,12,12,0,0,0,0,0,64,0
2,4,0,1,1,-12,0,-12,0,0,-64,0,0,0,-12,-12,0,0,0,0,0,-64,0
2,4,0,-1,-1,18,0,18,0,0,64,0,0,0,18,18,0,0,0,0,0,64,0
2,4,0,1,1,-18,0,-18,0,0,-64,0,0,0,-18,-18,0,0,0,0,0,-64,0
2,4,1,-1,-1,-13,22,9,4,28,-79,-6,4,-1,9,9,0,-28,28,28,11,-107,0
2,4,1,1,1,13,-22,-9,-4,-28,79,6,-4,1,-9,-9,0,28,-28,-28,-11,107,0
2,4,0,-1,-1,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
2,4,0,1,1,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
2,4,0,-2,-1,-29,0,-29,0,0,-139,0,0,0,-29,-29,0,0,0,0,0,-139,0
2,4,0,2,1,29,0,29,0,0,139,0,0,0,29,29,0,0,0,0,0,139,0
2,5,1,-1,-1,12,0,12,0,0,64,0,0,0,12,3,0,0,0,0,0,64,0
2,5,1,1,1,-12,0,-12,0,0,-64,0,0,0,-12,-3,0,0,0,0,0,-64,0
2,5,0,-1,-1,18,0,18,0,0,64,0,0,0,18,9,0,0,0,0,0,64,0
2,5,0,1,1,-18,0,-18,0,0,-64,0,0,0,-18,-9,0,0,0,0,0,-64,0
2,5,0,-1,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
2,5,0,1,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
2,5,0,-2,-1,-29,0,-29,0,0,-139,0,0,0,-29,-20,0,0,0,0,0,-139,0
2,5,0,2,1,29,0,29,0,0,139,0,0,0,29,20,0,0,0,0,0,139,0
2,6,1,-1,-1,12,0,12,1,41,64,-41,1,-1,12,12,0,-25,31,25,27,29,0
2,6,1,1,1,-12,0,-12,-1,-41,-64,41,-1,1,-12,-12,0,25,-31,-25,-27,-29,0
2,6,0,-1,-1,18,0,18,0,0,64,0,0,0,18,18,0,0,0,0,0,64,0
2,6,0,1,1,-18,0,-18,0,0,-64,0,0,0,-18,-18,0,0,0,0,0,-64,0
2,6,0,-1,-1,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
2,6,0,1,1,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
2,6,0,-1,-1,-29,0,-29,0,0,-139,0,0,0,-29,-29,0,0,0,0,0,-139,0
2,6,0,1,1,29,0,29,0,0,139,0,0,0,29,29,0,0,0,0,0,139,0
2,7,1,-1,-1,14,35,49,2,76,64,-41,2,-1,49,37,0,-52,68,52,29,-6,0
2,7,1,1,1,-14,-35,-49,-2,-76,-64,41,-2,1,-49,-37,0,52,-68,-52,-29,6,0
2,7,0,-1,-1,18,0,18,0,0,64,0,0,0,18,6,0,0,0,0,0,64,0
2,7,0,1,1,-18,0,-18,0,0,-64,0,0,0,-18,-6,0,0,0,0,0,-64,0
2,7,0,-1,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
2,7,0,1,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
2,7,0,-1,-1,-29,0,-29,0,0,-139,0,0,0,-29,-17,0,0,0,0,0,-139,0
2,7,0,1,1,29,0,29,0,0,139,0,0,0,29,17,0,0,0,0,0,139,0
2,8,1,-1,-1,15,72,87,3,113,64,-41,3,-1,87,38,0,-85,109,85,30,-43,0
2,8,1,1,1,-15,-72,-87,-3,-113,-64,41,-3,1,-87,-38,0,85,-109,-85,-30,43,0
2,8,0,-1,-1,18,0,18,0,0,64,0,0,0,18,0,0,0,0,0,0,64,0
2,8,0,1,1,-18,0,-18,0,0,-64,0,0,0,-18,0,0,0,0,0,0,-64,0
2,8,0,-1,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
2,8,0,1,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
2,8,0,-1,-1,-29,0,-29,0,0,-139,0,0,0,-29,0,0,0,0,0,0,-139,0
2,8,0,1,1,29,0,29,0,0,139,0,0,0,29,0,0,0,0,0,0,139,0
2,9,1,-1,-1,13,110,123,4,151,64,-41,4,-1,123,36,0,-113,141,113,36,-81,0
2,9,1,1,1,-13,-110,-123,-4,-151,-64,41,-4,1,-123,-36,0,113,-141,-113,-36,81,0
2,9,0,-1,-1,18,0,18,0,0,64,0,0,0,18,0,0,0,0,0,0,64,0
2,9,0,1,1,-18,0,-18,0,0,-64,0,0,0,-18,0,0,0,0,0,0,-64,0
2,9,0,-1,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
2,9,0,1,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
2,9,0,-1,-1,-29,0,-29,0,0,-139,0,0,0,-29,0,0,0,0,0,0,-139,0
2,9,0,1,1,29,0,29,0,0,139,0,0,0,29,0,0,0,0,0,0,139,0
2,10,1,-1,-1,18,0,18,0,0,64,0,0,0,18,0,0,0,0,0,0,64,0
2,10,1,1,1,-18,0,-18,0,0,-64,0,0,0,-18,0,0,0,0,0,0,-64,0
2,10,1,-1,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
2,10,1,1,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
2,10,1,-1,-1,-29,0,-29,0,0,-139,0,0,0,-29,0,0,0,0,0,0,-139,0
2,10,1,1,1,29,0,29,0,0,139,0,0,0,29,0,0,0,0,0,0,139,0
2,11,0,-2,-1,-11,0,-11,0,0,-75,0,0,0,-11,0,0,0,0,0,0,-75,0
2,11,0,2,1,11,0,11,0,0,75,0,0,0,11,0,0,0,0,0,0,75,0
2,11,1,-2,-1,-28,12,-16,1,64,-139,-52,1,-1,-16,0,0,0,31,0,15,-162,0
2,11,1,2,1,28,-12,16,-1,-64,139,52,-1,1,16,0,0,0,-31,0,-15,162,0
2,11,0,-2,-1,-25,0,-25,0,0,-119,0,0,0,-25,0,0,0,0,0,0,-119,0
2,11,0,2,1,25,0,25,0,0,119,0,0,0,25,0,0,0,0,0,0,119,0
2,12,1,-2,-1,-11,0,-11,0,0,-75,0,0,0,-11,0,0,0,0,0,0,-75,0
2,12,1,2,1,11,0,11,0,0,75,0,0,0,11,0,0,0,0,0,0,75,0
2,12,0,-2,-1,-29,49,20,2,100,-139,-51,2,-1,20,0,0,0,68,0,15,-186,0
2,12,0,2,1,29,-49,-20,-2,-100,139,51,-2,1,-20,0,0,0,-68,0,-15,186,0
2,12,0,-2,-1,-25,0,-25,0,0,-119,0,0,0,-25,0,0,0,0,0,0,-119,0
2,12,0,2,1,25,0,25,0,0,119,0,0,0,25,0,0,0,0,0,0,119,0
2,13,0,-1,-1,-20,0,-20,1,105,-75,-105,1,-1,-20,0,0,-5,36,5,32,-116,0
2,13,0,1,1,20,0,20,-1,-105,75,105,-1,1,20,0,0,5,-36,-5,-32,116,0
2,13,1,-1,-1,-29,8,-21,2,100,-139,-92,2,-2,-21,0,0,0,68,0,56,-186,0
2,13,1,1,1,29,-8,21,-2,-100,139,92,-2,2,21,0,0,0,-68,0,-56,186,0
2,13,0,-1,-1,-25,0,-25,0,0,-119,0,0,0,-25,0,0,0,0,0,0,-119,0
2,13,0,1,1,25,0,25,0,0,119,0,0,0,25,0,0,0,0,0,0,119,0
2,14,0,-1,-1,-20,0,-20,1,105,-75,-105,1,-1,-20,0,0,-5,36,5,32,-116,0
2,14,0,1,1,20,0,20,-1,-105,75,105,-1,1,20,0,0,5,-36,-5,-32,116,0
2,14,1,-1,-1,-27,46,19,3,136,-139,-90,3,-2,19,0,0,0,109,0,56,-209,0
2,14,1,1,1,27,-46,-19,-3,-136,139,90,-3,2,-19,0,0,0,-109,0,-56,209,0
2,14,0,-1,-1,-25,0,-25,0,0,-119,0,0,0,-25,0,0,0,0,0,0,-119,0
2,14,0,1,1,25,0,25,0,0,119,0,0,0,25,0,0,0,0,0,0,119,0
2,15,0,-1,-1,-20,0,-20,1,105,-75,-105,1,-1,-20,0,0,-5,36,5,32,-116,0
2,15,0,1,1,20,0,20,-1,-105,75,105,-1,1,20,0,0,5,-36,-5,-32,116,0
2,15,1,-1,-1,-30,82,52,4,176,-139,-94,4,-2,52,22,0,0,141,0,64,-234,0
2,15,1,1,1,30,-82,-52,-4,-176,139,94,-4,2,-52,-22,0,0,-141,0,-64,234,0
2,15,0,-1,-1,-25,0,-25,0,0,-119,0,0,0,-25,0,0,0,0,0,0,-119,0
2,15,0,1,1,25,0,25,0,0,119,0,0,0,25,0,0,0,0,0,0,119,0
2,16,1,-1,-1,-20,0,-20,1,105,-75,-105,1,-1,-20,0,0,-5,36,5,32,-116,0
2,16,1,1,1,20,0,20,-1,-105,75,105,-1,1,20,0,0,5,-36,-5,-32,116,0
2,16,0,-1,-1,-25,0,-25,0,0,-119,0,0,0,-25,0,0,0,0,0,0,-119,0
2,16,0,1,1,25,0,25,0,0,119,0,0,0,25,0,0,0,0,0,0,119,0
2,17,1,-1,-1,-18,32,14,2,137,-75,-105,2,-1,14,0,0,-1,69,1,33,-148,0
2,17,1,1,1,18,-32,-14,-2,-137,75,105,-2,1,-14,0,0,1,-69,-1,-33,148,0
2,17,0,-1,-1,-25,0,-25,0,0,-119,0,0,0,-25,0,0,0,0,0,0,-119,0
2,17,0,1,1,25,0,25,0,0,119,0,0,0,25,0,0,0,0,0,0,119,0
2,18,1,-1,-1,-20,71,51,3,171,-75,-100,3,-1,51,0,0,0,109,0,31,-182,0
2,18,1,1,1,20,-71,-51,-3,-171,75,100,-3,1,-51,0,0,0,-109,0,-31,182,0
2,18,0,-1,-1,-25,0,-25,0,0,-119,0,0,0,-25,0,0,0,0,0,0,-119,0
2,18,0,1,1,25,0,25,0,0,119,0,0,0,25,0,0,0,0,0,0,119,0
2,19,1,-1,-1,-10,104,94,4,208,-75,-104,4,-1,94,42,0,0,141,0,42,-214,0
2,19,1,1,1,10,-104,-94,-4,-208,75,104,-4,1,-94,-42,0,0,-141,0,-42,214,0
2,19,0,-1,-1,-25,0,-25,0,0,-119,0,0,0,-25,0,0,0,0,0,0,-119,0
2,19,0,1,1,25,0,25,0,0,119,0,0,0,25,0,0,0,0,0,0,119,0
2,20,1,-1,-1,-25,0,-25,0,0,-119,0,0,0,-25,0,0,0,0,0,0,-119,0
2,20,1,1,1,25,0,25,0,0,119,0,0,0,25,0,0,0,0,0,0,119,0
3,0,1,-1,-1,14,0,14,0,0,71,0,0,0,14,14,0,0,0,0,0,71,0
3,0,1,1,1,-14,0,-14,0,0,-71,0,0,0,-14,-14,0,0,0,0,0,-71,0
3,0,1,-1,-1,8,0,8,0,0,40,0,0,0,8,8,0,0,0,0,0,40,0
3,0,1,1,1,-8,0,-8,0,0,-40,0,0,0,-8,-8,0,0,0,0,0,-40,0
3,0,1,-1,-1,18,0,18,0,0,81,0,0,0,18,18,0,0,0,0,0,81,0
3,0,1,1,1,-18,0,-18,0,0,-81,0,0,0,-18,-18,0,0,0,0,0,-81,0
3,0,1,-1,-1,2,0,2,0,0,5,0,0,0,2,2,0,0,0,0,0,5,0
3,0,1,1,1,-2,0,-2,0,0,-5,0,0,0,-2,-2,0,0,0,0,0,-5,0
3,0,1,-2,-1,-19,0,-19,0,0,-91,0,0,0,-19,-19,0,0,0,0,0,-91,0
3,0,1,2,1,19,0,19,0,0,91,0,0,0,19,19,0,0,0,0,0,91,0
3,1,0,-3,-1,-5,0,-5,0,0,-20,0,0,0,-5,-5,0,0,0,0,0,-20,0
3,1,0,3,1,5,0,5,0,0,20,0,0,0,5,5,0,0,0,0,0,20,0
3,1,1,-3,-1,-16,0,-16,1,16,-91,-16,1,-1,-16,-16,0,-16,16,16,18,-107,0
3,1,1,3,1,16,0,16,-1,-16,91,16,-1,1,16,16,0,16,-16,-16,-18,107,0
3,1,0,-3,-1,-11,0,-11,0,0,-51,0,0,0,-11,-11,0,0,0,0,0,-51,0
