PID,Step,Rank,ResultingOptMakespan,Followed,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin,sdr.MWR,sdr.LWR,sdr.SPT,sdr.LPT
0,0,-1,-1,0,48,-2,0,-44,13,-9,-17,2,1,1,0,1
0,0,1,1,0,-48,2,0,44,-13,9,17,-2,1,1,0,1
0,0,-1,-1,0,47,-1,0,3,-3,-8,-45,3,1,0,1,1
0,0,1,1,0,-47,1,0,-3,3,8,45,-3,1,0,1,1
0,0,-1,-1,0,-49,14,59,45,-5,12,47,-2,0,1,1,1
0,0,1,1,0,49,-14,-59,-45,5,-12,-47,2,0,1,1,1
0,0,-1,-2,1,44,-19,0,3,-6,-2,-40,-4,0,1,1,1
0,0,1,2,1,-44,19,0,-3,6,2,40,4,0,1,1,1
0,0,-1,-7,1,-44,7,-58,-49,-19,-1,-7,-46,1,1,1,0
0,0,1,7,1,44,-7,58,49,19,1,7,46,1,1,1,0
0,1,-1,-3,0,0,16,0,46,23,5,101,0,0,0,1,1
0,1,1,3,0,0,-16,0,-46,-23,-5,-101,0,0,0,1,1
0,1,-1,-3,0,49,65,0,91,35,12,104,0,0,1,1,1
0,1,1,3,0,-49,-65,0,-91,-35,-12,-104,0,0,1,1,1
0,1,-1,-3,0,44,64,0,48,31,8,59,4,0,1,1,1
0,1,1,3,0,-44,-64,0,-48,-31,-8,-59,-4,0,1,1,1
0,1,-1,-1,0,-47,-16,0,-101,-40,-7,-60,-38,0,1,0,1
0,1,1,1,0,47,16,0,101,40,7,60,38,0,1,0,1
0,1,-1,-8,1,5,4,-53,55,13,6,45,27,1,1,0,0
0,1,1,8,1,-5,-4,53,-55,-13,-6,-45,-27,1,1,0,0
0,2,-1,-2,0,1,1,0,-58,-6,-2,-25,2,1,1,0,0
0,2,1,2,0,-1,-1,0,58,6,2,25,-2,1,1,0,0
0,2,-1,-2,0,0,-48,-98,-52,-11,-5,-86,-33,1,1,1,0
0,2,1,2,0,0,48,98,52,11,5,86,33,1,1,1,0
0,2,-1,-2,0,1,1,0,-58,-2,1,13,29,1,0,0,1
0,2,1,2,0,-1,-1,0,58,2,-1,-13,-29,1,0,0,1
0,2,-1,-2,0,2,50,95,-51,1,-2,14,32,1,1,0,1
0,2,1,2,0,-2,-50,-95,51,-1,2,-14,-32,1,1,0,1
0,2,-1,-6,1,-1,-6,8,58,1,-1,-10,-6,0,1,0,1
0,2,1,6,1,1,6,-8,-58,-1,1,10,6,0,1,0,1
0,6,-1,-38,0,0,-38,-46,-53,-40,4,16,-38,1,1,1,0
0,6,1,38,0,0,38,46,53,40,-4,-16,38,1,1,1,0
0,6,-1,-38,0,0,-38,0,-53,-17,8,-5,-38,1,0,0,1
0,6,1,38,0,0,38,0,53,17,-8,5,38,1,0,0,1
0,6,-1,-38,0,0,-38,0,-86,-19,11,6,-38,0,1,1,1
0,6,1,38,0,0,38,0,86,19,-11,-6,38,0,1,1,1
0,6,-1,-38,1,1,-38,55,-53,-16,10,7,-38,1,1,1,1
0,6,1,38,1,-1,38,-55,53,16,-10,-7,38,1,1,1,1
0,6,-1,-38,0,0,-38,59,-54,-20,7,5,-38,1,1,1,1
0,6,1,38,0,0,38,-59,54,20,-7,-5,38,1,1,1,1
0,7,-1,-38,0,0,-38,-45,-53,-37,7,-9,-38,1,1,1,0
0,7,1,38,0,0,38,45,53,37,-7,9,38,1,1,1,0
0,7,-1,-38,0,0,-38,0,-53,-19,10,4,-38,1,0,0,1
0,7,1,38,0,0,38,0,53,19,-10,-4,38,1,0,0,1
0,7,-1,-38,0,0,-38,0,-54,-14,9,35,-12,0,1,1,1
0,7,1,38,0,0,38,0,54,14,-9,-35,12,0,1,1,1
0,7,-1,-38,1,50,1,0,-53,-14,7,31,-12,1,1,1,1
0,7,1,38,1,-50,-1,0,53,14,-7,-31,12,1,1,1,1
0,7,-1,-38,0,44,-7,-53,-53,-21,11,37,-38,1,1,1,1
0,7,1,38,0,-44,7,53,53,21,-11,-37,38,1,1,1,1
0,8,-1,-38,0,-45,0,-5,-6,-27,-2,-7,-38,1,0,1,0
0,8,1,38,0,45,0,5,6,27,2,7,38,1,0,1,0
0,8,-1,-38,0,-49,1,-5,-53,-35,2,-37,-38,1,1,1,0
0,8,1,38,0,49,-1,5,53,35,-2,37,38,1,1,1,0
0,8,-1,-38,0,4,0,0,-6,-3,3,35,-5,1,0,0,1
0,8,1,38,0,-4,0,0,6,3,-3,-35,5,1,0,0,1
0,8,-1,-38,0,4,0,0,-2,-4,-1,32,-12,0,0,1,1
0,8,1,38,0,-4,0,0,2,4,1,-32,12,0,0,1,1
0,8,-1,-38,1,-2,0,-43,-6,-7,4,-11,-11,1,0,1,1
0,8,1,38,1,2,0,43,6,7,-4,11,11,1,0,1,1
0,9,-1,-38,0,-2,0,-5,-6,-20,4,-3,-38,1,0,1,0
0,9,1,38,0,2,0,5,6,20,-4,3,38,1,0,1,0
0,9,-1,-38,0,0,1,-5,-53,-30,6,-54,-38,1,1,1,0
0,9,1,38,0,0,-1,5,53,30,-6,54,38,1,1,1,0
0,9,-1,-38,0,-2,0,0,-6,-2,8,39,-38,1,0,0,1
0,9,1,38,0,2,0,0,6,2,-8,-39,38,1,0,0,1
0,9,-1,-38,0,-2,0,0,-12,4,5,2,-11,0,0,1,1
0,9,1,38,0,2,0,0,12,-4,-5,-2,11,0,0,1,1
0,9,-1,-38,1,2,-1,0,-6,-7,3,-5,-7,1,0,1,1
0,9,1,38,1,-2,1,0,6,7,-3,5,7,1,0,1,1
0,10,-1,-31,0,-42,0,-5,-3,-18,1,0,-31,1,1,1,0
0,10,1,31,0,42,0,5,3,18,-1,0,31,1,1,1,0
0,10,-1,-31,0,4,0,0,-3,0,3,0,-31,1,1,0,1
0,10,1,31,0,-4,0,0,3,0,-3,0,31,1,1,0,1
0,10,-1,-31,0,4,0,0,-3,-3,1,0,-31,0,1,1,1
0,10,1,31,0,-4,0,0,3,3,-1,0,31,0,1,1,1
0,10,-1,-7,1,-5,0,0,-3,-9,-4,-46,-7,1,0,1,1
0,10,1,7,1,5,0,0,3,9,4,46,7,1,0,1,1
0,10,-1,-7,0,-4,0,0,-50,-13,5,-40,-7,1,1,1,1
0,10,1,7,0,4,0,0,50,13,-5,40,7,1,1,1,1
0,13,-1,-1,0,0,-1,0,0,-13,-1,5,-1,1,0,1,1
0,13,1,1,0,0,1,0,0,13,1,-5,1,1,0,1,1
0,13,-1,-1,0,0,-1,0,0,-11,-2,0,-1,1,1,0,1
0,13,1,1,0,0,1,0,0,11,2,0,1,1,1,0,1
0,13,-1,-1,0,0,5,-38,0,-12,0,5,-1,0,1,1,0
0,13,1,1,0,0,-5,38,0,12,0,-5,1,0,1,1,0
0,13,-1,-1,1,0,-1,0,0,-8,2,5,-1,1,1,1,1
0,13,1,1,1,0,1,0,0,8,-2,-5,1,1,1,1,1
0,13,-1,-1,0,2,-1,0,-1,-16,3,5,-1,1,1,1,1
0,13,1,1,0,-2,1,0,1,16,-3,-5,1,1,1,1,1
0,14,-1,-1,0,0,-1,0,0,-5,1,5,-1,1,1,1,1
0,14,1,1,0,0,1,0,0,5,-1,-5,1,1,1,1,1
0,14,-1,-1,0,0,-1,0,0,-5,2,5,-1,1,1,0,1
0,14,1,1,0,0,1,0,0,5,-2,-5,1,1,1,0,1
0,14,-1,-1,0,0,5,-38,0,-8,0,5,-1,0,1,1,0
0,14,1,1,0,0,-5,38,0,8,0,-5,1,0,1,1,0
0,14,-1,-1,0,0,-1,0,0,-8,2,2,-1,1,0,1,1
0,14,1,1,0,0,1,0,0,8,-2,-2,1,1,0,1,1
0,14,-1,-1,1,2,-1,0,-1,-13,5,5,-1,1,1,1,1
0,14,1,1,1,-2,1,0,1,13,-5,-5,1,1,1,1,1
0,16,-1,-49,0,0,-49,-56,0,-20,11,0,-49,1,1,1,1
0,16,1,49,0,0,49,56,0,20,-11,0,49,1,1,1,1
0,16,-1,-49,0,0,-49,-56,0,-26,10,0,-49,1,1,0,1
0,16,1,49,0,0,49,56,0,26,-10,0,49,1,1,0,1
0,16,-1,-49,0,0,-49,-56,0,-19,9,0,-49,0,1,1,0
0,16,1,49,0,0,49,56,0,19,-9,0,49,0,1,1,0
0,16,-1,-49,0,0,-49,-56,0,-22,15,0,-49,1,0,1,1
0,16,1,49,0,0,49,56,0,22,-15,0,49,1,0,1,1
0,16,-1,-49,1,-93,-49,-56,-49,-54,-4,-52,-49,1,1,1,1
0,16,1,49,1,93,49,56,49,54,4,52,49,1,1,1,1
1,0,-1,-1,1,94,14,0,8,-3,-10,-13,-27,1,0,0,1
1,0,1,1,1,-94,-14,0,-8,3,10,13,27,1,0,0,1
1,0,-1,-1,1,40,0,0,-2,-6,-6,-53,-6,1,0,1,1
1,0,1,1,1,-40,0,0,2,6,6,53,6,1,0,1,1
1,0,-1,-2,0,-103,-14,2,-9,1,2,-40,32,1,1,0,1
1,0,1,2,0,103,14,-2,9,-1,-2,40,-32,1,1,0,1
1,0,-1,-5,0,2,1,-10,0,-6,3,26,-13,0,1,1,0
1,0,1,5,0,-2,-1,10,0,6,-3,-26,13,0,1,1,0
1,0,-1,-2,0,6,6,52,-36,-10,3,8,-29,0,1,1,0
1,0,1,2,0,-6,-6,-52,36,10,-3,-8,29,0,1,1,0
1,1,-1,-2,0,42,-15,2,0,1,-4,0,5,1,0,1,1
