PID,Step,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmin,phi.RNDmean,phi.RNDmax,phi.RNDstd
1,0,1,-4,-1,67,79,-4,-15,0,23,10,-7
1,0,1,4,1,-67,-79,4,15,0,-23,-10,7
1,0,1,-4,-1,67,79,-87,-15,-4,13,9,2
1,0,1,4,1,-67,-79,87,15,4,-13,-9,-2
1,0,1,-4,-1,67,79,-4,-15,-3,28,12,0
1,0,1,4,1,-67,-79,4,15,3,-28,-12,0
1,0,1,-4,-1,20,79,-4,-15,1,16,12,9
1,0,1,4,1,-20,-79,4,15,-1,-16,-12,-9
1,0,0,-1,-1,0,-1,-84,0,-3,6,3,9
1,0,0,1,1,0,1,84,0,3,-6,-3,-9
1,1,0,-1,-1,6,-1,-85,12,-5,10,-4,11
1,1,0,1,1,-6,1,85,-12,5,-10,4,-11
1,1,0,-1,-1,6,-85,-85,-64,-1,-1,-8,16
1,1,0,1,1,-6,85,85,64,1,1,8,-16
1,1,0,-1,-1,5,2,1,10,3,8,-4,12
1,1,0,1,1,-5,-2,-1,-10,-3,-8,4,-12
1,1,0,-1,-1,-1,1,1,3,3,-1,-12,-2
1,1,0,1,1,1,-1,-1,-3,-3,1,12,2
1,1,1,-1,-1,5,-2,-85,13,-5,12,-2,14
1,1,1,1,1,-5,2,85,-13,5,-12,2,-14
1,2,0,-1,-1,99,-85,-2,15,0,23,4,10
1,2,0,1,1,-99,85,2,-15,0,-23,-4,-10
1,2,0,-1,-1,0,-85,-2,-65,-1,-5,3,9
1,2,0,1,1,0,85,2,65,1,5,-3,-9
1,2,1,-1,-1,15,1,1,14,1,15,4,8
1,2,1,1,1,-15,-1,-1,-14,-1,-15,-4,-8
1,2,0,-1,-1,4,1,1,3,-1,2,4,4
1,2,0,1,1,-4,-1,-1,-3,1,-2,-4,-4
1,2,0,-1,-1,0,-1,-2,13,1,7,3,1
1,2,0,1,1,0,1,2,-13,-1,-7,-3,-1
1,3,0,-2,-1,2,84,84,-80,-76,-2,-8,0
1,3,0,2,1,-2,-84,-84,80,76,2,8,0
1,3,0,-2,-1,-86,84,84,-89,-75,-28,-7,-10
1,3,0,2,1,86,-84,-84,89,75,28,7,10
1,3,0,-2,-1,-86,85,84,-85,-2,-16,-2,-7
1,3,0,2,1,86,-85,-84,85,2,16,2,7
1,3,1,-2,-1,-71,84,84,-85,-75,-13,-3,-1
1,3,1,2,1,71,-84,-84,85,75,13,3,1
1,3,0,-1,-1,3,-1,-1,3,74,22,0,9
1,3,0,1,1,-3,1,1,-3,-74,-22,0,-9
1,4,0,-2,-1,-79,-2,84,-80,78,1,-4,-5
1,4,0,2,1,79,2,-84,80,-78,-1,4,5
1,4,0,-2,-1,-86,-2,84,-86,-2,-13,4,-3
1,4,0,2,1,86,2,-84,86,2,13,-4,3
1,4,1,-2,-1,-86,-3,84,-85,0,-9,2,-6
1,4,1,2,1,86,3,-84,85,0,9,-2,6
1,4,0,-2,-1,-71,-2,84,-85,78,8,1,-4
1,4,0,2,1,71,2,-84,85,-78,-8,-1,4
1,4,0,-1,-1,5,1,-1,3,-6,4,-4,4
1,4,0,1,1,-5,-1,1,-3,6,-4,4,-4
