PID,Step,Rank,ResultingOptMakespan,Followed,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrivalTime,phi.totProc,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
0,0,-1,-4,1,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
0,0,1,4,1,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
0,0,-1,-4,1,5,0,5,0,0,24,0,0,0,5,5,0,0,0,0,0,24,0
0,0,1,4,1,-5,0,-5,0,0,-24,0,0,0,-5,-5,0,0,0,0,0,-24,0
0,0,-1,-4,1,7,0,7,0,0,33,0,0,0,7,7,0,0,0,0,0,33,0
0,0,1,4,1,-7,0,-7,0,0,-33,0,0,0,-7,-7,0,0,0,0,0,-33,0
0,0,-1,-4,1,4,0,4,0,0,19,0,0,0,4,4,0,0,0,0,0,19,0
0,0,1,4,1,-4,0,-4,0,0,-19,0,0,0,-4,-4,0,0,0,0,0,-19,0
0,0,-1,-1,0,4,0,4,0,0,18,0,0,0,4,4,0,0,0,0,0,18,0
0,0,1,1,0,-4,0,-4,0,0,-18,0,0,0,-4,-4,0,0,0,0,0,-18,0
0,1,-1,-1,0,4,0,4,0,0,18,0,0,0,4,4,0,0,0,0,0,18,0
0,1,1,1,0,-4,0,-4,0,0,-18,0,0,0,-4,-4,0,0,0,0,0,-18,0
0,1,-1,-1,1,-27,0,-27,1,97,38,-97,1,-1,-27,-27,0,-97,97,97,-113,-59,0
0,1,1,1,1,27,0,27,-1,-97,-38,97,-1,1,27,27,0,97,-97,-97,113,59,0
0,1,-1,-1,0,3,0,3,0,0,14,0,0,0,3,3,0,0,0,0,0,14,0
0,1,1,1,0,-3,0,-3,0,0,-14,0,0,0,-3,-3,0,0,0,0,0,-14,0
0,1,-1,-1,0,1,0,1,0,0,5,0,0,0,1,1,0,0,0,0,0,5,0
0,1,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,-1,0,0,0,0,0,-5,0
0,1,-1,-1,0,4,0,4,0,0,19,0,0,0,4,4,0,0,0,0,0,19,0
0,1,1,1,0,-4,0,-4,0,0,-19,0,0,0,-4,-4,0,0,0,0,0,-19,0
0,2,-1,-1,0,4,0,4,0,0,18,0,0,0,4,4,0,0,0,0,0,18,0
0,2,1,1,0,-4,0,-4,0,0,-18,0,0,0,-4,-4,0,0,0,0,0,-18,0
0,2,-1,-1,1,-16,62,46,2,159,38,-97,2,-1,46,46,0,-159,159,159,-55,-121,0
0,2,1,1,1,16,-62,-46,-2,-159,-38,97,-2,1,-46,-46,0,159,-159,-159,55,121,0
0,2,-1,-1,0,3,0,3,0,0,14,0,0,0,3,3,0,0,0,0,0,14,0
0,2,1,1,0,-3,0,-3,0,0,-14,0,0,0,-3,-3,0,0,0,0,0,-14,0
0,2,-1,-1,0,1,0,1,0,0,5,0,0,0,1,1,0,0,0,0,0,5,0
0,2,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,-1,0,0,0,0,0,-5,0
0,2,-1,-1,0,4,0,4,0,0,19,0,0,0,4,4,0,0,0,0,0,19,0
0,2,1,1,0,-4,0,-4,0,0,-19,0,0,0,-4,-4,0,0,0,0,0,-19,0
0,3,-1,-1,0,4,0,4,0,0,18,0,0,0,4,0,0,0,0,0,0,18,0
0,3,1,1,0,-4,0,-4,0,0,-18,0,0,0,-4,0,0,0,0,0,0,-18,0
0,3,-1,-1,1,4,135,139,3,232,38,-97,3,-1,139,93,0,-232,232,232,73,-194,0
0,3,1,1,1,-4,-135,-139,-3,-232,-38,97,-3,1,-139,-93,0,232,-232,-232,-73,194,0
0,3,-1,-1,0,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,0,14,0
0,3,1,1,0,-3,0,-3,0,0,-14,0,0,0,-3,0,0,0,0,0,0,-14,0
0,3,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,3,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,3,-1,-1,0,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,3,1,1,0,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,4,-1,-1,0,4,0,4,0,0,18,0,0,0,4,0,0,0,0,0,0,18,0
0,4,1,1,0,-4,0,-4,0,0,-18,0,0,0,-4,0,0,0,0,0,0,-18,0
0,4,-1,-1,1,-22,228,206,4,325,38,-97,4,-1,206,67,0,-325,325,325,-69,-287,0
0,4,1,1,1,22,-228,-206,-4,-325,-38,97,-4,1,-206,-67,0,325,-325,-325,69,287,0
0,4,-1,-1,0,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,0,14,0
0,4,1,1,0,-3,0,-3,0,0,-14,0,0,0,-3,0,0,0,0,0,0,-14,0
0,4,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,4,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,4,-1,-1,0,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,4,1,1,0,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,5,-1,-1,0,4,0,4,0,0,18,0,0,0,4,0,0,0,0,0,0,18,0
0,5,1,1,0,-4,0,-4,0,0,-18,0,0,0,-4,0,0,0,0,0,0,-18,0
0,5,-1,-1,0,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,0,14,0
0,5,1,1,0,-3,0,-3,0,0,-14,0,0,0,-3,0,0,0,0,0,0,-14,0
0,5,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,5,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,5,-1,-1,1,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,5,1,1,1,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,6,-1,-1,0,4,0,4,0,0,18,0,0,0,4,0,0,0,0,0,0,18,0
0,6,1,1,0,-4,0,-4,0,0,-18,0,0,0,-4,0,0,0,0,0,0,-18,0
0,6,-1,-1,0,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,0,14,0
0,6,1,1,0,-3,0,-3,0,0,-14,0,0,0,-3,0,0,0,0,0,0,-14,0
0,6,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,6,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,6,-1,-1,1,-31,0,-31,1,190,19,-190,1,-1,-31,0,0,-31,128,31,-82,-74,0
0,6,1,1,1,31,0,31,-1,-190,-19,190,-1,1,31,0,0,31,-128,-31,82,74,0
0,7,-1,-1,0,4,0,4,0,0,18,0,0,0,4,0,0,0,0,0,0,18,0
0,7,1,1,0,-4,0,-4,0,0,-18,0,0,0,-4,0,0,0,0,0,0,-18,0
0,7,-1,-1,0,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,0,14,0
0,7,1,1,0,-3,0,-3,0,0,-14,0,0,0,-3,0,0,0,0,0,0,-14,0
0,7,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,7,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,7,-1,-1,1,-21,58,37,2,248,19,-190,2,-1,37,0,0,-16,175,16,-35,-132,0
0,7,1,1,1,21,-58,-37,-2,-248,-19,190,-2,1,-37,0,0,16,-175,-16,35,132,0
0,8,-1,-1,0,4,0,4,0,0,18,0,0,0,4,0,0,0,0,0,0,18,0
0,8,1,1,0,-4,0,-4,0,0,-18,0,0,0,-4,0,0,0,0,0,0,-18,0
0,8,-1,-1,0,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,0,14,0
0,8,1,1,0,-3,0,-3,0,0,-14,0,0,0,-3,0,0,0,0,0,0,-14,0
0,8,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,8,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,8,-1,-1,1,0,135,135,3,316,19,-181,3,-1,135,22,0,0,232,0,73,-200,0
0,8,1,1,1,0,-135,-135,-3,-316,-19,181,-3,1,-135,-22,0,0,-232,0,-73,200,0
0,9,-1,-1,0,4,0,4,0,0,18,0,0,0,4,0,0,0,0,0,0,18,0
0,9,1,1,0,-4,0,-4,0,0,-18,0,0,0,-4,0,0,0,0,0,0,-18,0
0,9,-1,-1,0,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,0,14,0
0,9,1,1,0,-3,0,-3,0,0,-14,0,0,0,-3,0,0,0,0,0,0,-14,0
0,9,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,9,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,9,-1,-1,1,-24,224,200,4,414,19,-190,4,-1,200,65,0,-22,347,22,-43,-289,0
0,9,1,1,1,24,-224,-200,-4,-414,-19,190,-4,1,-200,-65,0,22,-347,-22,43,289,0
0,10,-1,-1,1,4,0,4,0,0,18,0,0,0,4,0,0,0,0,0,0,18,0
0,10,1,1,1,-4,0,-4,0,0,-18,0,0,0,-4,0,0,0,0,0,0,-18,0
0,10,-1,-1,0,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,0,14,0
0,10,1,1,0,-3,0,-3,0,0,-14,0,0,0,-3,0,0,0,0,0,0,-14,0
0,10,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,10,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,11,-1,-1,1,-31,0,-31,1,283,18,-283,1,-1,-31,0,0,-35,163,35,-47,-75,0
0,11,1,1,1,31,0,31,-1,-283,-18,283,-1,1,31,0,0,35,-163,-35,47,75,0
0,11,-1,-1,0,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,0,14,0
0,11,1,1,0,-3,0,-3,0,0,-14,0,0,0,-3,0,0,0,0,0,0,-14,0
0,11,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,11,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,12,-1,-1,1,-22,58,36,2,341,18,-283,2,-1,36,0,0,-25,200,25,-10,-133,0
0,12,1,1,1,22,-58,-36,-2,-341,-18,283,-2,1,-36,0,0,25,-200,-25,10,133,0
0,12,-1,-1,0,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,0,14,0
0,12,1,1,0,-3,0,-3,0,0,-14,0,0,0,-3,0,0,0,0,0,0,-14,0
0,12,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,12,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,13,-1,-1,1,0,131,131,3,408,18,-277,3,-1,131,24,0,0,232,0,77,-200,0
0,13,1,1,1,0,-131,-131,-3,-408,-18,277,-3,1,-131,-24,0,0,-232,0,-77,200,0
0,13,-1,-1,0,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,0,14,0
0,13,1,1,0,-3,0,-3,0,0,-14,0,0,0,-3,0,0,0,0,0,0,-14,0
0,13,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,13,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,14,-1,-1,1,-24,220,196,4,503,18,-283,4,-1,196,65,0,-24,371,24,-15,-289,0
0,14,1,1,1,24,-220,-196,-4,-503,-18,283,-4,1,-196,-65,0,24,-371,-24,15,289,0
0,14,-1,-1,0,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,0,14,0
0,14,1,1,0,-3,0,-3,0,0,-14,0,0,0,-3,0,0,0,0,0,0,-14,0
0,14,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,14,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,15,-1,-1,1,3,0,3,0,0,14,0,0,0,3,0,0,0,0,0,0,14,0
0,15,1,1,1,-3,0,-3,0,0,-14,0,0,0,-3,0,0,0,0,0,0,-14,0
0,15,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,15,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,16,-1,-1,1,-32,0,-32,1,375,14,-375,1,-1,-32,0,0,-34,197,34,-13,-78,0
0,16,1,1,1,32,0,32,-1,-375,-14,375,-1,1,32,0,0,34,-197,-34,13,78,0
0,16,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,16,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,17,-1,-1,1,-22,57,35,2,432,14,-375,2,-1,35,0,0,-24,224,24,15,-135,0
0,17,1,1,1,22,-57,-35,-2,-432,-14,375,-2,1,-35,0,0,24,-224,-24,-15,135,0
0,17,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,17,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,18,-1,-1,1,-1,128,127,3,499,14,-371,3,-1,127,23,0,0,232,0,80,-202,0
0,18,1,1,1,1,-128,-127,-3,-499,-14,371,-3,1,-127,-23,0,0,-232,0,-80,202,0
0,18,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
0,18,1,1,0,-1,0,-1,0,0,-5,0,0,0,-1,0,0,0,0,0,0,-5,0
0,19,-1,-1,1,-25,216,191,4,591,14,-375,4,-1,191,64,0,-23,394,23,12,-290,0
0,19,1,1,1,25,-216,-191,-4,-591,-14,375,-4,1,-191,-64,0,23,-394,-23,-12,290,0
0,19,-1,-1,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
