PID,Step,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrival,phi.procTotal,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
1,0,1,-17,-1,-60,0,-60,0,0,-106,0,0,0,-60,-60,0,0,0,0,0,-106,0
1,0,1,17,1,60,0,60,0,0,106,0,0,0,60,60,0,0,0,0,0,106,0
1,0,0,-17,-1,-40,0,-40,0,0,-127,0,0,0,-40,-40,0,0,0,0,0,-127,0
1,0,0,17,1,40,0,40,0,0,127,0,0,0,40,40,0,0,0,0,0,127,0
1,0,0,-17,-1,-46,0,-46,0,0,-165,0,0,0,-46,-46,0,0,0,0,0,-165,0
1,0,0,17,1,46,0,46,0,0,165,0,0,0,46,46,0,0,0,0,0,165,0
1,0,0,-24,-1,-8,0,-8,0,0,73,0,0,0,-8,-8,0,0,0,0,0,73,0
1,0,0,24,1,8,0,8,0,0,-73,0,0,0,8,8,0,0,0,0,0,-73,0
1,0,0,-24,-1,-8,0,-8,0,0,-33,0,0,0,-8,-8,0,0,0,0,0,-33,0
1,0,0,24,1,8,0,8,0,0,33,0,0,0,8,8,0,0,0,0,0,33,0
1,1,0,-2,-1,8,0,8,1,20,-33,-20,1,-1,8,8,0,-20,20,20,45,-53,0
1,1,0,2,1,-8,0,-8,-1,-20,33,20,-1,1,-8,-8,0,20,-20,-20,-45,53,0
1,1,1,-2,-1,-48,0,-48,0,0,-54,0,0,0,-48,-48,0,0,0,0,0,-54,0
1,1,1,2,1,48,0,48,0,0,54,0,0,0,48,48,0,0,0,0,0,54,0
1,1,0,-2,-1,-8,0,-8,0,0,73,0,0,0,-8,-8,0,0,0,0,0,73,0
1,1,0,2,1,8,0,8,0,0,-73,0,0,0,8,8,0,0,0,0,0,-73,0
1,1,0,-2,-1,-54,0,-54,0,0,-92,0,0,0,-54,-54,0,0,0,0,0,-92,0
1,1,0,2,1,54,0,54,0,0,92,0,0,0,54,54,0,0,0,0,0,92,0
1,1,0,-22,-1,-8,0,-8,0,0,-33,0,0,0,-8,-8,0,0,0,0,0,-33,0
1,1,0,22,1,8,0,8,0,0,33,0,0,0,8,8,0,0,0,0,0,33,0
1,2,0,-11,-1,24,-40,-16,0,-40,21,0,0,0,-16,-16,0,40,-40,-40,0,41,0
1,2,0,11,1,-24,40,16,0,40,-21,0,0,0,16,16,0,-40,40,40,0,-41,0
1,2,0,-11,-1,8,0,8,-1,-60,127,60,-1,2,8,8,0,60,-60,-60,-85,167,0
1,2,0,11,1,-8,0,-8,1,60,-127,-60,1,-2,-8,-8,0,-60,60,60,85,-167,0
1,2,1,-11,-1,-38,0,-38,-1,-60,-38,60,-1,2,-38,-38,0,60,-60,-60,-85,2,0
1,2,1,11,1,38,0,38,1,60,38,-60,1,-2,38,38,0,-60,60,60,85,-2,0
1,2,0,-2,-1,-16,0,-16,1,60,-54,-60,1,-2,-16,-16,0,-60,60,60,85,-94,0
1,2,0,2,1,16,0,16,-1,-60,54,60,-1,2,16,16,0,60,-60,-60,-85,94,0
1,2,0,-11,-1,-8,0,-8,0,0,-33,0,0,0,-8,-8,0,0,0,0,0,-33,0
1,2,0,11,1,8,0,8,0,0,33,0,0,0,8,8,0,0,0,0,0,33,0
1,3,0,-11,-1,24,-40,-16,0,-40,21,0,0,0,-16,-16,0,40,-40,-40,0,41,0
1,3,0,11,1,-24,40,16,0,40,-21,0,0,0,16,16,0,-40,40,40,0,-41,0
1,3,1,-11,-1,8,34,42,-1,-60,127,94,-1,3,42,42,0,60,-60,-60,-119,167,0
1,3,1,11,1,-8,-34,-42,1,60,-127,-94,1,-3,-42,-42,0,-60,60,60,119,-167,0
1,3,0,-2,-1,-16,-34,-50,1,60,-54,-94,1,-3,-50,-50,0,-60,60,60,119,-94,0
1,3,0,2,1,16,34,50,-1,-60,54,94,-1,3,50,50,0,60,-60,-60,-119,94,0
1,3,0,-11,-1,-8,0,-8,0,0,-33,0,0,0,-8,-8,0,0,0,0,0,-33,0
1,3,0,11,1,8,0,8,0,0,33,0,0,0,8,8,0,0,0,0,0,33,0
1,3,0,-21,-1,52,0,52,-1,-94,125,94,-1,3,52,52,0,94,-94,-94,-119,159,0
1,3,0,21,1,-52,0,-52,1,94,-125,-94,1,-3,-52,-52,0,-94,94,94,119,-159,0
1,4,1,-2,-1,8,0,8,0,0,33,0,0,0,8,8,0,0,0,0,0,33,0
1,4,1,2,1,-8,0,-8,0,0,-33,0,0,0,-8,-8,0,0,0,0,0,-33,0
1,4,1,-2,-1,8,-154,-146,1,20,-33,-174,1,-4,-146,-88,0,-20,20,20,199,-53,0
1,4,1,2,1,-8,154,146,-1,-20,33,174,-1,4,146,88,0,20,-20,-20,-199,53,0
1,4,1,-2,-1,-64,0,-64,1,174,73,-174,1,-4,-64,-64,0,-174,174,174,199,-7,0
1,4,1,2,1,64,0,64,-1,-174,-73,174,-1,4,64,64,0,174,-174,-174,-199,7,0
1,4,1,-9,-1,16,114,130,-1,-60,54,174,-1,4,130,88,0,60,-60,-60,-199,94,0
