PID,Step,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime
1,8,1,-3,-1,-108,-192,-300,-192,0,-300,-152,0,0,0,-1,-1,151,-238,-38,-430
1,8,1,3,1,108,192,300,192,0,300,152,0,0,0,1,1,-151,238,38,430
1,8,0,-3,-1,-36,-192,-228,-149,-43,-228,-80,-3,-62,3,0,-2,67,108,-26,-22
1,8,0,3,1,36,192,228,149,43,228,80,3,62,-3,0,2,-67,-108,26,22
1,8,1,-3,-1,-116,-3,-119,-3,0,-119,-119,-75,75,75,-1,2,-46,-489,-46,-567
1,8,1,3,1,116,3,119,3,0,119,119,75,-75,-75,1,-2,46,489,46,567
1,8,1,-3,-1,-139,-43,-182,-81,38,-182,-152,3,-3,-3,-1,1,86,-431,-91,-471
1,8,1,3,1,139,43,182,81,-38,182,152,-3,3,3,1,-1,-86,431,91,471
1,8,1,-3,-1,-105,-105,-210,-105,0,-210,-152,-87,87,87,0,-1,-55,-238,-157,-430
1,8,1,3,1,105,105,210,105,0,210,152,87,-87,-87,0,1,55,238,157,430
1,10,0,-20,-1,-78,0,-78,210,-210,-78,-78,-210,297,210,0,-1,-50,-133,157,-430
1,10,0,20,1,78,0,78,-210,210,78,78,210,-297,-210,0,1,50,133,-157,430
1,10,0,-20,-1,-44,-344,-388,-134,-210,-298,-88,44,43,-44,-2,-1,253,-133,119,-430
1,10,0,20,1,44,344,388,134,210,298,88,-44,-43,44,2,1,-253,133,-119,430
1,10,0,-20,-1,-52,-155,-207,55,-210,-207,-88,-78,75,78,-2,1,56,-337,111,-567
1,10,0,20,1,52,155,207,-55,210,207,88,78,-75,-78,2,-1,-56,337,-111,567
1,10,1,-20,-1,-75,-195,-270,-23,-172,-270,-88,0,-3,0,-2,0,188,-279,66,-471
1,10,1,20,1,75,195,270,23,172,270,88,0,3,0,2,0,-188,279,-66,471
1,10,0,-20,-1,-8,-152,-160,15,-167,-160,-88,0,62,0,-2,0,186,-194,145,-408
1,10,0,20,1,8,152,160,-15,167,160,88,0,-62,0,2,0,-186,194,-145,408
1,11,0,-20,-1,-78,0,-78,210,-210,-78,-78,-210,297,210,0,-1,-50,-133,157,-430
1,11,0,20,1,78,0,78,-210,210,78,78,210,-297,-210,0,1,50,133,-157,430
1,11,0,-20,-1,-44,-344,-388,-134,-210,-298,-88,44,43,-44,-2,-1,253,-133,119,-430
1,11,0,20,1,44,344,388,134,210,298,88,-44,-43,44,2,1,-253,133,-119,430
1,11,0,-20,-1,-52,-155,-207,55,-210,-207,-88,-78,75,78,-2,1,56,-337,111,-567
1,11,0,20,1,52,155,207,-55,210,207,88,78,-75,-78,2,-1,-56,337,-111,567
1,11,0,-20,-1,-48,-152,-200,28,-180,-200,-88,0,62,0,-1,0,175,-194,66,-408
1,11,0,20,1,48,152,200,-28,180,200,88,0,-62,0,1,0,-175,194,-66,408
1,11,1,-20,-1,-8,-152,-160,15,-167,-160,-88,0,62,0,-2,0,186,-194,145,-408
1,11,1,20,1,8,152,160,-15,167,160,88,0,-62,0,2,0,-186,194,-145,408
1,12,0,-20,-1,-78,0,-78,210,-210,-78,-78,-210,297,210,0,-1,-50,-133,157,-430
1,12,0,20,1,78,0,78,-210,210,78,78,210,-297,-210,0,1,50,133,-157,430
1,12,0,-20,-1,-44,-344,-388,-134,-210,-298,-88,44,43,-44,-2,-1,253,-133,119,-430
1,12,0,20,1,44,344,388,134,210,298,88,-44,-43,44,2,1,-253,133,-119,430
1,12,0,-20,-1,-52,-155,-207,55,-210,-207,-88,-78,75,78,-2,1,56,-337,111,-567
1,12,0,20,1,52,155,207,-55,210,207,88,78,-75,-78,2,-1,-56,337,-111,567
1,12,1,-20,-1,-48,-72,-120,28,-100,-120,-88,0,62,0,-1,1,175,-274,66,-408
1,12,1,20,1,48,72,120,-28,100,120,88,0,-62,0,1,-1,-175,274,-66,408
1,12,0,-20,-1,-40,-72,-112,138,-210,-112,-88,-161,158,161,-1,1,106,-337,145,-567
1,12,0,20,1,40,72,112,-138,210,112,88,161,-158,-161,1,-1,-106,337,-145,567
1,13,0,-20,-1,-78,0,-78,210,-210,-78,-78,-210,297,210,0,-1,-50,-133,157,-430
1,13,0,20,1,78,0,78,-210,210,78,78,210,-297,-210,0,1,50,133,-157,430
1,13,0,-20,-1,-44,-344,-388,-134,-210,-298,-88,44,43,-44,-2,-1,253,-133,119,-430
1,13,0,20,1,44,344,388,134,210,298,88,-44,-43,44,2,1,-253,133,-119,430
1,13,1,-20,-1,-52,-155,-207,55,-210,-207,-88,-78,75,78,-2,1,56,-337,111,-567
1,13,1,20,1,52,155,207,-55,210,207,88,78,-75,-78,2,-1,-56,337,-111,567
1,13,0,-20,-1,56,0,56,178,-178,56,56,0,0,0,0,0,135,0,66,0
1,13,0,20,1,-56,0,-56,-178,178,-56,-56,0,0,0,0,0,-135,0,-66,0
1,13,0,-20,-1,-40,-72,-112,138,-210,-112,-88,-161,158,161,-1,1,106,-337,145,-567
1,13,0,20,1,40,72,112,-138,210,112,88,161,-158,-161,1,-1,-106,337,-145,567
1,14,0,-20,-1,-78,0,-78,210,-210,-78,-78,-210,297,210,0,-1,-50,-133,157,-430
1,14,0,20,1,78,0,78,-210,210,78,78,210,-297,-210,0,1,50,133,-157,430
1,14,0,-20,-1,-44,-344,-388,-134,-210,-298,-88,44,43,-44,-2,-1,253,-133,119,-430
1,14,0,20,1,44,344,388,134,210,298,88,-44,-43,44,2,1,-253,133,-119,430
1,14,0,-20,-1,-68,-32,-100,91,-123,-100,-88,0,62,0,-1,2,20,-314,111,-408
1,14,0,20,1,68,32,100,-91,123,100,88,0,-62,0,1,-2,-20,314,-111,408
1,14,0,-20,-1,56,0,56,178,-178,56,56,0,0,0,0,0,135,0,66,0
1,14,0,20,1,-56,0,-56,-178,178,-56,-56,0,0,0,0,0,-135,0,-66,0
1,14,1,-20,-1,-40,-72,-112,138,-210,-112,-88,-47,122,47,-1,2,106,-373,145,-567
1,14,1,20,1,40,72,112,-138,210,112,88,47,-122,-47,1,-2,-106,373,-145,567
1,15,0,-20,-1,-78,0,-78,210,-210,-78,-78,-210,297,210,0,-1,-50,-133,157,-430
1,15,0,20,1,78,0,78,-210,210,78,78,210,-297,-210,0,1,50,133,-157,430
1,15,1,-20,-1,-44,-344,-388,-134,-210,-298,-88,44,43,-44,-2,-1,253,-133,119,-430
1,15,1,20,1,44,344,388,134,210,298,88,-44,-43,44,2,1,-253,133,-119,430
1,15,0,-20,-1,-68,-32,-100,91,-123,-100,-88,0,62,0,-1,2,20,-314,111,-408
1,15,0,20,1,68,32,100,-91,123,100,88,0,-62,0,1,-2,-20,314,-111,408
1,15,0,-20,-1,56,0,56,178,-178,56,56,0,0,0,0,0,135,0,66,0
1,15,0,20,1,-56,0,-56,-178,178,-56,-56,0,0,0,0,0,-135,0,-66,0
1,15,0,-20,-1,11,-24,-13,186,-210,-13,-13,-186,273,186,0,-1,58,-133,145,-430
1,15,0,20,1,-11,24,13,-186,210,13,13,186,-273,-186,0,1,-58,133,-145,430
1,16,0,-20,-1,-78,0,-78,210,-210,-78,-78,-210,253,210,0,0,-50,-177,157,-430
1,16,0,20,1,78,0,78,-210,210,78,78,210,-253,-210,0,0,50,177,-157,430
1,16,0,-20,-1,0,-32,-32,-90,58,-32,-32,0,62,0,-1,2,209,-314,119,-408
1,16,0,20,1,0,32,32,90,-58,32,32,0,-62,0,1,-2,-209,314,-119,408
