PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime,xi.step,xi.totProcTime,xi.totWrm
1001,0,0.0.0,0,566,0,49,0,49,0,0,49,49,0,0,0,1,1,245,300,245,300,1,1537,1537
1001,0,1.0.0,0,572,3,63,0,63,0,0,63,63,0,0,0,1,1,331,300,331,300,1,1537,1537
1001,0,2.0.0,1,566,0,32,0,32,0,0,32,32,0,0,0,1,1,165,300,165,300,1,1537,1537
1001,0,3.0.0,0,567,1,60,0,60,0,0,60,60,0,0,0,1,1,305,300,305,300,1,1537,1537
1001,0,4.0.0,0,568,2,43,0,43,0,0,43,43,0,0,0,1,1,221,300,221,300,1,1537,1537
1001,0,5.0.0,0,566,0,53,0,53,0,0,53,53,0,0,0,1,1,270,300,270,300,1,1537,1537
1001,1,0.0.32,0,566,0,49,32,81,0,32,81,81,0,0,0,1,2,245,268,245,300,2,1537,1505
1001,1,1.0.32,0,571,2,63,32,95,0,32,95,95,0,0,0,1,2,331,268,331,300,2,1537,1505
1001,1,2.1.32,1,566,0,31,32,63,32,0,63,63,-32,32,32,2,1,133,303,165,303,2,1537,1505
1001,1,3.0.32,0,566,0,60,32,92,0,32,92,92,0,0,0,1,2,305,268,305,300,2,1537,1505
1001,1,4.0.32,0,568,1,43,32,75,0,32,75,75,0,0,0,1,2,221,268,221,300,2,1537,1505
1001,1,5.0.32,0,566,0,53,32,85,0,32,85,85,0,0,0,1,2,270,268,270,300,2,1537,1505
1001,2,0.0.32,0,566,0,49,32,81,0,32,81,81,0,0,32,1,2,245,268,245,300,3,1537,1474
1001,2,1.0.32,0,571,2,63,32,95,0,32,95,95,0,0,32,1,2,331,268,331,300,3,1537,1474
1001,2,2.2.63,1,566,0,35,63,98,63,0,98,98,-63,63,95,3,1,102,312,165,312,3,1537,1474
1001,2,3.0.32,0,566,0,60,32,92,0,32,92,92,0,0,32,1,2,305,268,305,300,3,1537,1474
1001,2,4.0.32,0,568,1,43,32,75,0,32,75,75,0,0,32,1,2,221,268,221,300,3,1537,1474
1001,2,5.0.32,0,566,0,53,32,85,0,32,85,85,0,0,32,1,2,270,268,270,300,3,1537,1474
1001,3,0.0.32,0,566,0,49,32,81,0,32,81,98,0,0,95,1,2,245,268,245,300,4,1537,1439
1001,3,1.0.32,0,571,2,63,32,95,0,32,95,98,0,0,95,1,2,331,268,331,300,4,1537,1439
1001,3,2.3.98,1,566,0,34,98,132,98,0,132,132,-98,98,193,4,1,67,310,165,310,4,1537,1439
1001,3,3.0.32,0,566,0,60,32,92,0,32,92,98,0,0,95,1,2,305,268,305,300,4,1537,1439
1001,3,4.0.32,0,568,1,43,32,75,0,32,75,98,0,0,95,1,2,221,268,221,300,4,1537,1439
1001,3,5.0.32,0,566,0,53,32,85,0,32,85,98,0,0,95,1,2,270,268,270,300,4,1537,1439
1001,4,0.0.32,0,566,0,49,32,81,0,32,81,132,0,0,193,1,2,245,268,245,300,5,1537,1405
1001,4,1.0.32,0,571,2,63,32,95,0,32,95,132,0,0,193,1,2,331,268,331,300,5,1537,1405
1001,4,2.4.132,1,566,0,33,132,165,132,0,165,165,-132,132,325,5,1,33,312,165,312,5,1537,1405
1001,4,3.0.32,0,566,0,60,32,92,0,32,92,132,0,0,193,1,2,305,268,305,300,5,1537,1405
1001,4,4.0.32,0,568,1,43,32,75,0,32,75,132,0,0,193,1,2,221,268,221,300,5,1537,1405
1001,4,5.0.32,0,566,0,53,32,85,0,32,85,132,0,0,193,1,2,270,268,270,300,5,1537,1405
1001,5,0.0.32,0,566,0,49,32,81,0,32,81,165,0,0,325,1,2,245,268,245,300,6,1537,1372
1001,5,1.0.32,0,571,2,63,32,95,0,32,95,165,0,0,325,1,2,331,268,331,300,6,1537,1372
1001,5,3.0.32,0,566,0,60,32,92,0,32,92,165,0,0,325,1,2,305,268,305,300,6,1537,1372
1001,5,4.0.32,1,568,1,43,32,75,0,32,75,165,0,0,325,1,2,221,268,221,300,6,1537,1372
1001,5,5.0.32,0,566,0,53,32,85,0,32,85,165,0,0,325,1,2,270,268,270,300,6,1537,1372
1001,6,0.0.75,0,568,0,49,75,124,0,75,124,165,0,0,325,1,3,245,225,245,300,7,1537,1329
1001,6,1.0.75,0,573,1,63,75,138,0,75,138,165,0,0,325,1,3,331,225,331,300,7,1537,1329
1001,6,3.0.75,0,568,0,60,75,135,0,75,135,165,0,0,325,1,3,305,225,305,300,7,1537,1329
1001,6,4.1.75,1,568,0,46,75,121,75,0,121,165,-12,44,337,2,2,178,272,221,303,7,1537,1329
