PID,Step,Rank,ResultingOptMakespan,Followed,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin,sdr.MWR,sdr.LWR,sdr.SPT,sdr.LPT
0,0,-1,-17,0,-65,144,0,50,-14,4,-17,-16,0,1,0,1
0,0,1,17,0,65,-144,0,-50,14,-4,17,16,0,1,0,1
0,0,-1,-17,0,-57,130,0,46,8,15,10,-13,0,1,1,1
0,0,1,17,0,57,-130,0,-46,-8,-15,-10,13,0,1,1,1
0,0,-1,-17,0,-13,124,0,83,8,12,27,-5,0,0,1,1
0,0,1,17,0,13,-124,0,-83,-8,-12,-27,5,0,0,1,1
0,0,-1,-24,0,-57,-212,0,-110,-47,-7,-24,-28,0,1,1,1
0,0,1,24,0,57,212,0,110,47,7,24,28,0,1,1,1
0,0,-1,-24,1,57,64,-46,14,-34,4,-28,-44,1,1,1,0
0,0,1,24,1,-57,-64,46,-14,34,-4,28,44,1,1,1,0
0,1,-1,-2,0,46,-6,4,53,1,0,-6,5,1,0,1,1
0,1,1,2,0,-46,6,-4,-53,-1,0,6,-5,1,0,1,1
0,1,-1,-3,0,-20,-14,-8,-84,2,-2,-21,-10,1,1,0,1
0,1,1,3,0,20,14,8,84,-2,2,21,10,1,1,0,1
0,1,-1,-18,0,18,54,8,21,10,14,72,-23,1,1,0,1
0,1,1,18,0,-18,-54,-8,-21,-10,-14,-72,23,1,1,0,1
0,1,-1,-4,0,0,-8,0,5,8,-14,-72,15,0,1,1,1
0,1,1,4,0,0,8,0,-5,-8,14,72,-15,0,1,1,1
0,1,-1,-30,1,-75,-50,-17,-5,-24,7,-4,-26,0,1,1,0
0,1,1,30,1,75,50,17,5,24,-7,4,26,0,1,1,0
0,2,-1,-4,1,0,6,0,0,0,-2,-11,-20,0,1,1,0
0,2,1,4,1,0,-6,0,0,0,2,11,20,0,1,1,0
0,2,-1,-4,1,0,-28,-46,0,3,0,2,-23,0,1,1,0
0,2,1,4,1,0,28,46,0,-3,0,-2,23,0,1,1,0
0,2,-1,-4,1,-49,6,-12,-10,10,0,19,-15,0,0,1,0
0,2,1,4,1,49,-6,12,10,-10,0,-19,15,0,0,1,0
0,2,-1,-1,1,53,-26,0,14,-9,5,-12,8,0,1,0,0
0,2,1,1,1,-53,26,0,-14,9,-5,12,-8,0,1,0,0
0,2,-1,-1,1,43,-12,23,-13,-14,-2,-14,25,0,1,1,0
0,2,1,1,1,-43,12,-23,13,14,2,14,-25,0,1,1,0
0,3,-1,-9,1,24,-6,-40,0,9,0,16,-19,1,1,1,0
0,3,1,9,1,-24,6,40,0,-9,0,-16,19,1,1,1,0
0,3,-1,-9,0,24,-6,-40,0,3,-6,15,-10,1,1,1,1
