PID,Step,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrival,phi.procTotal,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
1,7,0,-43,-1,-2,-46,-48,0,-48,17,2,0,0,-48,0,0,46,-46,-46,0,12,0
1,7,0,43,1,2,46,48,0,48,-17,-2,0,0,48,0,0,-46,46,46,0,-12,0
1,8,0,-1,-1,-1,0,-1,0,0,-5,0,0,0,-1,-1,0,0,0,0,0,-5,0
1,8,0,1,1,1,0,1,0,0,5,0,0,0,1,1,0,0,0,0,0,5,0
1,8,1,-1,-1,-8,-95,-103,1,100,3,-195,1,-3,-103,-3,0,0,47,0,144,-50,0
1,8,1,1,1,8,95,103,-1,-100,-3,195,-1,3,103,3,0,0,-47,0,-144,50,0
1,8,0,-42,-1,3,0,3,-1,-197,11,197,-1,3,3,3,0,95,-142,-95,-144,60,0
1,8,0,42,1,-3,0,-3,1,197,-11,-197,1,-3,-3,-3,0,-95,142,95,144,-60,0
1,8,0,-42,-1,6,49,55,-1,-148,14,197,-1,3,55,3,0,46,-93,-46,-144,62,0
1,8,0,42,1,-6,-49,-55,1,148,-14,-197,1,-3,-55,-3,0,-46,93,46,144,-62,0
1,9,1,-1,-1,-1,0,-1,0,0,-5,0,0,0,-1,-1,0,0,0,0,0,-5,0
1,9,1,1,1,1,0,1,0,0,5,0,0,0,1,1,0,0,0,0,0,5,0
1,9,0,-1,-1,-5,-47,-52,2,149,3,-196,2,-3,-52,-3,0,0,102,0,132,-97,0
1,9,0,1,1,5,47,52,-2,-149,-3,196,-2,3,52,3,0,0,-102,0,-132,97,0
1,9,0,-1,-1,-6,-48,-54,1,148,-14,-196,1,-2,-54,-3,0,0,47,0,97,-62,0
1,9,0,1,1,6,48,54,-1,-148,14,196,-1,2,54,3,0,0,-47,0,-97,62,0
1,9,0,-43,-1,3,0,3,-1,-197,11,197,-1,2,3,3,0,48,-95,-48,-97,60,0
1,9,0,43,1,-3,0,-3,1,197,-11,-197,1,-2,-3,-3,0,-48,95,48,97,-60,0
1,10,0,-44,-1,3,54,57,-1,-197,11,251,-1,3,57,55,0,48,-95,-48,-151,60,0
1,10,0,44,1,-3,-54,-57,1,197,-11,-251,1,-3,-57,-55,0,-48,95,48,151,-60,0
1,10,0,-44,-1,0,54,54,0,54,6,0,0,0,54,52,0,-54,54,54,0,1,0
1,10,0,44,1,0,-54,-54,0,-54,-6,0,0,0,-54,-52,0,54,-54,-54,0,-1,0
1,10,1,-44,-1,-2,-47,-49,1,-48,14,1,1,-1,-49,0,0,48,7,-48,35,-37,0
1,10,1,44,1,2,47,49,-1,48,-14,-1,-1,1,49,0,0,-48,-7,48,-35,37,0
1,10,0,-44,-1,-3,-48,-51,0,-49,-3,1,0,0,-51,0,0,48,-48,-48,0,-2,0
1,10,0,44,1,3,48,51,0,49,3,-1,0,0,51,0,0,-48,48,48,0,2,0
1,11,0,-44,-1,3,54,57,-1,-197,11,251,-1,3,57,55,0,48,-95,-48,-151,60,0
1,11,0,44,1,-3,-54,-57,1,197,-11,-251,1,-3,-57,-55,0,-48,95,48,151,-60,0
1,11,0,-44,-1,0,54,54,0,54,6,0,0,0,54,52,0,-54,54,54,0,1,0
1,11,0,44,1,0,-54,-54,0,-54,-6,0,0,0,-54,-52,0,54,-54,-54,0,-1,0
1,11,1,-44,-1,3,3,6,2,3,14,0,2,-1,6,4,0,46,57,-46,46,-87,0
1,11,1,44,1,-3,-3,-6,-2,-3,-14,0,-2,1,-6,-4,0,-46,-57,46,-46,87,0
1,11,0,-44,-1,-3,-48,-51,0,-49,-3,1,0,0,-51,0,0,48,-48,-48,0,-2,0
1,11,0,44,1,3,48,51,0,49,3,-1,0,0,51,0,0,-48,48,48,0,2,0
1,12,0,-44,-1,3,54,57,-1,-197,11,251,-1,3,57,51,0,48,-95,-48,-151,60,0
1,12,0,44,1,-3,-54,-57,1,197,-11,-251,1,-3,-57,-51,0,-48,95,48,151,-60,0
1,12,0,-44,-1,0,54,54,0,54,6,0,0,0,54,48,0,-54,54,54,0,1,0
1,12,0,44,1,0,-54,-54,0,-54,-6,0,0,0,-54,-48,0,54,-54,-54,0,-1,0
1,12,1,-44,-1,3,58,61,3,58,14,0,3,-1,61,55,0,42,109,-42,47,-142,0
1,12,1,44,1,-3,-58,-61,-3,-58,-14,0,-3,1,-61,-55,0,-42,-109,42,-47,142,0
1,12,0,-44,-1,-3,-48,-51,0,-49,-3,1,0,0,-51,0,0,48,-48,-48,0,-2,0
1,12,0,44,1,3,48,51,0,49,3,-1,0,0,51,0,0,-48,48,48,0,2,0
1,13,0,-44,-1,3,54,57,-1,-197,11,251,-1,3,57,0,0,48,-95,-48,-151,60,0
1,13,0,44,1,-3,-54,-57,1,197,-11,-251,1,-3,-57,0,0,-48,95,48,151,-60,0
1,13,1,-44,-1,0,54,54,0,54,6,0,0,0,54,0,0,-54,54,54,0,1,0
1,13,1,44,1,0,-54,-54,0,-54,-6,0,0,0,-54,0,0,54,-54,-54,0,-1,0
1,13,0,-44,-1,-3,-48,-51,0,-49,-3,1,0,0,-51,0,0,48,-48,-48,0,-2,0
1,13,0,44,1,3,48,51,0,49,3,-1,0,0,51,0,0,-48,48,48,0,2,0
1,14,0,-46,-1,3,54,57,-1,-197,11,251,-1,2,3,0,0,-52,-97,52,-99,60,0
1,14,0,46,1,-3,-54,-57,1,197,-11,-251,1,-2,-3,0,0,52,97,-52,99,-60,0
1,14,0,-46,-1,-7,106,99,1,106,6,0,1,-1,45,38,0,-155,108,155,37,-51,0
1,14,0,46,1,7,-106,-99,-1,-106,-6,0,-1,1,-45,-38,0,155,-108,-155,-37,51,0
1,14,1,-46,-1,-3,-48,-51,0,-49,-3,1,0,0,0,0,0,-3,3,3,0,-2,0
1,14,1,46,1,3,48,51,0,49,3,-1,0,0,0,0,0,3,-3,-3,0,2,0
1,21,0,-40,-1,3,-97,-94,-3,-348,5,251,-3,2,-94,-40,0,42,-194,-42,-91,156,0
1,21,0,40,1,-3,97,94,3,348,-5,-251,3,-2,94,40,0,-42,194,42,91,-156,0
1,21,1,-40,-1,-6,-42,-48,0,-52,-6,10,0,0,-48,-40,0,42,-42,-42,0,-2,0
1,21,1,40,1,6,42,48,0,52,6,-10,0,0,48,40,0,-42,42,42,0,2,0
1,23,0,-44,-1,6,-153,-147,-4,-404,5,251,-4,2,-147,-49,0,44,-248,-44,-93,208,0
1,23,0,44,1,-6,153,147,4,404,-5,-251,4,-2,147,49,0,-44,248,44,93,-208,0
1,23,1,-44,-1,4,-44,-40,0,-52,-6,8,0,0,-40,-40,0,44,-44,-44,0,4,0
1,23,1,44,1,-4,44,40,0,52,6,-8,0,0,40,40,0,-44,44,44,0,-4,0
2,0,1,-1,-1,1,0,1,0,0,-15,0,0,0,1,1,0,0,0,0,0,-15,0
2,0,1,1,1,-1,0,-1,0,0,15,0,0,0,-1,-1,0,0,0,0,0,15,0
2,0,0,-1,-1,-3,0,-3,0,0,-4,0,0,0,-3,-3,0,0,0,0,0,-4,0
2,0,0,1,1,3,0,3,0,0,4,0,0,0,3,3,0,0,0,0,0,4,0
2,0,1,-2,-1,-7,0,-7,0,0,12,0,0,0,-7,-7,0,0,0,0,0,12,0
2,0,1,2,1,7,0,7,0,0,-12,0,0,0,7,7,0,0,0,0,0,-12,0
2,0,0,-5,-1,-3,0,-3,0,0,-12,0,0,0,-3,-3,0,0,0,0,0,-12,0
2,0,0,5,1,3,0,3,0,0,12,0,0,0,3,3,0,0,0,0,0,12,0
2,0,0,-2,-1,3,0,3,0,0,2,0,0,0,3,3,0,0,0,0,0,2,0
2,0,0,2,1,-3,0,-3,0,0,-2,0,0,0,-3,-3,0,0,0,0,0,-2,0
2,1,0,-1,-1,-6,0,-6,0,0,-3,0,0,0,-6,-6,0,0,0,0,0,-3,0
2,1,0,1,1,6,0,6,0,0,3,0,0,0,6,6,0,0,0,0,0,3,0
2,1,0,-1,-1,-9,0,-9,0,0,-15,0,0,0,-9,-9,0,0,0,0,0,-15,0
2,1,0,1,1,9,0,9,0,0,15,0,0,0,9,9,0,0,0,0,0,15,0
2,1,0,-1,-1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
2,1,0,1,1,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,-10,0
2,1,0,-1,-1,1,0,1,1,45,12,-45,1,-1,1,1,0,-45,45,45,44,-33,0
2,1,0,1,1,-1,0,-1,-1,-45,-12,45,-1,1,-1,-1,0,45,-45,-45,-44,33,0
2,1,1,-1,-1,-3,0,-3,0,0,1,0,0,0,-3,-3,0,0,0,0,0,1,0
2,1,1,1,1,3,0,3,0,0,-1,0,0,0,3,3,0,0,0,0,0,-1,0
2,2,0,-1,-1,-6,0,-6,0,0,-3,0,0,0,-6,-6,0,0,0,0,0,-3,0
2,2,0,1,1,6,0,6,0,0,3,0,0,0,6,6,0,0,0,0,0,3,0
2,2,0,-1,-1,-9,0,-9,0,0,-15,0,0,0,-9,-9,0,0,0,0,0,-15,0
2,2,0,1,1,9,0,9,0,0,15,0,0,0,9,9,0,0,0,0,0,15,0
2,2,0,-1,-1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
2,2,0,1,1,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,-10,0
2,2,1,-1,-1,1,-49,-48,1,45,12,-94,1,-2,-48,-48,0,-45,45,45,93,-33,0
2,2,1,1,1,-1,49,48,-1,-45,-12,94,-1,2,48,48,0,45,-45,-45,-93,33,0
2,2,0,-44,-1,5,0,5,-1,-94,-1,94,-1,2,5,5,0,94,-94,-94,-93,48,0
2,2,0,44,1,-5,0,-5,1,94,1,-94,1,-2,-5,-5,0,-94,94,94,93,-48,0
2,3,0,-1,-1,-6,0,-6,0,0,-3,0,0,0,-6,-6,0,0,0,0,0,-3,0
2,3,0,1,1,6,0,6,0,0,3,0,0,0,6,6,0,0,0,0,0,3,0
2,3,0,-1,-1,-9,0,-9,0,0,-15,0,0,0,-9,-9,0,0,0,0,0,-15,0
2,3,0,1,1,9,0,9,0,0,15,0,0,0,9,9,0,0,0,0,0,15,0
2,3,0,-1,-1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
2,3,0,1,1,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,-10,0
2,3,1,-1,-1,-2,4,2,2,98,12,-94,2,-2,2,2,0,-98,98,98,92,-86,0
2,3,1,1,1,2,-4,-2,-2,-98,-12,94,-2,2,-2,-2,0,98,-98,-98,-92,86,0
2,3,0,-1,-1,-5,4,-1,1,94,1,-90,1,-1,-1,-1,0,0,45,0,40,-48,0
2,3,0,1,1,5,-4,1,-1,-94,-1,90,-1,1,1,1,0,0,-45,0,-40,48,0
2,4,0,-1,-1,-6,0,-6,0,0,-3,0,0,0,-6,0,0,0,0,0,0,-3,0
2,4,0,1,1,6,0,6,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0
2,4,0,-1,-1,-9,0,-9,0,0,-15,0,0,0,-9,-1,0,0,0,0,0,-15,0
2,4,0,1,1,9,0,9,0,0,15,0,0,0,9,1,0,0,0,0,0,15,0
2,4,0,-1,-1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
2,4,0,1,1,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,-10,0
2,4,0,-1,-1,2,54,56,3,148,12,-94,3,-2,56,54,0,-148,148,148,89,-136,0
2,4,0,1,1,-2,-54,-56,-3,-148,-12,94,-3,2,-56,-54,0,148,-148,-148,-89,136,0
2,4,1,-1,-1,-5,4,-1,1,94,1,-90,1,-1,-1,0,0,0,45,0,40,-48,0
2,4,1,1,1,5,-4,1,-1,-94,-1,90,-1,1,1,0,0,0,-45,0,-40,48,0
2,5,0,-1,-1,-6,0,-6,0,0,-3,0,0,0,-6,0,0,0,0,0,0,-3,0
2,5,0,1,1,6,0,6,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0
2,5,0,-1,-1,-9,0,-9,0,0,-15,0,0,0,-9,-1,0,0,0,0,0,-15,0
2,5,0,1,1,9,0,9,0,0,15,0,0,0,9,1,0,0,0,0,0,15,0
2,5,0,-1,-1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
2,5,0,1,1,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,-10,0
2,5,1,-1,-1,2,54,56,3,148,12,-94,3,-2,56,54,0,-148,148,148,89,-136,0
2,5,1,1,1,-2,-54,-56,-3,-148,-12,94,-3,2,-56,-54,0,148,-148,-148,-89,136,0
2,5,0,-1,-1,-3,54,51,2,145,1,-91,2,-1,51,49,0,0,98,0,42,-95,0
2,5,0,1,1,3,-54,-51,-2,-145,-1,91,-2,1,-51,-49,0,0,-98,0,-42,95,0
2,6,0,-1,-1,-6,0,-6,0,0,-3,0,0,0,-6,0,0,0,0,0,0,-3,0
2,6,0,1,1,6,0,6,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0
2,6,0,-1,-1,-9,0,-9,0,0,-15,0,0,0,-9,0,0,0,0,0,0,-15,0
2,6,0,1,1,9,0,9,0,0,15,0,0,0,9,0,0,0,0,0,0,15,0
2,6,1,-1,-1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
2,6,1,1,1,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,-10,0
2,6,0,-1,-1,0,108,108,4,202,12,-94,4,-2,108,52,0,-202,202,202,91,-190,0
2,6,0,1,1,0,-108,-108,-4,-202,-12,94,-4,2,-108,-52,0,202,-202,-202,-91,190,0
2,6,0,-1,-1,-3,54,51,2,145,1,-91,2,-1,51,0,0,0,98,0,42,-95,0
2,6,0,1,1,3,-54,-51,-2,-145,-1,91,-2,1,-51,0,0,0,-98,0,-42,95,0
2,7,0,-10,-1,-9,0,-9,0,0,-15,0,0,0,-9,0,0,0,0,0,0,-15,0
2,7,0,10,1,9,0,9,0,0,15,0,0,0,9,0,0,0,0,0,0,15,0
2,7,0,-10,-1,-3,0,-3,0,0,-12,0,0,0,-3,0,0,0,0,0,0,-12,0
2,7,0,10,1,3,0,3,0,0,12,0,0,0,3,0,0,0,0,0,0,12,0
2,7,0,-10,-1,-1,0,-1,1,146,-2,-146,1,-1,-1,0,0,-1,46,1,45,-54,0
2,7,0,10,1,1,0,1,-1,-146,2,146,-1,1,1,0,0,1,-46,-1,-45,54,0
2,7,1,-10,-1,-3,56,53,4,202,0,-146,4,-3,53,52,0,-202,202,202,143,-202,0
2,7,1,10,1,3,-56,-53,-4,-202,0,146,-4,3,-53,-52,0,202,-202,-202,-143,202,0
2,7,0,-10,-1,-6,2,-4,2,145,-11,-143,2,-2,-4,0,0,0,98,0,94,-107,0
2,7,0,10,1,6,-2,4,-2,-145,11,143,-2,2,4,0,0,0,-98,0,-94,107,0
2,8,0,-10,-1,-9,0,-9,0,0,-15,0,0,0,-9,0,0,0,0,0,0,-15,0
2,8,0,10,1,9,0,9,0,0,15,0,0,0,9,0,0,0,0,0,0,15,0
2,8,0,-10,-1,-3,0,-3,0,0,-12,0,0,0,-3,0,0,0,0,0,0,-12,0
2,8,0,10,1,3,0,3,0,0,12,0,0,0,3,0,0,0,0,0,0,12,0
2,8,0,-10,-1,-1,0,-1,1,146,-2,-146,1,-1,-1,0,0,-1,46,1,45,-54,0
2,8,0,10,1,1,0,1,-1,-146,2,146,-1,1,1,0,0,1,-46,-1,-45,54,0
2,8,1,-10,-1,-6,2,-4,2,145,-11,-143,2,-2,-4,0,0,0,98,0,94,-107,0
2,8,1,10,1,6,-2,4,-2,-145,11,143,-2,2,4,0,0,0,-98,0,-94,107,0
2,9,1,-10,-1,-9,0,-9,0,0,-15,0,0,0,-9,0,0,0,0,0,0,-15,0
2,9,1,10,1,9,0,9,0,0,15,0,0,0,9,0,0,0,0,0,0,15,0
2,9,0,-10,-1,-3,0,-3,0,0,-12,0,0,0,-3,0,0,0,0,0,0,-12,0
2,9,0,10,1,3,0,3,0,0,12,0,0,0,3,0,0,0,0,0,0,12,0
2,9,0,-10,-1,-1,0,-1,1,146,-2,-146,1,-1,-1,0,0,-1,46,1,45,-54,0
2,9,0,10,1,1,0,1,-1,-146,2,146,-1,1,1,0,0,1,-46,-1,-45,54,0
2,9,0,-10,-1,-6,56,50,3,197,-11,-141,3,-2,50,0,0,0,148,0,87,-156,0
2,9,0,10,1,6,-56,-50,-3,-197,11,141,-3,2,-50,0,0,0,-148,0,-87,156,0
2,10,0,-4,-1,-3,0,-3,0,0,-12,0,0,0,-3,0,0,0,0,0,0,-12,0
2,10,0,4,1,3,0,3,0,0,12,0,0,0,3,0,0,0,0,0,0,12,0
2,10,0,-4,-1,-1,-46,-47,1,146,-2,-192,1,-2,-47,0,0,-1,46,1,91,-54,0
2,10,0,4,1,1,46,47,-1,-146,2,192,-1,2,47,0,0,1,-46,-1,-91,54,0
2,10,1,-4,-1,-6,10,4,3,197,-11,-187,3,-3,4,0,0,0,148,0,133,-156,0
2,10,1,4,1,6,-10,-4,-3,-197,11,187,-3,3,-4,0,0,0,-148,0,-133,156,0
2,10,0,-41,-1,6,0,6,-1,-192,15,192,-1,2,6,0,0,47,-92,-47,-91,61,0
2,10,0,41,1,-6,0,-6,1,192,-15,-192,1,-2,-6,0,0,-47,92,47,91,-61,0
2,11,0,-4,-1,-3,0,-3,0,0,-12,0,0,0,-3,0,0,0,0,0,0,-12,0
2,11,0,4,1,3,0,3,0,0,12,0,0,0,3,0,0,0,0,0,0,12,0
2,11,0,-4,-1,-1,-46,-47,1,146,-2,-192,1,-2,-47,0,0,-1,46,1,91,-54,0
2,11,0,4,1,1,46,47,-1,-146,2,192,-1,2,47,0,0,1,-46,-1,-91,54,0
2,11,1,-4,-1,-6,62,56,4,251,-11,-189,4,-3,56,49,0,0,202,0,137,-205,0
2,11,1,4,1,6,-62,-56,-4,-251,11,189,-4,3,-56,-49,0,0,-202,0,-137,205,0
2,11,0,-41,-1,6,0,6,-1,-192,15,192,-1,2,6,0,0,47,-92,-47,-91,61,0
2,11,0,41,1,-6,0,-6,1,192,-15,-192,1,-2,-6,0,0,-47,92,47,91,-61,0
2,12,0,-4,-1,-3,0,-3,0,0,-12,0,0,0,-3,0,0,0,0,0,0,-12,0
2,12,0,4,1,3,0,3,0,0,12,0,0,0,3,0,0,0,0,0,0,12,0
2,12,1,-4,-1,-1,-46,-47,1,146,-2,-192,1,-2,-47,0,0,-1,46,1,91,-54,0
2,12,1,4,1,1,46,47,-1,-146,2,192,-1,2,47,0,0,1,-46,-1,-91,54,0
2,12,0,-41,-1,6,0,6,-1,-192,15,192,-1,2,6,0,0,47,-92,-47,-91,61,0
2,12,0,41,1,-6,0,-6,1,192,-15,-192,1,-2,-6,0,0,-47,92,47,91,-61,0
2,13,0,-4,-1,-6,8,2,1,192,-15,-184,1,-1,2,0,0,0,46,0,37,-61,0
2,13,0,4,1,6,-8,-2,-1,-192,15,184,-1,1,-2,0,0,0,-46,0,-37,61,0
2,13,0,-4,-1,-3,0,-3,0,0,-12,0,0,0,-3,0,0,0,0,0,0,-12,0
2,13,0,4,1,3,0,3,0,0,12,0,0,0,3,0,0,0,0,0,0,12,0
2,13,1,-4,-1,-1,8,7,2,200,-2,-192,2,-2,7,0,0,-3,101,3,91,-108,0
2,13,1,4,1,1,-8,-7,-2,-200,2,192,-2,2,-7,0,0,3,-101,-3,-91,108,0
2,14,0,-4,-1,-6,8,2,1,192,-15,-184,1,-1,2,0,0,0,46,0,37,-61,0
2,14,0,4,1,6,-8,-2,-1,-192,15,184,-1,1,-2,0,0,0,-46,0,-37,61,0
2,14,0,-4,-1,-3,0,-3,0,0,-12,0,0,0,-3,0,0,0,0,0,0,-12,0
2,14,0,4,1,3,0,3,0,0,12,0,0,0,3,0,0,0,0,0,0,12,0
