PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrival,phi.procTotal,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
1,9,3.4.253,1,529,0,80,253,333,5,253,220,0,4,2,333,333,10,-116,206,565,289,80,1249
1,9,4.3.69,0,529,0,96,69,165,1,0,347,69,3,3,165,253,10,0,0,449,226,347,1249
1,10,0.2.15,0,546,1,96,15,111,1,0,307,15,2,3,182,333,11,96,70,469,183,307,1169
1,10,1.2.15,0,529,0,3,15,18,1,0,274,15,2,3,182,333,11,3,163,562,183,274,1169
1,10,2.1.0,1,529,0,96,0,96,1,0,241,0,1,3,253,333,11,96,41,469,267,241,1169
1,10,4.3.69,0,529,0,96,69,165,1,0,347,69,3,3,165,333,11,0,0,565,226,347,1169
1,11,0.2.15,0,546,1,96,15,111,1,0,307,15,2,3,182,333,12,96,70,373,183,307,1073
1,11,1.2.15,0,529,0,3,15,18,1,0,274,15,2,3,182,333,12,3,163,466,183,274,1073
1,11,2.2.96,1,529,0,36,96,132,2,96,241,0,2,3,182,333,12,36,130,433,183,145,1073
1,11,4.3.69,0,529,0,96,69,165,1,0,347,69,3,3,165,333,12,0,0,469,226,347,1073
1,12,0.2.182,0,529,0,96,182,278,1,0,307,182,2,4,278,333,13,0,130,433,147,307,1037
1,12,1.2.15,0,529,0,3,15,18,1,0,274,15,2,4,182,333,13,3,127,430,147,274,1037
1,12,2.0.132,1,531,1,20,132,152,3,132,241,0,0,3,152,333,13,-2,58,435,284,109,1037
1,12,4.3.69,0,529,0,96,69,165,1,0,347,69,3,3,165,333,13,0,0,433,226,347,1037
1,13,0.2.182,0,531,0,96,182,278,1,0,307,182,2,4,278,333,14,0,130,435,147,307,1017
1,13,1.2.15,0,531,0,3,15,18,1,0,274,15,2,4,182,333,14,3,127,432,147,274,1017
1,13,2.4.152,1,531,0,56,152,208,4,152,241,0,4,3,333,333,14,56,150,379,209,89,1017
1,13,4.3.69,0,531,0,96,69,165,1,0,347,69,3,3,165,333,14,0,0,435,226,347,1017
1,14,0.2.182,0,531,0,96,182,278,1,0,307,182,2,4,278,333,15,0,130,379,147,307,961
1,14,1.2.15,0,531,0,3,15,18,1,0,274,15,2,4,182,333,15,3,127,376,147,274,961
1,14,2.3.208,1,531,0,33,208,241,5,208,241,0,3,3,241,333,15,-139,139,518,226,33,961
1,14,4.3.69,0,531,0,96,69,165,1,0,347,69,3,3,165,333,15,0,0,379,226,347,961
1,15,0.2.182,0,531,0,96,182,278,1,0,307,182,2,4,278,333,16,0,130,518,147,307,928
1,15,1.2.15,1,531,0,3,15,18,1,0,274,15,2,4,182,333,16,3,127,515,147,274,928
1,15,4.3.69,0,531,0,96,69,165,1,0,347,69,3,4,241,333,16,96,43,422,193,347,928
1,16,0.2.182,0,531,0,96,182,278,1,0,307,182,2,5,278,333,17,0,127,515,144,307,925
1,16,1.4.18,1,531,0,44,18,62,2,18,274,0,4,4,333,333,17,44,106,471,153,271,925
1,16,4.3.69,0,531,0,96,69,165,1,0,347,69,3,4,241,333,17,96,43,419,193,347,925
1,17,0.2.182,0,531,0,96,182,278,1,0,307,182,2,5,278,333,18,0,127,471,144,307,881
1,17,1.0.152,1,531,0,88,152,240,3,62,274,90,0,4,240,333,18,0,58,471,264,227,881
1,17,4.3.69,0,531,0,96,69,165,1,0,347,69,3,4,241,333,18,96,43,375,193,347,881
1,18,0.2.182,0,531,0,96,182,278,1,0,307,182,2,5,278,333,19,0,127,471,144,307,793
1,18,1.1.253,1,531,0,71,253,324,4,240,274,13,1,4,324,333,19,0,41,471,171,139,793
1,18,4.3.69,0,531,0,96,69,165,1,0,347,69,3,4,241,333,19,96,43,375,193,347,793
1,19,0.2.182,0,531,0,96,182,278,1,0,307,182,2,5,278,333,20,0,127,471,144,307,722
1,19,1.3.324,1,531,0,68,324,392,5,324,274,0,3,4,392,392,20,-83,222,554,193,68,722
1,19,4.3.69,0,531,0,96,69,165,1,0,347,69,3,4,241,333,20,96,43,375,193,347,722
1,20,0.2.182,1,531,0,96,182,278,1,0,307,182,2,5,278,392,21,0,127,554,144,307,654
1,20,4.3.69,0,531,0,96,69,165,1,0,347,69,3,5,392,392,21,96,126,458,125,347,654
1,21,0.0.278,1,625,1,96,278,374,2,278,307,0,0,5,374,392,22,-38,96,592,176,211,558
1,21,4.3.69,0,531,0,96,69,165,1,0,347,69,3,5,392,392,22,96,126,458,125,347,558
1,22,0.1.374,1,625,0,76,374,450,3,374,307,0,1,5,450,450,23,-50,91,642,100,115,462
1,22,4.3.69,0,625,0,96,69,165,1,0,347,69,3,5,392,392,23,96,126,496,125,347,462
1,23,0.4.450,1,625,0,10,450,460,4,450,307,0,4,5,460,460,24,-117,223,759,109,39,386
1,23,4.3.69,0,625,0,96,69,165,1,0,347,69,3,5,392,450,24,96,126,546,125,347,386
1,24,0.3.460,1,625,0,29,460,489,5,460,307,0,3,5,489,489,25,-68,290,827,125,29,376
1,24,4.3.69,0,625,0,96,69,165,1,0,347,69,3,5,392,460,25,96,126,663,125,347,376
1,25,4.3.69,1,625,0,96,69,165,1,0,347,69,3,6,489,489,26,96,194,731,96,347,347
1,26,4.0.374,1,625,0,80,374,454,2,165,347,209,0,6,454,489,27,0,96,731,80,251,251
1,27,4.2.454,1,625,0,48,454,502,3,454,347,0,2,6,502,502,28,-176,303,907,48,171,171
1,28,4.4.502,1,625,0,99,502,601,4,502,347,0,4,6,601,601,29,-42,265,949,99,123,123
1,29,4.1.601,1,625,0,24,601,625,5,601,347,0,1,6,625,625,30,-151,242,1100,24,24,24
2,0,0.0.0,1,404,1,10,0,10,1,0,153,0,0,1,10,10,1,0,0,0,273,153,1345
2,0,1.2.0,0,402,0,8,0,8,1,0,175,0,2,1,8,8,1,0,0,0,267,175,1345
2,0,2.3.0,0,402,0,2,0,2,1,0,268,0,3,1,2,2,1,0,0,0,249,268,1345
2,0,3.1.0,0,402,0,11,0,11,1,0,280,0,1,1,11,11,1,0,0,0,288,280,1345
2,0,4.2.0,0,402,0,48,0,48,1,0,286,0,2,1,48,48,1,0,0,0,267,286,1345
2,0,5.0.0,0,402,0,39,0,39,1,0,183,0,0,1,39,39,1,0,0,0,273,183,1345
2,1,0.2.10,1,404,0,1,10,11,2,10,153,0,2,1,11,11,2,-10,10,10,267,143,1335
2,1,1.2.0,0,404,0,8,0,8,1,0,175,0,2,1,8,10,2,0,0,0,267,175,1335
2,1,2.3.0,0,404,0,2,0,2,1,0,268,0,3,1,2,10,2,0,0,0,249,268,1335
2,1,3.1.0,0,404,0,11,0,11,1,0,280,0,1,1,11,11,2,0,0,0,288,280,1335
2,1,4.2.0,0,404,0,48,0,48,1,0,286,0,2,1,48,48,2,0,0,0,267,286,1335
2,1,5.0.10,0,404,0,39,10,49,1,0,183,10,0,2,49,49,2,0,0,0,263,183,1335
2,2,0.1.11,1,404,0,44,11,55,3,11,153,0,1,1,55,55,3,-11,11,21,288,142,1334
2,2,1.2.0,0,404,0,8,0,8,1,0,175,0,2,2,11,11,3,8,2,2,266,175,1334
2,2,2.3.0,0,404,0,2,0,2,1,0,268,0,3,1,2,11,3,0,0,10,249,268,1334
2,2,3.1.0,0,404,0,11,0,11,1,0,280,0,1,1,11,11,3,0,0,10,288,280,1334
2,2,4.2.11,0,404,0,48,11,59,1,0,286,11,2,2,59,59,3,0,10,10,266,286,1334
2,2,5.0.10,0,404,0,39,10,49,1,0,183,10,0,2,49,49,3,0,0,10,263,183,1334
2,3,0.3.55,1,404,0,36,55,91,4,55,153,0,3,1,91,91,4,-55,55,76,249,98,1290
2,3,1.2.0,0,404,0,8,0,8,1,0,175,0,2,2,11,55,4,8,2,13,266,175,1290
2,3,2.3.0,0,404,0,2,0,2,1,0,268,0,3,1,2,55,4,0,0,21,249,268,1290
2,3,3.1.0,0,404,0,11,0,11,1,0,280,0,1,2,55,55,4,11,0,10,244,280,1290
2,3,4.2.11,0,404,0,48,11,59,1,0,286,11,2,2,59,59,4,0,10,21,266,286,1290
2,3,5.0.10,0,404,0,39,10,49,1,0,183,10,0,2,49,55,4,0,0,21,263,183,1290
2,4,0.4.91,1,440,1,62,91,153,5,91,153,0,4,1,153,153,5,-91,91,167,268,62,1254
2,4,1.2.0,0,404,0,8,0,8,1,0,175,0,2,2,11,91,5,8,2,68,266,175,1254
2,4,2.3.0,0,404,0,2,0,2,1,0,268,0,3,2,91,91,5,2,53,74,213,268,1254
2,4,3.1.0,0,404,0,11,0,11,1,0,280,0,1,2,55,91,5,11,0,65,244,280,1254
2,4,4.2.11,0,404,0,48,11,59,1,0,286,11,2,2,59,91,5,0,10,76,266,286,1254
2,4,5.0.10,0,404,0,39,10,49,1,0,183,10,0,2,49,91,5,0,0,76,263,183,1254
2,5,1.2.0,1,440,0,8,0,8,1,0,175,0,2,2,11,153,6,8,2,159,266,175,1192
2,5,2.3.0,0,440,0,2,0,2,1,0,268,0,3,2,91,153,6,2,53,165,213,268,1192
2,5,3.1.0,0,440,0,11,0,11,1,0,280,0,1,2,55,153,6,11,0,156,244,280,1192
2,5,4.2.11,0,440,0,48,11,59,1,0,286,11,2,2,59,153,6,0,10,167,266,286,1192
2,5,5.0.10,0,440,0,39,10,49,1,0,183,10,0,2,49,153,6,0,0,167,263,183,1192
2,6,1.0.10,1,462,1,64,10,74,2,8,175,2,0,2,74,153,7,0,0,159,263,167,1184
2,6,2.3.0,0,440,0,2,0,2,1,0,268,0,3,2,91,153,7,2,53,157,213,268,1184
2,6,3.1.0,0,440,0,11,0,11,1,0,280,0,1,2,55,153,7,11,0,148,244,280,1184
2,6,4.2.11,0,440,0,48,11,59,1,0,286,11,2,3,59,153,7,0,2,159,258,286,1184
2,6,5.0.10,0,440,0,39,10,49,1,0,183,10,0,2,49,153,7,0,0,159,263,183,1184
2,7,1.4.153,1,480,1,53,153,206,3,74,175,79,4,2,206,206,8,0,91,159,206,103,1120
2,7,2.3.0,0,462,0,2,0,2,1,0,268,0,3,2,91,153,8,2,53,157,213,268,1120
2,7,3.1.0,0,462,0,11,0,11,1,0,280,0,1,2,55,153,8,11,0,148,244,280,1120
2,7,4.2.11,0,462,0,48,11,59,1,0,286,11,2,3,59,153,8,0,2,159,258,286,1120
2,7,5.0.74,0,488,2,39,74,113,1,0,183,74,0,3,113,153,8,0,0,159,199,183,1120
2,8,1.1.206,1,480,0,40,206,246,4,206,175,0,1,2,246,246,9,-151,162,310,244,50,1067
2,8,2.3.0,0,480,0,2,0,2,1,0,268,0,3,2,91,206,9,2,53,157,213,268,1067
2,8,3.1.0,0,480,0,11,0,11,1,0,280,0,1,2,55,206,9,11,0,148,244,280,1067
2,8,4.2.11,0,480,0,48,11,59,1,0,286,11,2,3,59,206,9,0,2,159,258,286,1067
2,8,5.0.74,0,488,1,39,74,113,1,0,183,74,0,3,113,206,9,0,0,159,199,183,1067
2,9,1.3.246,1,480,0,10,246,256,5,246,175,0,3,2,256,256,10,-155,210,465,213,10,1027
2,9,2.3.0,0,480,0,2,0,2,1,0,268,0,3,2,91,246,10,2,53,308,213,268,1027
2,9,3.1.0,0,480,0,11,0,11,1,0,280,0,1,3,246,246,10,11,151,299,204,280,1027
2,9,4.2.11,0,480,0,48,11,59,1,0,286,11,2,3,59,246,10,0,2,310,258,286,1027
2,9,5.0.74,0,488,1,39,74,113,1,0,183,74,0,3,113,246,10,0,0,310,199,183,1027
2,10,2.3.0,0,480,0,2,0,2,1,0,268,0,3,3,256,256,11,2,208,463,203,268,1017
2,10,3.1.0,0,480,0,11,0,11,1,0,280,0,1,3,246,256,11,11,151,454,204,280,1017
2,10,4.2.11,0,480,0,48,11,59,1,0,286,11,2,3,59,256,11,0,2,465,258,286,1017
2,10,5.0.74,1,488,1,39,74,113,1,0,183,74,0,3,113,256,11,0,0,465,199,183,1017
2,11,2.3.0,0,488,0,2,0,2,1,0,268,0,3,3,256,256,12,2,208,463,203,268,978
2,11,3.1.0,0,488,0,11,0,11,1,0,280,0,1,3,246,256,12,11,151,454,204,280,978
2,11,4.2.11,0,488,0,48,11,59,1,0,286,11,2,3,59,256,12,0,2,465,258,286,978
2,11,5.4.206,1,488,0,38,206,244,2,113,183,93,4,3,244,256,12,0,91,465,153,144,978
2,12,2.3.0,0,488,0,2,0,2,1,0,268,0,3,3,256,256,13,2,208,463,203,268,940
2,12,3.1.0,0,488,0,11,0,11,1,0,280,0,1,3,246,256,13,11,151,454,204,280,940
2,12,4.2.11,0,488,0,48,11,59,1,0,286,11,2,3,59,256,13,0,2,465,258,286,940
2,12,5.1.246,1,488,0,27,246,273,3,244,183,2,1,3,273,273,13,0,162,465,204,106,940
2,13,2.3.0,0,488,0,2,0,2,1,0,268,0,3,3,256,273,14,2,208,463,203,268,913
2,13,3.1.0,0,488,0,11,0,11,1,0,280,0,1,4,273,273,14,11,151,454,177,280,913
2,13,4.2.11,0,488,0,48,11,59,1,0,286,11,2,3,59,273,14,0,2,465,258,286,913
2,13,5.2.273,1,551,1,39,273,312,4,273,183,0,2,3,312,312,14,-262,264,727,258,79,913
2,14,2.3.0,0,551,0,2,0,2,1,0,268,0,3,3,256,312,15,2,208,725,203,268,874
2,14,3.1.0,0,551,0,11,0,11,1,0,280,0,1,4,273,312,15,11,151,716,177,280,874
2,14,4.2.11,0,551,0,48,11,59,1,0,286,11,2,4,312,312,15,48,216,679,219,286,874
2,14,5.3.312,1,551,0,40,312,352,5,312,183,0,3,3,352,352,15,-56,266,783,203,40,874
2,15,2.3.0,1,551,0,2,0,2,1,0,268,0,3,4,352,352,16,2,264,781,163,268,834
2,15,3.1.0,0,551,0,11,0,11,1,0,280,0,1,4,273,352,16,11,151,772,177,280,834
2,15,4.2.11,0,551,0,48,11,59,1,0,286,11,2,4,312,352,16,48,216,735,219,286,834
2,16,2.4.2,1,551,0,22,2,24,2,2,268,0,4,4,244,352,17,22,69,759,115,266,832
2,16,3.1.0,0,551,0,11,0,11,1,0,280,0,1,4,273,352,17,11,151,770,177,280,832
2,16,4.2.11,0,551,0,48,11,59,1,0,286,11,2,4,312,352,17,48,216,733,219,286,832
2,17,2.2.24,1,551,0,89,24,113,3,24,268,0,2,4,312,352,18,89,175,670,219,244,810
2,17,3.1.0,0,551,0,11,0,11,1,0,280,0,1,4,273,352,18,11,151,748,177,280,810
2,17,4.2.11,0,551,0,48,11,59,1,0,286,11,2,4,312,352,18,48,216,711,219,286,810
2,18,2.0.113,1,551,0,65,113,178,4,113,268,0,0,4,178,352,19,0,0,670,160,155,721
2,18,3.1.0,0,551,0,11,0,11,1,0,280,0,1,4,273,352,19,11,151,659,177,280,721
2,18,4.2.113,0,551,0,48,113,161,1,0,286,113,2,5,312,352,19,48,127,622,130,286,721
2,19,2.1.273,1,555,1,90,273,363,5,178,268,95,1,4,363,363,20,0,162,670,177,90,656
2,19,3.1.0,0,551,0,11,0,11,1,0,280,0,1,4,273,352,20,11,151,659,177,280,656
2,19,4.2.113,0,551,0,48,113,161,1,0,286,113,2,5,312,352,20,48,127,622,130,286,656
2,20,3.1.0,1,555,0,11,0,11,1,0,280,0,1,5,363,363,21,11,151,659,87,280,566
2,20,4.2.113,0,555,0,48,113,161,1,0,286,113,2,5,312,363,21,48,127,622,130,286,566
2,21,3.4.24,1,555,0,23,24,47,2,11,280,13,4,5,244,363,22,23,46,636,93,269,555
2,21,4.2.113,0,555,0,48,113,161,1,0,286,113,2,5,312,363,22,48,127,611,130,286,555
2,22,3.0.178,1,555,0,92,178,270,3,47,280,131,0,5,270,363,23,0,0,636,95,246,532
2,22,4.2.113,0,555,0,48,113,161,1,0,286,113,2,5,312,363,23,48,127,588,130,286,532
2,23,3.2.312,1,555,0,82,312,394,4,270,280,42,2,5,394,394,24,0,175,636,130,154,440
2,23,4.2.113,0,555,0,48,113,161,1,0,286,113,2,5,312,363,24,48,127,588,130,286,440
2,24,3.3.394,1,555,0,72,394,466,5,394,280,0,3,5,466,466,25,-42,306,678,161,72,358
2,24,4.2.113,0,555,0,48,113,161,1,0,286,113,2,6,394,394,25,48,127,588,48,286,358
2,25,4.2.113,1,555,0,48,113,161,1,0,286,113,2,6,394,466,26,48,127,630,48,286,286
2,26,4.0.270,1,555,0,3,270,273,2,161,286,109,0,6,273,466,27,0,0,630,3,238,238
2,27,4.4.273,1,555,0,70,273,343,3,273,286,0,4,6,343,466,28,-29,75,659,70,235,235
2,28,4.1.363,1,555,0,76,363,439,4,343,286,20,1,6,439,466,29,0,151,659,76,165,165
2,29,4.3.466,1,555,0,89,466,555,5,439,286,27,3,6,555,555,30,0,306,659,89,89,89
3,0,0.3.0,1,347,0,42,0,42,1,0,97,0,3,1,42,42,1,0,0,0,301,97,1215
3,0,1.3.0,0,351,1,51,0,51,1,0,174,0,3,1,51,51,1,0,0,0,301,174,1215
3,0,2.4.0,0,347,0,87,0,87,1,0,295,0,4,1,87,87,1,0,0,0,298,295,1215
3,0,3.3.0,0,347,0,31,0,31,1,0,239,0,3,1,31,31,1,0,0,0,301,239,1215
3,0,4.2.0,0,347,0,49,0,49,1,0,224,0,2,1,49,49,1,0,0,0,234,224,1215
3,0,5.3.0,0,347,0,25,0,25,1,0,186,0,3,1,25,25,1,0,0,0,301,186,1215
3,1,0.1.42,1,347,0,13,42,55,2,42,97,0,1,1,55,55,2,-42,42,42,193,55,1173
3,1,1.3.42,0,351,1,51,42,93,1,0,174,42,3,2,93,93,2,0,0,0,259,174,1173
3,1,2.4.0,0,347,0,87,0,87,1,0,295,0,4,1,87,87,2,0,0,0,298,295,1173
3,1,3.3.42,0,347,0,31,42,73,1,0,239,42,3,2,73,73,2,0,0,0,259,239,1173
3,1,4.2.0,0,347,0,49,0,49,1,0,224,0,2,1,49,49,2,0,0,0,234,224,1173
3,1,5.3.42,0,347,0,25,42,67,1,0,186,42,3,2,67,67,2,0,0,0,259,186,1173
3,2,0.0.55,1,355,2,23,55,78,3,55,97,0,0,1,78,78,3,-55,55,97,189,42,1160
3,2,1.3.42,0,351,1,51,42,93,1,0,174,42,3,2,93,93,3,0,0,42,259,174,1160
3,2,2.4.0,0,347,0,87,0,87,1,0,295,0,4,1,87,87,3,0,0,42,298,295,1160
3,2,3.3.42,0,347,0,31,42,73,1,0,239,42,3,2,73,73,3,0,0,42,259,239,1160
3,2,4.2.0,0,347,0,49,0,49,1,0,224,0,2,1,49,55,3,0,0,42,234,224,1160
3,2,5.3.42,0,347,0,25,42,67,1,0,186,42,3,2,67,67,3,0,0,42,259,186,1160
3,3,0.2.78,1,355,0,4,78,82,4,78,97,0,2,1,82,82,4,-78,78,175,234,19,1137
3,3,1.3.42,0,363,1,51,42,93,1,0,174,42,3,2,93,93,4,0,0,97,259,174,1137
3,3,2.4.0,0,355,0,87,0,87,1,0,295,0,4,1,87,87,4,0,0,97,298,295,1137
3,3,3.3.42,0,355,0,31,42,73,1,0,239,42,3,2,73,78,4,0,0,97,259,239,1137
3,3,4.2.0,0,355,0,49,0,49,1,0,224,0,2,1,49,78,4,0,0,97,234,224,1137
3,3,5.3.42,0,363,1,25,42,67,1,0,186,42,3,2,67,78,4,0,0,97,259,186,1137
3,4,0.4.82,1,444,2,15,82,97,5,82,97,0,4,1,97,97,5,-82,82,257,298,15,1133
3,4,1.3.42,0,363,1,51,42,93,1,0,174,42,3,2,93,93,5,0,0,175,259,174,1133
3,4,2.4.0,0,355,0,87,0,87,1,0,295,0,4,1,87,87,5,0,0,175,298,295,1133
3,4,3.3.42,0,355,0,31,42,73,1,0,239,42,3,2,73,82,5,0,0,175,259,239,1133
3,4,4.2.0,0,355,0,49,0,49,1,0,224,0,2,2,82,82,5,49,29,126,230,224,1133
3,4,5.3.42,0,363,1,25,42,67,1,0,186,42,3,2,67,82,5,0,0,175,259,186,1133
3,5,1.3.42,1,444,0,51,42,93,1,0,174,42,3,2,93,97,6,0,0,257,259,174,1118
3,5,2.4.97,0,444,0,87,97,184,1,0,295,97,4,2,184,184,6,0,82,257,283,295,1118
3,5,3.3.42,0,444,0,31,42,73,1,0,239,42,3,2,73,97,6,0,0,257,259,239,1118
3,5,4.2.0,0,444,0,49,0,49,1,0,224,0,2,2,82,97,6,49,29,208,230,224,1118
3,5,5.3.42,0,444,0,25,42,67,1,0,186,42,3,2,67,97,6,0,0,257,259,186,1118
3,6,1.0.93,1,444,0,40,93,133,2,93,174,0,0,2,133,133,7,-15,70,272,166,123,1067
3,6,2.4.97,0,444,0,87,97,184,1,0,295,97,4,2,184,184,7,0,82,257,283,295,1067
3,6,3.3.93,0,444,0,31,93,124,1,0,239,93,3,3,124,124,7,0,0,257,208,239,1067
3,6,4.2.0,0,444,0,49,0,49,1,0,224,0,2,2,82,97,7,49,29,208,230,224,1067
3,6,5.3.93,0,444,0,25,93,118,1,0,186,93,3,3,118,118,7,0,0,257,208,186,1067
3,7,1.4.133,1,536,1,62,133,195,3,133,174,0,4,2,195,195,8,-36,118,308,283,83,1027
3,7,2.4.97,0,444,0,87,97,184,1,0,295,97,4,2,184,184,8,0,82,272,283,295,1027
3,7,3.3.93,0,444,0,31,93,124,1,0,239,93,3,3,124,133,8,0,0,272,208,239,1027
3,7,4.2.0,0,444,0,49,0,49,1,0,224,0,2,2,82,133,8,49,29,223,230,224,1027
3,7,5.3.93,0,444,0,25,93,118,1,0,186,93,3,3,118,133,8,0,0,272,208,186,1027
3,8,1.1.195,1,536,0,8,195,203,4,195,174,0,1,2,203,203,9,-140,182,448,180,21,965
3,8,2.4.195,0,536,0,87,195,282,1,0,295,195,4,3,282,282,9,0,118,308,221,295,965
3,8,3.3.93,0,536,0,31,93,124,1,0,239,93,3,3,124,195,9,0,0,308,208,239,965
