PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrivalTime,phi.totProc,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
1,8,1.7.87,0,916,0,53,87,140,2,44,523,43,7,2,140,167,9,0,0,118,428,479,5046
1,8,2.5.97,0,916,0,65,97,162,2,97,631,0,5,1,162,167,9,-97,97,215,587,534,5046
1,8,3.0.87,0,916,0,40,87,127,2,87,499,0,0,1,127,167,9,-87,87,205,673,412,5046
1,8,4.3.94,0,916,0,95,94,189,2,94,562,0,3,1,189,189,9,-94,94,212,445,468,5046
1,8,5.5.44,0,916,0,28,44,72,2,44,533,0,5,1,72,167,9,-44,44,162,587,489,5046
1,8,6.8.118,0,916,0,20,118,138,1,0,507,118,8,3,138,167,9,0,0,118,563,507,5046
1,8,7.9.167,0,923,2,94,167,261,3,167,511,0,9,2,261,261,9,-124,124,242,577,441,5046
1,8,8.2.44,0,916,0,99,44,143,1,0,581,44,2,2,143,167,9,0,0,118,490,581,5046
1,8,9.5.43,1,917,1,85,43,128,2,43,588,0,5,1,128,167,9,-43,43,161,587,545,5046
1,9,0.7.87,0,918,1,82,87,169,1,0,590,87,7,2,169,169,10,0,0,161,428,590,4961
1,9,1.7.87,0,917,0,53,87,140,2,44,523,43,7,2,140,167,10,0,0,161,428,479,4961
1,9,2.5.128,0,955,2,65,128,193,2,97,631,31,5,2,193,193,10,0,43,161,502,534,4961
1,9,3.0.87,0,917,0,40,87,127,2,87,499,0,0,1,127,167,10,-87,87,248,673,412,4961
1,9,4.3.94,0,917,0,95,94,189,2,94,562,0,3,1,189,189,10,-94,94,255,445,468,4961
1,9,5.5.128,0,917,0,28,128,156,2,44,533,84,5,2,156,167,10,0,43,161,502,489,4961
1,9,6.8.118,0,917,0,20,118,138,1,0,507,118,8,3,138,167,10,0,0,161,563,507,4961
1,9,7.9.167,0,976,3,94,167,261,3,167,511,0,9,2,261,261,10,-124,124,285,577,441,4961
1,9,8.2.44,0,917,0,99,44,143,1,0,581,44,2,2,143,167,10,0,0,161,490,581,4961
1,9,9.7.128,1,917,0,57,128,185,3,128,588,0,7,2,185,185,10,-41,41,202,428,460,4961
1,10,0.7.185,0,917,0,82,185,267,1,0,590,185,7,3,267,267,11,0,41,202,371,590,4904
1,10,1.7.185,0,918,1,53,185,238,2,44,523,141,7,3,238,238,11,0,41,202,371,479,4904
1,10,2.5.128,0,955,2,65,128,193,2,97,631,31,5,2,193,193,11,0,43,202,502,534,4904
1,10,3.0.87,0,917,0,40,87,127,2,87,499,0,0,1,127,185,11,-87,87,289,673,412,4904
1,10,4.3.94,0,917,0,95,94,189,2,94,562,0,3,1,189,189,11,-94,94,296,445,468,4904
1,10,5.5.128,0,917,0,28,128,156,2,44,533,84,5,2,156,185,11,0,43,202,502,489,4904
1,10,6.8.118,0,917,0,20,118,138,1,0,507,118,8,3,138,185,11,0,0,202,563,507,4904
1,10,7.9.167,0,976,3,94,167,261,3,167,511,0,9,2,261,261,11,-124,124,326,577,441,4904
1,10,8.2.44,0,917,0,99,44,143,1,0,581,44,2,2,143,185,11,0,0,202,490,581,4904
1,10,9.3.185,1,917,0,38,185,223,4,185,588,0,3,1,223,223,11,-185,185,387,445,403,4904
1,11,0.7.185,0,917,0,82,185,267,1,0,590,185,7,3,267,267,12,0,41,387,371,590,4866
1,11,1.7.185,0,918,1,53,185,238,2,44,523,141,7,3,238,238,12,0,41,387,371,479,4866
1,11,2.5.128,1,958,2,65,128,193,2,97,631,31,5,2,193,223,12,0,43,387,502,534,4866
1,11,3.0.87,0,917,0,40,87,127,2,87,499,0,0,1,127,223,12,-87,87,474,673,412,4866
1,11,4.3.223,0,918,1,95,223,318,2,94,562,129,3,2,318,318,12,0,185,387,407,468,4866
1,11,5.5.128,0,917,0,28,128,156,2,44,533,84,5,2,156,223,12,0,43,387,502,489,4866
1,11,6.8.118,0,917,0,20,118,138,1,0,507,118,8,3,138,223,12,0,0,387,563,507,4866
1,11,7.9.167,0,980,3,94,167,261,3,167,511,0,9,2,261,261,12,-124,124,511,577,441,4866
1,11,8.2.44,0,917,0,99,44,143,1,0,581,44,2,2,143,223,12,0,0,387,490,581,4866
1,11,9.2.223,0,917,0,47,223,270,5,223,588,0,2,2,270,270,12,-179,179,566,490,365,4866
1,12,0.7.185,0,958,0,82,185,267,1,0,590,185,7,3,267,267,13,0,41,387,371,590,4801
1,12,1.7.185,1,958,0,53,185,238,2,44,523,141,7,3,238,238,13,0,41,387,371,479,4801
1,12,2.9.193,0,958,0,82,193,275,3,193,631,0,9,2,275,275,13,-150,150,537,577,469,4801
1,12,3.0.87,0,958,0,40,87,127,2,87,499,0,0,1,127,223,13,-87,87,474,673,412,4801
1,12,4.3.223,0,959,1,95,223,318,2,94,562,129,3,2,318,318,13,0,185,387,407,468,4801
1,12,5.5.193,0,958,0,28,193,221,2,44,533,149,5,3,221,223,13,0,43,387,437,489,4801
1,12,6.8.118,0,958,0,20,118,138,1,0,507,118,8,3,138,223,13,0,0,387,563,507,4801
1,12,7.9.167,0,980,2,94,167,261,3,167,511,0,9,2,261,261,13,-124,124,511,577,441,4801
1,12,8.2.44,0,958,0,99,44,143,1,0,581,44,2,2,143,223,13,0,0,387,490,581,4801
1,12,9.2.223,0,958,0,47,223,270,5,223,588,0,2,2,270,270,13,-179,179,566,490,365,4801
1,13,0.7.238,0,958,0,82,238,320,1,0,590,238,7,4,320,320,14,0,41,387,318,590,4748
1,13,1.8.238,0,959,1,76,238,314,3,238,523,0,8,3,314,314,14,-120,120,507,563,426,4748
1,13,2.9.193,0,958,0,82,193,275,3,193,631,0,9,2,275,275,14,-150,150,537,577,469,4748
1,13,3.0.87,1,958,0,40,87,127,2,87,499,0,0,1,127,238,14,-87,87,474,673,412,4748
1,13,4.3.223,0,959,1,95,223,318,2,94,562,129,3,2,318,318,14,0,185,387,407,468,4748
1,13,5.5.193,0,958,0,28,193,221,2,44,533,149,5,3,221,238,14,0,43,387,437,489,4748
1,13,6.8.118,0,958,0,20,118,138,1,0,507,118,8,3,138,238,14,0,0,387,563,507,4748
1,13,7.9.167,0,980,2,94,167,261,3,167,511,0,9,2,261,261,14,-124,124,511,577,441,4748
1,13,8.2.44,0,958,0,99,44,143,1,0,581,44,2,2,143,238,14,0,0,387,490,581,4748
1,13,9.2.223,0,958,0,47,223,270,5,223,588,0,2,2,270,270,14,-179,179,566,490,365,4748
1,14,0.7.238,1,958,0,82,238,320,1,0,590,238,7,4,320,320,15,0,41,474,318,590,4708
1,14,1.8.238,0,959,1,76,238,314,3,238,523,0,8,3,314,314,15,-120,120,594,563,426,4708
1,14,2.9.193,0,958,0,82,193,275,3,193,631,0,9,2,275,275,15,-150,150,624,577,469,4708
1,14,3.5.193,0,958,0,55,193,248,3,127,499,66,5,3,248,248,15,0,43,474,437,372,4708
1,14,4.3.223,0,959,1,95,223,318,2,94,562,129,3,2,318,318,15,0,185,474,407,468,4708
1,14,5.5.193,0,958,0,28,193,221,2,44,533,149,5,3,221,238,15,0,43,474,437,489,4708
1,14,6.8.118,0,958,0,20,118,138,1,0,507,118,8,3,138,238,15,0,0,474,563,507,4708
1,14,7.9.167,0,980,2,94,167,261,3,167,511,0,9,2,261,261,15,-124,124,598,577,441,4708
1,14,8.2.44,0,958,0,99,44,143,1,0,581,44,2,2,143,238,15,0,0,474,490,581,4708
1,14,9.2.223,0,958,0,47,223,270,5,223,588,0,2,2,270,270,15,-179,179,653,490,365,4708
1,15,0.2.320,0,959,1,33,320,353,2,320,590,0,2,2,353,353,16,-276,276,750,490,508,4626
1,15,1.8.238,0,959,1,76,238,314,3,238,523,0,8,3,314,320,16,-120,120,594,563,426,4626
1,15,2.9.193,0,958,0,82,193,275,3,193,631,0,9,2,275,320,16,-150,150,624,577,469,4626
1,15,3.5.193,1,958,0,55,193,248,3,127,499,66,5,3,248,320,16,0,43,474,437,372,4626
1,15,4.3.223,0,959,1,95,223,318,2,94,562,129,3,2,318,320,16,0,185,474,407,468,4626
1,15,5.5.193,0,958,0,28,193,221,2,44,533,149,5,3,221,320,16,0,43,474,437,489,4626
1,15,6.8.118,0,958,0,20,118,138,1,0,507,118,8,3,138,320,16,0,0,474,563,507,4626
1,15,7.9.167,0,980,2,94,167,261,3,167,511,0,9,2,261,320,16,-124,124,598,577,441,4626
1,15,8.2.44,0,958,0,99,44,143,1,0,581,44,2,2,143,320,16,0,0,474,490,581,4626
1,15,9.2.223,0,958,0,47,223,270,5,223,588,0,2,2,270,320,16,-179,179,653,490,365,4626
1,16,0.2.320,0,962,1,33,320,353,2,320,590,0,2,2,353,353,17,-276,276,750,490,508,4571
1,16,1.8.238,0,971,3,76,238,314,3,238,523,0,8,3,314,320,17,-120,120,594,563,426,4571
1,16,2.9.193,1,958,0,82,193,275,3,193,631,0,9,2,275,320,17,-150,150,624,577,469,4571
1,16,3.2.248,0,988,5,56,248,304,4,248,499,0,2,2,304,320,17,-204,204,678,490,317,4571
1,16,4.3.223,0,966,2,95,223,318,2,94,562,129,3,2,318,320,17,0,185,474,407,468,4571
1,16,5.5.248,0,958,0,28,248,276,2,44,533,204,5,4,276,320,17,0,43,474,382,489,4571
1,16,6.8.118,0,958,0,20,118,138,1,0,507,118,8,3,138,320,17,0,0,474,563,507,4571
1,16,7.9.167,0,980,4,94,167,261,3,167,511,0,9,2,261,320,17,-124,124,598,577,441,4571
1,16,8.2.44,0,958,0,99,44,143,1,0,581,44,2,2,143,320,17,0,0,474,490,581,4571
1,16,9.2.223,0,958,0,47,223,270,5,223,588,0,2,2,270,320,17,-179,179,653,490,365,4571
1,17,0.2.320,0,962,1,33,320,353,2,320,590,0,2,2,353,353,18,-276,276,900,490,508,4489
1,17,1.8.238,0,971,3,76,238,314,3,238,523,0,8,3,314,320,18,-120,120,744,563,426,4489
1,17,2.3.275,0,958,0,1,275,276,4,275,631,0,3,2,276,320,18,-52,237,676,407,387,4489
1,17,3.2.248,0,992,4,56,248,304,4,248,499,0,2,2,304,320,18,-204,204,828,490,317,4489
1,17,4.3.223,0,966,2,95,223,318,2,94,562,129,3,2,318,320,18,0,185,624,407,468,4489
1,17,5.5.248,0,958,0,28,248,276,2,44,533,204,5,4,276,320,18,0,43,624,382,489,4489
1,17,6.8.118,0,958,0,20,118,138,1,0,507,118,8,3,138,320,18,0,0,624,563,507,4489
1,17,7.9.275,1,997,5,94,275,369,3,167,511,108,9,3,369,369,18,0,150,624,495,441,4489
1,17,8.2.44,0,958,0,99,44,143,1,0,581,44,2,2,143,320,18,0,0,624,490,581,4489
1,17,9.2.223,0,958,0,47,223,270,5,223,588,0,2,2,270,320,18,-179,179,803,490,365,4489
1,18,0.2.320,0,998,1,33,320,353,2,320,590,0,2,2,353,369,19,-276,276,900,490,508,4395
1,18,1.8.238,0,1003,2,76,238,314,3,238,523,0,8,3,314,369,19,-120,120,744,563,426,4395
1,18,2.3.275,1,1003,2,1,275,276,4,275,631,0,3,2,276,369,19,-52,237,676,407,387,4395
1,18,3.2.248,0,1003,2,56,248,304,4,248,499,0,2,2,304,369,19,-204,204,828,490,317,4395
1,18,4.3.223,0,1003,2,95,223,318,2,94,562,129,3,2,318,369,19,0,185,624,407,468,4395
1,18,5.5.248,0,997,0,28,248,276,2,44,533,204,5,4,276,369,19,0,43,624,382,489,4395
1,18,6.8.118,0,997,0,20,118,138,1,0,507,118,8,3,138,369,19,0,0,624,563,507,4395
1,18,7.2.369,0,1015,3,80,369,449,4,369,511,0,2,2,449,449,19,-325,325,949,490,347,4395
1,18,8.2.44,0,997,0,99,44,143,1,0,581,44,2,2,143,369,19,0,0,624,490,581,4395
1,18,9.2.223,0,997,0,47,223,270,5,223,588,0,2,2,270,369,19,-179,179,803,490,365,4395
1,19,0.2.320,1,1003,0,33,320,353,2,320,590,0,2,2,353,369,20,-276,276,952,490,508,4394
1,19,1.8.238,0,1003,0,76,238,314,3,238,523,0,8,3,314,369,20,-120,120,796,563,426,4394
1,19,2.0.276,0,1003,0,20,276,296,5,276,631,0,0,2,296,369,20,-149,236,825,633,386,4394
1,19,3.2.248,0,1003,0,56,248,304,4,248,499,0,2,2,304,369,20,-204,204,880,490,317,4394
1,19,4.3.276,0,1003,0,95,276,371,2,94,562,182,3,3,371,371,20,0,237,676,406,468,4394
1,19,5.5.248,0,1003,0,28,248,276,2,44,533,204,5,4,276,369,20,0,43,676,382,489,4394
1,19,6.8.118,0,1003,0,20,118,138,1,0,507,118,8,3,138,369,20,0,0,676,563,507,4394
1,19,7.2.369,0,1029,1,80,369,449,4,369,511,0,2,2,449,449,20,-325,325,1001,490,347,4394
1,19,8.2.44,0,1003,0,99,44,143,1,0,581,44,2,2,143,369,20,0,0,676,490,581,4394
1,19,9.2.223,0,1003,0,47,223,270,5,223,588,0,2,2,270,369,20,-179,179,855,490,365,4394
1,20,0.9.369,0,1003,0,81,369,450,3,353,590,16,9,4,450,450,21,0,150,952,401,475,4361
1,20,1.8.238,0,1003,0,76,238,314,3,238,523,0,8,3,314,369,21,-120,120,1072,563,426,4361
1,20,2.0.276,0,1003,0,20,276,296,5,276,631,0,0,2,296,369,21,-149,236,1101,633,386,4361
1,20,3.2.248,0,1003,0,56,248,304,4,248,499,0,2,3,353,369,21,56,220,896,457,317,4361
1,20,4.3.276,0,1003,0,95,276,371,2,94,562,182,3,3,371,371,21,0,237,952,406,468,4361
1,20,5.5.248,0,1003,0,28,248,276,2,44,533,204,5,4,276,369,21,0,43,952,382,489,4361
1,20,6.8.118,0,1003,0,20,118,138,1,0,507,118,8,3,138,369,21,0,0,952,563,507,4361
1,20,7.2.369,1,1029,1,80,369,449,4,369,511,0,2,3,449,449,21,-16,292,968,457,347,4361
1,20,8.2.44,0,1003,0,99,44,143,1,0,581,44,2,3,353,369,21,99,177,853,457,581,4361
1,20,9.2.223,0,1003,0,47,223,270,5,223,588,0,2,3,353,369,21,47,229,905,457,365,4361
1,21,0.9.369,1,1034,1,81,369,450,3,353,590,16,9,4,450,450,22,0,150,968,401,475,4281
1,21,1.8.238,0,1029,0,76,238,314,3,238,523,0,8,3,314,449,22,-120,120,1088,563,426,4281
1,21,2.0.276,0,1029,0,20,276,296,5,276,631,0,0,2,296,449,22,-149,236,1117,633,386,4281
1,21,3.2.248,0,1053,2,56,248,304,4,248,499,0,2,4,449,449,22,56,236,912,377,317,4281
1,21,4.3.276,0,1029,0,95,276,371,2,94,562,182,3,3,371,449,22,0,237,968,406,468,4281
1,21,5.5.248,0,1029,0,28,248,276,2,44,533,204,5,4,276,449,22,0,43,968,382,489,4281
1,21,6.8.118,0,1029,0,20,118,138,1,0,507,118,8,3,138,449,22,0,0,968,563,507,4281
1,21,7.7.449,0,1029,0,18,449,467,5,449,511,0,7,5,467,467,22,-129,170,1097,236,267,4281
1,21,8.2.44,0,1029,0,99,44,143,1,0,581,44,2,4,449,449,22,99,193,869,377,581,4281
1,21,9.2.223,0,1029,0,47,223,270,5,223,588,0,2,4,449,449,22,47,245,921,377,365,4281
1,22,0.0.450,0,1034,0,96,450,546,4,450,590,0,0,2,546,546,23,-323,410,1291,633,394,4200
1,22,1.8.238,0,1034,0,76,238,314,3,238,523,0,8,3,314,450,23,-120,120,1088,563,426,4200
1,22,2.0.276,0,1034,0,20,276,296,5,276,631,0,0,2,296,450,23,-149,236,1117,633,386,4200
1,22,3.2.248,0,1057,1,56,248,304,4,248,499,0,2,4,449,450,23,56,236,912,377,317,4200
1,22,4.3.276,0,1034,0,95,276,371,2,94,562,182,3,3,371,450,23,0,237,968,406,468,4200
1,22,5.5.248,0,1034,0,28,248,276,2,44,533,204,5,4,276,450,23,0,43,968,382,489,4200
1,22,6.8.118,0,1034,0,20,118,138,1,0,507,118,8,3,138,450,23,0,0,968,563,507,4200
1,22,7.7.449,0,1034,0,18,449,467,5,449,511,0,7,5,467,467,23,-129,170,1097,236,267,4200
1,22,8.2.44,0,1034,0,99,44,143,1,0,581,44,2,4,449,450,23,99,193,869,377,581,4200
1,22,9.2.223,1,1034,0,47,223,270,5,223,588,0,2,4,449,450,23,47,245,921,377,365,4200
1,23,0.0.450,0,1034,0,96,450,546,4,450,590,0,0,2,546,546,24,-323,410,1244,633,394,4153
1,23,1.8.238,0,1034,0,76,238,314,3,238,523,0,8,3,314,450,24,-120,120,1041,563,426,4153
1,23,2.0.276,0,1034,0,20,276,296,5,276,631,0,0,2,296,450,24,-149,236,1070,633,386,4153
1,23,3.2.449,0,1058,1,56,449,505,4,248,499,201,2,5,505,505,24,0,245,921,330,317,4153
1,23,4.3.276,0,1034,0,95,276,371,2,94,562,182,3,3,371,450,24,0,237,921,406,468,4153
1,23,5.5.248,0,1034,0,28,248,276,2,44,533,204,5,4,276,450,24,0,43,921,382,489,4153
1,23,6.8.118,0,1034,0,20,118,138,1,0,507,118,8,3,138,450,24,0,0,921,563,507,4153
1,23,7.7.449,0,1034,0,18,449,467,5,449,511,0,7,5,467,467,24,-129,170,1050,236,267,4153
1,23,8.2.44,1,1034,0,99,44,143,1,0,581,44,2,5,449,450,24,99,146,822,330,581,4153
1,23,9.8.270,0,1034,0,54,270,324,6,270,588,0,8,3,324,450,24,-152,152,1073,563,318,4153
1,24,0.0.450,0,1034,0,96,450,546,4,450,590,0,0,2,546,546,25,-323,410,1145,633,394,4054
1,24,1.8.238,0,1034,0,76,238,314,3,238,523,0,8,3,314,450,25,-120,120,942,563,426,4054
1,24,2.0.276,0,1034,0,20,276,296,5,276,631,0,0,2,296,450,25,-149,236,971,633,386,4054
1,24,3.2.449,0,1058,1,56,449,505,4,248,499,201,2,6,505,505,25,0,146,822,231,317,4054
1,24,4.3.276,0,1034,0,95,276,371,2,94,562,182,3,3,371,450,25,0,237,822,406,468,4054
1,24,5.5.248,0,1034,0,28,248,276,2,44,533,204,5,4,276,450,25,0,43,822,382,489,4054
1,24,6.8.118,0,1034,0,20,118,138,1,0,507,118,8,3,138,450,25,0,0,822,563,507,4054
1,24,7.7.449,1,1034,0,18,449,467,5,449,511,0,7,5,467,467,25,-129,170,951,236,267,4054
1,24,8.8.143,0,1034,0,94,143,237,2,143,581,0,8,3,237,450,25,-25,25,847,563,482,4054
1,24,9.8.270,0,1034,0,54,270,324,6,270,588,0,8,3,324,450,25,-152,152,974,563,318,4054
1,25,0.0.450,0,1034,0,96,450,546,4,450,590,0,0,2,546,546,26,-323,410,1274,633,394,4036
1,25,1.8.238,0,1034,0,76,238,314,3,238,523,0,8,3,314,467,26,-120,120,1071,563,426,4036
1,25,2.0.276,0,1034,0,20,276,296,5,276,631,0,0,2,296,467,26,-149,236,1100,633,386,4036
1,25,3.2.449,0,1058,1,56,449,505,4,248,499,201,2,6,505,505,26,0,146,951,231,317,4036
