PID,Step,Rank,ResultingOptMakespan,Followed,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin,sdr.MWR,sdr.LWR,sdr.SPT,sdr.LPT
0,0,-1,-7,1,-92,-66,6,-3,-44,1,-68,-37,1,0,0,1
0,0,1,7,1,92,66,-6,3,44,-1,68,37,1,0,0,1
0,0,-1,-7,1,-91,-66,6,-2,-50,-2,-26,-37,1,1,1,1
0,0,1,7,1,91,66,-6,2,50,2,26,37,1,1,1,1
0,0,-1,-7,1,-91,-66,6,-2,-45,-11,-91,-34,1,1,1,1
0,0,1,7,1,91,66,-6,2,45,11,91,34,1,1,1,1
0,0,-1,-7,1,-176,-7,6,-7,-39,-6,7,-34,1,1,1,1
0,0,1,7,1,176,7,-6,7,39,6,-7,34,1,1,1,1
0,0,-1,-7,1,89,-6,-6,0,8,12,1,-14,0,1,1,0
0,0,1,7,1,-89,6,6,0,-8,-12,-1,14,0,1,1,0
0,1,-1,-7,0,-115,-48,-30,-35,-29,-11,-67,5,0,0,0,1
0,1,1,7,0,115,48,30,35,29,11,67,-5,0,0,0,1
0,1,-1,-7,0,-106,-45,139,-26,-5,-9,-57,30,0,1,1,1
0,1,1,7,0,106,45,-139,26,5,9,57,-30,0,1,1,1
0,1,-1,-7,0,-169,-107,41,-89,-48,-20,-62,2,0,1,1,0
0,1,1,7,0,169,107,-41,89,48,20,62,-2,0,1,1,0
0,1,-1,-7,0,-109,-48,145,-29,-28,-11,-57,20,0,1,1,1
0,1,1,7,0,109,48,-145,29,28,11,57,-20,0,1,1,1
0,1,-1,-7,1,-87,21,-4,-6,-13,-16,-30,28,0,1,1,1
0,1,1,7,1,87,-21,4,6,13,16,30,-28,0,1,1,1
0,2,-1,-1,0,-3,-38,-130,-36,-13,6,134,37,0,0,0,1
0,2,1,1,0,3,38,130,36,13,-6,-134,-37,0,0,0,1
0,2,-1,-1,0,65,-36,16,-27,-12,-7,28,54,0,1,1,1
0,2,1,1,0,-65,36,-16,27,12,7,-28,-54,0,1,1,1
0,2,-1,-1,0,0,-116,-130,0,-40,-9,-33,27,0,1,1,0
0,2,1,1,0,0,116,130,0,40,9,33,-27,0,1,1,0
0,2,-1,-1,1,62,-39,21,-30,-6,-3,-8,49,0,1,1,1
0,2,1,1,1,-62,39,-21,30,6,3,8,-49,0,1,1,1
0,2,-1,-77,0,0,87,-21,7,-1,6,-19,-79,0,1,1,1
0,2,1,77,0,0,-87,21,-7,1,-6,19,79,0,1,1,1
0,3,-1,-50,0,63,89,81,-28,18,-2,9,-1,0,0,1,1
0,3,1,50,0,-63,-89,-81,28,-18,2,-9,1,0,0,1,1
0,3,-1,-50,0,28,31,168,-36,32,8,20,-27,1,0,0,1
0,3,1,50,0,-28,-31,-168,36,-32,-8,-20,27,1,0,0,1
0,3,-1,-50,1,37,0,48,-30,29,-3,6,0,1,0,1,1
0,3,1,50,1,-37,0,-48,30,-29,3,-6,0,1,0,1,1
0,3,-1,-50,0,63,-61,168,-28,5,6,-23,-50,1,0,1,0
0,3,1,50,0,-63,61,-168,28,-5,-6,23,50,1,0,1,0
0,3,-1,-29,0,1,-14,-168,5,-54,-10,-42,-33,1,0,1,1
0,3,1,29,0,-1,14,168,-5,54,10,42,33,1,0,1,1
0,4,-1,-1,1,-11,-24,3,-8,-1,-3,-28,-9,0,1,0,1
0,4,1,1,1,11,24,-3,8,1,3,28,9,0,1,0,1
0,4,-1,-1,0,0,-127,3,0,-18,-8,-58,6,0,1,1,0
0,4,1,1,0,0,127,-3,0,18,8,58,-6,0,1,1,0
