PID,Step,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime
1,0,0,-2,-1,-3,0,-3,0,0,-3,-3,0,0,0,0,0,2,0,2,0
1,0,0,2,1,3,0,3,0,0,3,3,0,0,0,0,0,-2,0,-2,0
1,0,0,-2,-1,-2,0,-2,0,0,-2,-2,0,0,0,0,0,3,0,3,0
1,0,0,2,1,2,0,2,0,0,2,2,0,0,0,0,0,-3,0,-3,0
1,0,0,-2,-1,1,0,1,0,0,1,1,0,0,0,0,0,21,0,21,0
1,0,0,2,1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-21,0,-21,0
1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,-5,-1,-5,0,-5,0,0,-5,-5,0,0,0,0,0,-2,0,-2,0
1,0,1,5,1,5,0,5,0,0,5,5,0,0,0,0,0,2,0,2,0
1,1,0,-4,-1,-36,0,-36,97,-97,-36,-36,-97,97,97,1,-1,-95,-113,2,-210
1,1,0,4,1,36,0,36,-97,97,36,36,97,-97,-97,-1,1,95,113,-2,210
1,1,0,-4,-1,-3,0,-3,0,0,-3,-3,0,0,0,0,0,2,0,2,0
1,1,0,4,1,3,0,3,0,0,3,3,0,0,0,0,0,-2,0,-2,0
1,1,0,-4,-1,-2,0,-2,0,0,-2,-2,0,0,0,0,0,3,0,3,0
1,1,0,4,1,2,0,2,0,0,2,2,0,0,0,0,0,-3,0,-3,0
1,1,1,-4,-1,1,0,1,0,0,1,1,0,0,0,0,0,21,0,21,0
1,1,1,4,1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-21,0,-21,0
1,1,0,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,-1,-1,-36,-93,-129,97,-190,-129,-92,-97,97,97,1,-2,-95,-20,2,-210
1,2,1,1,1,36,93,129,-97,190,129,92,97,-97,-97,-1,2,95,20,-2,210
1,2,1,-1,-1,-3,0,-3,0,0,-3,-3,0,0,0,0,0,2,0,2,0
1,2,1,1,1,3,0,3,0,0,3,3,0,0,0,0,0,-2,0,-2,0
1,2,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,-1,-1,-2,0,-2,0,0,-2,-2,0,0,0,0,0,3,0,3,0
