PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin
1,0,0.2.0,0,766,0,1115,909,879,926,878,73,1151,766
1,0,1.2.0,0,766,0,1213,924,783,942,862,65,1025,766
1,0,2.1.0,0,766,0,810,909,879,842,870,71,1057,766
1,0,3.2.0,0,766,0,1210,924,766,942,860,59,985,766
1,0,4.3.0,0,766,0,951,909,879,938,895,60,1037,766
1,0,5.3.0,1,766,0,1078,909,879,942,854,67,1143,766
1,1,0.2.0,0,766,0,1115,909,879,926,862,74,1118,766
1,1,1.2.0,0,766,0,1078,924,783,942,868,67,1096,766
1,1,2.1.0,0,766,0,810,909,879,842,852,59,1019,766
1,1,3.2.0,0,766,0,1078,924,894,942,859,64,1055,766
1,1,4.3.56,0,766,0,1111,909,879,1096,888,80,1202,766
1,1,5.0.56,1,766,0,1078,909,879,942,883,76,1140,766
1,2,0.2.0,0,766,0,1115,909,879,926,872,66,998,782
1,2,1.2.0,0,766,0,1078,924,826,942,877,84,1137,766
1,2,2.1.0,0,766,0,810,909,879,842,849,56,982,766
1,2,3.2.0,0,766,0,1078,924,894,942,873,75,1125,766
1,2,4.3.56,0,766,0,1111,909,879,1096,910,87,1202,766
1,2,5.4.90,1,766,0,1078,834,917,942,896,76,1135,766
1,3,0.2.0,0,766,0,1129,834,917,926,912,79,1118,786
1,3,1.2.0,0,766,0,1078,849,826,942,889,75,1078,766
1,3,2.1.0,0,766,0,810,834,917,842,852,53,982,766
1,3,3.2.0,0,766,0,1078,849,917,942,901,89,1174,766
1,3,4.3.56,0,766,0,1111,834,917,1096,921,80,1137,766
1,3,5.1.137,1,903,1,1078,971,971,942,962,56,1239,903
1,4,0.2.0,0,903,0,1129,971,971,926,961,40,1114,903
1,4,1.2.0,0,903,0,1078,983,903,942,960,52,1181,903
1,4,2.1.225,0,903,0,1011,971,971,942,957,34,1080,903
1,4,3.2.0,0,903,0,1078,971,971,942,953,40,1108,903
1,4,4.3.56,0,903,0,1111,971,971,1096,980,57,1174,903
1,4,5.2.225,1,903,0,1078,971,971,942,955,32,1086,903
1,5,0.2.0,0,903,0,1129,971,971,926,966,42,1118,903
1,5,1.2.0,0,903,0,1078,983,903,942,958,45,1174,903
1,5,2.1.225,0,903,0,1011,971,971,942,952,30,1080,903
