PID,Step,Rank,ResultingOptMakespan,Followed,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin,sdr.MWR,sdr.LWR,sdr.SPT,sdr.LPT
0,0,-1,-2,1,80,0,0,-2,-4,2,76,-5,1,0,0,1
0,0,1,2,1,-80,0,0,2,4,-2,-76,5,1,0,0,1
0,0,-1,-2,1,0,0,0,-2,4,-2,4,-7,1,0,1,1
0,0,1,2,1,0,0,0,2,-4,2,-4,7,1,0,1,1
0,0,-1,-2,1,0,-15,75,-90,14,-2,74,-5,0,0,1,1
0,0,1,2,1,0,15,-75,90,-14,2,-74,5,0,0,1,1
0,0,-1,-1,1,-1,0,0,2,1,0,-6,4,1,0,1,1
0,0,1,1,1,1,0,0,-2,-1,0,6,-4,1,0,1,1
0,0,-1,-5,0,-7,0,-12,0,-5,0,0,-5,1,1,1,0
0,0,1,5,0,7,0,12,0,5,0,0,5,1,1,1,0
0,1,-1,-5,0,-5,0,0,0,3,-1,0,-5,1,0,0,1
0,1,1,5,0,5,0,0,0,-3,1,0,5,1,0,0,1
0,1,-1,-5,0,-5,0,0,-85,1,-1,0,-5,1,1,1,1
0,1,1,5,0,5,0,0,85,-1,1,0,5,1,1,1,1
0,1,-1,-5,1,-5,0,0,-4,-6,-2,0,-5,1,1,1,1
0,1,1,5,1,5,0,0,4,6,2,0,5,1,1,1,1
0,1,-1,-5,0,-5,-15,75,-90,23,-6,0,-5,0,1,1,1
0,1,1,5,0,5,15,-75,90,-23,6,0,5,0,1,1,1
0,1,-1,-5,0,-6,0,-12,0,-15,1,0,-5,1,1,1,0
0,1,1,5,0,6,0,12,0,15,-1,0,5,1,1,1,0
0,2,-1,-5,0,-5,0,0,74,12,8,0,-5,1,0,0,1
0,2,1,5,0,5,0,0,-74,-12,-8,0,5,1,0,0,1
0,2,-1,-5,0,-5,0,0,-6,1,4,-6,-5,1,1,1,1
0,2,1,5,0,5,0,0,6,-1,-4,6,5,1,1,1,1
0,2,-1,-5,0,-5,0,0,74,19,9,0,-5,1,1,1,1
0,2,1,5,0,5,0,0,-74,-19,-9,0,5,1,1,1,1
0,2,-1,-5,1,-5,-15,75,-12,33,6,0,-5,0,1,1,1
0,2,1,5,1,5,15,-75,12,-33,-6,0,5,0,1,1,1
0,2,-1,-5,0,-6,0,-12,-74,-11,-6,0,-5,1,1,1,0
0,2,1,5,0,6,0,12,74,11,6,0,5,1,1,1,0
0,3,-1,-1,0,-91,-75,-6,-86,-21,14,0,-1,1,0,0,1
0,3,1,1,0,91,75,6,86,21,-14,0,1,1,0,0,1
0,3,-1,-1,0,-91,0,6,-86,-33,17,0,-1,0,1,1,0
0,3,1,1,0,91,0,-6,86,33,-17,0,1,0,1,1,0
0,3,-1,-1,0,-91,2,-6,-91,-14,9,-6,-1,1,1,1,1
0,3,1,1,0,91,-2,6,91,14,-9,6,1,1,1,1,1
0,3,-1,-1,0,-91,-75,-6,-86,-24,12,-6,-1,1,1,1,1
0,3,1,1,0,91,75,6,86,24,-12,6,1,1,1,1,1
0,3,-1,-1,1,-91,-75,-6,-86,-26,14,0,-1,1,1,1,1
0,3,1,1,1,91,75,6,86,26,-14,0,1,1,1,1,1
0,4,-1,-1,1,-91,0,-6,-86,-22,6,0,-1,1,1,0,1
0,4,1,1,1,91,0,6,86,22,-6,0,1,1,1,0,1
0,4,-1,-1,1,-91,0,6,-86,-38,4,0,-1,0,1,1,0
0,4,1,1,1,91,0,-6,86,38,-4,0,1,0,1,1,0
0,4,-1,-1,1,-91,-4,-6,-91,2,-3,-6,-1,1,1,1,1
0,4,1,1,1,91,4,6,91,-2,3,6,1,1,1,1,1
0,4,-1,-1,1,-91,0,-6,-86,-24,6,0,-1,1,1,1,1
0,4,1,1,1,91,0,6,86,24,-6,0,1,1,1,1,1
0,4,-1,-1,1,-91,0,-6,-86,-19,5,-10,-1,1,0,1,1
0,4,1,1,1,91,0,6,86,19,-5,10,1,1,0,1,1
0,5,-1,-4,0,0,-74,-12,0,-3,0,0,-4,0,1,0,0
0,5,1,4,0,0,74,12,0,3,0,0,4,0,1,0,0
0,5,-1,-4,0,-11,-78,-12,-11,9,-12,-11,-4,0,1,1,0
0,5,1,4,0,11,78,12,11,-9,12,11,4,0,1,1,0
0,5,-1,-4,0,0,1,-12,-86,3,-3,0,-4,0,1,1,0
0,5,1,4,0,0,-1,12,86,-3,3,0,4,0,1,1,0
0,5,-1,-4,1,0,-74,-12,0,9,-9,0,-4,0,1,1,0
0,5,1,4,1,0,74,12,0,-9,9,0,4,0,1,1,0
0,5,-1,-4,0,0,-74,-12,0,-10,1,-8,-4,0,0,1,0
0,5,1,4,0,0,74,12,0,10,-1,8,4,0,0,1,0
0,6,-1,-4,0,0,-74,-12,0,4,-7,0,-4,0,1,0,0
0,6,1,4,0,0,74,12,0,-4,7,0,4,0,1,0,0
0,6,-1,-4,0,-11,-78,-12,-11,-1,-4,-11,-4,0,1,1,0
0,6,1,4,0,11,78,12,11,1,4,11,4,0,1,1,0
0,6,-1,-4,0,0,1,-12,-86,-3,-1,-8,-4,0,1,1,0
0,6,1,4,0,0,-1,12,86,3,1,8,4,0,1,1,0
0,6,-1,-4,1,0,-74,-12,0,-1,-1,0,-4,0,0,1,0
0,6,1,4,1,0,74,12,0,1,1,0,4,0,0,1,0
0,6,-1,-4,0,0,-74,-12,0,-17,5,0,-4,0,1,1,0
0,6,1,4,0,0,74,12,0,17,-5,0,4,0,1,1,0
0,7,-1,-4,0,0,-74,-12,0,-10,2,0,-4,0,1,0,0
0,7,1,4,0,0,74,12,0,10,-2,0,4,0,1,0,0
0,7,-1,-4,1,-11,-78,-12,-11,-6,-1,-11,-4,0,1,1,0
0,7,1,4,1,11,78,12,11,6,1,11,4,0,1,1,0
0,7,-1,-4,0,0,1,-12,-86,-8,2,0,-4,0,1,1,0
0,7,1,4,0,0,-1,12,86,8,-2,0,4,0,1,1,0
0,7,-1,-4,0,0,-74,-12,0,-2,-2,0,-4,0,0,1,0
0,7,1,4,0,0,74,12,0,2,2,0,4,0,0,1,0
0,7,-1,-4,0,0,-74,-12,0,-18,6,-8,-4,0,1,1,0
0,7,1,4,0,0,74,12,0,18,-6,8,4,0,1,1,0
0,12,-1,-82,0,-3,0,0,0,-6,18,0,-82,1,0,1,1
0,12,1,82,0,3,0,0,0,6,-18,0,82,1,0,1,1
0,12,-1,-82,1,-3,0,1,0,-6,17,0,-82,0,0,1,0
0,12,1,82,1,3,0,-1,0,6,-17,0,82,0,0,1,0
0,12,-1,-82,0,-3,0,0,6,-3,14,0,-82,1,0,0,1
0,12,1,82,0,3,0,0,-6,3,-14,0,82,1,0,0,1
0,12,-1,-82,0,-3,0,0,0,-16,29,0,-82,1,0,1,1
0,12,1,82,0,3,0,0,0,16,-29,0,82,1,0,1,1
0,12,-1,-82,0,-3,-6,0,-82,-22,31,0,-82,1,0,1,1
0,12,1,82,0,3,6,0,82,22,-31,0,82,1,0,1,1
0,13,-1,-82,0,-3,0,0,0,-5,15,0,-82,1,0,1,1
0,13,1,82,0,3,0,0,0,5,-15,0,82,1,0,1,1
0,13,-1,-82,0,-3,1,0,0,-2,6,0,-82,0,0,0,1
0,13,1,82,0,3,-1,0,0,2,-6,0,82,0,0,0,1
0,13,-1,-82,0,-3,0,0,6,-6,19,0,-82,1,0,1,1
0,13,1,82,0,3,0,0,-6,6,-19,0,82,1,0,1,1
0,13,-1,-82,1,-3,0,0,0,-5,15,0,-82,1,0,1,0
0,13,1,82,1,3,0,0,0,5,-15,0,82,1,0,1,0
0,13,-1,-82,0,-3,-6,0,-82,-17,29,0,-82,1,0,1,1
0,13,1,82,0,3,6,0,82,17,-29,0,82,1,0,1,1
0,14,-1,-82,1,-3,0,0,0,-7,20,0,-82,1,1,1,0
0,14,1,82,1,3,0,0,0,7,-20,0,82,1,1,1,0
0,14,-1,-82,1,-3,1,0,0,-3,9,0,-82,0,1,0,0
0,14,1,82,1,3,-1,0,0,3,-9,0,82,0,1,0,0
0,14,-1,-82,1,-3,0,0,6,-3,12,0,-82,1,1,1,0
0,14,1,82,1,3,0,0,-6,3,-12,0,82,1,1,1,0
0,14,-1,-82,1,-3,0,0,0,-9,21,0,-82,1,0,1,0
0,14,1,82,1,3,0,0,0,9,-21,0,82,1,0,1,0
0,14,-1,-82,1,-3,-6,0,-82,-16,28,0,-82,1,1,1,0
0,14,1,82,1,3,6,0,82,16,-28,0,82,1,1,1,0
1,0,-1,-1,1,0,-1,51,-3,-1,0,4,1,1,1,0,1
1,0,1,1,1,0,1,-51,3,1,0,-4,-1,1,1,0,1
1,0,-1,-1,0,-23,-2,0,0,0,2,6,0,1,0,1,1
1,0,1,1,0,23,2,0,0,0,-2,-6,0,1,0,1,1
1,0,-1,-4,0,-1,-4,-17,-15,-9,-2,-18,-6,1,1,1,0
1,0,1,4,0,1,4,17,15,9,2,18,6,1,1,1,0
1,0,-1,-1,0,48,1,29,16,-1,1,-12,-1,0,1,1,0
1,0,1,1,0,-48,-1,-29,-16,1,-1,12,1,0,1,1,0
1,0,-1,-1,0,-48,-3,-9,-6,2,-2,4,1,0,1,1,1
1,0,1,1,0,48,3,9,6,-2,2,-4,-1,0,1,1,1
1,1,-1,-1,0,4,2,-53,51,-1,-2,0,-1,1,1,0,1
1,1,1,1,0,-4,-2,53,-51,1,2,0,1,1,1,0,1
1,1,-1,-1,1,40,-33,-52,14,-14,-2,-12,-2,1,0,0,1
1,1,1,1,1,-40,33,52,-14,14,2,12,2,1,0,0,1
1,1,-1,-1,0,40,6,-36,14,-9,-7,-17,1,1,1,0,0
1,1,1,1,0,-40,-6,36,-14,9,7,17,-1,1,1,0,0
1,1,-1,-1,0,40,8,-54,56,-2,-6,-9,0,1,1,0,1
1,1,1,1,0,-40,-8,54,-56,2,6,9,0,1,1,0,1
1,1,-1,-1,0,40,-35,-53,50,-7,-4,-17,-2,0,1,0,1
1,1,1,1,0,-40,35,53,-50,7,4,17,2,0,1,0,1
1,2,-1,-1,0,4,0,-1,-1,5,4,-1,-1,1,1,0,1
1,2,1,1,0,-4,0,1,1,-5,-4,1,1,1,1,0,1
1,2,-1,-1,0,40,0,0,14,-3,2,-7,-1,1,0,0,0
1,2,1,1,0,-40,0,0,-14,3,-2,7,1,1,0,0,0
1,2,-1,-1,1,40,0,16,14,4,4,5,-1,1,1,0,1
1,2,1,1,1,-40,0,-16,-14,-4,-4,-5,1,1,1,0,1
1,2,-1,-1,0,40,0,-2,4,6,4,0,-1,1,1,0,1
1,2,1,1,0,-40,0,2,-4,-6,-4,0,1,1,1,0,1
1,2,-1,-1,0,40,-2,-1,-2,2,2,-8,-1,0,1,0,1
1,2,1,1,0,-40,2,1,2,-2,-2,8,1,0,1,0,1
1,3,-1,-1,0,-65,-21,1,-50,-5,-1,2,-1,1,1,0,1
1,3,1,1,0,65,21,-1,50,5,1,-2,1,1,1,0,1
1,3,-1,-1,1,-11,-21,0,-37,-11,0,-14,-2,1,0,0,0
1,3,1,1,1,11,21,0,37,11,0,14,2,1,0,0,0
1,3,-1,-1,0,-11,18,2,-66,-3,2,-1,-2,1,1,0,1
1,3,1,1,0,11,-18,-2,66,3,-2,1,2,1,1,0,1
1,3,-1,-1,0,-55,-21,0,-37,0,2,0,1,1,1,0,1
1,3,1,1,0,55,21,0,37,0,-2,0,-1,1,1,0,1
1,3,-1,-1,0,-11,-23,1,-38,-1,1,4,-2,0,1,0,1
1,3,1,1,0,11,23,-1,38,1,-1,-4,2,0,1,0,1
1,4,-1,-1,0,-65,-21,-51,-50,-9,-7,-15,-1,1,1,1,1
1,4,1,1,0,65,21,51,50,9,7,15,1,1,1,1,1
1,4,-1,-1,0,-11,-21,0,-37,-4,-6,-11,1,1,0,0,1
1,4,1,1,0,11,21,0,37,4,6,11,-1,1,0,0,1
1,4,-1,-1,0,-11,-21,-50,-66,-12,-5,-16,-1,1,1,1,1
1,4,1,1,0,11,21,50,66,12,5,16,1,1,1,1,1
1,4,-1,-1,1,-55,-21,-52,-37,-1,-5,-6,-1,1,1,1,0
1,4,1,1,1,55,21,52,37,1,5,6,1,1,1,1,0
1,4,-1,-1,0,-11,-23,-51,-38,-3,-5,-12,-1,0,1,1,1
1,4,1,1,0,11,23,51,38,3,5,12,1,0,1,1,1
1,7,-1,-2,1,35,1,-37,-16,-2,-4,-1,-5,0,1,1,1
1,7,1,2,1,-35,-1,37,16,2,4,1,5,0,1,1,1
1,7,-1,-2,0,0,1,-37,0,-2,-2,3,-5,0,0,0,1
1,7,1,2,0,0,-1,37,0,2,2,-3,5,0,0,0,1
1,7,-1,-2,0,0,1,-37,-51,-7,-1,2,-3,0,1,1,1
1,7,1,2,0,0,-1,37,51,7,1,-2,3,0,1,1,1
1,7,-1,-2,0,0,18,-68,0,-5,-1,2,-5,0,1,1,0
1,7,1,2,0,0,-18,68,0,5,1,-2,5,0,1,1,0
1,7,-1,-11,0,-49,-1,37,42,3,2,0,-9,0,1,1,1
1,7,1,11,0,49,1,-37,-42,-3,-2,0,9,0,1,1,1
