PID,Step,Rank,ResultingOptMakespan,Followed,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrivalTime,phi.totproc,phi.wait,phi.mac,phi.macOps,phi.macfree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
0,0,-1,-7,1,-33,0,-33,0,0,-170,0,0,0,-33,-33,0,0,0,0,0,-170,0
0,0,1,7,1,33,0,33,0,0,170,0,0,0,33,33,0,0,0,0,0,170,0
0,0,-1,-7,0,-24,0,-24,0,0,-116,0,0,0,-24,-24,0,0,0,0,0,-116,0
0,0,1,7,0,24,0,24,0,0,116,0,0,0,24,24,0,0,0,0,0,116,0
0,0,-1,-7,0,-27,0,-27,0,0,-135,0,0,0,-27,-27,0,0,0,0,0,-135,0
0,0,1,7,0,27,0,27,0,0,135,0,0,0,27,27,0,0,0,0,0,135,0
0,0,-1,-7,0,-4,0,-4,0,0,-19,0,0,0,-4,-4,0,0,0,0,0,-19,0
0,0,1,7,0,4,0,4,0,0,19,0,0,0,4,4,0,0,0,0,0,19,0
0,0,-1,-7,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,0,1,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,1,-1,-4,1,-33,0,-33,1,56,-170,-56,1,-1,-33,-33,0,-56,56,56,65,-226,0
0,1,1,4,1,33,0,33,-1,-56,170,56,-1,1,33,33,0,56,-56,-56,-65,226,0
0,1,-1,-4,0,-24,0,-24,0,0,-116,0,0,0,-24,-24,0,0,0,0,0,-116,0
0,1,1,4,0,24,0,24,0,0,116,0,0,0,24,24,0,0,0,0,0,116,0
0,1,-1,-4,0,-27,0,-27,0,0,-135,0,0,0,-27,-27,0,0,0,0,0,-135,0
0,1,1,4,0,27,0,27,0,0,135,0,0,0,27,27,0,0,0,0,0,135,0
0,1,-1,-4,0,-4,0,-4,0,0,-19,0,0,0,-4,-4,0,0,0,0,0,-19,0
0,1,1,4,0,4,0,4,0,0,19,0,0,0,4,4,0,0,0,0,0,19,0
0,1,-1,-7,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,1,1,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,2,-1,-4,1,-30,56,26,2,112,-170,-56,2,-1,26,26,0,-112,112,112,71,-282,0
0,2,1,4,1,30,-56,-26,-2,-112,170,56,-2,1,-26,-26,0,112,-112,-112,-71,282,0
0,2,-1,-4,0,-24,0,-24,0,0,-116,0,0,0,-24,-24,0,0,0,0,0,-116,0
0,2,1,4,0,24,0,24,0,0,116,0,0,0,24,24,0,0,0,0,0,116,0
0,2,-1,-4,0,-27,0,-27,0,0,-135,0,0,0,-27,-27,0,0,0,0,0,-135,0
0,2,1,4,0,27,0,27,0,0,135,0,0,0,27,27,0,0,0,0,0,135,0
0,2,-1,-4,0,-4,0,-4,0,0,-19,0,0,0,-4,-4,0,0,0,0,0,-19,0
0,2,1,4,0,4,0,4,0,0,19,0,0,0,4,4,0,0,0,0,0,19,0
0,2,-1,-7,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,2,1,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,3,-1,-4,1,-36,115,79,3,171,-170,-56,3,-1,79,53,0,-171,171,171,69,-341,0
0,3,1,4,1,36,-115,-79,-3,-171,170,56,-3,1,-79,-53,0,171,-171,-171,-69,341,0
0,3,-1,-4,0,-24,0,-24,0,0,-116,0,0,0,-24,0,0,0,0,0,0,-116,0
0,3,1,4,0,24,0,24,0,0,116,0,0,0,24,0,0,0,0,0,0,116,0
0,3,-1,-4,0,-27,0,-27,0,0,-135,0,0,0,-27,0,0,0,0,0,0,-135,0
0,3,1,4,0,27,0,27,0,0,135,0,0,0,27,0,0,0,0,0,0,135,0
0,3,-1,-4,0,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,3,1,4,0,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,3,-1,-7,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,3,1,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,4,-1,-4,1,-30,168,138,4,224,-170,-56,4,-1,138,59,0,-224,224,224,75,-394,0
0,4,1,4,1,30,-168,-138,-4,-224,170,56,-4,1,-138,-59,0,224,-224,-224,-75,394,0
0,4,-1,-4,0,-24,0,-24,0,0,-116,0,0,0,-24,0,0,0,0,0,0,-116,0
0,4,1,4,0,24,0,24,0,0,116,0,0,0,24,0,0,0,0,0,0,116,0
0,4,-1,-4,0,-27,0,-27,0,0,-135,0,0,0,-27,0,0,0,0,0,0,-135,0
0,4,1,4,0,27,0,27,0,0,135,0,0,0,27,0,0,0,0,0,0,135,0
0,4,-1,-4,0,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,4,1,4,0,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,4,-1,-7,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,4,1,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,5,-1,-4,0,-24,0,-24,0,0,-116,0,0,0,-24,0,0,0,0,0,0,-116,0
0,5,1,4,0,24,0,24,0,0,116,0,0,0,24,0,0,0,0,0,0,116,0
0,5,-1,-4,1,-27,0,-27,0,0,-135,0,0,0,-27,0,0,0,0,0,0,-135,0
0,5,1,4,1,27,0,27,0,0,135,0,0,0,27,0,0,0,0,0,0,135,0
0,5,-1,-4,0,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,5,1,4,0,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,5,-1,-7,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,5,1,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,6,-1,-3,0,-24,0,-24,0,0,-116,0,0,0,-24,0,0,0,0,0,0,-116,0
0,6,1,3,0,24,0,24,0,0,116,0,0,0,24,0,0,0,0,0,0,116,0
0,6,-1,-3,1,-24,0,-24,1,118,-135,-118,1,-1,-24,0,0,-6,62,6,71,-197,0
0,6,1,3,1,24,0,24,-1,-118,135,118,-1,1,24,0,0,6,-62,-6,-71,197,0
0,6,-1,-3,0,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,6,1,3,0,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,6,-1,-6,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,6,1,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,7,-1,-3,0,-24,0,-24,0,0,-116,0,0,0,-24,0,0,0,0,0,0,-116,0
0,7,1,3,0,24,0,24,0,0,116,0,0,0,24,0,0,0,0,0,0,116,0
0,7,-1,-3,1,-24,65,41,2,183,-135,-118,2,-1,41,0,0,-12,124,12,74,-262,0
0,7,1,3,1,24,-65,-41,-2,-183,135,118,-2,1,-41,0,0,12,-124,-12,-74,262,0
0,7,-1,-3,0,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,7,1,3,0,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,7,-1,-6,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,7,1,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,8,-1,-3,0,-24,0,-24,0,0,-116,0,0,0,-24,0,0,0,0,0,0,-116,0
0,8,1,3,0,24,0,24,0,0,116,0,0,0,24,0,0,0,0,0,0,116,0
0,8,-1,-3,1,-27,130,103,3,248,-135,-118,3,-1,103,27,0,-24,195,24,78,-327,0
0,8,1,3,1,27,-130,-103,-3,-248,135,118,-3,1,-103,-27,0,24,-195,-24,-78,327,0
0,8,-1,-3,0,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,8,1,3,0,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,8,-1,-6,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,8,1,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,9,-1,-3,0,-24,0,-24,0,0,-116,0,0,0,-24,0,0,0,0,0,0,-116,0
0,9,1,3,0,24,0,24,0,0,116,0,0,0,24,0,0,0,0,0,0,116,0
0,9,-1,-3,1,-25,192,167,4,310,-135,-118,4,-1,167,64,0,-27,251,27,78,-389,0
0,9,1,3,1,25,-192,-167,-4,-310,135,118,-4,1,-167,-64,0,27,-251,-27,-78,389,0
0,9,-1,-3,0,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,9,1,3,0,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,9,-1,-6,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,9,1,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,10,-1,-3,1,-24,0,-24,0,0,-116,0,0,0,-24,0,0,0,0,0,0,-116,0
0,10,1,3,1,24,0,24,0,0,116,0,0,0,24,0,0,0,0,0,0,116,0
0,10,-1,-3,0,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,10,1,3,0,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,10,-1,-6,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,10,1,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,11,-1,-1,1,-24,0,-24,1,183,-116,-183,1,-1,-24,0,0,0,62,0,71,-181,0
0,11,1,1,1,24,0,24,-1,-183,116,183,-1,1,24,0,0,0,-62,0,-71,181,0
0,11,-1,-1,0,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,11,1,1,0,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,11,-1,-6,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,11,1,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,12,-1,-1,1,-18,65,47,2,248,-116,-183,2,-1,47,0,0,0,124,0,74,-246,0
0,12,1,1,1,18,-65,-47,-2,-248,116,183,-2,1,-47,0,0,0,-124,0,-74,246,0
0,12,-1,-1,0,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,12,1,1,0,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,12,-1,-6,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,12,1,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,13,-1,-1,1,-20,136,116,3,319,-116,-183,3,-1,116,14,0,-9,204,9,81,-317,0
0,13,1,1,1,20,-136,-116,-3,-319,116,183,-3,1,-116,-14,0,9,-204,-9,-81,317,0
0,13,-1,-1,0,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,13,1,1,0,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,13,-1,-6,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,13,1,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,14,-1,-1,1,-22,205,183,4,388,-116,-183,4,-1,183,67,0,-14,265,14,79,-386,0
0,14,1,1,1,22,-205,-183,-4,-388,116,183,-4,1,-183,-67,0,14,-265,-14,-79,386,0
0,14,-1,-1,0,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,14,1,1,0,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,14,-1,-6,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,14,1,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
0,15,-1,-1,1,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
0,15,1,1,1,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
0,15,-1,-6,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,-8,0
0,15,1,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
1,0,-1,-1,0,12,0,12,0,0,64,0,0,0,12,12,0,0,0,0,0,64,0
1,0,1,1,0,-12,0,-12,0,0,-64,0,0,0,-12,-12,0,0,0,0,0,-64,0
1,0,-1,-1,0,18,0,18,0,0,64,0,0,0,18,18,0,0,0,0,0,64,0
1,0,1,1,0,-18,0,-18,0,0,-64,0,0,0,-18,-18,0,0,0,0,0,-64,0
1,0,-1,-1,1,-17,0,-17,0,0,-79,0,0,0,-17,-17,0,0,0,0,0,-79,0
1,0,1,1,1,17,0,17,0,0,79,0,0,0,17,17,0,0,0,0,0,79,0
1,0,-1,-1,0,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
1,0,1,1,0,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
1,0,-1,-6,0,-29,0,-29,0,0,-139,0,0,0,-29,-29,0,0,0,0,0,-139,0
1,0,1,6,0,29,0,29,0,0,139,0,0,0,29,29,0,0,0,0,0,139,0
1,1,-1,-1,0,12,0,12,0,0,64,0,0,0,12,12,0,0,0,0,0,64,0
1,1,1,1,0,-12,0,-12,0,0,-64,0,0,0,-12,-12,0,0,0,0,0,-64,0
1,1,-1,-1,0,18,0,18,0,0,64,0,0,0,18,18,0,0,0,0,0,64,0
1,1,1,1,0,-18,0,-18,0,0,-64,0,0,0,-18,-18,0,0,0,0,0,-64,0
1,1,-1,-1,1,-13,0,-13,1,6,-79,-6,1,-1,-13,-13,0,-6,6,6,2,-85,0
1,1,1,1,1,13,0,13,-1,-6,79,6,-1,1,13,13,0,6,-6,-6,-2,85,0
1,1,-1,-1,0,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
1,1,1,1,0,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
1,1,-1,-2,0,-29,0,-29,0,0,-139,0,0,0,-29,-29,0,0,0,0,0,-139,0
1,1,1,2,0,29,0,29,0,0,139,0,0,0,29,29,0,0,0,0,0,139,0
1,2,-1,-1,0,12,0,12,0,0,64,0,0,0,12,12,0,0,0,0,0,64,0
1,2,1,1,0,-12,0,-12,0,0,-64,0,0,0,-12,-12,0,0,0,0,0,-64,0
1,2,-1,-1,0,18,0,18,0,0,64,0,0,0,18,18,0,0,0,0,0,64,0
1,2,1,1,0,-18,0,-18,0,0,-64,0,0,0,-18,-18,0,0,0,0,0,-64,0
1,2,-1,-1,1,-15,10,-5,2,16,-79,-6,2,-1,-5,-5,0,-16,16,16,2,-95,0
1,2,1,1,1,15,-10,5,-2,-16,79,6,-2,1,5,5,0,16,-16,-16,-2,95,0
1,2,-1,-1,0,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
1,2,1,1,0,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
1,2,-1,-2,0,-29,0,-29,0,0,-139,0,0,0,-29,-29,0,0,0,0,0,-139,0
1,2,1,2,0,29,0,29,0,0,139,0,0,0,29,29,0,0,0,0,0,139,0
1,3,-1,-1,0,12,0,12,0,0,64,0,0,0,12,12,0,0,0,0,0,64,0
1,3,1,1,0,-12,0,-12,0,0,-64,0,0,0,-12,-12,0,0,0,0,0,-64,0
1,3,-1,-1,0,18,0,18,0,0,64,0,0,0,18,18,0,0,0,0,0,64,0
1,3,1,1,0,-18,0,-18,0,0,-64,0,0,0,-18,-18,0,0,0,0,0,-64,0
1,3,-1,-1,1,-19,18,-1,3,24,-79,-6,3,-1,-1,-1,0,-24,24,24,-1,-103,0
1,3,1,1,1,19,-18,1,-3,-24,79,6,-3,1,1,1,0,24,-24,-24,1,103,0
1,3,-1,-1,0,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
1,3,1,1,0,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
1,3,-1,-2,0,-29,0,-29,0,0,-139,0,0,0,-29,-29,0,0,0,0,0,-139,0
1,3,1,2,0,29,0,29,0,0,139,0,0,0,29,29,0,0,0,0,0,139,0
1,4,-1,-1,0,12,0,12,0,0,64,0,0,0,12,12,0,0,0,0,0,64,0
1,4,1,1,0,-12,0,-12,0,0,-64,0,0,0,-12,-12,0,0,0,0,0,-64,0
1,4,-1,-1,0,18,0,18,0,0,64,0,0,0,18,18,0,0,0,0,0,64,0
1,4,1,1,0,-18,0,-18,0,0,-64,0,0,0,-18,-18,0,0,0,0,0,-64,0
1,4,-1,-1,1,-13,22,9,4,28,-79,-6,4,-1,9,9,0,-28,28,28,11,-107,0
1,4,1,1,1,13,-22,-9,-4,-28,79,6,-4,1,-9,-9,0,28,-28,-28,-11,107,0
1,4,-1,-1,0,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
1,4,1,1,0,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
1,4,-1,-2,0,-29,0,-29,0,0,-139,0,0,0,-29,-29,0,0,0,0,0,-139,0
1,4,1,2,0,29,0,29,0,0,139,0,0,0,29,29,0,0,0,0,0,139,0
1,5,-1,-1,1,12,0,12,0,0,64,0,0,0,12,3,0,0,0,0,0,64,0
1,5,1,1,1,-12,0,-12,0,0,-64,0,0,0,-12,-3,0,0,0,0,0,-64,0
1,5,-1,-1,1,18,0,18,0,0,64,0,0,0,18,9,0,0,0,0,0,64,0
1,5,1,1,1,-18,0,-18,0,0,-64,0,0,0,-18,-9,0,0,0,0,0,-64,0
1,5,-1,-1,1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
1,5,1,1,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
1,5,-1,-2,1,-29,0,-29,0,0,-139,0,0,0,-29,-20,0,0,0,0,0,-139,0
1,5,1,2,1,29,0,29,0,0,139,0,0,0,29,20,0,0,0,0,0,139,0
1,6,-1,-3,0,-17,0,-17,0,0,-75,0,0,0,-17,-17,0,0,0,0,0,-75,0
1,6,1,3,0,17,0,17,0,0,75,0,0,0,17,17,0,0,0,0,0,75,0
1,6,-1,-3,0,-11,0,-11,0,0,-75,0,0,0,-11,-11,0,0,0,0,0,-75,0
1,6,1,3,0,11,0,11,0,0,75,0,0,0,11,11,0,0,0,0,0,75,0
1,6,-1,-3,1,-28,0,-28,1,29,-139,-29,1,-1,-28,-28,0,-13,19,13,15,-162,0
1,6,1,3,1,28,0,28,-1,-29,139,29,-1,1,28,28,0,13,-19,-13,-15,162,0
1,6,-1,-3,0,-25,0,-25,0,0,-119,0,0,0,-25,-25,0,0,0,0,0,-119,0
1,6,1,3,0,25,0,25,0,0,119,0,0,0,25,25,0,0,0,0,0,119,0
1,7,-1,-3,0,-17,0,-17,0,0,-75,0,0,0,-17,-17,0,0,0,0,0,-75,0
1,7,1,3,0,17,0,17,0,0,75,0,0,0,17,17,0,0,0,0,0,75,0
1,7,-1,-3,0,-11,0,-11,0,0,-75,0,0,0,-11,-11,0,0,0,0,0,-75,0
1,7,1,3,0,11,0,11,0,0,75,0,0,0,11,11,0,0,0,0,0,75,0
1,7,-1,-3,1,-29,24,-5,2,53,-139,-29,2,-1,-5,-5,0,-29,45,29,17,-186,0
1,7,1,3,1,29,-24,5,-2,-53,139,29,-2,1,5,5,0,29,-45,-29,-17,186,0
1,7,-1,-3,0,-25,0,-25,0,0,-119,0,0,0,-25,-25,0,0,0,0,0,-119,0
1,7,1,3,0,25,0,25,0,0,119,0,0,0,25,25,0,0,0,0,0,119,0
1,8,-1,-3,0,-17,0,-17,0,0,-75,0,0,0,-17,-5,0,0,0,0,0,-75,0
1,8,1,3,0,17,0,17,0,0,75,0,0,0,17,5,0,0,0,0,0,75,0
1,8,-1,-3,0,-11,0,-11,0,0,-75,0,0,0,-11,-5,0,0,0,0,0,-75,0
1,8,1,3,0,11,0,11,0,0,75,0,0,0,11,5,0,0,0,0,0,75,0
1,8,-1,-3,1,-27,47,20,3,76,-139,-29,3,-1,20,20,0,-48,72,48,18,-209,0
1,8,1,3,1,27,-47,-20,-3,-76,139,29,-3,1,-20,-20,0,48,-72,-48,-18,209,0
1,8,-1,-3,0,-25,0,-25,0,0,-119,0,0,0,-25,-5,0,0,0,0,0,-119,0
1,8,1,3,0,25,0,25,0,0,119,0,0,0,25,5,0,0,0,0,0,119,0
1,9,-1,-3,0,-17,0,-17,0,0,-75,0,0,0,-17,0,0,0,0,0,0,-75,0
1,9,1,3,0,17,0,17,0,0,75,0,0,0,17,0,0,0,0,0,0,75,0
1,9,-1,-3,0,-11,0,-11,0,0,-75,0,0,0,-11,0,0,0,0,0,0,-75,0
1,9,1,3,0,11,0,11,0,0,75,0,0,0,11,0,0,0,0,0,0,75,0
1,9,-1,-3,1,-30,72,42,4,101,-139,-29,4,-1,42,22,0,-63,91,63,24,-234,0
1,9,1,3,1,30,-72,-42,-4,-101,139,29,-4,1,-42,-22,0,63,-91,-63,-24,234,0
1,9,-1,-3,0,-25,0,-25,0,0,-119,0,0,0,-25,0,0,0,0,0,0,-119,0
1,9,1,3,0,25,0,25,0,0,119,0,0,0,25,0,0,0,0,0,0,119,0
1,10,-1,-3,0,-17,0,-17,0,0,-75,0,0,0,-17,0,0,0,0,0,0,-75,0
1,10,1,3,0,17,0,17,0,0,75,0,0,0,17,0,0,0,0,0,0,75,0
1,10,-1,-3,0,-11,0,-11,0,0,-75,0,0,0,-11,0,0,0,0,0,0,-75,0
1,10,1,3,0,11,0,11,0,0,75,0,0,0,11,0,0,0,0,0,0,75,0
1,10,-1,-3,1,-25,0,-25,0,0,-119,0,0,0,-25,0,0,0,0,0,0,-119,0
1,10,1,3,1,25,0,25,0,0,119,0,0,0,25,0,0,0,0,0,0,119,0
1,11,-1,-2,0,-17,0,-17,0,0,-75,0,0,0,-17,0,0,0,0,0,0,-75,0
1,11,1,2,0,17,0,17,0,0,75,0,0,0,17,0,0,0,0,0,0,75,0
1,11,-1,-2,0,-11,0,-11,0,0,-75,0,0,0,-11,0,0,0,0,0,0,-75,0
1,11,1,2,0,11,0,11,0,0,75,0,0,0,11,0,0,0,0,0,0,75,0
1,11,-1,-2,1,-25,0,-25,1,56,-119,-56,1,-1,-25,0,0,-3,22,3,18,-146,0
1,11,1,2,1,25,0,25,-1,-56,119,56,-1,1,25,0,0,3,-22,-3,-18,146,0
1,12,-1,-2,0,-17,0,-17,0,0,-75,0,0,0,-17,0,0,0,0,0,0,-75,0
1,12,1,2,0,17,0,17,0,0,75,0,0,0,17,0,0,0,0,0,0,75,0
1,12,-1,-2,0,-11,0,-11,0,0,-75,0,0,0,-11,0,0,0,0,0,0,-75,0
1,12,1,2,0,11,0,11,0,0,75,0,0,0,11,0,0,0,0,0,0,75,0
1,12,-1,-2,1,-24,27,3,2,83,-119,-56,2,-1,3,0,0,-7,52,7,21,-173,0
1,12,1,2,1,24,-27,-3,-2,-83,119,56,-2,1,-3,0,0,7,-52,-7,-21,173,0
1,13,-1,-2,0,-17,0,-17,0,0,-75,0,0,0,-17,0,0,0,0,0,0,-75,0
1,13,1,2,0,17,0,17,0,0,75,0,0,0,17,0,0,0,0,0,0,75,0
1,13,-1,-2,0,-11,0,-11,0,0,-75,0,0,0,-11,0,0,0,0,0,0,-75,0
1,13,1,2,0,11,0,11,0,0,75,0,0,0,11,0,0,0,0,0,0,75,0
1,13,-1,-2,1,-25,55,30,3,111,-119,-56,3,-1,30,15,0,-10,82,10,20,-201,0
1,13,1,2,1,25,-55,-30,-3,-111,119,56,-3,1,-30,-15,0,10,-82,-10,-20,201,0
1,14,-1,-2,0,-17,0,-17,0,0,-75,0,0,0,-17,0,0,0,0,0,0,-75,0
1,14,1,2,0,17,0,17,0,0,75,0,0,0,17,0,0,0,0,0,0,75,0
1,14,-1,-2,0,-11,0,-11,0,0,-75,0,0,0,-11,0,0,0,0,0,0,-75,0
1,14,1,2,0,11,0,11,0,0,75,0,0,0,11,0,0,0,0,0,0,75,0
1,14,-1,-2,1,-24,82,58,4,138,-119,-56,4,-1,58,28,0,-15,106,15,29,-228,0
1,14,1,2,1,24,-82,-58,-4,-138,119,56,-4,1,-58,-28,0,15,-106,-15,-29,228,0
1,15,-1,-2,1,-17,0,-17,0,0,-75,0,0,0,-17,0,0,0,0,0,0,-75,0
1,15,1,2,1,17,0,17,0,0,75,0,0,0,17,0,0,0,0,0,0,75,0
1,15,-1,-2,0,-11,0,-11,0,0,-75,0,0,0,-11,0,0,0,0,0,0,-75,0
1,15,1,2,0,11,0,11,0,0,75,0,0,0,11,0,0,0,0,0,0,75,0
1,16,-1,-1,1,-17,0,-17,1,91,-75,-91,1,-1,-17,0,0,-8,30,8,26,-110,0
1,16,1,1,1,17,0,17,-1,-91,75,91,-1,1,17,0,0,8,-30,-8,-26,110,0
1,16,-1,-1,0,-11,0,-11,0,0,-75,0,0,0,-11,0,0,0,0,0,0,-75,0
1,16,1,1,0,11,0,11,0,0,75,0,0,0,11,0,0,0,0,0,0,75,0
1,17,-1,-1,1,-15,35,20,2,126,-75,-91,2,-1,20,0,0,-15,67,15,28,-145,0
1,17,1,1,1,15,-35,-20,-2,-126,75,91,-2,1,-20,0,0,15,-67,-15,-28,145,0
1,17,-1,-1,0,-11,0,-11,0,0,-75,0,0,0,-11,0,0,0,0,0,0,-75,0
1,17,1,1,0,11,0,11,0,0,75,0,0,0,11,0,0,0,0,0,0,75,0
1,18,-1,-1,1,-14,72,58,3,163,-75,-91,3,-1,58,35,0,-25,107,25,28,-182,0
1,18,1,1,1,14,-72,-58,-3,-163,75,91,-3,1,-58,-35,0,25,-107,-25,-28,182,0
1,18,-1,-1,0,-11,0,-11,0,0,-75,0,0,0,-11,0,0,0,0,0,0,-75,0
1,18,1,1,0,11,0,11,0,0,75,0,0,0,11,0,0,0,0,0,0,75,0
1,19,-1,-1,1,-16,110,94,4,201,-75,-91,4,-1,94,36,0,-35,141,35,36,-220,0
1,19,1,1,1,16,-110,-94,-4,-201,75,91,-4,1,-94,-36,0,35,-141,-35,-36,220,0
1,19,-1,-1,0,-11,0,-11,0,0,-75,0,0,0,-11,0,0,0,0,0,0,-75,0
1,19,1,1,0,11,0,11,0,0,75,0,0,0,11,0,0,0,0,0,0,75,0
1,20,-1,-1,1,-11,0,-11,0,0,-75,0,0,0,-11,0,0,0,0,0,0,-75,0
1,20,1,1,1,11,0,11,0,0,75,0,0,0,11,0,0,0,0,0,0,75,0
2,0,-1,-1,1,14,0,14,0,0,71,0,0,0,14,14,0,0,0,0,0,71,0
2,0,1,1,1,-14,0,-14,0,0,-71,0,0,0,-14,-14,0,0,0,0,0,-71,0
2,0,-1,-1,1,8,0,8,0,0,40,0,0,0,8,8,0,0,0,0,0,40,0
2,0,1,1,1,-8,0,-8,0,0,-40,0,0,0,-8,-8,0,0,0,0,0,-40,0
2,0,-1,-1,1,18,0,18,0,0,81,0,0,0,18,18,0,0,0,0,0,81,0
2,0,1,1,1,-18,0,-18,0,0,-81,0,0,0,-18,-18,0,0,0,0,0,-81,0
2,0,-1,-1,1,2,0,2,0,0,5,0,0,0,2,2,0,0,0,0,0,5,0
