PID,Step,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime
1,0,1,-4,-1,4,0,4,0,0,4,4,0,0,0,0,0,20,0,20,0
1,0,1,4,1,-4,0,-4,0,0,-4,-4,0,0,0,0,0,-20,0,-20,0
1,0,1,-4,-1,5,0,5,0,0,5,5,0,0,0,0,0,24,0,24,0
1,0,1,4,1,-5,0,-5,0,0,-5,-5,0,0,0,0,0,-24,0,-24,0
1,0,1,-4,-1,7,0,7,0,0,7,7,0,0,0,0,0,33,0,33,0
1,0,1,4,1,-7,0,-7,0,0,-7,-7,0,0,0,0,0,-33,0,-33,0
1,0,1,-4,-1,4,0,4,0,0,4,4,0,0,0,0,0,19,0,19,0
1,0,1,4,1,-4,0,-4,0,0,-4,-4,0,0,0,0,0,-19,0,-19,0
1,0,0,-1,-1,4,0,4,0,0,4,4,0,0,0,0,0,18,0,18,0
1,0,0,1,1,-4,0,-4,0,0,-4,-4,0,0,0,0,0,-18,0,-18,0
1,1,1,-1,-1,4,0,4,0,0,4,4,0,0,0,0,0,18,0,18,0
1,1,1,1,1,-4,0,-4,0,0,-4,-4,0,0,0,0,0,-18,0,-18,0
1,1,0,-1,-1,-27,0,-27,97,-97,-27,-27,-97,97,97,1,-1,-59,-113,38,-210
1,1,0,1,1,27,0,27,-97,97,27,27,97,-97,-97,-1,1,59,113,-38,210
1,1,0,-1,-1,3,0,3,0,0,3,3,0,0,0,0,0,14,0,14,0
1,1,0,1,1,-3,0,-3,0,0,-3,-3,0,0,0,0,0,-14,0,-14,0
1,1,0,-1,-1,1,0,1,0,0,1,1,0,0,0,0,0,5,0,5,0
1,1,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-5,0,-5,0
1,1,0,-1,-1,4,0,4,0,0,4,4,0,0,0,0,0,19,0,19,0
1,1,0,1,1,-4,0,-4,0,0,-4,-4,0,0,0,0,0,-19,0,-19,0
1,2,0,-1,-1,-31,0,-31,190,-190,-31,-31,-190,190,190,1,-2,-75,-20,18,-210
1,2,0,1,1,31,0,31,-190,190,31,31,190,-190,-190,-1,2,75,20,-18,210
1,2,0,-1,-1,-27,-93,-120,97,-190,-120,-89,-97,97,97,1,-2,-59,-20,38,-210
1,2,0,1,1,27,93,120,-97,190,120,89,97,-97,-97,-1,2,59,20,-38,210
1,2,0,-1,-1,3,0,3,0,0,3,3,0,0,0,0,0,14,0,14,0
1,2,0,1,1,-3,0,-3,0,0,-3,-3,0,0,0,0,0,-14,0,-14,0
1,2,0,-1,-1,1,0,1,0,0,1,1,0,0,0,0,0,5,0,5,0
1,2,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-5,0,-5,0
1,2,1,-1,-1,4,0,4,0,0,4,4,0,0,0,0,0,19,0,19,0
1,2,1,1,1,-4,0,-4,0,0,-4,-4,0,0,0,0,0,-19,0,-19,0
1,3,0,-1,-1,-31,-93,-124,190,-283,-124,-89,-190,190,190,1,-3,-75,73,18,-210
1,3,0,1,1,31,93,124,-190,283,124,89,190,-190,-190,-1,3,75,-73,-18,210
1,3,0,-1,-1,-27,-186,-213,97,-283,-213,-89,-97,97,97,1,-3,-59,73,38,-210
1,3,0,1,1,27,186,213,-97,283,213,89,97,-97,-97,-1,3,59,-73,-38,210
1,3,1,-1,-1,3,0,3,0,0,3,3,0,0,0,0,0,14,0,14,0
1,3,1,1,1,-3,0,-3,0,0,-3,-3,0,0,0,0,0,-14,0,-14,0
1,3,0,-1,-1,1,0,1,0,0,1,1,0,0,0,0,0,5,0,5,0
1,3,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-5,0,-5,0
1,3,0,-1,-1,-31,0,-31,283,-283,-31,-31,-283,283,283,1,-3,-74,73,19,-210
1,3,0,1,1,31,0,31,-283,283,31,31,283,-283,-283,-1,3,74,-73,-19,210
1,4,0,-1,-1,-31,-185,-216,190,-375,-216,-89,-190,190,190,1,-4,-75,165,18,-210
1,4,0,1,1,31,185,216,-190,375,216,89,190,-190,-190,-1,4,75,-165,-18,210
1,4,0,-1,-1,-27,-278,-305,97,-375,-305,-89,-97,97,97,1,-4,-59,165,38,-210
1,4,0,1,1,27,278,305,-97,375,305,89,97,-97,-97,-1,4,59,-165,-38,210
1,4,0,-1,-1,-32,0,-32,375,-375,-32,-32,-375,375,375,1,-4,-78,165,14,-210
1,4,0,1,1,32,0,32,-375,375,32,32,375,-375,-375,-1,4,78,-165,-14,210
1,4,1,-1,-1,1,0,1,0,0,1,1,0,0,0,0,0,5,0,5,0
1,4,1,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-5,0,-5,0
1,4,0,-1,-1,-31,-92,-123,283,-375,-123,-89,-283,283,283,1,-4,-74,165,19,-210
1,4,0,1,1,31,92,123,-283,375,123,89,283,-283,-283,-1,4,74,-165,-19,210
2,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0
2,0,0,-2,-1,-2,0,-2,0,0,-2,-2,0,0,0,0,0,-9,0,-9,0
2,0,0,2,1,2,0,2,0,0,2,2,0,0,0,0,0,9,0,9,0
2,0,0,-2,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-6,0,-6,0
2,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,6,0,6,0
2,0,0,-3,-1,-2,0,-2,0,0,-2,-2,0,0,0,0,0,-10,0,-10,0
2,0,0,3,1,2,0,2,0,0,2,2,0,0,0,0,0,10,0,10,0
2,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0
2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
2,1,0,-1,-1,2,0,2,0,0,2,2,0,0,0,0,0,9,0,9,0
2,1,0,1,1,-2,0,-2,0,0,-2,-2,0,0,0,0,0,-9,0,-9,0
2,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0
2,1,1,-1,-1,5,0,5,39,-39,5,5,-39,39,39,1,-1,-12,40,27,1
2,1,1,1,1,-5,0,-5,-39,39,-5,-5,39,-39,-39,-1,1,12,-40,-27,-1
2,1,0,-1,-1,5,0,5,0,0,5,5,0,0,0,0,0,25,0,25,0
2,1,0,1,1,-5,0,-5,0,0,-5,-5,0,0,0,0,0,-25,0,-25,0
2,1,0,-1,-1,3,0,3,0,0,3,3,0,0,0,0,0,15,0,15,0
2,1,0,1,1,-3,0,-3,0,0,-3,-3,0,0,0,0,0,-15,0,-15,0
2,2,0,-1,-1,2,0,2,0,0,2,0,0,0,0,0,0,9,0,9,0
2,2,0,1,1,-2,0,-2,0,0,-2,0,0,0,0,0,0,-9,0,-9,0
2,2,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0
2,2,1,-1,-1,21,39,60,78,-39,60,55,-78,78,78,2,-1,-51,122,27,83
2,2,1,1,1,-21,-39,-60,-78,39,-60,-55,78,-78,-78,-2,1,51,-122,-27,-83
2,2,0,-1,-1,5,0,5,0,0,5,0,0,0,0,0,0,25,0,25,0
2,2,0,1,1,-5,0,-5,0,0,-5,0,0,0,0,0,0,-25,0,-25,0
2,2,0,-1,-1,3,0,3,0,0,3,0,0,0,0,0,0,15,0,15,0
2,2,0,1,1,-3,0,-3,0,0,-3,0,0,0,0,0,0,-15,0,-15,0
2,3,0,-1,-1,2,0,2,0,0,2,0,0,0,0,0,0,9,0,9,0
2,3,0,1,1,-2,0,-2,0,0,-2,0,0,0,0,0,0,-9,0,-9,0
2,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0
2,3,0,-1,-1,-27,94,67,133,-39,67,7,-133,133,133,3,-1,-106,-144,27,-183
2,3,0,1,1,27,-94,-67,-133,39,-67,-7,133,-133,-133,-3,1,106,144,-27,183
2,3,1,-1,-1,5,0,5,0,0,5,0,0,0,0,0,0,25,0,25,0
2,3,1,1,1,-5,0,-5,0,0,-5,0,0,0,0,0,0,-25,0,-25,0
2,3,0,-1,-1,3,0,3,0,0,3,0,0,0,0,0,0,15,0,15,0
2,3,0,1,1,-3,0,-3,0,0,-3,0,0,0,0,0,0,-15,0,-15,0
2,14,1,-1,-1,-40,0,-40,63,-63,-40,-40,-287,209,287,1,-4,-43,-57,9,-266
2,14,1,1,1,40,0,40,-63,63,40,40,287,-209,-287,-1,4,43,57,-9,266
2,14,1,-1,-1,-12,-102,-114,-224,122,-114,-46,0,-78,0,-2,1,71,-59,2,-83
2,14,1,1,1,12,102,114,224,-122,114,46,0,78,0,2,-1,-71,59,-2,83
2,14,1,-1,-1,-39,-154,-193,-91,-63,-193,-46,-133,55,133,1,-4,-37,-57,27,-266
2,14,1,1,1,39,154,193,91,63,193,46,133,-55,-133,-1,4,37,57,-27,266
2,14,1,-1,-1,-39,-100,-139,-37,-63,-139,-46,-187,109,187,1,-4,-37,-57,25,-266
2,14,1,1,1,39,100,139,37,63,139,46,187,-109,-187,-1,4,37,57,-25,266
2,14,1,-1,-1,-40,-49,-89,14,-63,-89,-46,-238,160,238,1,-4,-41,-57,15,-266
2,14,1,1,1,40,49,89,-14,63,89,46,238,-160,-238,-1,4,41,57,-15,266
3,0,1,-2,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-9,0,-9,0
3,0,1,2,1,1,0,1,0,0,1,1,0,0,0,0,0,9,0,9,0
3,0,0,-2,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-10,0,-10,0
3,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,10,0,10,0
3,0,0,-2,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-10,0,-10,0
3,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,10,0,10,0
3,0,1,-2,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-11,0,-11,0
3,0,1,2,1,1,0,1,0,0,1,1,0,0,0,0,0,11,0,11,0
3,0,1,-2,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-8,0,-8,0
3,0,1,2,1,1,0,1,0,0,1,1,0,0,0,0,0,8,0,8,0
3,2,1,-2,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-10,0,-10,0
3,2,1,2,1,1,0,1,0,0,1,1,0,0,0,0,0,10,0,10,0
3,2,1,-2,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-12,0,-12,0
3,2,1,2,1,1,0,1,0,0,1,1,0,0,0,0,0,12,0,12,0
3,2,1,-2,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-9,0,-9,0
3,2,1,2,1,1,0,1,0,0,1,1,0,0,0,0,0,9,0,9,0
3,2,1,-2,-1,-14,-31,-45,31,-62,-45,-31,-31,31,31,1,-2,-32,-22,-1,-84
3,2,1,2,1,14,31,45,-31,62,45,31,31,-31,-31,-1,2,32,22,1,84
3,2,1,-2,-1,-14,0,-14,62,-62,-14,-14,-62,62,62,1,-2,-31,-22,0,-84
3,2,1,2,1,14,0,14,-62,62,14,14,62,-62,-62,-1,2,31,22,0,84
4,0,0,-1,-1,1,0,1,0,0,1,1,0,0,0,0,0,3,0,3,0
4,0,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-3,0,-3,0
4,0,0,-1,-1,1,0,1,0,0,1,1,0,0,0,0,0,3,0,3,0
4,0,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-3,0,-3,0
