PID,Step,Rank,ResultingOptMakespan,Followed,phi.MWR,phi.LWR,phi.SPT,phi.LPT,phi.RNDmean,phi.RNDstd,phi.RNDmax,phi.RNDmin,sdr.MWR,sdr.LWR,sdr.SPT,sdr.LPT
0,0,-1,-17,1,-65,144,0,50,-8,9,-4,-38,0,1,0,1
0,0,1,17,1,65,-144,0,-50,8,-9,4,38,0,1,0,1
0,0,-1,-17,1,-57,130,0,46,10,12,42,-27,0,1,1,1
0,0,1,17,1,57,-130,0,-46,-10,-12,-42,27,0,1,1,1
0,0,-1,-17,1,-13,124,0,83,6,17,26,-53,0,0,1,1
0,0,1,17,1,13,-124,0,-83,-6,-17,-26,53,0,0,1,1
0,0,-1,-24,1,-57,-212,0,-110,-51,-9,-66,9,0,1,1,1
0,0,1,24,1,57,212,0,110,51,9,66,-9,0,1,1,1
0,0,-1,-24,0,57,64,-46,14,-16,11,15,-54,1,1,1,0
0,0,1,24,0,-57,-64,46,-14,16,-11,-15,54,1,1,1,0
0,1,-1,-8,0,-72,20,0,123,14,7,13,18,1,0,0,1
0,1,1,8,0,72,-20,0,-123,-14,-7,-13,-18,1,0,0,1
0,1,-1,-8,0,13,0,0,10,-1,-2,-6,6,1,0,1,1
0,1,1,8,0,-13,0,0,-10,1,2,6,-6,1,0,1,1
0,1,-1,-16,0,44,-42,-3,-25,4,-5,-19,-6,1,0,1,1
0,1,1,16,0,-44,42,3,25,-4,5,19,6,1,0,1,1
0,1,-1,-42,1,-57,-116,40,15,-26,7,-22,-36,0,1,1,0
0,1,1,42,1,57,116,-40,-15,26,-7,22,36,0,1,1,0
0,1,-1,-2,1,-57,47,-88,-5,-18,-11,-58,-12,0,1,1,0
0,1,1,2,1,57,-47,88,5,18,11,58,12,0,1,1,0
0,2,-1,-22,1,0,-46,-63,0,-13,1,-14,-22,0,1,1,0
0,2,1,22,1,0,46,63,0,13,-1,14,22,0,1,1,0
0,2,-1,-22,1,7,80,-9,38,7,17,70,-22,0,1,0,0
0,2,1,22,1,-7,-80,9,-38,-7,-17,-70,22,0,1,0,0
0,2,-1,-22,1,-57,66,-45,-12,11,12,32,-22,0,1,1,0
0,2,1,22,1,57,-66,45,12,-11,-12,-32,22,0,1,1,0
0,2,-1,-22,1,0,60,-9,0,3,8,46,-22,0,1,1,0
0,2,1,22,1,0,-60,9,0,-3,-8,-46,22,0,1,1,0
0,2,-1,-22,1,-13,60,-13,37,9,12,50,-22,0,0,1,0
0,2,1,22,1,13,-60,13,-37,-9,-12,-50,22,0,0,1,0
0,6,-1,-10,1,0,29,29,0,2,3,6,-10,0,1,1,0
0,6,1,10,1,0,-29,-29,0,-2,-3,-6,10,0,1,1,0
0,6,-1,-10,1,-8,-25,-3,-39,4,5,10,-10,0,1,1,0
0,6,1,10,1,8,25,3,39,-4,-5,-10,10,0,1,1,0
0,6,-1,-10,1,0,35,20,-25,6,7,23,-10,0,1,1,0
