PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrival,phi.procTotal,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
1,0,0.0.0,0,632,3,96,0,96,1,0,307,0,0,1,96,96,1,0,0,0,358,307,1571
1,0,1.0.0,0,608,2,88,0,88,1,0,274,0,0,1,88,88,1,0,0,0,358,274,1571
1,0,2.0.0,0,567,0,20,0,20,1,0,241,0,0,1,20,20,1,0,0,0,358,241,1571
1,0,3.0.0,0,567,0,40,0,40,1,0,220,0,0,1,40,40,1,0,0,0,358,220,1571
1,0,4.0.0,0,584,1,80,0,80,1,0,347,0,0,1,80,80,1,0,0,0,358,347,1571
1,0,5.0.0,1,567,0,34,0,34,1,0,182,0,0,1,34,34,1,0,0,0,358,182,1571
1,1,0.0.34,0,627,3,96,34,130,1,0,307,34,0,2,130,130,2,0,0,0,324,307,1537
1,1,1.0.34,0,598,2,88,34,122,1,0,274,34,0,2,122,122,2,0,0,0,324,274,1537
1,1,2.0.34,0,567,0,20,34,54,1,0,241,34,0,2,54,54,2,0,0,0,324,241,1537
1,1,3.0.34,0,567,0,40,34,74,1,0,220,34,0,2,74,74,2,0,0,0,324,220,1537
1,1,4.0.34,0,572,1,80,34,114,1,0,347,34,0,2,114,114,2,0,0,0,324,347,1537
1,1,5.1.34,1,567,0,44,34,78,2,34,182,0,1,1,78,78,2,-34,34,34,383,148,1537
1,2,0.0.34,0,627,3,96,34,130,1,0,307,34,0,2,130,130,3,0,0,34,324,307,1493
1,2,1.0.34,0,598,2,88,34,122,1,0,274,34,0,2,122,122,3,0,0,34,324,274,1493
1,2,2.0.34,0,567,0,20,34,54,1,0,241,34,0,2,54,78,3,0,0,34,324,241,1493
1,2,3.0.34,0,567,0,40,34,74,1,0,220,34,0,2,74,78,3,0,0,34,324,220,1493
1,2,4.0.34,0,572,1,80,34,114,1,0,347,34,0,2,114,114,3,0,0,34,324,347,1493
1,2,5.2.78,1,567,0,1,78,79,3,78,182,0,2,1,79,79,3,-78,78,112,199,104,1493
1,3,0.0.34,0,627,3,96,34,130,1,0,307,34,0,2,130,130,4,0,0,112,324,307,1492
1,3,1.0.34,0,598,2,88,34,122,1,0,274,34,0,2,122,122,4,0,0,112,324,274,1492
1,3,2.0.34,0,567,0,20,34,54,1,0,241,34,0,2,54,79,4,0,0,112,324,241,1492
1,3,3.0.34,0,567,0,40,34,74,1,0,220,34,0,2,74,79,4,0,0,112,324,220,1492
1,3,4.0.34,0,572,1,80,34,114,1,0,347,34,0,2,114,114,4,0,0,112,324,347,1492
1,3,5.3.79,1,567,0,56,79,135,4,79,182,0,3,1,135,135,4,-79,79,191,295,103,1492
1,4,0.0.34,0,627,3,96,34,130,1,0,307,34,0,2,130,135,5,0,0,191,324,307,1436
1,4,1.0.34,0,598,2,88,34,122,1,0,274,34,0,2,122,135,5,0,0,191,324,274,1436
1,4,2.0.34,0,567,0,20,34,54,1,0,241,34,0,2,54,135,5,0,0,191,324,241,1436
1,4,3.0.34,0,567,0,40,34,74,1,0,220,34,0,2,74,135,5,0,0,191,324,220,1436
1,4,4.0.34,0,572,1,80,34,114,1,0,347,34,0,2,114,135,5,0,0,191,324,347,1436
1,4,5.4.135,1,567,0,47,135,182,5,135,182,0,4,1,182,182,5,-135,135,326,336,47,1436
1,5,0.0.34,0,627,3,96,34,130,1,0,307,34,0,2,130,182,6,0,0,326,324,307,1389
1,5,1.0.34,0,598,2,88,34,122,1,0,274,34,0,2,122,182,6,0,0,326,324,274,1389
1,5,2.0.34,0,567,0,20,34,54,1,0,241,34,0,2,54,182,6,0,0,326,324,241,1389
1,5,3.0.34,1,567,0,40,34,74,1,0,220,34,0,2,74,182,6,0,0,326,324,220,1389
1,5,4.0.34,0,572,1,80,34,114,1,0,347,34,0,2,114,182,6,0,0,326,324,347,1389
1,6,0.0.74,0,619,3,96,74,170,1,0,307,74,0,3,170,182,7,0,0,326,284,307,1349
1,6,1.0.74,0,575,2,88,74,162,1,0,274,74,0,3,162,182,7,0,0,326,284,274,1349
1,6,2.0.74,0,569,1,20,74,94,1,0,241,74,0,3,94,182,7,0,0,326,284,241,1349
1,6,3.1.78,1,567,0,72,78,150,2,74,220,4,1,2,150,182,7,0,34,326,339,180,1349
1,6,4.0.74,0,567,0,80,74,154,1,0,347,74,0,3,154,182,7,0,0,326,284,347,1349
1,7,0.0.74,0,619,3,96,74,170,1,0,307,74,0,3,170,182,8,0,0,326,284,307,1277
1,7,1.0.74,0,575,1,88,74,162,1,0,274,74,0,3,162,182,8,0,0,326,284,274,1277
1,7,2.0.74,0,576,2,20,74,94,1,0,241,74,0,3,94,182,8,0,0,326,284,241,1277
1,7,3.2.150,1,567,0,15,150,165,3,150,220,0,2,2,165,182,8,-71,149,397,198,108,1277
1,7,4.0.74,0,567,0,80,74,154,1,0,347,74,0,3,154,182,8,0,0,326,284,347,1277
1,8,0.0.74,0,619,3,96,74,170,1,0,307,74,0,3,170,182,9,0,0,397,284,307,1262
1,8,1.0.74,0,575,1,88,74,162,1,0,274,74,0,3,162,182,9,0,0,397,284,274,1262
1,8,2.0.74,0,576,2,20,74,94,1,0,241,74,0,3,94,182,9,0,0,397,284,241,1262
1,8,3.3.165,1,567,0,13,165,178,4,165,220,0,3,2,178,182,9,-30,109,427,239,93,1262
1,8,4.0.74,0,567,0,80,74,154,1,0,347,74,0,3,154,182,9,0,0,397,284,347,1262
1,9,0.0.74,0,619,3,96,74,170,1,0,307,74,0,3,170,182,10,0,0,427,284,307,1249
1,9,1.0.74,0,575,1,88,74,162,1,0,274,74,0,3,162,182,10,0,0,427,284,274,1249
1,9,2.0.74,0,576,2,20,74,94,1,0,241,74,0,3,94,182,10,0,0,427,284,241,1249
1,9,3.4.182,1,567,0,80,182,262,5,178,220,4,4,2,262,262,10,0,135,427,289,80,1249
1,9,4.0.74,0,567,0,80,74,154,1,0,347,74,0,3,154,182,10,0,0,427,284,347,1249
1,10,0.0.74,0,619,3,96,74,170,1,0,307,74,0,3,170,262,11,0,0,427,284,307,1169
1,10,1.0.74,0,575,1,88,74,162,1,0,274,74,0,3,162,262,11,0,0,427,284,274,1169
1,10,2.0.74,1,576,2,20,74,94,1,0,241,74,0,3,94,262,11,0,0,427,284,241,1169
1,10,4.0.74,0,567,0,80,74,154,1,0,347,74,0,3,154,262,11,0,0,427,284,347,1169
1,11,0.0.94,0,591,3,96,94,190,1,0,307,94,0,4,190,262,12,0,0,427,264,307,1149
1,11,1.0.94,0,583,2,88,94,182,1,0,274,94,0,4,182,262,12,0,0,427,264,274,1149
1,11,2.1.150,1,579,1,96,150,246,2,94,241,56,1,3,246,262,12,0,34,427,267,221,1149
1,11,4.0.94,0,576,0,80,94,174,1,0,347,94,0,4,174,262,12,0,0,427,264,347,1149
1,12,0.0.94,0,591,2,96,94,190,1,0,307,94,0,4,190,262,13,0,0,427,264,307,1053
1,12,1.0.94,0,583,1,88,94,182,1,0,274,94,0,4,182,262,13,0,0,427,264,274,1053
1,12,2.2.246,1,579,0,36,246,282,3,246,241,0,2,3,282,282,13,-81,230,508,183,125,1053
1,12,4.0.94,0,579,0,80,94,174,1,0,347,94,0,4,174,262,13,0,0,427,264,347,1053
1,13,0.0.94,0,591,2,96,94,190,1,0,307,94,0,4,190,282,14,0,0,508,264,307,1017
1,13,1.0.94,0,583,1,88,94,182,1,0,274,94,0,4,182,282,14,0,0,508,264,274,1017
1,13,2.3.282,1,579,0,33,282,315,4,282,241,0,3,3,315,315,14,-104,213,612,226,89,1017
1,13,4.0.94,0,579,0,80,94,174,1,0,347,94,0,4,174,282,14,0,0,508,264,347,1017
1,14,0.0.94,0,591,2,96,94,190,1,0,307,94,0,4,190,315,15,0,0,612,264,307,984
1,14,1.0.94,0,583,1,88,94,182,1,0,274,94,0,4,182,315,15,0,0,612,264,274,984
1,14,2.4.315,1,579,0,56,315,371,5,315,241,0,4,3,371,371,15,-53,188,665,209,56,984
1,14,4.0.94,0,579,0,80,94,174,1,0,347,94,0,4,174,315,15,0,0,612,264,347,984
1,15,0.0.94,0,591,2,96,94,190,1,0,307,94,0,4,190,371,16,0,0,665,264,307,928
