PID,Step,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime
1,0,0,-17,-1,-60,0,-60,0,0,-60,-60,0,0,0,0,0,-106,0,-106,0
1,0,0,17,1,60,0,60,0,0,60,60,0,0,0,0,0,106,0,106,0
1,0,0,-17,-1,-40,0,-40,0,0,-40,-40,0,0,0,0,0,-127,0,-127,0
1,0,0,17,1,40,0,40,0,0,40,40,0,0,0,0,0,127,0,127,0
1,0,1,-17,-1,-46,0,-46,0,0,-46,-46,0,0,0,0,0,-165,0,-165,0
1,0,1,17,1,46,0,46,0,0,46,46,0,0,0,0,0,165,0,165,0
1,0,0,-24,-1,-8,0,-8,0,0,-8,-8,0,0,0,0,0,73,0,73,0
1,0,0,24,1,8,0,8,0,0,8,8,0,0,0,0,0,-73,0,-73,0
1,0,0,-24,-1,-8,0,-8,0,0,-8,-8,0,0,0,0,0,-33,0,-33,0
1,0,0,24,1,8,0,8,0,0,8,8,0,0,0,0,0,33,0,33,0
1,1,0,-5,-1,-60,0,-60,0,0,-60,-60,0,0,0,0,0,-106,0,-106,0
1,1,0,5,1,60,0,60,0,0,60,60,0,0,0,0,0,106,0,106,0
1,1,0,-5,-1,-40,0,-40,0,0,-40,-40,0,0,0,0,0,-127,0,-127,0
1,1,0,5,1,40,0,40,0,0,40,40,0,0,0,0,0,127,0,127,0
1,1,1,-5,-1,-36,0,-36,34,-34,-36,-36,-34,34,34,1,-1,-199,59,-165,25
1,1,1,5,1,36,0,36,-34,34,36,36,34,-34,-34,-1,1,199,-59,165,-25
1,1,0,-26,-1,-8,0,-8,0,0,-8,-8,0,0,0,0,0,73,0,73,0
1,1,0,26,1,8,0,8,0,0,8,8,0,0,0,0,0,-73,0,-73,0
