PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime,xi.step,xi.totProcTime,xi.totWrm
1,0,0.0.0,0,429,0,26,0,26,0,0,26,26,0,0,0,1,1,148,104,148,104,1,975,975
1,0,1.0.0,1,429,0,18,0,18,0,0,18,18,0,0,0,1,1,342,104,342,104,1,975,975
1,0,2.0.0,0,429,0,20,0,20,0,0,20,20,0,0,0,1,1,231,104,231,104,1,975,975
1,0,3.3.0,0,429,0,13,0,13,0,0,13,13,0,0,0,1,1,254,129,254,129,1,975,975
1,1,0.0.18,1,429,0,26,18,44,0,18,44,44,0,0,0,1,2,148,86,148,104,2,975,957
1,1,1.1.18,0,429,0,86,18,104,18,0,104,104,-18,18,18,2,1,324,217,342,217,2,975,957
1,1,2.0.18,0,429,0,20,18,38,0,18,38,38,0,0,0,1,2,231,86,231,104,2,975,957
1,1,3.3.0,0,429,0,13,0,13,0,0,13,18,0,0,0,1,1,254,129,254,129,2,975,957
1,2,0.1.44,0,429,0,25,44,69,44,0,69,69,-44,44,44,2,1,122,217,148,217,3,975,931
1,2,1.1.18,0,429,0,86,18,104,18,0,104,104,-18,18,18,2,1,324,217,342,217,3,975,931
1,2,2.0.44,0,429,0,20,44,64,0,44,64,64,0,0,0,1,3,231,60,231,104,3,975,931
1,2,3.3.0,1,429,0,13,0,13,0,0,13,44,0,0,0,1,1,254,129,254,129,3,975,931
1,3,0.1.44,0,429,0,25,44,69,44,0,69,69,-44,44,44,2,1,122,217,148,217,4,975,918
1,3,1.1.18,0,429,0,86,18,104,18,0,104,104,-18,18,18,2,1,324,217,342,217,4,975,918
1,3,2.0.44,1,429,0,20,44,64,0,44,64,64,0,0,0,1,3,231,60,231,104,4,975,918
1,3,3.2.13,0,429,0,55,13,68,13,0,68,68,-13,13,13,2,1,241,204,254,204,4,975,918
1,4,0.1.44,0,429,0,25,44,69,44,0,69,69,-44,44,44,2,1,122,217,148,217,5,975,898
1,4,1.1.18,1,429,0,86,18,104,18,0,104,104,-18,18,18,2,1,324,217,342,217,5,975,898
1,4,2.2.64,0,470,1,23,64,87,64,0,87,87,-64,64,64,2,1,211,204,231,204,5,975,898
1,4,3.2.13,0,429,0,55,13,68,13,0,68,68,-13,13,13,2,1,241,204,254,204,5,975,898
1,5,0.1.104,0,429,0,25,104,129,44,60,129,129,0,18,18,2,2,122,131,148,217,6,975,812
1,5,1.2.104,0,429,0,86,104,190,104,0,190,190,-104,104,122,3,1,238,204,342,204,6,975,812
1,5,2.2.64,0,503,1,23,64,87,64,0,87,104,-64,64,82,2,1,211,204,231,204,6,975,812
1,5,3.2.13,1,429,0,55,13,68,13,0,68,104,-13,13,31,2,1,241,204,254,204,6,975,812
1,6,0.1.104,0,429,0,25,104,129,44,60,129,129,0,18,31,2,2,122,131,148,217,7,975,757
1,6,1.2.104,0,429,0,86,104,190,104,0,190,190,-36,49,67,3,2,238,149,342,204,7,975,757
1,6,2.2.68,0,429,0,23,68,91,64,4,91,104,0,13,31,2,2,211,149,231,204,7,975,757
1,6,3.0.68,1,429,0,40,68,108,68,0,108,108,-4,4,35,3,4,186,40,254,104,7,975,757
1,7,0.1.104,1,429,0,25,104,129,44,60,129,129,0,18,35,2,2,122,131,148,217,8,975,717
1,7,1.2.104,0,429,0,86,104,190,104,0,190,190,-36,49,71,3,2,238,149,342,204,8,975,717
1,7,2.2.68,0,429,0,23,68,91,64,4,91,108,0,13,35,2,2,211,149,231,204,8,975,717
1,7,3.4.108,0,429,0,99,108,207,108,0,207,207,-108,108,143,4,1,146,321,254,321,8,975,717
1,8,0.2.129,0,429,0,40,129,169,129,0,169,169,-61,74,96,3,2,97,149,148,204,9,975,692
1,8,1.2.104,0,443,1,86,104,190,104,0,190,190,-36,49,71,3,2,238,149,342,204,9,975,692
1,8,2.2.68,0,429,0,23,68,91,64,4,91,129,0,13,35,2,2,211,149,231,204,9,975,692
1,8,3.4.108,1,429,0,99,108,207,108,0,207,207,-108,108,143,4,1,146,321,254,321,9,975,692
1,9,0.2.129,1,429,0,40,129,169,129,0,169,207,-61,74,204,3,2,97,149,148,204,10,975,593
1,9,1.2.104,0,443,1,86,104,190,104,0,190,207,-36,49,179,3,2,238,149,342,204,10,975,593
1,9,2.2.68,0,429,0,23,68,91,64,4,91,207,0,13,143,2,2,211,149,231,204,10,975,593
1,9,3.1.207,0,429,0,47,207,254,207,0,254,254,-78,96,221,5,3,47,106,254,217,10,975,593
1,10,0.3.169,0,429,0,15,169,184,169,0,184,207,-156,156,360,4,2,57,116,148,129,11,975,553
1,10,1.2.169,0,429,0,86,169,255,104,65,255,255,0,74,204,3,3,238,109,342,204,11,975,553
