PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrivalTime,phi.totProc,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
901,0,0.3.0,0,870,0,9,0,9,1,0,444,0,3,1,9,9,1,0,0,0,448,444,4820
901,0,1.8.0,0,870,0,5,0,5,1,0,605,0,8,1,5,5,1,0,0,0,515,605,4820
901,0,2.3.0,0,870,0,73,0,73,1,0,491,0,3,1,73,73,1,0,0,0,448,491,4820
901,0,3.3.0,0,870,0,14,0,14,1,0,450,0,3,1,14,14,1,0,0,0,448,450,4820
901,0,4.7.0,0,870,0,30,0,30,1,0,491,0,7,1,30,30,1,0,0,0,600,491,4820
901,0,5.3.0,0,870,0,45,0,45,1,0,407,0,3,1,45,45,1,0,0,0,448,407,4820
901,0,6.2.0,1,870,0,9,0,9,1,0,437,0,2,1,9,9,1,0,0,0,278,437,4820
901,0,7.2.0,0,870,0,21,0,21,1,0,389,0,2,1,21,21,1,0,0,0,278,389,4820
901,0,8.1.0,0,870,0,45,0,45,1,0,550,0,1,1,45,45,1,0,0,0,289,550,4820
901,0,9.5.0,0,870,0,5,0,5,1,0,556,0,5,1,5,5,1,0,0,0,421,556,4820
901,1,0.3.0,0,870,0,9,0,9,1,0,444,0,3,1,9,9,2,0,0,0,448,444,4811
901,1,1.8.0,0,870,0,5,0,5,1,0,605,0,8,1,5,9,2,0,0,0,515,605,4811
901,1,2.3.0,0,870,0,73,0,73,1,0,491,0,3,1,73,73,2,0,0,0,448,491,4811
901,1,3.3.0,0,870,0,14,0,14,1,0,450,0,3,1,14,14,2,0,0,0,448,450,4811
901,1,4.7.0,0,870,0,30,0,30,1,0,491,0,7,1,30,30,2,0,0,0,600,491,4811
901,1,5.3.0,0,870,0,45,0,45,1,0,407,0,3,1,45,45,2,0,0,0,448,407,4811
901,1,6.5.9,0,870,0,66,9,75,2,9,437,0,5,1,75,75,2,-9,9,9,421,428,4811
901,1,7.2.9,0,870,0,21,9,30,1,0,389,9,2,2,30,30,2,0,0,0,269,389,4811
901,1,8.1.0,1,870,0,45,0,45,1,0,550,0,1,1,45,45,2,0,0,0,289,550,4811
901,1,9.5.0,0,870,0,5,0,5,1,0,556,0,5,1,5,9,2,0,0,0,421,556,4811
901,2,0.3.0,0,870,0,9,0,9,1,0,444,0,3,1,9,45,3,0,0,0,448,444,4766
901,2,1.8.0,0,870,0,5,0,5,1,0,605,0,8,1,5,45,3,0,0,0,515,605,4766
901,2,2.3.0,0,870,0,73,0,73,1,0,491,0,3,1,73,73,3,0,0,0,448,491,4766
901,2,3.3.0,0,870,0,14,0,14,1,0,450,0,3,1,14,45,3,0,0,0,448,450,4766
901,2,4.7.0,0,870,0,30,0,30,1,0,491,0,7,1,30,45,3,0,0,0,600,491,4766
901,2,5.3.0,0,870,0,45,0,45,1,0,407,0,3,1,45,45,3,0,0,0,448,407,4766
901,2,6.5.9,0,870,0,66,9,75,2,9,437,0,5,1,75,75,3,-9,9,9,421,428,4766
901,2,7.2.9,0,870,0,21,9,30,1,0,389,9,2,2,30,45,3,0,0,0,269,389,4766
901,2,8.7.45,0,870,0,78,45,123,2,45,550,0,7,1,123,123,3,-45,45,45,600,505,4766
901,2,9.5.0,1,870,0,5,0,5,1,0,556,0,5,1,5,45,3,0,0,0,421,556,4766
901,3,0.3.0,0,870,0,9,0,9,1,0,444,0,3,1,9,45,4,0,0,0,448,444,4761
901,3,1.8.0,0,870,0,5,0,5,1,0,605,0,8,1,5,45,4,0,0,0,515,605,4761
901,3,2.3.0,0,870,0,73,0,73,1,0,491,0,3,1,73,73,4,0,0,0,448,491,4761
901,3,3.3.0,0,870,0,14,0,14,1,0,450,0,3,1,14,45,4,0,0,0,448,450,4761
901,3,4.7.0,0,870,0,30,0,30,1,0,491,0,7,1,30,45,4,0,0,0,600,491,4761
901,3,5.3.0,0,870,0,45,0,45,1,0,407,0,3,1,45,45,4,0,0,0,448,407,4761
901,3,6.5.9,0,870,0,66,9,75,2,9,437,0,5,2,75,75,4,-4,4,4,416,428,4761
901,3,7.2.9,1,870,0,21,9,30,1,0,389,9,2,2,30,45,4,0,0,0,269,389,4761
901,3,8.7.45,0,870,0,78,45,123,2,45,550,0,7,1,123,123,4,-45,45,45,600,505,4761
901,3,9.8.5,0,870,0,42,5,47,2,5,556,0,8,1,47,47,4,-5,5,5,515,551,4761
901,4,0.3.0,0,870,0,9,0,9,1,0,444,0,3,1,9,45,5,0,0,0,448,444,4740
901,4,1.8.0,1,870,0,5,0,5,1,0,605,0,8,1,5,45,5,0,0,0,515,605,4740
901,4,2.3.0,0,870,0,73,0,73,1,0,491,0,3,1,73,73,5,0,0,0,448,491,4740
901,4,3.3.0,0,870,0,14,0,14,1,0,450,0,3,1,14,45,5,0,0,0,448,450,4740
901,4,4.7.0,0,870,0,30,0,30,1,0,491,0,7,1,30,45,5,0,0,0,600,491,4740
901,4,5.3.0,0,870,0,45,0,45,1,0,407,0,3,1,45,45,5,0,0,0,448,407,4740
901,4,6.5.9,0,870,0,66,9,75,2,9,437,0,5,2,75,75,5,-4,4,4,416,428,4740
901,4,7.8.30,0,870,0,72,30,102,2,30,389,0,8,1,102,102,5,-30,30,30,515,368,4740
901,4,8.7.45,0,870,0,78,45,123,2,45,550,0,7,1,123,123,5,-45,45,45,600,505,4740
901,4,9.8.5,0,870,0,42,5,47,2,5,556,0,8,1,47,47,5,-5,5,5,515,551,4740
901,5,0.3.0,0,870,0,9,0,9,1,0,444,0,3,1,9,45,6,0,0,0,448,444,4735
901,5,1.5.5,1,870,0,47,5,52,2,5,605,0,5,2,52,52,6,0,0,0,416,600,4735
901,5,2.3.0,0,870,0,73,0,73,1,0,491,0,3,1,73,73,6,0,0,0,448,491,4735
901,5,3.3.0,0,870,0,14,0,14,1,0,450,0,3,1,14,45,6,0,0,0,448,450,4735
901,5,4.7.0,0,870,0,30,0,30,1,0,491,0,7,1,30,45,6,0,0,0,600,491,4735
901,5,5.3.0,0,870,0,45,0,45,1,0,407,0,3,1,45,45,6,0,0,0,448,407,4735
901,5,6.5.9,0,870,0,66,9,75,2,9,437,0,5,2,75,75,6,-4,4,4,416,428,4735
901,5,7.8.30,0,870,0,72,30,102,2,30,389,0,8,2,102,102,6,-25,25,25,510,368,4735
901,5,8.7.45,0,870,0,78,45,123,2,45,550,0,7,1,123,123,6,-45,45,45,600,505,4735
901,5,9.8.5,0,870,0,42,5,47,2,5,556,0,8,2,47,47,6,0,0,0,510,551,4735
901,6,0.3.0,1,870,0,9,0,9,1,0,444,0,3,1,9,52,7,0,0,0,448,444,4688
901,6,1.9.52,0,871,1,85,52,137,3,52,605,0,9,1,137,137,7,-52,52,52,616,553,4688
