PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime,xi.step,xi.totProcTime,xi.totWrm
1,10,2.1.104,0,429,0,59,104,163,91,13,163,207,0,18,156,3,2,188,131,231,217,11,975,509
1,10,3.1.207,0,429,0,47,207,254,207,0,254,254,-103,121,259,5,2,47,131,254,217,11,975,509
1,11,0.1.104,0,480,0,25,104,129,44,60,129,258,0,18,333,2,2,122,131,148,217,12,975,441
1,11,1.4.258,1,480,0,84,258,342,258,0,342,342,-51,159,384,5,2,84,222,342,321,12,975,441
1,11,2.1.104,0,480,0,59,104,163,91,13,163,258,0,18,333,3,2,188,131,231,217,12,975,441
1,11,3.1.207,0,480,0,47,207,254,207,0,254,258,-103,121,436,5,2,47,131,254,217,12,975,441
1,12,0.1.104,1,480,0,25,104,129,44,60,129,342,0,18,384,2,2,122,131,148,217,13,975,357
1,12,2.1.104,0,480,0,59,104,163,91,13,163,342,0,18,384,3,2,188,131,231,217,13,975,357
1,12,3.1.207,0,480,0,47,207,254,207,0,254,342,-103,121,487,5,2,47,131,254,217,13,975,357
1,13,0.2.190,0,480,0,40,190,230,129,61,230,342,0,26,384,3,4,97,40,148,204,14,975,332
1,13,2.1.129,1,480,0,59,129,188,91,38,188,342,0,18,384,3,3,188,106,231,217,14,975,332
1,13,3.1.207,0,480,0,47,207,254,207,0,254,342,-78,96,462,5,3,47,106,254,217,14,975,332
1,14,0.2.190,0,480,0,40,190,230,129,61,230,342,0,26,384,3,4,97,40,148,204,15,975,273
1,14,2.3.258,1,480,0,33,258,291,188,70,291,342,0,177,384,4,3,129,48,231,129,15,975,273
1,14,3.1.207,0,480,0,47,207,254,207,0,254,342,-19,37,403,5,4,47,47,254,217,15,975,273
1,15,0.2.190,0,480,0,40,190,230,129,61,230,342,0,26,384,3,4,97,40,148,204,16,975,240
1,15,2.4.342,0,480,0,96,342,438,291,51,438,438,0,159,384,5,3,96,138,231,321,16,975,240
1,15,3.1.207,1,480,0,47,207,254,207,0,254,342,-19,37,403,5,4,47,47,254,217,16,975,240
1,16,0.2.190,0,480,0,40,190,230,129,61,230,342,0,26,403,3,4,97,40,148,204,17,975,193
1,16,2.4.342,1,480,0,96,342,438,291,51,438,438,0,159,403,5,3,96,138,231,321,17,975,193
1,17,0.2.190,1,480,0,40,190,230,129,61,230,438,0,26,403,3,4,97,40,148,204,18,975,97
1,18,0.3.291,1,480,0,15,291,306,230,61,306,438,0,177,403,4,4,57,15,148,129,19,975,57
1,19,0.4.438,1,480,0,42,438,480,306,132,480,480,0,159,403,5,4,42,42,148,321,20,975,42
