PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrivalTime,phi.totProc,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
1,0,0.2.0,0,766,0,96,0,96,1,0,383,0,2,1,96,96,1,0,0,0,199,383,1954
1,0,1.2.0,0,766,0,3,0,3,1,0,345,0,2,1,3,3,1,0,0,0,199,345,1954
1,0,2.1.0,0,766,0,192,0,192,1,0,337,0,1,1,192,192,1,0,0,0,766,337,1954
1,0,3.2.0,0,766,0,15,0,15,1,0,292,0,2,1,15,15,1,0,0,0,199,292,1954
1,0,4.3.0,0,766,0,96,0,96,1,0,371,0,3,1,96,96,1,0,0,0,295,371,1954
1,0,5.3.0,1,766,0,56,0,56,1,0,226,0,3,1,56,56,1,0,0,0,295,226,1954
1,1,0.2.0,0,766,0,96,0,96,1,0,383,0,2,1,96,96,2,0,0,0,199,383,1898
1,1,1.2.0,0,766,0,3,0,3,1,0,345,0,2,1,3,56,2,0,0,0,199,345,1898
1,1,2.1.0,0,766,0,192,0,192,1,0,337,0,1,1,192,192,2,0,0,0,766,337,1898
1,1,3.2.0,0,766,0,15,0,15,1,0,292,0,2,1,15,56,2,0,0,0,199,292,1898
1,1,4.3.56,0,766,0,96,56,152,1,0,371,56,3,2,152,152,2,0,0,0,239,371,1898
1,1,5.0.56,1,766,0,34,56,90,2,56,226,0,0,1,90,90,2,-56,56,56,358,170,1898
1,2,0.2.0,0,766,0,96,0,96,1,0,383,0,2,1,96,96,3,0,0,56,199,383,1864
1,2,1.2.0,0,766,0,3,0,3,1,0,345,0,2,1,3,90,3,0,0,56,199,345,1864
1,2,2.1.0,0,766,0,192,0,192,1,0,337,0,1,1,192,192,3,0,0,56,766,337,1864
1,2,3.2.0,0,766,0,15,0,15,1,0,292,0,2,1,15,90,3,0,0,56,199,292,1864
1,2,4.3.56,0,766,0,96,56,152,1,0,371,56,3,2,152,152,3,0,0,56,239,371,1864
1,2,5.4.90,1,766,0,47,90,137,3,90,226,0,4,1,137,137,3,-90,90,146,336,136,1864
1,3,0.2.0,0,766,0,96,0,96,1,0,383,0,2,1,96,137,4,0,0,146,199,383,1817
1,3,1.2.0,0,766,0,3,0,3,1,0,345,0,2,1,3,137,4,0,0,146,199,345,1817
1,3,2.1.0,0,766,0,192,0,192,1,0,337,0,1,1,192,192,4,0,0,146,766,337,1817
1,3,3.2.0,0,766,0,15,0,15,1,0,292,0,2,1,15,137,4,0,0,146,199,292,1817
1,3,4.3.56,0,766,0,96,56,152,1,0,371,56,3,2,152,152,4,0,0,146,239,371,1817
1,3,5.1.137,1,903,1,88,137,225,4,137,226,0,1,1,225,225,4,-137,137,283,766,89,1817
1,4,0.2.0,0,903,0,96,0,96,1,0,383,0,2,1,96,225,5,0,0,283,199,383,1729
1,4,1.2.0,0,903,0,3,0,3,1,0,345,0,2,1,3,225,5,0,0,283,199,345,1729
1,4,2.1.225,0,903,0,192,225,417,1,0,337,225,1,2,417,417,5,0,137,283,678,337,1729
1,4,3.2.0,0,903,0,15,0,15,1,0,292,0,2,1,15,225,5,0,0,283,199,292,1729
1,4,4.3.56,0,903,0,96,56,152,1,0,371,56,3,2,152,225,5,0,0,283,239,371,1729
1,4,5.2.225,1,903,0,1,225,226,5,225,226,0,2,1,226,226,5,-225,225,508,199,1,1729
1,5,0.2.0,0,903,0,96,0,96,1,0,383,0,2,2,226,226,6,96,129,412,198,383,1728
1,5,1.2.0,0,903,0,3,0,3,1,0,345,0,2,2,226,226,6,3,222,505,198,345,1728
1,5,2.1.225,0,903,0,192,225,417,1,0,337,225,1,2,417,417,6,0,137,508,678,337,1728
1,5,3.2.0,1,903,0,15,0,15,1,0,292,0,2,2,226,226,6,15,210,493,198,292,1728
1,5,4.3.56,0,903,0,96,56,152,1,0,371,56,3,2,152,226,6,0,0,508,239,371,1728
1,6,0.2.15,0,903,0,96,15,111,1,0,383,15,2,3,226,226,7,96,114,397,183,383,1713
1,6,1.2.15,0,903,0,3,15,18,1,0,345,15,2,3,226,226,7,3,207,490,183,345,1713
1,6,2.1.225,0,903,0,192,225,417,1,0,337,225,1,2,417,417,7,0,137,493,678,337,1713
1,6,3.3.56,1,903,0,13,56,69,2,15,292,41,3,2,69,226,7,0,0,493,239,277,1713
1,6,4.3.56,0,903,0,96,56,152,1,0,371,56,3,2,152,226,7,0,0,493,239,371,1713
1,7,0.2.15,0,903,0,96,15,111,1,0,383,15,2,3,226,226,8,96,114,397,183,383,1700
1,7,1.2.15,0,903,0,3,15,18,1,0,345,15,2,3,226,226,8,3,207,490,183,345,1700
1,7,2.1.225,0,903,0,192,225,417,1,0,337,225,1,2,417,417,8,0,137,493,678,337,1700
1,7,3.0.90,1,903,0,40,90,130,3,69,292,21,0,2,130,226,8,0,56,493,324,264,1700
1,7,4.3.69,0,903,0,96,69,165,1,0,371,69,3,3,165,226,8,0,0,493,226,371,1700
1,8,0.2.15,0,903,0,96,15,111,1,0,383,15,2,3,226,226,9,96,114,397,183,383,1660
1,8,1.2.15,0,903,0,3,15,18,1,0,345,15,2,3,226,226,9,3,207,490,183,345,1660
1,8,2.1.225,0,903,0,192,225,417,1,0,337,225,1,2,417,417,9,0,137,493,678,337,1660
1,8,3.1.225,1,903,0,144,225,369,4,130,292,95,1,2,369,369,9,0,137,493,678,224,1660
1,8,4.3.69,0,903,0,96,69,165,1,0,371,69,3,3,165,226,9,0,0,493,226,371,1660
1,9,0.2.15,0,903,0,96,15,111,1,0,383,15,2,3,226,369,10,96,114,397,183,383,1516
1,9,1.2.15,0,903,0,3,15,18,1,0,345,15,2,3,226,369,10,3,207,490,183,345,1516
1,9,2.1.369,0,903,0,192,369,561,1,0,337,369,1,3,561,561,10,0,137,493,534,337,1516
1,9,3.4.369,1,903,0,80,369,449,5,369,292,0,4,2,449,449,10,-232,322,725,289,80,1516
1,9,4.3.69,0,903,0,96,69,165,1,0,371,69,3,3,165,369,10,0,0,493,226,371,1516
1,10,0.2.15,0,903,0,96,15,111,1,0,383,15,2,3,226,449,11,96,114,629,183,383,1436
1,10,1.2.15,0,903,0,3,15,18,1,0,345,15,2,3,226,449,11,3,207,722,183,345,1436
1,10,2.1.369,1,903,0,192,369,561,1,0,337,369,1,3,561,561,11,0,137,725,534,337,1436
1,10,4.3.69,0,903,0,96,69,165,1,0,371,69,3,3,165,449,11,0,0,725,226,371,1436
1,11,0.2.15,0,903,0,96,15,111,1,0,383,15,2,3,226,561,12,96,114,629,183,383,1244
1,11,1.2.15,0,903,0,3,15,18,1,0,345,15,2,3,226,561,12,3,207,722,183,345,1244
1,11,2.2.561,1,903,0,36,561,597,2,561,337,0,2,3,597,597,12,-335,545,1060,183,145,1244
1,11,4.3.69,0,903,0,96,69,165,1,0,371,69,3,3,165,561,12,0,0,725,226,371,1244
1,12,0.2.15,0,903,0,96,15,111,1,0,383,15,2,4,597,597,13,96,449,964,147,383,1208
1,12,1.2.15,0,903,0,3,15,18,1,0,345,15,2,4,597,597,13,3,542,1057,147,345,1208
1,12,2.0.597,1,903,0,20,597,617,3,597,337,0,0,3,617,617,13,-467,523,1527,284,109,1208
1,12,4.3.69,0,903,0,96,69,165,1,0,371,69,3,3,165,597,13,0,0,1060,226,371,1208
1,13,0.2.15,0,903,0,96,15,111,1,0,383,15,2,4,597,617,14,96,449,1431,147,383,1188
1,13,1.2.15,0,903,0,3,15,18,1,0,345,15,2,4,597,617,14,3,542,1524,147,345,1188
1,13,2.4.617,1,903,0,56,617,673,4,617,337,0,4,3,673,673,14,-168,490,1695,209,89,1188
1,13,4.3.69,0,903,0,96,69,165,1,0,371,69,3,3,165,617,14,0,0,1527,226,371,1188
1,14,0.2.15,0,903,0,96,15,111,1,0,383,15,2,4,597,673,15,96,449,1599,147,383,1132
1,14,1.2.15,0,903,0,3,15,18,1,0,345,15,2,4,597,673,15,3,542,1692,147,345,1132
1,14,2.3.673,1,903,0,33,673,706,5,673,337,0,3,3,706,706,15,-604,604,2299,226,33,1132
1,14,4.3.69,0,903,0,96,69,165,1,0,371,69,3,3,165,673,15,0,0,1695,226,371,1132
1,15,0.2.15,0,903,0,96,15,111,1,0,383,15,2,4,597,706,16,96,449,2203,147,383,1099
