PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime,xi.step,xi.totProcTime,xi.totWrm
1,0,0.0.0,0,429,0,26,0,26,0,0,26,26,0,0,0,1,1,139,104,139,104,1,916,916
1,0,1.0.0,0,429,0,18,0,18,0,0,18,18,0,0,0,1,1,272,104,272,104,1,916,916
1,0,2.0.0,0,429,0,20,0,20,0,0,20,20,0,0,0,1,1,251,104,251,104,1,916,916
1,0,3.3.0,1,429,0,13,0,13,0,0,13,13,0,0,0,1,1,254,169,254,169,1,916,916
1,1,0.0.0,0,429,0,26,0,26,0,0,26,26,0,0,0,1,1,139,104,139,104,2,916,903
1,1,1.0.0,1,429,0,18,0,18,0,0,18,18,0,0,0,1,1,272,104,272,104,2,916,903
1,1,2.0.0,0,429,0,20,0,20,0,0,20,20,0,0,0,1,1,251,104,251,104,2,916,903
1,1,3.2.13,0,429,0,55,13,68,13,0,68,68,-13,13,13,2,1,241,105,254,105,2,916,903
1,2,0.0.18,0,429,0,26,18,44,0,18,44,44,0,0,0,1,2,139,86,139,104,3,916,885
1,2,1.1.18,0,429,0,86,18,104,18,0,104,104,-18,18,18,2,1,254,217,272,217,3,916,885
1,2,2.0.18,1,429,0,20,18,38,0,18,38,38,0,0,0,1,2,251,86,251,104,3,916,885
1,2,3.2.13,0,429,0,55,13,68,13,0,68,68,-13,13,13,2,1,241,105,254,105,3,916,885
1,3,0.0.38,0,429,0,26,38,64,0,38,64,64,0,0,0,1,3,139,66,139,104,4,916,865
1,3,1.1.18,0,429,0,86,18,104,18,0,104,104,-18,18,18,2,1,254,217,272,217,4,916,865
1,3,2.2.38,1,457,1,3,38,41,38,0,41,41,-38,38,38,2,1,231,105,251,105,4,916,865
1,3,3.2.13,0,429,0,55,13,68,13,0,68,68,-13,13,13,2,1,241,105,254,105,4,916,865
1,4,0.0.38,1,457,0,26,38,64,0,38,64,64,0,0,38,1,3,139,66,139,104,5,916,862
1,4,1.1.18,0,457,0,86,18,104,18,0,104,104,-18,18,56,2,1,254,217,272,217,5,916,862
1,4,2.1.41,0,457,0,59,41,100,41,0,100,100,-41,41,79,3,1,228,217,251,217,5,916,862
1,4,3.2.41,0,457,0,55,41,96,13,28,96,96,0,38,38,2,2,241,102,254,105,5,916,862
1,5,0.1.64,1,457,0,25,64,89,64,0,89,89,-64,64,102,2,1,113,217,139,217,6,916,836
1,5,1.1.18,0,457,0,86,18,104,18,0,104,104,-18,18,56,2,1,254,217,272,217,6,916,836
