PID,Step,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.jobOps,phi.arrival,phi.procTotal,phi.wait,phi.mac,phi.macOps,phi.macFree,phi.makespan,phi.step,phi.slotReduced,phi.slots,phi.slotsTotal,phi.wrmMac,phi.wrmJob,phi.wrmTotal
1,0,0,-4,-1,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
1,0,0,4,1,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
1,0,0,-4,-1,5,0,5,0,0,24,0,0,0,5,5,0,0,0,0,0,24,0
1,0,0,4,1,-5,0,-5,0,0,-24,0,0,0,-5,-5,0,0,0,0,0,-24,0
1,0,0,-4,-1,7,0,7,0,0,33,0,0,0,7,7,0,0,0,0,0,33,0
1,0,0,4,1,-7,0,-7,0,0,-33,0,0,0,-7,-7,0,0,0,0,0,-33,0
1,0,0,-4,-1,4,0,4,0,0,19,0,0,0,4,4,0,0,0,0,0,19,0
1,0,0,4,1,-4,0,-4,0,0,-19,0,0,0,-4,-4,0,0,0,0,0,-19,0
1,0,1,-1,-1,4,0,4,0,0,18,0,0,0,4,4,0,0,0,0,0,18,0
1,0,1,1,1,-4,0,-4,0,0,-18,0,0,0,-4,-4,0,0,0,0,0,-18,0
1,1,0,-4,-1,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
1,1,0,4,1,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
1,1,0,-4,-1,5,0,5,0,0,24,0,0,0,5,5,0,0,0,0,0,24,0
1,1,0,4,1,-5,0,-5,0,0,-24,0,0,0,-5,-5,0,0,0,0,0,-24,0
1,1,0,-4,-1,7,0,7,0,0,33,0,0,0,7,7,0,0,0,0,0,33,0
1,1,0,4,1,-7,0,-7,0,0,-33,0,0,0,-7,-7,0,0,0,0,0,-33,0
1,1,0,-4,-1,4,0,4,0,0,19,0,0,0,4,4,0,0,0,0,0,19,0
1,1,0,4,1,-4,0,-4,0,0,-19,0,0,0,-4,-4,0,0,0,0,0,-19,0
1,1,1,-4,-1,-39,0,-39,1,89,-18,-89,1,-1,-39,-39,0,-89,89,89,-121,-107,0
1,1,1,4,1,39,0,39,-1,-89,18,89,-1,1,39,39,0,89,-89,-89,121,107,0
1,2,0,-4,-1,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
1,2,0,4,1,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
1,2,0,-4,-1,5,0,5,0,0,24,0,0,0,5,5,0,0,0,0,0,24,0
1,2,0,4,1,-5,0,-5,0,0,-24,0,0,0,-5,-5,0,0,0,0,0,-24,0
1,2,0,-4,-1,7,0,7,0,0,33,0,0,0,7,7,0,0,0,0,0,33,0
1,2,0,4,1,-7,0,-7,0,0,-33,0,0,0,-7,-7,0,0,0,0,0,-33,0
1,2,0,-4,-1,4,0,4,0,0,19,0,0,0,4,4,0,0,0,0,0,19,0
1,2,0,4,1,-4,0,-4,0,0,-19,0,0,0,-4,-4,0,0,0,0,0,-19,0
1,2,1,-4,-1,-30,54,24,2,143,-18,-89,2,-1,24,24,0,-143,143,143,-63,-161,0
1,2,1,4,1,30,-54,-24,-2,-143,18,89,-2,1,-24,-24,0,143,-143,-143,63,161,0
1,3,0,-4,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
1,3,0,4,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
1,3,0,-4,-1,5,0,5,0,0,24,0,0,0,5,0,0,0,0,0,0,24,0
1,3,0,4,1,-5,0,-5,0,0,-24,0,0,0,-5,0,0,0,0,0,0,-24,0
1,3,1,-4,-1,7,0,7,0,0,33,0,0,0,7,0,0,0,0,0,0,33,0
1,3,1,4,1,-7,0,-7,0,0,-33,0,0,0,-7,0,0,0,0,0,0,-33,0
1,3,0,-4,-1,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
1,3,0,4,1,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
1,3,0,-4,-1,-8,117,109,3,206,-18,-89,3,-1,109,85,0,-206,206,206,65,-224,0
1,3,0,4,1,8,-117,-109,-3,-206,18,89,-3,1,-109,-85,0,206,-206,-206,-65,224,0
1,4,0,-4,-1,4,0,4,0,0,20,0,0,0,4,4,0,0,0,0,0,20,0
1,4,0,4,1,-4,0,-4,0,0,-20,0,0,0,-4,-4,0,0,0,0,0,-20,0
1,4,0,-4,-1,4,0,4,0,0,19,0,0,0,4,4,0,0,0,0,0,19,0
1,4,0,4,1,-4,0,-4,0,0,-19,0,0,0,-4,-4,0,0,0,0,0,-19,0
1,4,1,-4,-1,-8,27,19,3,206,-18,-179,3,-2,19,19,0,-206,206,206,155,-224,0
1,4,1,4,1,8,-27,-19,-3,-206,18,179,-3,2,-19,-19,0,206,-206,-206,-155,224,0
1,4,0,-4,-1,-38,0,-38,1,179,-13,-179,1,-1,-38,-38,0,-36,125,36,-85,-103,0
1,4,0,4,1,38,0,38,-1,-179,13,179,-1,1,38,38,0,36,-125,-36,85,103,0
1,4,0,-1,-1,1,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,4,0
1,4,0,1,1,-1,0,-1,0,0,-4,0,0,0,-1,-1,0,0,0,0,0,-4,0
1,5,0,-4,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
1,5,0,4,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
1,5,0,-4,-1,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
1,5,0,4,1,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
1,5,0,-4,-1,-30,112,82,4,291,-18,-179,4,-2,82,63,0,-291,291,291,13,-309,0
1,5,0,4,1,30,-112,-82,-4,-291,18,179,-4,2,-82,-63,0,291,-291,-291,-13,309,0
1,5,1,-4,-1,-38,0,-38,1,179,-13,-179,1,-1,-38,0,0,-36,125,36,-85,-103,0
1,5,1,4,1,38,0,38,-1,-179,13,179,-1,1,38,0,0,36,-125,-36,85,103,0
1,5,0,-1,-1,1,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,4,0
1,5,0,1,1,-1,0,-1,0,0,-4,0,0,0,-1,0,0,0,0,0,0,-4,0
1,6,0,-4,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
1,6,0,4,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
1,6,0,-4,-1,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
1,6,0,4,1,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
1,6,1,-4,-1,-30,112,82,4,291,-18,-179,4,-2,82,63,0,-291,291,291,13,-309,0
1,6,1,4,1,30,-112,-82,-4,-291,18,179,-4,2,-82,-63,0,291,-291,-291,-13,309,0
1,6,0,-4,-1,-29,55,26,2,234,-13,-179,2,-1,26,7,0,-28,171,28,-36,-158,0
1,6,0,4,1,29,-55,-26,-2,-234,13,179,-2,1,-26,-7,0,28,-171,-28,36,158,0
1,6,0,-1,-1,1,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,4,0
1,6,0,1,1,-1,0,-1,0,0,-4,0,0,0,-1,0,0,0,0,0,0,-4,0
1,7,0,-4,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
1,7,0,4,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
1,7,0,-4,-1,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
1,7,0,4,1,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
1,7,1,-4,-1,-29,55,26,2,234,-13,-179,2,-1,26,0,0,-28,171,28,-36,-158,0
1,7,1,4,1,29,-55,-26,-2,-234,13,179,-2,1,-26,0,0,28,-171,-28,36,158,0
1,7,0,-1,-1,1,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,4,0
1,7,0,1,1,-1,0,-1,0,0,-4,0,0,0,-1,0,0,0,0,0,0,-4,0
1,8,0,-4,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
1,8,0,4,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
1,8,0,-4,-1,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
1,8,0,4,1,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
1,8,1,-4,-1,-7,119,112,3,298,-13,-179,3,-1,112,30,0,-7,213,7,70,-222,0
1,8,1,4,1,7,-119,-112,-3,-298,13,179,-3,1,-112,-30,0,7,-213,-7,-70,222,0
1,8,0,-1,-1,1,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,4,0
1,8,0,1,1,-1,0,-1,0,0,-4,0,0,0,-1,0,0,0,0,0,0,-4,0
1,9,0,-4,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
1,9,0,4,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
1,9,0,-4,-1,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
1,9,0,4,1,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
1,9,1,-4,-1,-29,205,176,4,384,-13,-179,4,-1,176,64,0,-30,321,30,-50,-308,0
1,9,1,4,1,29,-205,-176,-4,-384,13,179,-4,1,-176,-64,0,30,-321,-30,50,308,0
1,9,0,-1,-1,1,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,4,0
1,9,0,1,1,-1,0,-1,0,0,-4,0,0,0,-1,0,0,0,0,0,0,-4,0
1,10,0,-4,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
1,10,0,4,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
1,10,0,-4,-1,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
1,10,0,4,1,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
1,10,1,-1,-1,1,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,4,0
1,10,1,1,1,-1,0,-1,0,0,-4,0,0,0,-1,0,0,0,0,0,0,-4,0
1,11,0,-4,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
1,11,0,4,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
1,11,0,-4,-1,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
1,11,0,4,1,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
1,11,1,-4,-1,-36,0,-36,1,271,-4,-271,1,-1,-36,0,0,-37,162,37,-48,-96,0
1,11,1,4,1,36,0,36,-1,-271,4,271,-1,1,36,0,0,37,-162,-37,48,96,0
1,12,0,-4,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
1,12,0,4,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
1,12,0,-4,-1,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
1,12,0,4,1,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
1,12,1,-4,-1,-26,57,31,2,328,-4,-271,2,-1,31,0,0,-30,201,30,-8,-153,0
1,12,1,4,1,26,-57,-31,-2,-328,4,271,-2,1,-31,0,0,30,-201,-30,8,153,0
1,13,0,-4,-1,4,0,4,0,0,20,0,0,0,4,0,0,0,0,0,0,20,0
1,13,0,4,1,-4,0,-4,0,0,-20,0,0,0,-4,0,0,0,0,0,0,-20,0
1,13,0,-4,-1,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,19,0
1,13,0,4,1,-4,0,-4,0,0,-19,0,0,0,-4,0,0,0,0,0,0,-19,0
1,13,1,-4,-1,-5,124,119,3,395,-4,-271,3,-1,119,35,0,-11,224,11,76,-220,0
