PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime,xi.step,xi.totProcTime,xi.totWrm
901,0,0.3.0,0,870,0,9,0,9,0,0,9,9,0,0,0,1,1,444,448,444,448,1,4820,4820
901,0,1.8.0,0,870,0,5,0,5,0,0,5,5,0,0,0,1,1,605,515,605,515,1,4820,4820
901,0,2.3.0,0,870,0,73,0,73,0,0,73,73,0,0,0,1,1,491,448,491,448,1,4820,4820
901,0,3.3.0,0,870,0,14,0,14,0,0,14,14,0,0,0,1,1,450,448,450,448,1,4820,4820
901,0,4.7.0,0,870,0,30,0,30,0,0,30,30,0,0,0,1,1,491,600,491,600,1,4820,4820
901,0,5.3.0,0,870,0,45,0,45,0,0,45,45,0,0,0,1,1,407,448,407,448,1,4820,4820
901,0,6.2.0,0,870,0,9,0,9,0,0,9,9,0,0,0,1,1,437,278,437,278,1,4820,4820
901,0,7.2.0,0,870,0,21,0,21,0,0,21,21,0,0,0,1,1,389,278,389,278,1,4820,4820
901,0,8.1.0,1,870,0,45,0,45,0,0,45,45,0,0,0,1,1,550,289,550,289,1,4820,4820
901,0,9.5.0,0,870,0,5,0,5,0,0,5,5,0,0,0,1,1,556,421,556,421,1,4820,4820
901,1,0.3.0,0,870,0,9,0,9,0,0,9,45,0,0,0,1,1,444,448,444,448,2,4820,4775
901,1,1.8.0,0,870,0,5,0,5,0,0,5,45,0,0,0,1,1,605,515,605,515,2,4820,4775
901,1,2.3.0,0,870,0,73,0,73,0,0,73,73,0,0,0,1,1,491,448,491,448,2,4820,4775
901,1,3.3.0,0,870,0,14,0,14,0,0,14,45,0,0,0,1,1,450,448,450,448,2,4820,4775
901,1,4.7.0,0,870,0,30,0,30,0,0,30,45,0,0,0,1,1,491,600,491,600,2,4820,4775
901,1,5.3.0,0,870,0,45,0,45,0,0,45,45,0,0,0,1,1,407,448,407,448,2,4820,4775
901,1,6.2.0,1,870,0,9,0,9,0,0,9,45,0,0,0,1,1,437,278,437,278,2,4820,4775
901,1,7.2.0,0,870,0,21,0,21,0,0,21,45,0,0,0,1,1,389,278,389,278,2,4820,4775
901,1,8.7.45,0,870,0,78,45,123,45,0,123,123,-45,45,45,2,1,505,600,550,600,2,4820,4775
901,1,9.5.0,0,870,0,5,0,5,0,0,5,45,0,0,0,1,1,556,421,556,421,2,4820,4775
901,2,0.3.0,0,870,0,9,0,9,0,0,9,45,0,0,0,1,1,444,448,444,448,3,4820,4766
901,2,1.8.0,0,870,0,5,0,5,0,0,5,45,0,0,0,1,1,605,515,605,515,3,4820,4766
901,2,2.3.0,0,870,0,73,0,73,0,0,73,73,0,0,0,1,1,491,448,491,448,3,4820,4766
901,2,3.3.0,0,870,0,14,0,14,0,0,14,45,0,0,0,1,1,450,448,450,448,3,4820,4766
901,2,4.7.0,0,870,0,30,0,30,0,0,30,45,0,0,0,1,1,491,600,491,600,3,4820,4766
901,2,5.3.0,0,870,0,45,0,45,0,0,45,45,0,0,0,1,1,407,448,407,448,3,4820,4766
901,2,6.5.9,0,870,0,66,9,75,9,0,75,75,-9,9,9,2,1,428,421,437,421,3,4820,4766
901,2,7.2.9,1,870,0,21,9,30,0,9,30,45,0,0,0,1,2,389,269,389,278,3,4820,4766
901,2,8.7.45,0,870,0,78,45,123,45,0,123,123,-45,45,45,2,1,505,600,550,600,3,4820,4766
901,2,9.5.0,0,870,0,5,0,5,0,0,5,45,0,0,0,1,1,556,421,556,421,3,4820,4766
901,3,0.3.0,0,870,0,9,0,9,0,0,9,45,0,0,0,1,1,444,448,444,448,4,4820,4745
901,3,1.8.0,0,870,0,5,0,5,0,0,5,45,0,0,0,1,1,605,515,605,515,4,4820,4745
901,3,2.3.0,0,870,0,73,0,73,0,0,73,73,0,0,0,1,1,491,448,491,448,4,4820,4745
901,3,3.3.0,0,870,0,14,0,14,0,0,14,45,0,0,0,1,1,450,448,450,448,4,4820,4745
901,3,4.7.0,0,870,0,30,0,30,0,0,30,45,0,0,0,1,1,491,600,491,600,4,4820,4745
901,3,5.3.0,0,870,0,45,0,45,0,0,45,45,0,0,0,1,1,407,448,407,448,4,4820,4745
901,3,6.5.9,0,870,0,66,9,75,9,0,75,75,-9,9,9,2,1,428,421,437,421,4,4820,4745
901,3,7.8.30,0,870,0,72,30,102,30,0,102,102,-30,30,30,2,1,368,515,389,515,4,4820,4745
901,3,8.7.45,0,870,0,78,45,123,45,0,123,123,-45,45,45,2,1,505,600,550,600,4,4820,4745
901,3,9.5.0,1,870,0,5,0,5,0,0,5,45,0,0,0,1,1,556,421,556,421,4,4820,4745
901,4,0.3.0,0,870,0,9,0,9,0,0,9,45,0,0,0,1,1,444,448,444,448,5,4820,4740
901,4,1.8.0,1,870,0,5,0,5,0,0,5,45,0,0,0,1,1,605,515,605,515,5,4820,4740
901,4,2.3.0,0,870,0,73,0,73,0,0,73,73,0,0,0,1,1,491,448,491,448,5,4820,4740
901,4,3.3.0,0,870,0,14,0,14,0,0,14,45,0,0,0,1,1,450,448,450,448,5,4820,4740
901,4,4.7.0,0,870,0,30,0,30,0,0,30,45,0,0,0,1,1,491,600,491,600,5,4820,4740
901,4,5.3.0,0,870,0,45,0,45,0,0,45,45,0,0,0,1,1,407,448,407,448,5,4820,4740
901,4,6.5.9,0,870,0,66,9,75,9,0,75,75,-4,4,4,2,2,428,416,437,421,5,4820,4740
901,4,7.8.30,0,870,0,72,30,102,30,0,102,102,-30,30,30,2,1,368,515,389,515,5,4820,4740
901,4,8.7.45,0,870,0,78,45,123,45,0,123,123,-45,45,45,2,1,505,600,550,600,5,4820,4740
901,4,9.8.5,0,870,0,42,5,47,5,0,47,47,-5,5,5,2,1,551,515,556,515,5,4820,4740
901,5,0.3.0,0,870,0,9,0,9,0,0,9,45,0,0,0,1,1,444,448,444,448,6,4820,4735
901,5,1.5.5,1,870,0,47,5,52,5,0,52,52,0,0,0,2,2,600,416,605,421,6,4820,4735
901,5,2.3.0,0,870,0,73,0,73,0,0,73,73,0,0,0,1,1,491,448,491,448,6,4820,4735
901,5,3.3.0,0,870,0,14,0,14,0,0,14,45,0,0,0,1,1,450,448,450,448,6,4820,4735
901,5,4.7.0,0,870,0,30,0,30,0,0,30,45,0,0,0,1,1,491,600,491,600,6,4820,4735
901,5,5.3.0,0,870,0,45,0,45,0,0,45,45,0,0,0,1,1,407,448,407,448,6,4820,4735
