PID,Step,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime
501,0,0,-2,-1,-10,0,-10,0,0,-10,-10,0,0,0,0,0,-47,0,-47,0
501,0,0,2,1,10,0,10,0,0,10,10,0,0,0,0,0,47,0,47,0
501,0,0,-2,-1,-20,0,-20,0,0,-20,-20,0,0,0,0,0,-91,0,-91,0
501,0,0,2,1,20,0,20,0,0,20,20,0,0,0,0,0,91,0,91,0
501,0,0,-2,-1,-5,0,-5,0,0,-5,-5,0,0,0,0,0,-22,0,-22,0
501,0,0,2,1,5,0,5,0,0,5,5,0,0,0,0,0,22,0,22,0
501,0,0,-2,-1,-33,0,-33,0,0,-33,-33,0,0,0,0,0,-163,0,-163,0
501,0,0,2,1,33,0,33,0,0,33,33,0,0,0,0,0,163,0,163,0
501,0,1,-2,-1,-35,0,-35,0,0,-35,-35,0,0,0,0,0,-177,0,-177,0
501,0,1,2,1,35,0,35,0,0,35,35,0,0,0,0,0,177,0,177,0
501,1,0,-2,-1,-10,0,-10,0,0,-10,-10,0,0,0,0,0,-47,0,-47,0
501,1,0,2,1,10,0,10,0,0,10,10,0,0,0,0,0,47,0,47,0
501,1,0,-2,-1,-20,0,-20,0,0,-20,-20,0,0,0,0,0,-91,0,-91,0
501,1,0,2,1,20,0,20,0,0,20,20,0,0,0,0,0,91,0,91,0
501,1,0,-2,-1,-5,0,-5,0,0,-5,-5,0,0,0,0,0,-22,0,-22,0
501,1,0,2,1,5,0,5,0,0,5,5,0,0,0,0,0,22,0,22,0
501,1,0,-2,-1,-33,0,-33,0,0,-33,-33,0,0,0,0,0,-163,0,-163,0
501,1,0,2,1,33,0,33,0,0,33,33,0,0,0,0,0,163,0,163,0
501,1,1,-2,-1,-36,0,-36,47,-47,-36,-36,-47,47,47,1,-1,-224,44,-177,-3
501,1,1,2,1,36,0,36,-47,47,36,36,47,-47,-47,-1,1,224,-44,177,3
