Name,CDR,Makespan,BestFoundMakespan
f.rnd.10x10.train.1,phi.LPT.E1,1833,1328
f.rnd.10x10.train.2,phi.LPT.E1,1695,1204
f.rnd.10x10.train.3,phi.LPT.E1,1549,1129
f.rnd.10x10.train.4,phi.LPT.E1,1801,1356
f.rnd.10x10.train.5,phi.LPT.E1,1622,1139
f.rnd.10x10.train.6,phi.LPT.E1,1618,1384
f.rnd.10x10.train.7,phi.LPT.E1,1592,1370
f.rnd.10x10.train.8,phi.LPT.E1,1572,1142
f.rnd.10x10.train.9,phi.LPT.E1,1566,1261
f.rnd.10x10.train.10,phi.LPT.E1,1774,1307
f.rnd.10x10.train.11,phi.LPT.E1,1813,1354
f.rnd.10x10.train.12,phi.LPT.E1,1677,1333
f.rnd.10x10.train.13,phi.LPT.E1,1695,1381
f.rnd.10x10.train.14,phi.LPT.E1,1661,1173
f.rnd.10x10.train.15,phi.LPT.E1,1588,1210
f.rnd.10x10.train.16,phi.LPT.E1,1652,1344
f.rnd.10x10.train.17,phi.LPT.E1,1750,1250
f.rnd.10x10.train.18,phi.LPT.E1,1771,1256
f.rnd.10x10.train.19,phi.LPT.E1,1772,1301
f.rnd.10x10.train.20,phi.LPT.E1,1541,1135
f.rnd.10x10.train.21,phi.LPT.E1,1695,1192
f.rnd.10x10.train.22,phi.LPT.E1,1608,1230
f.rnd.10x10.train.23,phi.LPT.E1,1807,1248
f.rnd.10x10.train.24,phi.LPT.E1,1681,1260
f.rnd.10x10.train.25,phi.LPT.E1,1668,1124
f.rnd.10x10.train.26,phi.LPT.E1,1538,1091
f.rnd.10x10.train.27,phi.LPT.E1,1611,1146
f.rnd.10x10.train.28,phi.LPT.E1,1604,1295
f.rnd.10x10.train.29,phi.LPT.E1,1652,1313
f.rnd.10x10.train.30,phi.LPT.E1,1772,1270
f.rnd.10x10.train.31,phi.LPT.E1,1788,1301
f.rnd.10x10.train.32,phi.LPT.E1,1585,1205
f.rnd.10x10.train.33,phi.LPT.E1,1666,1226
f.rnd.10x10.train.34,phi.LPT.E1,1623,1294
f.rnd.10x10.train.35,phi.LPT.E1,1840,1399
f.rnd.10x10.train.36,phi.LPT.E1,1656,1109
f.rnd.10x10.train.37,phi.LPT.E1,1901,1296
f.rnd.10x10.train.38,phi.LPT.E1,1672,1264
f.rnd.10x10.train.39,phi.LPT.E1,1694,1167
f.rnd.10x10.train.40,phi.LPT.E1,1631,1132
f.rnd.10x10.train.41,phi.LPT.E1,1777,1256
f.rnd.10x10.train.42,phi.LPT.E1,1735,1240
f.rnd.10x10.train.43,phi.LPT.E1,1647,1163
f.rnd.10x10.train.44,phi.LPT.E1,1636,1231
f.rnd.10x10.train.45,phi.LPT.E1,1637,1224
f.rnd.10x10.train.46,phi.LPT.E1,1809,1369
f.rnd.10x10.train.47,phi.LPT.E1,1778,1297
f.rnd.10x10.train.48,phi.LPT.E1,1629,1292
f.rnd.10x10.train.49,phi.LPT.E1,1616,1212
f.rnd.10x10.train.50,phi.LPT.E1,1681,1267
f.rnd.10x10.train.51,phi.LPT.E1,1621,1252
f.rnd.10x10.train.52,phi.LPT.E1,1694,1347
f.rnd.10x10.train.53,phi.LPT.E1,1767,1352
