Name,Shop,Distribution,Set,PID,NumJobs,NumMachines,Dimension,Makespan
f.mc.6x5.train.1,f,mc,train,1,6,5,30,915
f.mc.6x5.train.2,f,mc,train,2,6,5,30,411
f.mc.6x5.train.3,f,mc,train,3,6,5,30,350
f.mc.6x5.train.4,f,mc,train,4,6,5,30,590
f.mc.6x5.train.5,f,mc,train,5,6,5,30,596
f.mc.6x5.train.6,f,mc,train,6,6,5,30,678
f.mc.6x5.train.7,f,mc,train,7,6,5,30,742
f.mc.6x5.train.8,f,mc,train,8,6,5,30,699
f.mc.6x5.train.9,f,mc,train,9,6,5,30,417
f.mc.6x5.train.10,f,mc,train,10,6,5,30,482
f.mc.6x5.train.11,f,mc,train,11,6,5,30,581
f.mc.6x5.train.12,f,mc,train,12,6,5,30,524
f.mc.6x5.train.13,f,mc,train,13,6,5,30,763
f.mc.6x5.train.14,f,mc,train,14,6,5,30,733
f.mc.6x5.train.15,f,mc,train,15,6,5,30,919
f.mc.6x5.train.16,f,mc,train,16,6,5,30,622
f.mc.6x5.train.17,f,mc,train,17,6,5,30,417
f.mc.6x5.train.18,f,mc,train,18,6,5,30,475
f.mc.6x5.train.19,f,mc,train,19,6,5,30,548
f.mc.6x5.train.20,f,mc,train,20,6,5,30,676
f.mc.6x5.train.21,f,mc,train,21,6,5,30,630
f.mc.6x5.train.22,f,mc,train,22,6,5,30,768
f.mc.6x5.train.23,f,mc,train,23,6,5,30,726
f.mc.6x5.train.24,f,mc,train,24,6,5,30,920
f.mc.6x5.train.25,f,mc,train,25,6,5,30,227
f.mc.6x5.train.26,f,mc,train,26,6,5,30,465
f.mc.6x5.train.27,f,mc,train,27,6,5,30,480
f.mc.6x5.train.28,f,mc,train,28,6,5,30,613
f.mc.6x5.train.29,f,mc,train,29,6,5,30,669
f.mc.6x5.train.30,f,mc,train,30,6,5,30,812
f.mc.6x5.train.31,f,mc,train,31,6,5,30,836
f.mc.6x5.train.32,f,mc,train,32,6,5,30,419
f.mc.6x5.train.33,f,mc,train,33,6,5,30,587
f.mc.6x5.train.34,f,mc,train,34,6,5,30,572
f.mc.6x5.train.35,f,mc,train,35,6,5,30,585
f.mc.6x5.train.36,f,mc,train,36,6,5,30,656
f.mc.6x5.train.37,f,mc,train,37,6,5,30,688
f.mc.6x5.train.38,f,mc,train,38,6,5,30,813
f.mc.6x5.train.39,f,mc,train,39,6,5,30,742
f.mc.6x5.train.40,f,mc,train,40,6,5,30,201
f.mc.6x5.train.41,f,mc,train,41,6,5,30,402
f.mc.6x5.train.42,f,mc,train,42,6,5,30,494
f.mc.6x5.train.43,f,mc,train,43,6,5,30,560
f.mc.6x5.train.44,f,mc,train,44,6,5,30,643
f.mc.6x5.train.45,f,mc,train,45,6,5,30,689
f.mc.6x5.train.46,f,mc,train,46,6,5,30,826
f.mc.6x5.train.47,f,mc,train,47,6,5,30,439
f.mc.6x5.train.48,f,mc,train,48,6,5,30,369
f.mc.6x5.train.49,f,mc,train,49,6,5,30,553
f.mc.6x5.train.50,f,mc,train,50,6,5,30,584
f.mc.6x5.train.51,f,mc,train,51,6,5,30,619
f.mc.6x5.train.52,f,mc,train,52,6,5,30,811
f.mc.6x5.train.53,f,mc,train,53,6,5,30,718
f.mc.6x5.train.54,f,mc,train,54,6,5,30,865
f.mc.6x5.train.55,f,mc,train,55,6,5,30,444
f.mc.6x5.train.56,f,mc,train,56,6,5,30,635
f.mc.6x5.train.57,f,mc,train,57,6,5,30,520
f.mc.6x5.train.58,f,mc,train,58,6,5,30,585
f.mc.6x5.train.59,f,mc,train,59,6,5,30,657
f.mc.6x5.train.60,f,mc,train,60,6,5,30,756
f.mc.6x5.train.61,f,mc,train,61,6,5,30,807
f.mc.6x5.train.62,f,mc,train,62,6,5,30,851
f.mc.6x5.train.63,f,mc,train,63,6,5,30,364
f.mc.6x5.train.64,f,mc,train,64,6,5,30,547
f.mc.6x5.train.65,f,mc,train,65,6,5,30,560
f.mc.6x5.train.66,f,mc,train,66,6,5,30,579
f.mc.6x5.train.67,f,mc,train,67,6,5,30,629
f.mc.6x5.train.68,f,mc,train,68,6,5,30,737
f.mc.6x5.train.69,f,mc,train,69,6,5,30,799
f.mc.6x5.train.70,f,mc,train,70,6,5,30,426
f.mc.6x5.train.71,f,mc,train,71,6,5,30,441
f.mc.6x5.train.72,f,mc,train,72,6,5,30,457
f.mc.6x5.train.73,f,mc,train,73,6,5,30,542
f.mc.6x5.train.74,f,mc,train,74,6,5,30,641
f.mc.6x5.train.75,f,mc,train,75,6,5,30,826
f.mc.6x5.train.76,f,mc,train,76,6,5,30,829
f.mc.6x5.train.77,f,mc,train,77,6,5,30,917
f.mc.6x5.train.78,f,mc,train,78,6,5,30,438
f.mc.6x5.train.79,f,mc,train,79,6,5,30,556
f.mc.6x5.train.80,f,mc,train,80,6,5,30,389
f.mc.6x5.train.81,f,mc,train,81,6,5,30,541
f.mc.6x5.train.82,f,mc,train,82,6,5,30,578
f.mc.6x5.train.83,f,mc,train,83,6,5,30,722
f.mc.6x5.train.84,f,mc,train,84,6,5,30,898
f.mc.6x5.train.85,f,mc,train,85,6,5,30,261
f.mc.6x5.train.86,f,mc,train,86,6,5,30,335
f.mc.6x5.train.87,f,mc,train,87,6,5,30,485
f.mc.6x5.train.88,f,mc,train,88,6,5,30,628
f.mc.6x5.train.89,f,mc,train,89,6,5,30,493
f.mc.6x5.train.90,f,mc,train,90,6,5,30,665
f.mc.6x5.train.91,f,mc,train,91,6,5,30,740
f.mc.6x5.train.92,f,mc,train,92,6,5,30,892
f.mc.6x5.train.93,f,mc,train,93,6,5,30,410
f.mc.6x5.train.94,f,mc,train,94,6,5,30,521
f.mc.6x5.train.95,f,mc,train,95,6,5,30,572
f.mc.6x5.train.96,f,mc,train,96,6,5,30,596
f.mc.6x5.train.97,f,mc,train,97,6,5,30,721
f.mc.6x5.train.98,f,mc,train,98,6,5,30,673
f.mc.6x5.train.99,f,mc,train,99,6,5,30,891
f.mc.6x5.train.100,f,mc,train,100,6,5,30,944
f.mc.6x5.train.101,f,mc,train,101,6,5,30,405
f.mc.6x5.train.102,f,mc,train,102,6,5,30,466
f.mc.6x5.train.103,f,mc,train,103,6,5,30,632
f.mc.6x5.train.104,f,mc,train,104,6,5,30,526
f.mc.6x5.train.105,f,mc,train,105,6,5,30,689
f.mc.6x5.train.106,f,mc,train,106,6,5,30,710
f.mc.6x5.train.107,f,mc,train,107,6,5,30,841
f.mc.6x5.train.108,f,mc,train,108,6,5,30,286
f.mc.6x5.train.109,f,mc,train,109,6,5,30,523
f.mc.6x5.train.110,f,mc,train,110,6,5,30,424
f.mc.6x5.train.111,f,mc,train,111,6,5,30,553
f.mc.6x5.train.112,f,mc,train,112,6,5,30,569
f.mc.6x5.train.113,f,mc,train,113,6,5,30,633
f.mc.6x5.train.114,f,mc,train,114,6,5,30,809
f.mc.6x5.train.115,f,mc,train,115,6,5,30,780
f.mc.6x5.train.116,f,mc,train,116,6,5,30,497
f.mc.6x5.train.117,f,mc,train,117,6,5,30,442
f.mc.6x5.train.118,f,mc,train,118,6,5,30,602
f.mc.6x5.train.119,f,mc,train,119,6,5,30,639
f.mc.6x5.train.120,f,mc,train,120,6,5,30,779
f.mc.6x5.train.121,f,mc,train,121,6,5,30,798
f.mc.6x5.train.122,f,mc,train,122,6,5,30,859
f.mc.6x5.train.123,f,mc,train,123,6,5,30,225
f.mc.6x5.train.124,f,mc,train,124,6,5,30,497
f.mc.6x5.train.125,f,mc,train,125,6,5,30,500
f.mc.6x5.train.126,f,mc,train,126,6,5,30,629
f.mc.6x5.train.127,f,mc,train,127,6,5,30,616
